areas,bathrooms,bedrooms,latitude,longitude,r$_pmo,coord
90.0,1.0,2.0,-22.9427792,-43.1928084,2000,"(-22.9427792, -43.1928084)"
156.0,1.0,3.0,-22.9837378,-43.21888660000001,13000,"(-22.9837378, -43.21888660000001)"
60.0,2.0,1.0,-22.7917588,-43.180966,900,"(-22.7917588, -43.180966)"
83.0,1.0,2.0,-23.0048388,-43.3662798,1700,"(-23.0048388, -43.3662798)"
165.0,3.0,3.0,-22.9387029,-43.17358170000001,5000,"(-22.9387029, -43.17358170000001)"
73.0,2.0,3.0,-22.8766987,-43.33787020000001,1200,"(-22.8766987, -43.33787020000001)"
60.0,1.0,2.0,-22.8766582,-43.316945,1100,"(-22.8766582, -43.316945)"
200.0,3.0,2.0,-22.9862375,-43.2091782,9500,"(-22.9862375, -43.2091782)"
50.0,1.0,1.0,-22.9647764,-43.40202539999999,1100,"(-22.9647764, -43.40202539999999)"
41.0,1.0,1.0,-22.9654545,-43.18084520000001,1600,"(-22.9654545, -43.18084520000001)"
66.0,2.0,2.0,-22.9409533,-43.1823213,2200,"(-22.9409533, -43.1823213)"
170.0,2.0,4.0,-22.9766415,-43.188297,7500,"(-22.9766415, -43.188297)"
85.0,1.0,2.0,-22.808979,-43.1984189,2000,"(-22.808979, -43.1984189)"
100.0,2.0,3.0,-22.968515300000004,-43.1850961,2500,"(-22.968515300000004, -43.1850961)"
55.0,,1.0,-22.915478,-43.2439792,1300,"(-22.915478, -43.2439792)"
76.0,2.0,3.0,-22.9862574,-43.1922967,2800,"(-22.9862574, -43.1922967)"
180.0,3.0,3.0,-22.9654545,-43.18084520000001,7600,"(-22.9654545, -43.18084520000001)"
110.0,3.0,3.0,-22.9831584,-43.2050161,6500,"(-22.9831584, -43.2050161)"
100.0,1.0,3.0,-22.9690461,-43.18946629999999,3000,"(-22.9690461, -43.18946629999999)"
78.0,2.0,2.0,-23.0143229,-43.2972041,3800,"(-23.0143229, -43.2972041)"
50.0,1.0,2.0,-22.8249081,-43.3275447,850,"(-22.8249081, -43.3275447)"
80.0,2.0,2.0,-22.8351129,-43.3233619,1300,"(-22.8351129, -43.3233619)"
102.0,3.0,3.0,-22.9373944,-43.177594,3500,"(-22.9373944, -43.177594)"
80.0,2.0,2.0,-22.9368391,-43.1751217,2700,"(-22.9368391, -43.1751217)"
69.0,1.0,1.0,-22.9244112,-43.2476356,1400,"(-22.9244112, -43.2476356)"
85.0,2.0,2.0,-22.9216346,-43.257501,1400,"(-22.9216346, -43.257501)"
70.0,1.0,2.0,-22.8483967,-43.2651346,790,"(-22.8483967, -43.2651346)"
250.0,3.0,4.0,-22.9821776,-43.2133851,20000,"(-22.9821776, -43.2133851)"
70.0,1.0,2.0,-22.9218864,-43.384646,800,"(-22.9218864, -43.384646)"
40.0,1.0,1.0,-22.9201766,-43.2558029,1000,"(-22.9201766, -43.2558029)"
555.0,2.0,5.0,-23.0004173,-43.332459,19000,"(-23.0004173, -43.332459)"
50.0,1.0,1.0,-22.9654545,-43.18084520000001,1700,"(-22.9654545, -43.18084520000001)"
150.0,,4.0,-22.9877577,-43.2286995,8500,"(-22.9877577, -43.2286995)"
74.0,2.0,2.0,-22.9344154,-43.2100703,1500,"(-22.9344154, -43.2100703)"
480.0,5.0,4.0,-22.9862375,-43.2091782,37000,"(-22.9862375, -43.2091782)"
61.0,1.0,2.0,-22.9363399,-43.3330978,1799,"(-22.9363399, -43.3330978)"
64.0,2.0,2.0,-22.9682531,-43.3830095,2000,"(-22.9682531, -43.3830095)"
115.0,2.0,3.0,-22.9354459,-43.1865273,3200,"(-22.9354459, -43.1865273)"
20.0,1.0,1.0,-22.917451,-43.2061374,600,"(-22.917451, -43.2061374)"
50.0,1.0,2.0,-22.8730858,-43.5174089,700,"(-22.8730858, -43.5174089)"
56.0,1.0,3.0,-22.8202335,-43.3058318,1200,"(-22.8202335, -43.3058318)"
180.0,4.0,4.0,-23.018515100000002,-43.4634021,3800,"(-23.018515100000002, -43.4634021)"
400.0,5.0,4.0,-22.9913592,-43.2675329,15000,"(-22.9913592, -43.2675329)"
150.0,3.0,3.0,-22.9285713,-43.25791470000001,2000,"(-22.9285713, -43.25791470000001)"
66.0,1.0,2.0,-22.9047714,-43.2738036,800,"(-22.9047714, -43.2738036)"
115.0,2.0,3.0,-22.9690461,-43.18946629999999,4700,"(-22.9690461, -43.18946629999999)"
75.0,1.0,2.0,-22.928988,-43.353419099999996,5000,"(-22.928988, -43.353419099999996)"
90.0,,3.0,-22.9240023,-43.26062329999999,1000,"(-22.9240023, -43.26062329999999)"
310.0,3.0,4.0,-22.9720897,-43.1900211,5900,"(-22.9720897, -43.1900211)"
120.0,3.0,3.0,-22.9624658,-43.20248839999999,8000,"(-22.9624658, -43.20248839999999)"
103.0,1.0,3.0,-22.8129964,-43.1953134,2300,"(-22.8129964, -43.1953134)"
190.0,3.0,3.0,-22.9847565,-43.19540679999999,4000,"(-22.9847565, -43.19540679999999)"
200.0,2.0,3.0,-22.9690461,-43.18946629999999,5300,"(-22.9690461, -43.18946629999999)"
200.0,5.0,4.0,-22.9849095,-43.219824,10000,"(-22.9849095, -43.219824)"
43.0,1.0,1.0,-22.9393527,-43.1745967,2000,"(-22.9393527, -43.1745967)"
51.0,1.0,2.0,-22.9073808,-43.2801493,1000,"(-22.9073808, -43.2801493)"
94.0,2.0,2.0,-23.0217111,-43.4869678,1700,"(-23.0217111, -43.4869678)"
128.0,2.0,4.0,-22.9164653,-43.2076206,2000,"(-22.9164653, -43.2076206)"
284.0,4.0,4.0,-22.984220800000006,-43.1916424,7500,"(-22.984220800000006, -43.1916424)"
85.0,3.0,3.0,-23.0177482,-43.4667998,1600,"(-23.0177482, -43.4667998)"
82.0,,2.0,-22.986987300000006,-43.1909986,5500,"(-22.986987300000006, -43.1909986)"
100.0,2.0,3.0,-22.9332164,-43.2381453,1500,"(-22.9332164, -43.2381453)"
170.0,1.0,3.0,-22.999740399999997,-43.3659929,3000,"(-22.999740399999997, -43.3659929)"
180.0,3.0,3.0,-22.9282465,-43.170790419174786,4900,"(-22.9282465, -43.170790419174786)"
70.0,2.0,2.0,-22.9279379,-43.236188,900,"(-22.9279379, -43.236188)"
78.0,2.0,2.0,-23.0143229,-43.2972041,4000,"(-23.0143229, -43.2972041)"
321.0,6.0,5.0,-22.9837378,-43.21888660000001,28500,"(-22.9837378, -43.21888660000001)"
60.0,1.0,2.0,-22.985511,-43.19287620000001,2500,"(-22.985511, -43.19287620000001)"
35.0,1.0,1.0,-22.9665038,-43.3713193,1120,"(-22.9665038, -43.3713193)"
86.0,1.0,3.0,-22.9332245,-43.1747971,2600,"(-22.9332245, -43.1747971)"
165.0,2.0,4.0,-22.9681327,-43.1830609,3800,"(-22.9681327, -43.1830609)"
83.0,2.0,3.0,-22.9415522,-43.1814436,2300,"(-22.9415522, -43.1814436)"
42.0,1.0,1.0,-30.0342118,-51.2393593,1300,"(-30.0342118, -51.2393593)"
47.0,1.0,1.0,-22.8759461,-43.26612460000001,1200,"(-22.8759461, -43.26612460000001)"
66.0,1.0,2.0,-5.8121386,-35.823435700000005,800,"(-5.8121386, -35.823435700000005)"
77.0,3.0,2.0,-22.937072600000004,-43.3354416,1100,"(-22.937072600000004, -43.3354416)"
224.0,4.0,3.0,-22.9839557,-43.2022163,8500,"(-22.9839557, -43.2022163)"
30.0,1.0,1.0,-22.9205786,-43.2595566,1100,"(-22.9205786, -43.2595566)"
85.0,1.0,2.0,-23.0048388,-43.3662798,2300,"(-23.0048388, -43.3662798)"
120.0,,2.0,-22.9862375,-43.2091782,10000,"(-22.9862375, -43.2091782)"
160.0,3.0,4.0,-22.986987300000006,-43.1909986,7500,"(-22.986987300000006, -43.1909986)"
320.0,4.0,4.0,-23.0149238,-43.407209,9000,"(-23.0149238, -43.407209)"
79.0,2.0,2.0,-22.999740399999997,-43.3659929,2900,"(-22.999740399999997, -43.3659929)"
138.0,2.0,3.0,-22.9814243,-43.2383245,6000,"(-22.9814243, -43.2383245)"
58.0,,2.0,-22.999740399999997,-43.3659929,1300,"(-22.999740399999997, -43.3659929)"
70.0,3.0,3.0,-22.7115368,-43.4592138,3600,"(-22.7115368, -43.4592138)"
176.0,3.0,4.0,-22.9822342,-43.2411682,2000,"(-22.9822342, -43.2411682)"
76.0,2.0,2.0,-23.0141485,-43.4556143,1600,"(-23.0141485, -43.4556143)"
80.0,3.0,2.0,-22.9233953,-43.2452569,1800,"(-22.9233953, -43.2452569)"
260.0,,4.0,-23.007999,-43.35073189999999,15500,"(-23.007999, -43.35073189999999)"
300.0,3.0,4.0,-22.985511,-43.19287620000001,5000,"(-22.985511, -43.19287620000001)"
90.0,2.0,3.0,-23.0110407,-43.446195,1300,"(-23.0110407, -43.446195)"
33.0,1.0,1.0,-22.9243928,-43.3739849,970,"(-22.9243928, -43.3739849)"
144.0,6.0,4.0,-22.9662234,-43.3827688,5000,"(-22.9662234, -43.3827688)"
82.0,2.0,3.0,-23.0031737,-43.4840149,1300,"(-23.0031737, -43.4840149)"
89.0,1.0,3.0,-22.9330079,-43.2389625,2100,"(-22.9330079, -43.2389625)"
55.0,1.0,2.0,-22.9548472,-43.3765899,1100,"(-22.9548472, -43.3765899)"
354.0,,4.0,-22.9805083,-43.2134793,20000,"(-22.9805083, -43.2134793)"
196.0,3.0,3.0,-22.8084629,-43.2098051,3300,"(-22.8084629, -43.2098051)"
70.0,,2.0,-22.9279449,-43.2088566,1700,"(-22.9279449, -43.2088566)"
44.0,1.0,2.0,-22.9363399,-43.3330978,700,"(-22.9363399, -43.3330978)"
45.0,1.0,1.0,-22.984592000000006,-43.2241076,3750,"(-22.984592000000006, -43.2241076)"
800.0,7.0,7.0,-22.9890302,-43.3549717,25000,"(-22.9890302, -43.3549717)"
68.0,2.0,2.0,-22.9233355,-43.2564957,1400,"(-22.9233355, -43.2564957)"
400.0,3.0,4.0,-22.9322135,-43.1775978,6000,"(-22.9322135, -43.1775978)"
50.0,1.0,1.0,-22.912032,-43.226347,1100,"(-22.912032, -43.226347)"
110.0,3.0,3.0,-23.0197777,-43.4791589,2250,"(-23.0197777, -43.4791589)"
100.0,2.0,3.0,-23.001908,-43.3501969,2980,"(-23.001908, -43.3501969)"
34.0,1.0,1.0,-22.9350952,-43.3840618,750,"(-22.9350952, -43.3840618)"
190.0,4.0,3.0,-22.984338600000005,-43.2328045,7000,"(-22.984338600000005, -43.2328045)"
330.0,,3.0,-22.9840518,-43.2215379,30000,"(-22.9840518, -43.2215379)"
67.0,,2.0,-22.9332164,-43.2381453,1500,"(-22.9332164, -43.2381453)"
81.0,3.0,2.0,-22.9778117,-43.1912518,5500,"(-22.9778117, -43.1912518)"
40.0,2.0,1.0,-23.0004173,-43.332459,2000,"(-23.0004173, -43.332459)"
385.0,4.0,3.0,-22.9766415,-43.188297,14000,"(-22.9766415, -43.188297)"
50.0,1.0,1.0,-22.9055807,-43.2769402,900,"(-22.9055807, -43.2769402)"
120.0,2.0,3.0,-22.9954344,-43.25830379999999,5000,"(-22.9954344, -43.25830379999999)"
40.0,1.0,1.0,-22.9202866,-43.1815614,1100,"(-22.9202866, -43.1815614)"
90.0,2.0,3.0,-22.981271300000003,-43.2004164,5500,"(-22.981271300000003, -43.2004164)"
50.0,1.0,2.0,-22.8508744,-43.317637100000006,700,"(-22.8508744, -43.317637100000006)"
110.0,2.0,3.0,-22.94884465,-43.179829096252966,5950,"(-22.94884465, -43.179829096252966)"
210.0,2.0,4.0,-23.0147819,-43.4610052,3900,"(-23.0147819, -43.4610052)"
190.0,1.0,4.0,-22.9387681,-43.1972024,6000,"(-22.9387681, -43.1972024)"
70.0,2.0,2.0,-23.024562600000007,-43.4864974,1800,"(-23.024562600000007, -43.4864974)"
120.0,2.0,3.0,-23.0221792,-43.4607578,2500,"(-23.0221792, -43.4607578)"
250.0,4.0,4.0,-23.0004173,-43.332459,6500,"(-23.0004173, -43.332459)"
179.0,3.0,3.0,-22.9454241,-43.18079099640421,4500,"(-22.9454241, -43.18079099640421)"
134.0,3.0,2.0,-22.9871664,-43.2242641,11000,"(-22.9871664, -43.2242641)"
82.0,,2.0,-22.9855992,-43.1969718,9000,"(-22.9855992, -43.1969718)"
75.0,,2.0,-22.9557989,-43.1899459,2000,"(-22.9557989, -43.1899459)"
60.0,2.0,1.0,-22.975793300000007,-43.1912304,1900,"(-22.975793300000007, -43.1912304)"
120.0,3.0,3.0,-23.0211861,-43.4540997,3500,"(-23.0211861, -43.4540997)"
244.0,3.0,3.0,-22.9719642,-43.1843432,9000,"(-22.9719642, -43.1843432)"
59.0,2.0,2.0,-22.927310100000003,-43.3599944,1250,"(-22.927310100000003, -43.3599944)"
73.0,2.0,2.0,-22.9181581,-43.2433749,1600,"(-22.9181581, -43.2433749)"
70.0,2.0,2.0,-22.9396582,-43.3369363,1700,"(-22.9396582, -43.3369363)"
205.0,1.0,4.0,-23.0011303,-43.3608268,4500,"(-23.0011303, -43.3608268)"
66.0,1.0,1.0,-22.9652222,-43.18237910000001,2900,"(-22.9652222, -43.18237910000001)"
436.0,,4.0,-22.999740399999997,-43.3659929,30000,"(-22.999740399999997, -43.3659929)"
105.0,2.0,2.0,-22.9862375,-43.2091782,9000,"(-22.9862375, -43.2091782)"
355.0,5.0,5.0,-22.9997404,-43.3659929,5500,"(-22.9997404, -43.3659929)"
352.0,5.0,4.0,-22.9978724,-43.3470975,13000,"(-22.9978724, -43.3470975)"
74.0,2.0,2.0,-22.9047427,-43.2549889,1211,"(-22.9047427, -43.2549889)"
65.0,2.0,2.0,-22.9573209,-43.3434716,1500,"(-22.9573209, -43.3434716)"
128.0,3.0,3.0,-23.0149238,-43.407209,4000,"(-23.0149238, -43.407209)"
100.0,,2.0,-23.0149238,-43.407209,3000,"(-23.0149238, -43.407209)"
35.0,,1.0,-19.9848225,-43.8443784,750,"(-19.9848225, -43.8443784)"
50.0,1.0,1.0,-22.8049732,-43.219866107721046,950,"(-22.8049732, -43.219866107721046)"
50.0,1.0,2.0,-22.8999122,-43.2948123,1000,"(-22.8999122, -43.2948123)"
80.0,2.0,2.0,-22.9791915,-43.2195349,5500,"(-22.9791915, -43.2195349)"
317.0,5.0,4.0,-22.9624658,-43.20248839999999,11000,"(-22.9624658, -43.20248839999999)"
98.0,3.0,3.0,-22.9279379,-43.236188,2000,"(-22.9279379, -43.236188)"
119.0,2.0,3.0,-22.9387029,-43.17358170000001,2400,"(-22.9387029, -43.17358170000001)"
50.0,1.0,1.0,-22.8942958,-43.3613174,600,"(-22.8942958, -43.3613174)"
90.0,1.0,3.0,-23.0166029,-43.4654138,2100,"(-23.0166029, -43.4654138)"
180.0,2.0,3.0,-22.9282465,-43.170790419174786,5450,"(-22.9282465, -43.170790419174786)"
384.0,2.0,4.0,-23.0149238,-43.407209,14000,"(-23.0149238, -43.407209)"
85.0,2.0,2.0,-22.9344154,-43.2100703,1200,"(-22.9344154, -43.2100703)"
130.0,5.0,3.0,-22.9817491,-43.1906689,8500,"(-22.9817491, -43.1906689)"
52.0,1.0,1.0,-22.8775714,-43.331102,750,"(-22.8775714, -43.331102)"
100.0,3.0,3.0,-22.965578,-43.17784879999999,1800,"(-22.965578, -43.17784879999999)"
95.0,1.0,2.0,-22.9535609,-43.19070120000001,2600,"(-22.9535609, -43.19070120000001)"
172.0,1.0,4.0,-23.0050344,-43.3847972,7500,"(-23.0050344, -43.3847972)"
70.0,2.0,2.0,-23.013892,-43.4634254,2800,"(-23.013892, -43.4634254)"
101.0,1.0,3.0,-22.951239800000003,-43.1752885,2500,"(-22.951239800000003, -43.1752885)"
120.0,1.0,3.0,-22.9279379,-43.236188,2300,"(-22.9279379, -43.236188)"
66.0,1.0,1.0,-22.9248707,-43.1767511,2500,"(-22.9248707, -43.1767511)"
59.0,1.0,1.0,-22.8899546,-43.2705312,1200,"(-22.8899546, -43.2705312)"
86.0,1.0,2.0,-22.8355116,-43.3182064,1100,"(-22.8355116, -43.3182064)"
200.0,7.0,4.0,-22.9849095,-43.219824,9000,"(-22.9849095, -43.219824)"
72.0,2.0,2.0,-22.9215143,-43.2410925,1700,"(-22.9215143, -43.2410925)"
200.0,2.0,3.0,-22.98165,-43.2133493,14000,"(-22.98165, -43.2133493)"
179.0,2.0,3.0,-22.9890302,-43.3549717,6500,"(-22.9890302, -43.3549717)"
110.0,2.0,3.0,-23.017635,-43.453629,2200,"(-23.017635, -43.453629)"
84.0,,2.0,-23.0195328,-43.4617524,2100,"(-23.0195328, -43.4617524)"
125.0,,3.0,-22.9841897,-43.2223282,10000,"(-22.9841897, -43.2223282)"
650.0,,5.0,-22.9997388,-43.2684256,30000,"(-22.9997388, -43.2684256)"
120.0,2.0,3.0,-22.9204055,-43.1847866,2700,"(-22.9204055, -43.1847866)"
270.0,4.0,4.0,-22.981271300000003,-43.2004164,15000,"(-22.981271300000003, -43.2004164)"
270.0,2.0,3.0,-23.0143229,-43.2972041,9996,"(-23.0143229, -43.2972041)"
380.0,,3.0,-22.9872369,-43.19614960000001,17000,"(-22.9872369, -43.19614960000001)"
69.0,1.0,1.0,-22.9500463,-43.1910548,2100,"(-22.9500463, -43.1910548)"
80.0,4.0,2.0,-22.9831584,-43.2050161,3700,"(-22.9831584, -43.2050161)"
60.0,2.0,2.0,-22.999740399999997,-43.3659929,1900,"(-22.999740399999997, -43.3659929)"
118.0,3.0,4.0,-22.984592000000006,-43.2241076,6500,"(-22.984592000000006, -43.2241076)"
380.0,4.0,4.0,-22.9803652,-43.2139765,23000,"(-22.9803652, -43.2139765)"
166.0,6.0,4.0,-22.9662234,-43.3827688,5500,"(-22.9662234, -43.3827688)"
50.0,1.0,2.0,-22.8825508,-43.5942919,730,"(-22.8825508, -43.5942919)"
90.0,,3.0,-22.9722264,-43.1919672,2800,"(-22.9722264, -43.1919672)"
45.0,1.0,1.0,-22.9537165,-43.1829808,2100,"(-22.9537165, -43.1829808)"
85.0,,2.0,-23.0004173,-43.332459,4500,"(-23.0004173, -43.332459)"
90.0,2.0,2.0,-22.915478,-43.2439792,1220,"(-22.915478, -43.2439792)"
60.0,1.0,2.0,-22.9408899,-43.342256400000004,800,"(-22.9408899, -43.342256400000004)"
253.0,,4.0,-23.0096083,-43.3169506,8000,"(-23.0096083, -43.3169506)"
103.0,1.0,3.0,-23.0141485,-43.4556143,2300,"(-23.0141485, -43.4556143)"
75.0,2.0,1.0,-22.9393527,-43.1745967,3900,"(-22.9393527, -43.1745967)"
400.0,6.0,4.0,-22.9624658,-43.20248839999999,25000,"(-22.9624658, -43.20248839999999)"
183.0,2.0,4.0,-22.9839557,-43.2022163,16000,"(-22.9839557, -43.2022163)"
330.0,2.0,5.0,-10.8040231,-37.1658336,8500,"(-10.8040231, -37.1658336)"
80.0,2.0,2.0,-22.9739287,-43.35973320000001,1100,"(-22.9739287, -43.35973320000001)"
44.0,1.0,1.0,-22.961944,-43.1688829,1400,"(-22.961944, -43.1688829)"
96.0,2.0,2.0,-23.0014459,-43.3715864,2100,"(-23.0014459, -43.3715864)"
38.0,1.0,1.0,-22.9279379,-43.236188,1500,"(-22.9279379, -43.236188)"
98.0,2.0,2.0,-22.9380848,-43.342701,1351,"(-22.9380848, -43.342701)"
52.0,1.0,1.0,-22.844008,-43.2813091,700,"(-22.844008, -43.2813091)"
161.0,2.0,3.0,-23.0011303,-43.3608268,4297,"(-23.0011303, -43.3608268)"
53.0,2.0,2.0,-22.9022017,-43.2899906,1400,"(-22.9022017, -43.2899906)"
48.0,1.0,2.0,-22.94624115,-43.557178065955135,800,"(-22.94624115, -43.557178065955135)"
180.0,2.0,3.0,-22.9282465,-43.170790419174786,5900,"(-22.9282465, -43.170790419174786)"
74.0,2.0,2.0,-22.9954344,-43.25830379999999,1750,"(-22.9954344, -43.25830379999999)"
49.0,1.0,2.0,-22.8599788,-43.3430798,500,"(-22.8599788, -43.3430798)"
100.0,2.0,3.0,-22.9073832,-43.2876155,1000,"(-22.9073832, -43.2876155)"
345.0,5.0,3.0,-22.9766415,-43.188297,10000,"(-22.9766415, -43.188297)"
70.0,2.0,2.0,-22.9101087,-43.5646341,900,"(-22.9101087, -43.5646341)"
98.0,2.0,3.0,-22.9373944,-43.177594,2400,"(-22.9373944, -43.177594)"
85.0,2.0,2.0,-22.9215236,-43.2482053,1350,"(-22.9215236, -43.2482053)"
550.0,3.0,4.0,-23.0149238,-43.407209,21500,"(-23.0149238, -43.407209)"
90.0,2.0,3.0,-22.960081,-43.2091516,3800,"(-22.960081, -43.2091516)"
150.0,2.0,4.0,-22.9662234,-43.3827688,4500,"(-22.9662234, -43.3827688)"
60.0,2.0,2.0,-22.920391,-43.3689424,1250,"(-22.920391, -43.3689424)"
61.0,1.0,2.0,-22.9541885,-43.3820845,1200,"(-22.9541885, -43.3820845)"
150.0,2.0,3.0,-22.9819833,-43.206933,9000,"(-22.9819833, -43.206933)"
94.0,,2.0,-22.94884465,-43.179829096252966,4500,"(-22.94884465, -43.179829096252966)"
402.0,5.0,5.0,-22.9454241,-43.18079099640421,10300,"(-22.9454241, -43.18079099640421)"
72.0,2.0,2.0,-22.933986,-43.1760735,2300,"(-22.933986, -43.1760735)"
80.0,2.0,2.0,-22.9251523,-43.3478346,1500,"(-22.9251523, -43.3478346)"
50.0,1.0,2.0,-22.9137485,-43.5973741,650,"(-22.9137485, -43.5973741)"
85.0,1.0,3.0,-22.9306672,-43.2422681,2150,"(-22.9306672, -43.2422681)"
46.0,1.0,2.0,-22.9191815,-43.6155325,680,"(-22.9191815, -43.6155325)"
124.0,3.0,4.0,-22.95854,-43.1949511,5500,"(-22.95854, -43.1949511)"
90.0,1.0,2.0,-22.9320014,-43.243491140980645,1700,"(-22.9320014, -43.243491140980645)"
80.0,2.0,2.0,-22.9210997,-43.2188249,1300,"(-22.9210997, -43.2188249)"
54.0,,1.0,-22.91525,-43.2102423,1200,"(-22.91525, -43.2102423)"
59.0,1.0,2.0,-22.9050183,-43.2907075,1000,"(-22.9050183, -43.2907075)"
49.0,1.0,2.0,-22.9120074,-43.5835614,1200,"(-22.9120074, -43.5835614)"
205.0,1.0,4.0,-22.983556,-43.22493770000001,13000,"(-22.983556, -43.22493770000001)"
86.0,2.0,2.0,-22.9855992,-43.1969718,11000,"(-22.9855992, -43.1969718)"
190.0,2.0,3.0,-22.9652581,-43.179425,6500,"(-22.9652581, -43.179425)"
73.0,2.0,2.0,-22.9766415,-43.188297,1750,"(-22.9766415, -43.188297)"
85.0,3.0,2.0,-23.0040168,-43.3247702,2300,"(-23.0040168, -43.3247702)"
33.0,1.0,1.0,-22.9110137,-43.2093727,1650,"(-22.9110137, -43.2093727)"
85.0,1.0,2.0,-22.960081,-43.2091516,3200,"(-22.960081, -43.2091516)"
64.0,2.0,2.0,-22.9665038,-43.3713193,2500,"(-22.9665038, -43.3713193)"
75.0,2.0,2.0,-22.8996367,-43.295828,1000,"(-22.8996367, -43.295828)"
280.0,2.0,3.0,-22.9986176,-43.2529098,5000,"(-22.9986176, -43.2529098)"
75.0,,2.0,-22.917009,-43.25892879999999,1000,"(-22.917009, -43.25892879999999)"
320.0,4.0,3.0,-22.9766415,-43.188297,5800,"(-22.9766415, -43.188297)"
140.0,2.0,3.0,-22.9323641,-43.1821872,3300,"(-22.9323641, -43.1821872)"
578.0,8.0,5.0,-22.9766415,-43.188297,23000,"(-22.9766415, -43.188297)"
50.0,1.0,2.0,-22.9367651,-43.5737386,700,"(-22.9367651, -43.5737386)"
104.0,1.0,3.0,-22.9332703,-43.237241,2600,"(-22.9332703, -43.237241)"
60.0,1.0,2.0,-22.8587735,-43.2533923,1200,"(-22.8587735, -43.2533923)"
88.0,3.0,3.0,-23.0111148,-43.46874260000001,2830,"(-23.0111148, -43.46874260000001)"
230.0,1.0,4.0,-22.9766415,-43.188297,10000,"(-22.9766415, -43.188297)"
80.0,1.0,2.0,-22.981271300000003,-43.2004164,3000,"(-22.981271300000003, -43.2004164)"
40.0,1.0,2.0,-22.8391229,-43.3756348,650,"(-22.8391229, -43.3756348)"
45.0,1.0,2.0,-22.8931103,-43.2738391,900,"(-22.8931103, -43.2738391)"
60.0,1.0,3.0,-22.9882409,-43.43405720000001,1500,"(-22.9882409, -43.43405720000001)"
40.0,1.0,1.0,-22.811422600000004,-43.2104936,1000,"(-22.811422600000004, -43.2104936)"
70.0,,2.0,-22.968515300000004,-43.1850961,2700,"(-22.968515300000004, -43.1850961)"
150.0,3.0,3.0,-22.986895,-43.2275735,11500,"(-22.986895, -43.2275735)"
85.0,2.0,2.0,-22.9817491,-43.1906689,3400,"(-22.9817491, -43.1906689)"
65.0,1.0,2.0,-22.924047,-43.23641660000001,1500,"(-22.924047, -43.23641660000001)"
90.0,3.0,3.0,-22.9235907,-43.2617675,2000,"(-22.9235907, -43.2617675)"
226.0,,3.0,-23.0143229,-43.2972041,15000,"(-23.0143229, -43.2972041)"
742.0,,3.0,-23.0129521,-43.3143693,11000,"(-23.0129521, -43.3143693)"
110.0,1.0,3.0,-22.9681327,-43.1830609,4000,"(-22.9681327, -43.1830609)"
47.0,1.0,2.0,-22.925462300000003,-43.5583877,700,"(-22.925462300000003, -43.5583877)"
90.0,1.0,2.0,-22.9721962,-43.1865848,4800,"(-22.9721962, -43.1865848)"
80.0,2.0,2.0,-22.9722264,-43.1919672,2900,"(-22.9722264, -43.1919672)"
115.0,2.0,2.0,-22.9255259,-43.17292970000001,4000,"(-22.9255259, -43.17292970000001)"
52.0,1.0,2.0,-22.999740399999997,-43.3659929,1150,"(-22.999740399999997, -43.3659929)"
76.0,,2.0,-22.9179572,-43.2599136,950,"(-22.9179572, -43.2599136)"
70.0,2.0,2.0,-23.0007252,-43.4211427,2100,"(-23.0007252, -43.4211427)"
144.0,2.0,3.0,-22.9207621,-43.222878,2380,"(-22.9207621, -43.222878)"
69.0,2.0,2.0,-22.9662234,-43.3827688,2100,"(-22.9662234, -43.3827688)"
45.0,1.0,1.0,-22.9319478,-43.1969954,1500,"(-22.9319478, -43.1969954)"
100.0,2.0,3.0,-22.924047,-43.23641660000001,1600,"(-22.924047, -43.23641660000001)"
88.0,3.0,2.0,-22.912447600000004,-43.2220924,5000,"(-22.912447600000004, -43.2220924)"
85.0,3.0,2.0,-23.0048388,-43.3662798,2300,"(-23.0048388, -43.3662798)"
52.0,1.0,2.0,-22.9301996,-43.3938251,1100,"(-22.9301996, -43.3938251)"
40.0,1.0,1.0,-22.9435521,-43.1853684,1700,"(-22.9435521, -43.1853684)"
100.0,1.0,2.0,-22.9672354,-43.18357460000001,2500,"(-22.9672354, -43.18357460000001)"
100.0,3.0,2.0,-22.9814243,-43.2383245,5500,"(-22.9814243, -43.2383245)"
75.0,2.0,2.0,,,1200,"(nan, nan)"
75.0,2.0,2.0,-27.5660564,-53.9719817,3000,"(-27.5660564, -53.9719817)"
58.0,1.0,2.0,-22.9665038,-43.371319299999996,1000,"(-22.9665038, -43.371319299999996)"
240.0,1.0,4.0,-23.0048388,-43.3662798,9800,"(-23.0048388, -43.3662798)"
70.0,,3.0,-22.928988,-43.353419099999996,1490,"(-22.928988, -43.353419099999996)"
56.0,1.0,2.0,-22.9080897,-43.26688950000001,700,"(-22.9080897, -43.26688950000001)"
304.0,5.0,4.0,-22.9842762,-43.2198988,18000,"(-22.9842762, -43.2198988)"
30.0,1.0,1.0,-22.9238233,-43.17771,1000,"(-22.9238233, -43.17771)"
94.0,3.0,2.0,-23.0021061,-43.39327614523657,2400,"(-23.0021061, -43.39327614523657)"
240.0,4.0,4.0,-22.8170458,-43.1941223,2900,"(-22.8170458, -43.1941223)"
65.0,2.0,2.0,-22.9548472,-43.3765899,1350,"(-22.9548472, -43.3765899)"
72.0,2.0,2.0,-22.9363399,-43.3330978,1600,"(-22.9363399, -43.3330978)"
