areas,bathrooms,bedrooms,latitude,longitude,r$_pmo,coord
147.0,1.0,3.0,-22.9226546,-43.2311464,1600,"(-22.9226546, -43.2311464)"
140.0,3.0,2.0,-23.0149238,-43.407209,7500,"(-23.0149238, -43.407209)"
82.0,1.0,2.0,-22.9558831,-43.1901312,2100,"(-22.9558831, -43.1901312)"
265.0,2.0,4.0,-22.9282465,-43.170790419174786,5300,"(-22.9282465, -43.170790419174786)"
100.0,3.0,3.0,-23.0166029,-43.4654138,2000,"(-23.0166029, -43.4654138)"
40.0,1.0,1.0,-22.9047714,-43.2738036,900,"(-22.9047714, -43.2738036)"
403.0,3.0,4.0,-22.9883399,-43.3529408,16000,"(-22.9883399, -43.3529408)"
74.0,2.0,2.0,-22.9883399,-43.3529408,2500,"(-22.9883399, -43.3529408)"
160.0,4.0,3.0,-22.9766415,-43.188297,15500,"(-22.9766415, -43.188297)"
180.0,3.0,4.0,-22.9652581,-43.179425,6000,"(-22.9652581, -43.179425)"
60.0,,2.0,-22.9312854,-43.36198529999999,1500,"(-22.9312854, -43.36198529999999)"
77.0,5.0,3.0,-22.9408899,-43.342256400000004,2100,"(-22.9408899, -43.342256400000004)"
73.0,2.0,2.0,-22.924047,-43.23641660000001,1800,"(-22.924047, -43.23641660000001)"
115.0,1.0,3.0,-22.9513701,-43.1842679,2600,"(-22.9513701, -43.1842679)"
98.0,3.0,3.0,-22.9396309,-43.182965,900000,"(-22.9396309, -43.182965)"
70.0,2.0,2.0,-22.9294089,-43.3756395,950,"(-22.9294089, -43.3756395)"
140.0,2.0,3.0,-22.9869482,-43.2307504,6500,"(-22.9869482, -43.2307504)"
138.0,2.0,2.0,-22.9813398,-43.20901170000001,5600,"(-22.9813398, -43.20901170000001)"
150.0,3.0,4.0,-22.9877577,-43.2286995,11000,"(-22.9877577, -43.2286995)"
42.0,1.0,1.0,-22.9047714,-43.2738036,900,"(-22.9047714, -43.2738036)"
35.0,1.0,1.0,-22.901261,-43.2647914,800,"(-22.901261, -43.2647914)"
50.0,1.0,1.0,-22.9862574,-43.1922967,2950,"(-22.9862574, -43.1922967)"
220.0,3.0,3.0,-23.0149238,-43.407209,15000,"(-23.0149238, -43.407209)"
70.0,1.0,2.0,-27.5660564,-53.9719817,3200,"(-27.5660564, -53.9719817)"
60.0,1.0,2.0,-22.9140512,-43.2843528,650,"(-22.9140512, -43.2843528)"
96.0,3.0,2.0,-23.0048388,-43.3662798,2700,"(-23.0048388, -43.3662798)"
178.0,3.0,4.0,-23.0240469,-43.4620723,3500,"(-23.0240469, -43.4620723)"
103.0,2.0,2.0,-22.9817491,-43.1906689,3200,"(-22.9817491, -43.1906689)"
340.0,3.0,3.0,-22.9913592,-43.2675329,21000,"(-22.9913592, -43.2675329)"
296.0,,4.0,-23.0004173,-43.332459,17000,"(-23.0004173, -43.332459)"
130.0,3.0,4.0,-23.0149238,-43.407209,7500,"(-23.0149238, -43.407209)"
120.0,3.0,3.0,-22.9469017,-43.1857283,3500,"(-22.9469017, -43.1857283)"
178.0,,2.0,-22.9879637,-43.19438579999999,19000,"(-22.9879637, -43.19438579999999)"
190.0,2.0,3.0,-23.0185151,-43.4634021,3000,"(-23.0185151, -43.4634021)"
160.0,2.0,2.0,-22.9682531,-43.3830095,2500,"(-22.9682531, -43.3830095)"
,,2.0,-23.0015257,-43.395351700000006,2300,"(-23.0015257, -43.395351700000006)"
,,4.0,-23.0015257,-43.395351700000006,8000,"(-23.0015257, -43.395351700000006)"
,,4.0,-22.9766415,-43.188297,8000,"(-22.9766415, -43.188297)"
,,2.0,-22.9855992,-43.1969718,11000,"(-22.9855992, -43.1969718)"
,,3.0,-22.9654545,-43.18084520000001,2500,"(-22.9654545, -43.18084520000001)"
,,2.0,-23.0143229,-43.2972041,6500,"(-23.0143229, -43.2972041)"
,,2.0,-22.977255300000003,-43.3298409,750,"(-22.977255300000003, -43.3298409)"
,,2.0,-22.9070211,-43.1854641,2450,"(-22.9070211, -43.1854641)"
,,1.0,-22.9042268,-43.2775135,1000,"(-22.9042268, -43.2775135)"
,,1.0,-22.862638600000004,-43.2564534,700,"(-22.862638600000004, -43.2564534)"
,,1.0,-30.0342118,-51.2393593,1000,"(-30.0342118, -51.2393593)"
,,2.0,-22.925157100000003,-43.23006760000001,1700,"(-22.925157100000003, -43.23006760000001)"
,,2.0,-22.9841897,-43.2223282,10000,"(-22.9841897, -43.2223282)"
,,3.0,-23.0007252,-43.4211427,3000,"(-23.0007252, -43.4211427)"
,,3.0,-22.9843423,-43.2007642,6500,"(-22.9843423, -43.2007642)"
,,2.0,-22.955651,-43.1737289,5000,"(-22.955651, -43.1737289)"
,,3.0,-22.985511,-43.19287620000001,10200,"(-22.985511, -43.19287620000001)"
,,3.0,-23.0147819,-43.4610052,1900,"(-23.0147819, -43.4610052)"
,,2.0,-22.8703766,-43.3039179,650,"(-22.8703766, -43.3039179)"
,,2.0,-23.0048388,-43.3662798,3300,"(-23.0048388, -43.3662798)"
,,3.0,-22.9849095,-43.219824,9000,"(-22.9849095, -43.219824)"
,,3.0,-22.9628638,-43.1699883,3000,"(-22.9628638, -43.1699883)"
,,2.0,-22.934022100000004,-43.176146,2700,"(-22.934022100000004, -43.176146)"
,,2.0,-22.9978724,-43.3470975,3200,"(-22.9978724, -43.3470975)"
,,3.0,-22.9819833,-43.206933,6500,"(-22.9819833, -43.206933)"
,,2.0,-22.8796755,-43.2508881,1200,"(-22.8796755, -43.2508881)"
,,2.0,-22.8813777,-43.32119779999999,700,"(-22.8813777, -43.32119779999999)"
,,4.0,-23.0048388,-43.3662798,14000,"(-23.0048388, -43.3662798)"
,,3.0,-22.9755839,-43.193523600000006,4200,"(-22.9755839, -43.193523600000006)"
,,4.0,-22.9862375,-43.2091782,16000,"(-22.9862375, -43.2091782)"
,,4.0,-22.9832348,-43.22812,9500,"(-22.9832348, -43.22812)"
,,2.0,-22.8888734,-43.2850003,850,"(-22.8888734, -43.2850003)"
,,3.0,-22.9275788,-43.24193629999999,1600,"(-22.9275788, -43.24193629999999)"
,,5.0,-22.9883399,-43.3529408,11997,"(-22.9883399, -43.3529408)"
,,3.0,-22.9883399,-43.3529408,6000,"(-22.9883399, -43.3529408)"
80.0,3.0,3.0,-22.986821300000006,-43.3571161,3200,"(-22.986821300000006, -43.3571161)"
63.0,1.0,2.0,-27.5660564,-53.9719817,2000,"(-27.5660564, -53.9719817)"
120.0,2.0,3.0,-22.9770236,-43.230294,2900,"(-22.9770236, -43.230294)"
120.0,3.0,3.0,-22.9883399,-43.3529408,6000,"(-22.9883399, -43.3529408)"
70.0,1.0,2.0,-22.9426706,-43.3547521,600,"(-22.9426706, -43.3547521)"
126.0,,3.0,-22.9332245,-43.1747971,2800,"(-22.9332245, -43.1747971)"
90.0,2.0,3.0,-22.9721962,-43.1865848,2400,"(-22.9721962, -43.1865848)"
55.0,1.0,2.0,-22.9047924,-43.26502070000001,869,"(-22.9047924, -43.26502070000001)"
304.0,6.0,4.0,-23.0149238,-43.407209,8000,"(-23.0149238, -43.407209)"
75.0,2.0,2.0,-22.9662234,-43.3827688,2000,"(-22.9662234, -43.3827688)"
75.0,2.0,2.0,-22.9241242,-43.23563950000001,2000,"(-22.9241242, -43.23563950000001)"
92.0,2.0,1.0,-22.9746064,-43.1905222,3500,"(-22.9746064, -43.1905222)"
66.0,,2.0,-23.0266741,-43.4915213,1600,"(-23.0266741, -43.4915213)"
78.0,,2.0,-22.9722264,-43.1919672,2500,"(-22.9722264, -43.1919672)"
170.0,,3.0,-22.9805083,-43.2134793,9800,"(-22.9805083, -43.2134793)"
160.0,2.0,4.0,-23.0149238,-43.407209,4300,"(-23.0149238, -43.407209)"
50.0,2.0,2.0,-22.8210356,-43.3121047,900,"(-22.8210356, -43.3121047)"
160.0,3.0,3.0,-23.0092097,-43.3053598,3500,"(-23.0092097, -43.3053598)"
62.0,1.0,2.0,-22.9543961,-43.1956658,1500,"(-22.9543961, -43.1956658)"
218.0,2.0,4.0,-23.0248278,-43.45716289999999,8000,"(-23.0248278, -43.45716289999999)"
102.0,3.0,3.0,-22.983556,-43.224937700000005,6000,"(-22.983556, -43.224937700000005)"
130.0,2.0,3.0,-22.9813398,-43.20901170000001,7000,"(-22.9813398, -43.20901170000001)"
77.0,2.0,3.0,-23.0158295,-43.4739471,1800,"(-23.0158295, -43.4739471)"
110.0,2.0,3.0,-22.9681327,-43.1830609,7000,"(-22.9681327, -43.1830609)"
60.0,2.0,2.0,-22.8435065,-43.310058500000004,800,"(-22.8435065, -43.310058500000004)"
76.0,1.0,2.0,-22.9808194,-43.1910909,3100,"(-22.9808194, -43.1910909)"
190.0,4.0,4.0,-22.961704,-43.16690420000001,13000,"(-22.961704, -43.16690420000001)"
69.0,1.0,2.0,-22.9137159,-43.2716515,1200,"(-22.9137159, -43.2716515)"
94.0,2.0,2.0,-23.0292488,-43.4693688,2500,"(-23.0292488, -43.4693688)"
72.0,1.0,2.0,-22.935022,-43.2420635,1800,"(-22.935022, -43.2420635)"
129.0,3.0,3.0,-23.022998,-43.4763295,1800,"(-23.022998, -43.4763295)"
177.0,4.0,4.0,-23.018515100000002,-43.4634021,3650,"(-23.018515100000002, -43.4634021)"
290.0,,4.0,-22.9804456,-43.2221655,21000,"(-22.9804456, -43.2221655)"
52.0,2.0,2.0,-22.8954986,-43.3184004,1100,"(-22.8954986, -43.3184004)"
40.0,1.0,1.0,-22.975793300000007,-43.1912304,3000,"(-22.975793300000007, -43.1912304)"
67.0,1.0,2.0,-23.0031737,-43.4840149,2200,"(-23.0031737, -43.4840149)"
100.0,3.0,3.0,-22.9248707,-43.1767511,2400,"(-22.9248707, -43.1767511)"
195.0,3.0,3.0,-22.9332245,-43.1747971,3950,"(-22.9332245, -43.1747971)"
97.0,1.0,2.0,-22.912308300000007,-43.1732237,2700,"(-22.912308300000007, -43.1732237)"
48.0,1.0,2.0,-22.8380413,-43.3304365,900,"(-22.8380413, -43.3304365)"
77.0,2.0,2.0,-22.9533486,-43.189868,3600,"(-22.9533486, -43.189868)"
90.0,3.0,2.0,-22.9803652,-43.2139765,2800,"(-22.9803652, -43.2139765)"
600.0,6.0,6.0,-22.9855992,-43.1969718,30000,"(-22.9855992, -43.1969718)"
205.0,5.0,4.0,-22.9840518,-43.2215379,11000,"(-22.9840518, -43.2215379)"
100.0,2.0,3.0,-22.908684,-43.1825919,1500,"(-22.908684, -43.1825919)"
60.0,,1.0,-22.975793300000007,-43.1912304,1590,"(-22.975793300000007, -43.1912304)"
56.0,,2.0,-22.9707145,-43.1899429,3000,"(-22.9707145, -43.1899429)"
54.0,1.0,2.0,-22.927310100000003,-43.3599944,1000,"(-22.927310100000003, -43.3599944)"
80.0,2.0,2.0,-22.9662234,-43.3827688,2300,"(-22.9662234, -43.3827688)"
170.0,2.0,5.0,-22.9755839,-43.193523600000006,7000,"(-22.9755839, -43.193523600000006)"
30.0,1.0,1.0,-22.9252812,-43.205473100000006,800,"(-22.9252812, -43.205473100000006)"
56.0,1.0,1.0,-22.9721962,-43.1865848,1500,"(-22.9721962, -43.1865848)"
39.0,1.0,1.0,-22.9315642,-43.2425412,1100,"(-22.9315642, -43.2425412)"
60.0,1.0,2.0,-22.9130407,-43.2205941,1500,"(-22.9130407, -43.2205941)"
85.0,4.0,3.0,-23.0177482,-43.4667998,1700,"(-23.0177482, -43.4667998)"
89.0,2.0,3.0,-22.9500463,-43.1910548,3200,"(-22.9500463, -43.1910548)"
70.0,2.0,2.0,-22.9398205,-43.1962323,2800,"(-22.9398205, -43.1962323)"
50.0,1.0,2.0,-22.886248100000003,-43.3062594,850,"(-22.886248100000003, -43.3062594)"
380.0,2.0,3.0,-22.9954344,-43.25830379999999,7000,"(-22.9954344, -43.25830379999999)"
115.0,3.0,3.0,-22.8049732,-43.219866107721046,1900,"(-22.8049732, -43.219866107721046)"
46.0,1.0,1.0,-22.9548472,-43.3765899,2200,"(-22.9548472, -43.3765899)"
82.0,,2.0,-22.94884465,-43.179829096252966,3900,"(-22.94884465, -43.179829096252966)"
75.0,1.0,2.0,-22.9195247,-43.2615033,1200,"(-22.9195247, -43.2615033)"
89.0,2.0,2.0,-23.014309,-43.45027260000001,1600,"(-23.014309, -43.45027260000001)"
60.0,1.0,2.0,-22.9069987,-43.28477460000001,1100,"(-22.9069987, -43.28477460000001)"
300.0,,4.0,-22.9805083,-43.2134793,15000,"(-22.9805083, -43.2134793)"
70.0,1.0,2.0,-12.8640352,-38.6313039734052,900,"(-12.8640352, -38.6313039734052)"
70.0,2.0,2.0,-22.9145407,-43.2146439,1400,"(-22.9145407, -43.2146439)"
35.0,1.0,1.0,-22.9548472,-43.3765899,2000,"(-22.9548472, -43.3765899)"
389.0,2.0,4.0,-22.9766415,-43.188297,9500,"(-22.9766415, -43.188297)"
214.0,2.0,4.0,-22.9803652,-43.2139765,12000,"(-22.9803652, -43.2139765)"
95.0,2.0,3.0,-22.9805083,-43.2134793,4700,"(-22.9805083, -43.2134793)"
75.0,1.0,2.0,-22.8355116,-43.3182064,1000,"(-22.8355116, -43.3182064)"
78.0,1.0,2.0,-23.0185151,-43.4634021,1600,"(-23.0185151, -43.4634021)"
300.0,5.0,4.0,-22.9766415,-43.188297,18000,"(-22.9766415, -43.188297)"
130.0,4.0,3.0,-22.9862961,-43.209333,6000,"(-22.9862961, -43.209333)"
130.0,2.0,3.0,-22.9813398,-43.20901170000001,7500,"(-22.9813398, -43.20901170000001)"
70.0,2.0,2.0,-22.8566728,-43.3293072,1000,"(-22.8566728, -43.3293072)"
68.0,2.0,2.0,-22.97378125,-43.2264527152946,3200,"(-22.97378125, -43.2264527152946)"
60.0,1.0,1.0,-22.9126254,-43.242544,1700,"(-22.9126254, -43.242544)"
47.0,1.0,2.0,-22.9548472,-43.3765899,1300,"(-22.9548472, -43.3765899)"
150.0,1.0,4.0,-23.0149238,-43.407209,9000,"(-23.0149238, -43.407209)"
77.0,2.0,3.0,-22.9281825,-43.1748537,2400,"(-22.9281825, -43.1748537)"
72.0,2.0,2.0,-27.5660564,-53.9719817,2200,"(-27.5660564, -53.9719817)"
71.0,1.0,1.0,-23.016231,-43.4700059,1300,"(-23.016231, -43.4700059)"
47.0,1.0,1.0,-22.98165,-43.2133493,2600,"(-22.98165, -43.2133493)"
25.0,1.0,1.0,-22.9676704,-43.1844375,1490,"(-22.9676704, -43.1844375)"
105.0,3.0,3.0,-22.9279379,-43.236188,2000,"(-22.9279379, -43.236188)"
185.0,3.0,3.0,-22.9607126,-43.2154771,6900,"(-22.9607126, -43.2154771)"
54.0,2.0,1.0,-22.8090079,-43.2082471,1600,"(-22.8090079, -43.2082471)"
45.0,1.0,1.0,-22.9681327,-43.1830609,2000,"(-22.9681327, -43.1830609)"
110.0,2.0,2.0,-22.9862128,-43.1921237,2200,"(-22.9862128, -43.1921237)"
70.0,2.0,2.0,-22.9500463,-43.1910548,3500,"(-22.9500463, -43.1910548)"
88.0,2.0,3.0,-22.922655,-43.2302143,2200,"(-22.922655, -43.2302143)"
260.0,4.0,4.0,-22.9855992,-43.1969718,17800,"(-22.9855992, -43.1969718)"
230.0,6.0,4.0,-23.0149238,-43.407209,15000,"(-23.0149238, -43.407209)"
109.0,2.0,2.0,-22.9148218,-43.2505584,1950,"(-22.9148218, -43.2505584)"
90.0,3.0,2.0,-22.9719642,-43.1843432,3200,"(-22.9719642, -43.1843432)"
62.0,2.0,1.0,-22.9857245,-43.19650410000001,2100,"(-22.9857245, -43.19650410000001)"
95.0,2.0,3.0,-22.94884465,-43.179829096252966,3500,"(-22.94884465, -43.179829096252966)"
72.0,1.0,3.0,-22.9808194,-43.1910909,3000,"(-22.9808194, -43.1910909)"
50.0,1.0,1.0,-23.0149238,-43.407209,2950,"(-23.0149238, -43.407209)"
220.0,5.0,4.0,-22.9766415,-43.188297,10000,"(-22.9766415, -43.188297)"
80.0,1.0,2.0,-22.9047924,-43.26502070000001,800,"(-22.9047924, -43.26502070000001)"
48.0,1.0,1.0,-22.8995099,-43.1916914,800,"(-22.8995099, -43.1916914)"
35.0,1.0,1.0,-22.8830403,-43.2638849,500,"(-22.8830403, -43.2638849)"
147.0,4.0,3.0,-22.9590203,-43.2035583,4500,"(-22.9590203, -43.2035583)"
62.0,3.0,2.0,-23.0063466,-43.4358159,2000,"(-23.0063466, -43.4358159)"
55.0,1.0,2.0,-22.8518466,-43.3647403,1100,"(-22.8518466, -43.3647403)"
56.0,,2.0,-22.9506576,-43.1759883,1950,"(-22.9506576, -43.1759883)"
180.0,1.0,2.0,-22.9454515,-43.33619829999999,2700,"(-22.9454515, -43.33619829999999)"
167.0,3.0,3.0,-23.0149238,-43.407209,5000,"(-23.0149238, -43.407209)"
230.0,3.0,3.0,-23.0248278,-43.45716289999999,8000,"(-23.0248278, -43.45716289999999)"
300.0,6.0,4.0,-22.9766415,-43.188297,11000,"(-22.9766415, -43.188297)"
80.0,1.0,2.0,-22.9224084,-43.218733,1550,"(-22.9224084, -43.218733)"
90.0,1.0,2.0,-22.9654545,-43.18084520000001,2600,"(-22.9654545, -43.18084520000001)"
65.0,1.0,2.0,-22.9407162,-43.3343039,1000,"(-22.9407162, -43.3343039)"
70.0,2.0,2.0,-22.9224172,-43.2216417,1600,"(-22.9224172, -43.2216417)"
79.0,1.0,2.0,-22.9719642,-43.1843432,3000,"(-22.9719642, -43.1843432)"
75.0,1.0,2.0,-22.9375718,-43.3373098,5000,"(-22.9375718, -43.3373098)"
75.0,2.0,2.0,-22.8147596,-43.2036998,1200,"(-22.8147596, -43.2036998)"
119.0,2.0,3.0,-22.9195363,-43.2250134,1700,"(-22.9195363, -43.2250134)"
325.0,2.0,4.0,-22.9841897,-43.2223282,19000,"(-22.9841897, -43.2223282)"
110.0,1.0,3.0,-22.9530993,-43.1771937,5000,"(-22.9530993, -43.1771937)"
77.0,2.0,2.0,-22.9731137,-43.3709498,2000,"(-22.9731137, -43.3709498)"
300.0,,3.0,-22.9862375,-43.2091782,25000,"(-22.9862375, -43.2091782)"
82.0,,2.0,-22.9855992,-43.1969718,14000,"(-22.9855992, -43.1969718)"
140.0,,3.0,-22.9804456,-43.2221655,11000,"(-22.9804456, -43.2221655)"
60.0,1.0,2.0,-22.9176688,-43.3639787,1000,"(-22.9176688, -43.3639787)"
90.0,,2.0,-22.9681327,-43.1830609,3400,"(-22.9681327, -43.1830609)"
57.0,,2.0,-22.9548472,-43.3765899,1350,"(-22.9548472, -43.3765899)"
104.0,1.0,3.0,-22.9179391,-43.2118402,1600,"(-22.9179391, -43.2118402)"
93.0,1.0,2.0,-23.0013982,-43.3767102,2200,"(-23.0013982, -43.3767102)"
110.0,1.0,,-22.9363319,-43.1933919,10000,"(-22.9363319, -43.1933919)"
212.0,2.0,4.0,-22.9862574,-43.1922967,9000,"(-22.9862574, -43.1922967)"
50.0,1.0,2.0,-22.8472129,-43.3405186,810,"(-22.8472129, -43.3405186)"
200.0,4.0,4.0,-22.9869482,-43.2307504,14000,"(-22.9869482, -43.2307504)"
140.0,2.0,3.0,-22.986987300000006,-43.1909986,8000,"(-22.986987300000006, -43.1909986)"
150.0,2.0,3.0,-22.9837378,-43.21888660000001,9500,"(-22.9837378, -43.21888660000001)"
180.0,4.0,3.0,-23.0080982,-43.3146633,4300,"(-23.0080982, -43.3146633)"
80.0,1.0,2.0,-22.9362315,-43.3419326,1200,"(-22.9362315, -43.3419326)"
95.0,1.0,2.0,-22.9775074,-43.1941173,3690,"(-22.9775074, -43.1941173)"
63.0,2.0,2.0,-22.9358536,-43.1816344,2500,"(-22.9358536, -43.1816344)"
80.0,3.0,3.0,-23.0200683,-43.4642256,1800,"(-23.0200683, -43.4642256)"
60.0,2.0,1.0,-23.001908,-43.3501969,1700,"(-23.001908, -43.3501969)"
89.0,2.0,3.0,-22.9159818,-43.2477179,1050,"(-22.9159818, -43.2477179)"
60.0,1.0,1.0,-22.9417724,-43.3414423,1000,"(-22.9417724, -43.3414423)"
72.0,1.0,2.0,-22.8650819,-43.5122514,800,"(-22.8650819, -43.5122514)"
50.0,1.0,2.0,-22.9032923,-43.314895,800,"(-22.9032923, -43.314895)"
50.0,,2.0,-22.8803759,-43.2598338,1000,"(-22.8803759, -43.2598338)"
70.0,1.0,1.0,-23.0004173,-43.332459,2000,"(-23.0004173, -43.332459)"
52.0,2.0,1.0,-23.005536,-43.428404,1800,"(-23.005536, -43.428404)"
49.0,1.0,1.0,-22.9690461,-43.18946629999999,1700,"(-22.9690461, -43.18946629999999)"
75.0,1.0,2.0,-22.94624115,-43.557178065955135,1400,"(-22.94624115, -43.557178065955135)"
86.0,2.0,3.0,-23.0147819,-43.4610052,2400,"(-23.0147819, -43.4610052)"
60.0,1.0,2.0,-22.8694038,-43.3073423,1200,"(-22.8694038, -43.3073423)"
68.0,1.0,2.0,-22.8997237,-43.2858449,1200,"(-22.8997237, -43.2858449)"
52.0,1.0,2.0,-22.805004699999998,-43.180546299999996,1100,"(-22.805004699999998, -43.180546299999996)"
70.0,2.0,2.0,-23.018515100000002,-43.4634021,1800,"(-23.018515100000002, -43.4634021)"
69.0,2.0,2.0,-12.8640352,-38.6313039734052,1500,"(-12.8640352, -38.6313039734052)"
76.0,2.0,2.0,-22.901820800000007,-43.269192,1200,"(-22.901820800000007, -43.269192)"
50.0,1.0,2.0,-22.948937,-43.3408375,1100,"(-22.948937, -43.3408375)"
92.0,1.0,2.0,-22.8184754,-43.1960515,3000,"(-22.8184754, -43.1960515)"
66.0,2.0,2.0,-22.9709611,-43.3953514,1650,"(-22.9709611, -43.3953514)"
85.0,2.0,2.0,-22.9336927,-43.1787129,2600,"(-22.9336927, -43.1787129)"
194.0,,3.0,-23.018515100000002,-43.4634021,3400,"(-23.018515100000002, -43.4634021)"
90.0,2.0,2.0,-22.8966175,-43.2867313,1700,"(-22.8966175, -43.2867313)"
80.0,2.0,2.0,-30.0342118,-51.2393593,1700,"(-30.0342118, -51.2393593)"
94.0,1.0,2.0,-22.8974155,-43.30709210000001,800,"(-22.8974155, -43.30709210000001)"
100.0,1.0,2.0,-23.013892,-43.4634254,2400,"(-23.013892, -43.4634254)"
60.0,2.0,2.0,-22.9009367,-43.284311,1200,"(-22.9009367, -43.284311)"
70.0,2.0,2.0,-22.9207621,-43.222878,1450,"(-22.9207621, -43.222878)"
100.0,2.0,2.0,-22.9558503,-43.3916729,1200,"(-22.9558503, -43.3916729)"
60.0,2.0,2.0,-22.8659317,-43.253318,1150,"(-22.8659317, -43.253318)"
148.0,3.0,3.0,-22.9427792,-43.1928084,4500,"(-22.9427792, -43.1928084)"
60.0,2.0,2.0,-22.9312854,-43.36198529999999,1300,"(-22.9312854, -43.36198529999999)"
180.0,3.0,4.0,-22.9674748,-43.18745360000001,4300,"(-22.9674748, -43.18745360000001)"
104.0,1.0,2.0,-23.0149238,-43.407209,4800,"(-23.0149238, -43.407209)"
300.0,5.0,4.0,-22.9387029,-43.17358170000001,5000,"(-22.9387029, -43.17358170000001)"
130.0,2.0,3.0,-22.9654545,-43.18084520000001,3000,"(-22.9654545, -43.18084520000001)"
44.0,1.0,2.0,-22.8676979,-43.3060881,1200,"(-22.8676979, -43.3060881)"
144.0,3.0,3.0,-22.986821300000006,-43.3571161,4000,"(-22.986821300000006, -43.3571161)"
44.0,1.0,1.0,-22.8049732,-43.219866107721046,1150,"(-22.8049732, -43.219866107721046)"
45.0,1.0,1.0,-22.9665038,-43.3713193,2000,"(-22.9665038, -43.3713193)"
90.0,3.0,2.0,-22.9637013,-43.2139056,2950,"(-22.9637013, -43.2139056)"
98.0,2.0,2.0,-22.955651,-43.1737289,4200,"(-22.955651, -43.1737289)"
90.0,2.0,2.0,-23.0143229,-43.2972041,5000,"(-23.0143229, -43.2972041)"
230.0,3.0,4.0,-22.9883399,-43.3529408,6800,"(-22.9883399, -43.3529408)"
187.0,,4.0,-22.9805083,-43.2134793,15000,"(-22.9805083, -43.2134793)"
100.0,2.0,3.0,-23.008528,-43.4381613,1800,"(-23.008528, -43.4381613)"
90.0,2.0,2.0,-22.9855992,-43.1969718,10000,"(-22.9855992, -43.1969718)"
48.0,1.0,1.0,-22.7952275,-43.186028,1000,"(-22.7952275, -43.186028)"
120.0,2.0,3.0,-22.9813398,-43.20901170000001,9000,"(-22.9813398, -43.20901170000001)"
157.0,3.0,3.0,-22.9690461,-43.18946629999999,3890,"(-22.9690461, -43.18946629999999)"
91.0,1.0,3.0,-22.91525,-43.2102423,1800,"(-22.91525, -43.2102423)"
650.0,,4.0,-22.9997388,-43.2684256,20000,"(-22.9997388, -43.2684256)"
100.0,3.0,3.0,-22.9494286,-43.1873596,3300,"(-22.9494286, -43.1873596)"
430.0,3.0,4.0,-22.9766415,-43.188297,15000,"(-22.9766415, -43.188297)"
77.0,2.0,2.0,-22.937735600000003,-43.3446284,1100,"(-22.937735600000003, -43.3446284)"
65.0,1.0,1.0,-23.0143229,-43.2972041,2900,"(-23.0143229, -43.2972041)"
113.0,2.0,2.0,-22.9803652,-43.2139765,8000,"(-22.9803652, -43.2139765)"
60.0,1.0,2.0,-22.969351,-43.4257664,900,"(-22.969351, -43.4257664)"
90.0,3.0,3.0,-22.9709611,-43.3953514,2500,"(-22.9709611, -43.3953514)"
45.0,1.0,1.0,-22.9832566,-43.2265394,2700,"(-22.9832566, -43.2265394)"
200.0,1.0,3.0,-22.930774600000003,-43.1868679,3950,"(-22.930774600000003, -43.1868679)"
66.0,1.0,2.0,-22.8903071,-43.27874620000001,900,"(-22.8903071, -43.27874620000001)"
90.0,3.0,3.0,-22.930480300000006,-43.3555556,1450,"(-22.930480300000006, -43.3555556)"
90.0,2.0,2.0,-22.8978305,-43.25527320000001,1100,"(-22.8978305, -43.25527320000001)"
101.0,3.0,3.0,-23.0166029,-43.4654138,2300,"(-23.0166029, -43.4654138)"
95.0,3.0,3.0,-22.977000600000004,-43.19617720000001,4200,"(-22.977000600000004, -43.19617720000001)"
70.0,1.0,3.0,-22.881095600000002,-43.314291409690775,1100,"(-22.881095600000002, -43.314291409690775)"
205.0,4.0,4.0,-22.9840518,-43.2215379,9000,"(-22.9840518, -43.2215379)"
380.0,5.0,5.0,-22.9865648,-43.2324401,9000,"(-22.9865648, -43.2324401)"
140.0,1.0,3.0,-22.999740399999997,-43.3659929,3500,"(-22.999740399999997, -43.3659929)"
82.0,2.0,3.0,-22.862638600000004,-43.2564534,1500,"(-22.862638600000004, -43.2564534)"
60.0,1.0,2.0,-22.8395002,-43.3039265,1000,"(-22.8395002, -43.3039265)"
150.0,4.0,4.0,-22.9294089,-43.3756395,1700,"(-22.9294089, -43.3756395)"
90.0,1.0,2.0,-22.9763665,-43.22726110000001,3000,"(-22.9763665, -43.22726110000001)"
160.0,2.0,3.0,-22.961944,-43.1688829,3500,"(-22.961944, -43.1688829)"
220.0,2.0,3.0,-22.9817491,-43.1906689,10000,"(-22.9817491, -43.1906689)"
25.0,1.0,1.0,-22.9132523,-43.2033378,700,"(-22.9132523, -43.2033378)"
80.0,1.0,2.0,-22.8903071,-43.27874620000001,1400,"(-22.8903071, -43.27874620000001)"
60.0,1.0,1.0,-22.9832348,-43.22812,4300,"(-22.9832348, -43.22812)"
90.0,2.0,3.0,-22.9373944,-43.177594,2900,"(-22.9373944, -43.177594)"
70.0,2.0,2.0,-22.9641285,-43.2174013,2400,"(-22.9641285, -43.2174013)"
67.0,2.0,3.0,-22.9548472,-43.3765899,1400,"(-22.9548472, -43.3765899)"
78.0,3.0,3.0,-22.9408899,-43.342256400000004,2282,"(-22.9408899, -43.342256400000004)"
61.0,2.0,2.0,-22.981271300000003,-43.2004164,2500,"(-22.981271300000003, -43.2004164)"
83.0,2.0,3.0,-23.0185151,-43.4634021,2200,"(-23.0185151, -43.4634021)"
