,address,areas,bathrooms,bedrooms,parking-spaces,price,price-item-0,price-item-1,
32,"Rua Omar Bandeira Ramidan Sobrinho, Recreio dos Bandeirantes",124 m²,4,3,1,R$ 2.890 /mês,condomínio R$ 880,IPTU R$ 210,
33,"Rua Conde de Itaguaí, Tijuca",190 m²,1,4,2,R$ 4.480 /mês,condomínio R$ 1.601,,
34,"Rua Alberto de Campos, Ipanema",120 m²,2,3,2,R$ 6.000 /mês,condomínio R$ 1.784,IPTU R$ 350,
35,"Rua Araújo Lima, Andaraí",82 m²,2,3,2,R$ 2.500 /mês,condomínio R$ 1.021,IPTU R$ 164,
0,"Rua das Laranjeiras, Laranjeiras",130 m²,3,3,1,R$ 3.401 /mês,condomínio R$ 1.060,IPTU R$ 280,
1,"Rua Oito de Dezembro, Maracanã",52 m²,1,2,1,R$ 1.100 /mês,condomínio R$ 500,IPTU R$ 25,
2,"Rua Barata Ribeiro, Copacabana",82 m²,1,2,,R$ 2.500 /mês,condomínio R$ 688,IPTU R$ 241,
3,"Estrada Governador Chagas Freitas, Ilha do Governador",64 m²,1,2,1,R$ 1.900 /mês,condomínio R$ 490,IPTU R$ 67,
4,"Rua General Silva Pessoa, Tijuca",119 m²,2,3,2,R$ 2.300 /mês,condomínio R$ 990,IPTU R$ 180,
5,"Rua Barão de Mesquita, Tijuca",90 m²,3,2,1,R$ 2.300 /mês,condomínio R$ 1.000,IPTU R$ 175,
6,"Rua Ituverava, Anil",60 m²,2,2,1,R$ 1.400 /mês,condomínio R$ 698,IPTU R$ 78,
7,"Jacarepaguá, Rio de Janeiro",75 m²,2,3,2,R$ 2.500 /mês,condomínio R$ 640,IPTU R$ 120,
8,"Rua Catulo Cearense, Engenho de Dentro",68 m²,2,2,,R$ 1.400 /mês,condomínio R$ 767,IPTU R$ 56,
9,"Estrada dos Bandeirantes, Jacarepaguá",58 m²,2,2,1,R$ 1.600 /mês,condomínio R$ 450,IPTU R$ 75,
10,"Avenida Professor Manuel de Abreu, Maracanã",95 m²,2,2,1,R$ 1.700 /mês,condomínio R$ 841,IPTU R$ 151,
11,"Rua Coronel Paulo Malta Rezende, Barra da Tijuca",64 m²,2,2,1,R$ 2.200 /mês,condomínio R$ 713,IPTU R$ 229,
12,"Estrada dos Três Rios, Jacarepaguá",64 m²,1,2,1,R$ 1.600 /mês,condomínio R$ 600,IPTU R$ 76,
13,"Jacarepaguá, Rio de Janeiro",73 m²,2,3,2,R$ 2.400 /mês,condomínio R$ 567,IPTU R$ 50,
14,"Rua Coelho Neto, Laranjeiras",70 m²,2,2,1,R$ 2.600 /mês,condomínio R$ 709,IPTU R$ 109,
15,"Estrada dos Três Rios, Jacarepaguá",61 m²,3,2,1,R$ 1.400 /mês,condomínio R$ 595,IPTU R$ 88,
16,"Rua Pedro Bolato, Barra da Tijuca",70 m²,2,2,2,R$ 4.500 /mês,condomínio R$ 996,IPTU R$ 208,
17,"Rua A Bagaceira, Jardim Guanabara",80 m²,2,2,1,R$ 1.900 /mês,condomínio R$ 670,IPTU R$ 100,
18,"Avenida Antônio Gallotti, Jacarepaguá",78 m²,2,2,1,R$ 2.000 /mês,condomínio R$ 1.100,IPTU R$ 40,
19,"Rua Venâncio Veloso, Recreio dos Bandeirantes",85 m²,3,3,2,R$ 1.700 /mês,condomínio R$ 708,IPTU R$ 182,
20,"Rua Almirante Baltazar, São Cristóvão",66 m²,2,2,1,R$ 2.000 /mês,condomínio R$ 718,IPTU R$ 92,
21,"Avenida Oswaldo Cruz, Flamengo",110 m²,4,2,1,R$ 3.700 /mês,condomínio R$ 750,IPTU R$ 322,
22,"Rua Caçu, Taquara",60 m²,2,2,1,R$ 1.100 /mês,condomínio R$ 500,IPTU R$ 60,
23,"Estrada Meringuava, Taquara",60 m²,2,2,1,R$ 1.100 /mês,condomínio R$ 450,IPTU R$ 40,
24,"Rua Florianópolis, Praça Seca",66 m²,3,2,1,R$ 900 /mês,condomínio R$ 650,IPTU R$ 50,
25,"Rua Morais e Silva, Maracanã",90 m²,3,2,1,R$ 2.200 /mês,condomínio R$ 1.000,IPTU R$ 115,
26,"Rua Maria Amália, Tijuca",75 m²,3,2,1,R$ 2.050 /mês,condomínio R$ 760,IPTU R$ 65,
27,"Rua Pareto, Tijuca",85 m²,3,2,1,R$ 1.850 /mês,condomínio R$ 752,IPTU R$ 143,
28,"Rua Fernão Cardim, Engenho de Dentro",47 m²,2,2,1,R$ 1.400 /mês,condomínio R$ 500,IPTU R$ 15,
29,"Rua Nossa Senhora de Lourdes, Grajaú",50 m²,2,2,1,R$ 1.400 /mês,condomínio R$ 525,IPTU R$ 54,
30,"Estrada Cachamorra, Campo Grande",57 m²,2,2,1,R$ 1.250 /mês,condomínio R$ 550,,
31,"Rua Mário Faustino, Recreio dos Bandeirantes",90 m²,3,3,2,R$ 1.800 /mês,condomínio R$ 730,IPTU R$ 219,
32,"Rua Aristides Lobo, Rio Comprido",58 m²,2,2,,R$ 1.477 /mês,condomínio R$ 376,IPTU R$ 28,
33,"Rua Baronesa, Praça Seca",110 m²,3,3,2,R$ 1.200 /mês,,,
34,"Estrada da Canoa, São Conrado",45 m²,2,1,1,R$ 1.600 /mês,condomínio R$ 555,,
35,"Pechincha, Rio de Janeiro",60 m²,1,2,1,R$ 1.100 /mês,condomínio R$ 480,IPTU R$ 84,
0,"Avenida Epitácio Pessoa, Lagoa",380 m²,3,4,2,R$ 15.000 /mês,condomínio R$ 3.220,IPTU R$ 1.700,
1,"Rua Uruguai, Andaraí",70 m²,2,1,1,R$ 1.300 /mês,condomínio R$ 777,IPTU R$ 109,
2,"Avenida Prefeito Dulcídio Cardoso, Barra da Tijuca",316 m²,6,3,4,R$ 22.000 /mês,condomínio R$ 9.000,IPTU R$ 2.300,
3,"Rua Ituverava, Freguesia de Jacarepaguá",154 m²,3,3,3,R$ 3.200 /mês,condomínio R$ 923,IPTU R$ 278,
4,"Avenida Prefeito Dulcídio Cardoso, Barra da Tijuca",278 m²,5,4,4,R$ 13.000 /mês,condomínio R$ 2.600,IPTU R$ 855,
5,"Rua Mário Ribeiro, Leblon",64 m²,1,2,1,R$ 2.300 /mês,condomínio R$ 677,IPTU R$ 211,
6,"Rua Almirante Gomes Pereira, Urca",176 m²,3,4,1,R$ 9.000 /mês,condomínio R$ 3.100,IPTU R$ 658,
7,"Rua Paulo César de Andrade, Laranjeiras",373 m²,4,4,2,R$ 8.000 /mês,condomínio R$ 2.644,IPTU R$ 781,
8,"Rua Pompeu Loureiro, Copacabana",50 m²,,1,1,R$ 2.800 /mês,condomínio R$ 1.130,IPTU R$ 111,
9,"Rua Tirol, Jacarepaguá",48 m²,1,2,,R$ 950 /mês,condomínio R$ 300,,
10,"Avenida Bartolomeu Mitre, Leblon",88 m²,1,2,1,R$ 3.100 /mês,condomínio R$ 1.450,IPTU R$ 318,
11,"Rua Engenheiro Enaldo Cravo Peixoto, Tijuca",70 m²,1,2,1,R$ 2.900 /mês,condomínio R$ 896,IPTU R$ 176,
12,"Avenida Atlântica, Copacabana",70 m²,1,1,,R$ 3.000 /mês,condomínio R$ 1.070,IPTU R$ 326,
13,"Avenida Júlio Furtado, Grajau",80 m²,1,2,,R$ 1.550 /mês,condomínio R$ 450,,
14,"Rua Honório, Todos os Santos",89 m²,2,2,1,R$ 1.500 /mês,condomínio R$ 760,IPTU R$ 80,
15,"Rua Ministro Viveiros de Castro, Copacabana",100 m²,2,3,,R$ 2.200 /mês,condomínio R$ 1.250,IPTU R$ 264,
16,"Santa Teresa, Rio de Janeiro",40 m²,1,2,1,R$ 1.200 /mês,condomínio R$ 545,IPTU R$ 118,
17,"Avenida Geremário Dantas, Pechincha",55 m²,1,2,1,R$ 1.300 /mês,condomínio R$ 395,IPTU R$ 51,
18,"Avenida Lúcio Costa, Barra da Tijuca",125 m²,2,3,,R$ 4.800 /mês,condomínio R$ 1.698,IPTU R$ 464,
19,"Estrada Meringuava, Taquara",61 m²,1,2,1,R$ 800 /mês,condomínio R$ 550,IPTU R$ 54,
20,"Avenida Atlântica, Copacabana",200 m²,,3,1,R$ 7.000 /mês,condomínio R$ 1.800,IPTU R$ 998,
21,"Rua Elmano Cardim, Urca",200 m²,,4,2,R$ 8.000 /mês,condomínio R$ 2.800,IPTU R$ 544,
22,"Rua Vaz de Toledo, Engenho Novo",70 m²,1,3,,R$ 850 /mês,condomínio R$ 530,IPTU R$ 30,
23,"Estrada do Engenho D'Agua, Anil",55 m²,2,2,1,R$ 1.100 /mês,condomínio R$ 486,IPTU R$ 65,
24,"Rua São Francisco Xavier, Maracanã",85 m²,3,3,1,R$ 1.890 /mês,condomínio R$ 789,IPTU R$ 105,
25,"Avenida Atlântica, Copacabana",250 m²,1,3,1,R$ 7.900 /mês,condomínio R$ 1.814,IPTU R$ 954,
26,"Rua Riachuelo, Centro",22 m²,1,1,,R$ 780 /mês,condomínio R$ 446,IPTU R$ 26,
27,"Rua Sá Ferreira, Copacabana",110 m²,1,3,1,R$ 1.500 /mês,condomínio R$ 1.415,IPTU R$ 199,
28,"Rua do Cipreste, Curicica",58 m²,1,2,1,R$ 1.200 /mês,condomínio R$ 150,IPTU R$ 53,
29,"Rua Fonte da Saudade, Lagoa",70 m²,2,1,1,R$ 2.500 /mês,condomínio R$ 1.325,IPTU R$ 326,
30,"Avenida Lúcio Costa, Barra da Tijuca",291 m²,,4,3,R$ 10.000 /mês,condomínio R$ 5.000,IPTU R$ 1.920,
31,"Avenida Paulo de Frontin, Praca da Bandeira",135 m²,2,3,,R$ 2.000 /mês,condomínio R$ 150,IPTU R$ 36,
32,"Rua Canning, Ipanema",90 m²,2,2,1,R$ 8.000 /mês,condomínio R$ 1.600,IPTU R$ 524,
33,"Avenida Lúcio Costa, Barra da Tijuca",150 m²,,4,2,R$ 8.500 /mês,condomínio R$ 2.000,IPTU R$ 730,
34,"Rua Pinheiro Machado, Laranjeiras",98 m²,2,2,,R$ 1.900 /mês,condomínio R$ 1.057,IPTU R$ 170,
35,"Rua Cardoso Quintão, Piedade",50 m²,1,2,,R$ 700 /mês,condomínio R$ 275,,
0,"Avenida Tenente-Coronel Muniz de Aragão, Anil",72 m²,2,3,1,R$ 1.500 /mês,condomínio R$ 850,IPTU R$ 770,
1,"Tijuca, Rio de Janeiro",70 m²,2,2,,R$ 1.500 /mês,condomínio R$ 250,IPTU R$ 50,
2,"Praia do Flamengo, Flamengo",269 m²,2,3,1,R$ 10.900 /mês,condomínio R$ 1.650,IPTU R$ 900,
7,"Estrada dos Bandeirantes, Taquara",51 m²,1,2,1,R$ 1.850 /mês,condomínio R$ 450,IPTU R$ 100,
9,"Copacabana, Rio de Janeiro",50 m²,1,1,1,R$ 2.500 /mês,condomínio R$ 1.500,IPTU R$ 300,
10,"Rua Geminiano Gois, Freguesia (Jacarepaguá)",70 m²,1,2,1,R$ 1.300 /mês,condomínio R$ 572,IPTU R$ 76,
11,"Avenida Delfim Moreira, Leblon",400 m²,,4,4,R$ 40.000 /mês,condomínio R$ 4.809,IPTU R$ 4.166,
12,"Rua Arquias Cordeiro, Engenho Novo",50 m²,1,2,,R$ 800 /mês,IPTU R$ 11,,
13,"Praia do Flamengo, Flamengo",545 m²,7,4,4,R$ 15.000 /mês,condomínio R$ 4.300,IPTU R$ 1.901,
14,"Rua Figueiredo Magalhães, Copacabana",76 m²,2,2,1,R$ 2.350 /mês,condomínio R$ 891,IPTU R$ 203,
15,"Avenida São Sebastião, Urca",65 m²,1,2,,R$ 3.100 /mês,condomínio R$ 629,IPTU R$ 162,
16,"Ipanema, Rio de Janeiro",214 m²,2,3,3,R$ 12.000 /mês,condomínio R$ 3.575,IPTU R$ 1.231,
17,"Rua Basílio de Brito, Cachambi",60 m²,1,2,,R$ 1.375 /mês,,,
18,"Estrada do Rio Grande, Taquara",60 m²,2,2,1,R$ 1.300 /mês,condomínio R$ 370,IPTU R$ 90,
19,"Estrada Coronel Vieira, Irajá",53 m²,1,2,1,R$ 1.100 /mês,condomínio R$ 549,,
20,"Rua Retiro dos Artistas, Pechincha",60 m²,1,2,2,R$ 870 /mês,condomínio R$ 470,IPTU R$ 46,
21,"Rua São Clemente, Botafogo",76 m²,2,3,2,R$ 3.997 /mês,condomínio R$ 1.081,IPTU R$ 260,
22,"Rua Cândido Gaffree, Urca",70 m²,3,2,1,R$ 3.300 /mês,condomínio R$ 566,IPTU R$ 205,
23,"Avenida Oswaldo Cruz, Flamengo",147 m²,3,3,1,R$ 4.600 /mês,condomínio R$ 1.732,IPTU R$ 350,
24,"Rua Washington Luís, Centro",42 m²,1,1,,R$ 1.000 /mês,condomínio R$ 590,IPTU R$ 130,
25,"Avenida Dom Hélder Câmara, Quintino Bocaiuva",66 m²,1,2,1,R$ 1.200 /mês,condomínio R$ 435,,
26,"Rua Viana Drumond, Vila Isabel",85 m²,2,2,1,R$ 1.400 /mês,condomínio R$ 1.000,IPTU R$ 90,
27,"Rua Serrão, Ribeira",40 m²,1,2,,R$ 1.100 /mês,IPTU R$ 32,,
28,"Avenida Treze de Maio, Centro",30 m²,1,1,,R$ 1.500 /mês,condomínio R$ 800,,
29,"Rua Caiapó, Engenho Novo",77 m²,1,3,1,R$ 950 /mês,condomínio R$ 690,IPTU R$ 48,
30,"Rua Prudente de Morais, Ipanema",163 m²,,3,1,R$ 3.800 /mês,condomínio R$ 2.300,,
31,"Travessa Chafi Chaia, Campo Grande",40 m²,1,1,1,R$ 1.400 /mês,condomínio R$ 390,,
32,"Rua do Humaitá, Humaitá",65 m²,2,1,1,R$ 3.000 /mês,condomínio R$ 924,IPTU R$ 160,
33,"Rua Roberto Dias Lópes, Leme",80 m²,3,2,1,R$ 3.500 /mês,condomínio R$ 1.100,IPTU R$ 250,
34,"Rua Redentor, Ipanema",200 m²,,3,2,R$ 11.500 /mês,condomínio R$ 1.900,IPTU R$ 990,
35,"Avenida das Américas, Recreio dos Bandeirantes",65 m²,2,2,1,R$ 1.200 /mês,condomínio R$ 962,IPTU R$ 137,
0,"Avenida Cesário de Melo, Campo Grande",49 m²,1,2,1,R$ 700 /mês,condomínio R$ 430,,
1,"Rua Alberto de Campos, Ipanema",90 m²,2,3,1,R$ 5.500 /mês,condomínio R$ 850,IPTU R$ 275,
2,"Rua Jorge Yunes, Recreio dos Bandeirantes",176 m²,3,3,2,R$ 2.700 /mês,condomínio R$ 1.030,IPTU R$ 378,
3,"Rua Professor Gabizo, Maracanã",52 m²,1,1,1,R$ 1.400 /mês,condomínio R$ 450,IPTU R$ 69,
4,"Rua Voluntários da Pátria, Botafogo",80 m²,3,2,1,R$ 2.100 /mês,condomínio R$ 700,IPTU R$ 120,
5,"Rua Barra Bonita, Jacarepaguá",58 m²,2,2,1,R$ 1.200 /mês,condomínio R$ 690,IPTU R$ 150,
6,"Avenida Oliveira Belo, Vila da Penha",70 m²,2,3,1,R$ 1.900 /mês,condomínio R$ 620,IPTU R$ 759,
7,"Avenida Pastor Martin Luther King Jr, Vicente de Carvalho",45 m²,1,2,1,R$ 1.200 /mês,condomínio R$ 392,,
8,"Rua Joaquim Pinheiro, Freguesia (Jacarepaguá)",72 m²,2,2,1,R$ 1.200 /mês,condomínio R$ 740,IPTU R$ 81,
9,"Rua Riachuelo, Centro",50 m²,1,1,1,R$ 2.400 /mês,condomínio R$ 600,IPTU R$ 105,
10,"Rua São Francisco Xavier, Maracanã",80 m²,1,2,1,R$ 1.400 /mês,condomínio R$ 605,IPTU R$ 100,
11,"Rua Aristides Lobo, Rio Comprido",50 m²,2,2,1,R$ 1.550 /mês,condomínio R$ 550,IPTU R$ 42,
12,"Rua João Barros Moreira, Recreio dos Bandeirantes",90 m²,2,2,2,R$ 1.700 /mês,condomínio R$ 469,IPTU R$ 183,
13,"Avenida Embaixador Abelardo Bueno, Barra da Tijuca",70 m²,2,2,1,R$ 2.000 /mês,condomínio R$ 900,IPTU R$ 130,
14,"Rua Barra Bonita, Jacarepaguá",58 m²,2,2,1,R$ 1.200 /mês,condomínio R$ 550,IPTU R$ 900,
15,"Rua Ituverava, Freguesia de Jacarepaguá",77 m²,3,3,2,R$ 2.100 /mês,condomínio R$ 618,IPTU R$ 138,
16,"Rua Pereira Nunes, Tijuca",55 m²,3,2,,R$ 2.000 /mês,condomínio R$ 240,IPTU R$ 65,
17,"Rua Teodoro da Silva, Vila Isabel",115 m²,3,3,1,R$ 2.300 /mês,condomínio R$ 366,IPTU R$ 151,
18,"Rua Professor Nehemias Gueiros, Recreio dos Bandeirantes",75 m²,3,2,2,R$ 1.700 /mês,condomínio R$ 847,IPTU R$ 160,
19,"Avenida Meriti, Parada de Lucas",47 m²,1,2,1,R$ 1.110 /mês,condomínio R$ 238,IPTU R$ 45,
20,"Rua Jornalista Henrique Cordeiro, Barra da Tijuca",100 m²,2,3,2,R$ 5.000 /mês,condomínio R$ 1.000,IPTU R$ 230,
21,"Avenida Maracanã, Maracanã",89 m²,2,2,1,R$ 1.800 /mês,condomínio R$ 650,IPTU R$ 110,
22,"Rua Frei Leandro, Lagoa",77 m²,3,2,1,R$ 3.800 /mês,condomínio R$ 823,IPTU R$ 230,
23,"Rua Professor Hermes Lima, Recreio dos Bandeirantes",118 m²,3,3,2,R$ 2.000 /mês,condomínio R$ 840,IPTU R$ 261,
24,"Estrada Rodrigues Caldas, Taquara",55 m²,1,2,1,R$ 1.300 /mês,condomínio R$ 380,IPTU R$ 50,
25,"Rua Barão de Mesquita, Tijuca",83 m²,1,2,1,R$ 3.000 /mês,condomínio R$ 745,IPTU R$ 228,
27,"Estrada dos Bandeirantes, Jacarepaguá",57 m²,2,2,,R$ 1.300 /mês,condomínio R$ 585,IPTU R$ 102,
28,"Rua Eulina Ribeiro, Engenho de Dentro",63 m²,2,3,1,R$ 1.000 /mês,condomínio R$ 594,,
29,"Rua Lins de Vasconcelos, Lins de Vasconcelos",65 m²,1,2,1,R$ 800 /mês,condomínio R$ 450,IPTU R$ 64,
30,"Rua Cabuçu, Lins de Vasconcelos",80 m²,1,2,,R$ 1.200 /mês,condomínio R$ 350,IPTU R$ 42,
31,"Avenida Belisário Leite de Andrade Neto, Barra da Tijuca",159 m²,4,3,2,R$ 3.100 /mês,condomínio R$ 1.267,IPTU R$ 508,
32,"Rua Ituverava, Freguesia de Jacarepaguá",65 m²,3,2,1,R$ 2.100 /mês,condomínio R$ 572,IPTU R$ 71,
33,"Rua Ituverava, Freguesia de Jacarepaguá",65 m²,3,2,1,R$ 2.100 /mês,condomínio R$ 564,IPTU R$ 71,
34,"Praia do Jequiá, Zumbi",70 m²,2,2,1,R$ 2.100 /mês,condomínio R$ 500,IPTU R$ 167,
35,"Rua Ituverava, Anil",60 m²,1,2,1,R$ 1.400 /mês,condomínio R$ 443,IPTU R$ 61,
0,"Rua Antônio Parreiras, Ipanema",97 m²,2,3,1,R$ 3.000 /mês,condomínio R$ 1.265,IPTU R$ 246,
1,"Rua Retiro dos Artistas, Pechincha",90 m²,2,3,1,R$ 2.000 /mês,condomínio R$ 750,IPTU R$ 149,
2,"Rua General Garzon, Lagoa",120 m²,3,3,1,R$ 4.800 /mês,condomínio R$ 1.642,,
3,"Rua Francisco de Paula, Jacarepaguá",69 m²,1,2,1,R$ 1.650 /mês,condomínio R$ 820,IPTU R$ 130,
4,"Avenida Genaro de Carvalho, Recreio dos Bandeirantes",88 m²,3,3,2,R$ 1.750 /mês,condomínio R$ 638,IPTU R$ 2.206,
5,"Travessa Chafi Chaia, Campo Grande",40 m²,1,1,,R$ 1.400 /mês,condomínio R$ 390,,
6,"Rua da Matriz, Botafogo",250 m²,5,5,4,R$ 10.000 /mês,condomínio R$ 2.800,IPTU R$ 829,
7,"Rua Cupertino Durão, Leblon",152 m²,,1,2,R$ 12.000 /mês,condomínio R$ 2.508,IPTU R$ 860,
8,"Rua do Matoso, Tijuca",36 m²,1,1,,R$ 1.300 /mês,condomínio R$ 380,IPTU R$ 24,
9,"Rua Zeferino de Faria, Recreio dos Bandeirantes",81 m²,3,3,1,R$ 2.200 /mês,condomínio R$ 700,IPTU R$ 133,
10,"Rua do Catete, Catete",30 m²,1,1,,R$ 1.250 /mês,condomínio R$ 450,IPTU R$ 50,
11,"Rua Mapendi, Taquara",70 m²,2,2,1,R$ 1.150 /mês,condomínio R$ 535,IPTU R$ 72,
12,"Rua Artur Araripe, Gávea",107 m²,,3,1,R$ 3.900 /mês,condomínio R$ 1.142,IPTU R$ 255,
13,"Avenida Bruxelas, Bonsucesso",60 m²,,2,,R$ 900 /mês,condomínio R$ 110,IPTU R$ 39,
14,"Avenida Lúcio Costa, Barra da Tijuca",170 m²,3,4,2,R$ 6.500 /mês,condomínio R$ 2.780,IPTU R$ 868,
15,"Rua Cirne Maia, Cachambi",70 m²,1,2,1,R$ 1.000 /mês,condomínio R$ 891,IPTU R$ 52,
16,"Rua Belfort Roxo, Copacabana",50 m²,1,1,,R$ 1.700 /mês,condomínio R$ 635,IPTU R$ 113,
17,"Estrada Pau-ferro, Pechincha",65 m²,2,2,1,R$ 1.190 /mês,condomínio R$ 719,IPTU R$ 130,
18,"Estrada do Engenho Velho, Taquara",50 m²,1,1,,R$ 900 /mês,condomínio R$ 120,,
19,"Avenida Delfim Moreira, Leblon",160 m²,3,3,2,R$ 7.000 /mês,condomínio R$ 3.440,IPTU R$ 990,
20,"Rua Almirante Tamandaré, Catete",60 m²,1,1,,R$ 2.600 /mês,condomínio R$ 550,IPTU R$ 80,
21,"Avenida Adolpho de Vasconcelos, Barra da Tijuca",58 m²,,2,,R$ 1.100 /mês,condomínio R$ 756,IPTU R$ 118,
22,"Rua Tirol, Freguesia (Jacarepaguá)",90 m²,2,2,1,R$ 1.300 /mês,condomínio R$ 630,IPTU R$ 98,
23,"Rua Professor Gabizo, Maracanã",75 m²,2,2,,R$ 2.200 /mês,condomínio R$ 670,IPTU R$ 59,
24,"Rua Bolivar, Copacabana",80 m²,1,2,,R$ 2.000 /mês,condomínio R$ 1.130,IPTU R$ 243,
25,"Rua Vinte e Quatro de Maio, Rocha",56 m²,1,2,1,R$ 960 /mês,condomínio R$ 825,IPTU R$ 17,
26,"Rua Carlos de Vasconcelos, Tijuca",45 m²,1,1,1,R$ 1.800 /mês,condomínio R$ 510,IPTU R$ 65,
27,"Avenida Professor Fausto Moreira, Barra da Tijuca",60 m²,1,2,1,R$ 1.250 /mês,condomínio R$ 776,IPTU R$ 115,
28,"Avenida Maracanã, Tijuca",78 m²,2,2,1,R$ 1.600 /mês,condomínio R$ 850,IPTU R$ 90,
0,"Rua Silvia Pozzano, Recreio dos Bandeirantes",171 m²,,4,3,R$ 2.650 /mês,condomínio R$ 1.223,IPTU R$ 414,
1,"Avenida Lúcio Costa, Barra da Tijuca",664 m²,,5,6,R$ 19.000 /mês,condomínio R$ 5.700,IPTU R$ 45.000,
2,"Rua das Laranjeiras, Laranjeiras",73 m²,2,2,1,R$ 2.600 /mês,condomínio R$ 1.020,IPTU R$ 210,
3,"Rua Cruz e Sousa, Encantado",40 m²,1,1,,R$ 650 /mês,,,
4,"Avenida Vieira Souto, Ipanema",340 m²,1,3,2,R$ 22.000 /mês,condomínio R$ 5.500,IPTU R$ 2.600,
5,"Avenida Visconde de Albuquerque, Leblon",220 m²,3,3,3,R$ 19.900 /mês,condomínio R$ 3.750,IPTU R$ 1.300,
7,"Rua Barão da Torre, Ipanema",90 m²,2,3,1,R$ 3.300 /mês,condomínio R$ 850,IPTU R$ 177,
8,"São Conrado, Rio de Janeiro",55 m²,1,1,1,R$ 2.989 /mês,condomínio R$ 690,IPTU R$ 230,
9,"Rua Capitão Jesus, Cachambi",70 m²,1,3,,R$ 900 /mês,condomínio R$ 250,IPTU R$ 30,
10,"Rua Manuel Vieira, Tanque",70 m²,1,2,1,R$ 1.000 /mês,condomínio R$ 400,IPTU R$ 17,
11,"Rua Violeta, Água Santa",50 m²,1,2,1,R$ 800 /mês,condomínio R$ 310,IPTU R$ 17,
12,"Rua Leopoldo Miguez, Copacabana",125 m²,2,3,1,R$ 4.500 /mês,condomínio R$ 1.600,IPTU R$ 320,
13,"Rua Iliria, Penha Circular",54 m²,1,2,,R$ 1.100 /mês,condomínio R$ 310,IPTU R$ 10,
14,"Rua Gomes Carneiro, Ipanema",130 m²,3,3,1,R$ 2.500 /mês,condomínio R$ 1.131,IPTU R$ 566,
15,"Rua Anita Garibaldi, Copacabana",82 m²,2,2,1,R$ 3.500 /mês,condomínio R$ 989,IPTU R$ 251,
16,"Rua Professor Alberto Meyer, Pitangueiras",40 m²,1,1,,R$ 1.000 /mês,condomínio R$ 50,IPTU R$ 59,
17,"Avenida Henrique Dodsworth, Lagoa",135 m²,3,3,3,R$ 4.900 /mês,condomínio R$ 1.800,IPTU R$ 383,
18,"Estrada do Rio Grande, Taquara",60 m²,1,2,1,R$ 800 /mês,condomínio R$ 580,IPTU R$ 26,
19,"Rua Conde de Bonfim, Tijuca",74 m²,2,2,,R$ 1.200 /mês,condomínio R$ 1.340,IPTU R$ 139,
20,"Rua Pereira da Silva, Laranjeiras",65 m²,,2,1,R$ 1.950 /mês,condomínio R$ 940,IPTU R$ 130,
21,"Andaraí, Rio de Janeiro",65 m²,1,2,1,R$ 1.600 /mês,condomínio R$ 695,IPTU R$ 65,
22,"Jacarepaguá, Rio de Janeiro",75 m²,2,2,1,R$ 1.050 /mês,condomínio R$ 1.298,IPTU R$ 112,
23,"Avenida Lúcio Costa, Barra da Tijuca",67 m²,1,1,1,R$ 1.900 /mês,condomínio R$ 1.682,IPTU R$ 384,
24,"Rua Almirante Gomes Pereira, Urca",250 m²,3,4,2,R$ 10.000 /mês,condomínio R$ 3.120,IPTU R$ 948,
25,"Estrada Pau-ferro, Pechincha",83 m²,2,2,1,R$ 1.100 /mês,condomínio R$ 570,IPTU R$ 89,
26,"Rua João Afonso, Humaitá",75 m²,,2,,R$ 3.000 /mês,condomínio R$ 720,IPTU R$ 730,
27,"Estrada Santa Maura, Jacarepaguá",48 m²,1,2,1,R$ 1.200 /mês,condomínio R$ 583,IPTU R$ 200,
28,"Rua Abélia, Jardim Guanabara",90 m²,2,3,2,R$ 2.100 /mês,condomínio R$ 550,IPTU R$ 100,
29,"Rua Mário Agostinelli, Jacarepaguá",91 m²,3,3,1,R$ 2.400 /mês,condomínio R$ 1.350,IPTU R$ 208,
30,"Rua da Passagem, Botafogo",110 m²,3,3,2,R$ 4.000 /mês,condomínio R$ 1.200,IPTU R$ 4.488,
31,"Rua General Roca, Tijuca",68 m²,1,1,,R$ 1.400 /mês,condomínio R$ 900,IPTU R$ 103,
32,"Rua Oliveira da Silva, Tijuca",104 m²,3,3,1,R$ 2.500 /mês,condomínio R$ 900,IPTU R$ 1.200,
33,"Avenida das Américas, Recreio dos Bandeirantes",63 m²,2,2,1,R$ 1.500 /mês,condomínio R$ 1.032,IPTU R$ 163,
34,"Avenida Olof Palme, Camorim",67 m²,2,2,2,R$ 1.600 /mês,condomínio R$ 949,IPTU R$ 90,
35,"Avenida Epitácio Pessoa, Lagoa",310 m²,,4,4,R$ 28.000 /mês,condomínio R$ 4.229,IPTU R$ 17.083,
0,"Avenida Lúcio Costa, Barra da Tijuca",50 m²,1,1,1,R$ 1.900 /mês,condomínio R$ 1.450,IPTU R$ 295,
2,"Rua Visconde de Figueiredo, Tijuca",103 m²,1,2,1,R$ 1.800 /mês,condomínio R$ 901,IPTU R$ 164,
3,"Rua Senador Euzebio, Flamengo",58 m²,2,1,1,R$ 2.250 /mês,condomínio R$ 1.009,IPTU R$ 162,
4,"Rua Pedro de Carvalho, Méier",50 m²,1,2,,R$ 1.000 /mês,condomínio R$ 370,IPTU R$ 17,
5,"Rua Marlo da Costa e Souza, Barra da Tijuca",72 m²,2,2,1,R$ 1.500 /mês,condomínio R$ 1.100,IPTU R$ 170,
