address,areas,bathrooms,bedrooms,parking-spaces,zap_price_pmo,zap_price_cls,zap_price_iptu,latitude,longitude,street,neighborhood,r$_pmo,usd_pmo
"Rua São Francisco Xavier, Tijuca",,,1.0,,R$ 1.600 /mês,condomínio R$ 737,,-22.920797,-43.22250379999999,Rua São Francisco Xavier, Tijuca,1600,371.91
"Rua Capitão Jesus, Cachambi",,,2.0,,R$ 800 /mês,condomínio R$ 400,,-22.8936484,-43.2761179,Rua Capitão Jesus, Cachambi,800,185.96
"Praia do Flamengo, Flamengo",,,3.0,,R$ 10.000 /mês,condomínio R$ 3.600,IPTU R$ 974,-22.9282465,-43.17079041917478,Praia do Flamengo, Flamengo,10000,2324.46
"Rua das Amendoeiras, Cosmos",,,2.0,,R$ 600 /mês,condomínio R$ 270,,-22.9191815,-43.6155325,Rua das Amendoeiras, Cosmos,600,139.47
"Rua Ivo Borges, Recreio dos Bandeirantes",,,6.0,,R$ 15.000 /mês,IPTU R$ 6.517,,-23.016643600000002,-43.4687359,Rua Ivo Borges, Recreio dos Bandeirantes,15000,3486.69
"Rua Voluntários da Pátria, Botafogo",,,3.0,,R$ 2.400 /mês,condomínio R$ 864,IPTU R$ 150,-22.9513701,-43.1842679,Rua Voluntários da Pátria, Botafogo,2400,557.87
"Praça Saenz Peña, Tijuca",,,3.0,,R$ 1.900 /mês,condomínio R$ 1.602,IPTU R$ 161,-22.9240842,-43.23212735085339,Praça Saenz Peña, Tijuca,1900,441.65
"Estrada Antônio Carvalho Ventura, Albuquerque",60 m²,2.0,2.0,1.0,R$ 250 /mês,,,-19.4945167,-57.708664615988255,Estrada Antônio Carvalho Ventura, Albuquerque,250,58.11
"Avenida Lúcio Costa, Barra da Tijuca",113 m²,3.0,2.0,1.0,R$ 5.500 /mês,condomínio R$ 2.070,IPTU R$ 865,-23.014923800000002,-43.407209,Avenida Lúcio Costa, Barra da Tijuca,5500,1278.45
"Avenida Almirante Álvaro Alberto, São Conrado",300 m²,3.0,4.0,,R$ 10.000 /mês,condomínio R$ 4.477,IPTU R$ 450,-22.9971839,-43.257085700000005,Avenida Almirante Álvaro Alberto, São Conrado,10000,2324.46
"Avenida Nossa Senhora de Copacabana, Copacabana",36 m²,1.0,,,R$ 900 /mês,condomínio R$ 710,IPTU R$ 80,-22.968132699999998,-43.1830609,Avenida Nossa Senhora de Copacabana, Copacabana,900,209.2
