price,title,furnishing,tenants preferred,bathroom,availability,latitude,longitude,balcony,floor,facing,overlooking,car parking,owner resides,curr_mark,hasLac,inr_pmo,usd_pmo
"₹ 10,000",2 BHK House for rent in Osman Nagar 1500 sqft,Unfurnished,Bachelors/Family,2,Immediately,17.449577331542972,78.28820037841797,1,Ground out of 1 Floor,,,,,₹,False,10000.0,140.22
"₹ 8,000","2 BHK House for rent in Beeramguda, Ramachandra Puram, NH 9 1000 sqft",Semi-Furnished,Bachelors/Family,2,Immediately,,,,1 out of 2 Floors,,,,,₹,False,8000.0,112.18
"₹ 29,000","2 BHK House for rent in Gachibowli, Outer Ring Road 1600 sqft",Unfurnished,Bachelors,2,Immediately,12.9494824,77.5226539,1,2 out of 3 Floors,East,,1 Covered,,₹,False,29000.0,406.64
"₹ 40,000","3 BHK Apartment for rent in Vasavi Brindavanam, Moti Nagar 1910 sqft",,,,,17.45723052,78.42742861,,,,,,,₹,False,40000.0,560.88
"₹ 14,000","1 BHK House for rent in Banjara Hills, NH 9",Unfurnished,Bachelors,1,Immediately,17.415895462036133,78.43576049804688,1,1 out of 2 Floors,North - East,Main Road,,,₹,False,14000.0,196.31
"₹ 12,000",2 BHK House for rent in Attapur 1250 sqft,Semi-Furnished,Bachelors/Family,1,Immediately,17.368194580078125,78.43169403076172,,Ground out of 1 Floor,,,,,₹,False,12000.0,168.26
"₹ 10,000",3 BHK House for rent in MIGH Colony-Walker town 1500 sqft,Furnished,Bachelors/Family,2,Immediately,17.404354095458984,78.54057312011719,1,1 out of 1 Floor,West,,,,₹,False,10000.0,140.22
"₹ 75,000","4 BHK Villa for rent in Kukatpally Housing Board Colony, NH 9 3600 sqft",Furnished,Bachelors/Family,4,Immediately,17.4922068,78.3973638,2,,,,,,₹,False,75000.0,1051.65
"₹ 28,000",2 BHK House for rent in Ayyappa Colony-Siddhi Vinayak Nagar 1100 sqft,Furnished,Bachelors/Family,2,Immediately,17.4495419,78.3904478,,Upper Basement out of 5 Floors,,,,,₹,False,28000.0,392.62
"₹ 10,000",2 BHK Apartment for rent in Peeranchuruvu 1000 sqft,Semi-Furnished,Bachelors/Family,2,Immediately,,,,1 out of 4 Floors,,,,,₹,False,10000.0,140.22
"₹ 15,000",3 BHK Apartment for rent in Gajularamaram 1300 sqft,Semi-Furnished,Bachelors/Family,2,Immediately,17.520015716552734,78.42662048339844,2,3 out of 3 Floors,East,,,,₹,False,15000.0,210.33
"₹ 55,000","3 BHK Apartment for rent in Jains Ravi Gayathri Heights, Hitech City 1972 sqft",,,,,17.455389399999998,78.377028,,,,,,,₹,False,55000.0,771.21
"₹ 10,000","2 BHK Apartment for rent in Venkata Ramana Colony, Nagole 1200 sqft",Furnished,Bachelors/Family,2,Immediately,17.38203239440918,78.56178283691406,1,,East,Main Road,"1 Covered, 1 Open",,₹,False,10000.0,140.22
"₹ 7,500",2 BHK House for rent in Almasguda 1275 sqft,Semi-Furnished,Family,2,Immediately,17.3083337,78.5330493,,Ground out of 1 Floor,West,Main Road,,,₹,False,7500.0,105.16
"₹ 12,800",3 BHK House for rent in Sainikpuri 1480 sqft,Unfurnished,Bachelors,3,Immediately,17.4892154,78.5424889,1,1 out of 2 Floors,South,,,,₹,False,12800.0,179.48
"₹ 35,000","3 BHK Apartment for rent in Kokapet, Outer Ring Road 2358 sqft",Semi-Furnished,Family,3,Immediately,,,3,6 out of 10 Floors,West,Pool,1 Covered,,₹,False,35000.0,490.77
"₹ 9,000",2 BHK Builder Floor for rent in Medipally 1000 sqft,Unfurnished,Bachelors/Family,1,Immediately,17.412559509277347,78.60189056396484,1,2 out of 3 Floors,East,"Garden/Park, Main Road",,,₹,False,9000.0,126.2
"₹ 7,000",1 BHK Apartment for rent in Sriram Nagar-Jeedimetla,Unfurnished,Bachelors,1,Immediately,17.510175704956055,78.47664642333984,2,Ground out of 3 Floors,East,,,,₹,False,7000.0,98.15
"₹ 8,500","2 BHK House for rent in Boduppal, NH 2 2 1000 sqft",Unfurnished,Bachelors,2,Immediately,17.4200755,78.5827841,,1 out of 2 Floors,North,,,,₹,False,8500.0,119.19
"₹ 9,000","2 BHK Builder Floor for rent in Madinaguda, Hafeezpet, NH 9 1130 sqft",Semi-Furnished,Bachelors/Family,2,Immediately,17.492399215698242,78.34172821044922,,Ground out of 2 Floors,,,,,₹,False,9000.0,126.2
"₹ 28,000",3 BHK Builder Floor for rent in Kondapur 1670 sqft,Semi-Furnished,Bachelors/Family,3,Immediately,17.462682723999027,78.35317993164062,2,4 out of 5 Floors,East,,,,₹,False,28000.0,392.62
₹ 1.4 Lac,"4 BHK Villa for rent in Kokapet, Outer Ring Road 4200 sqft",Semi-Furnished,Family,3,Immediately,,,2,,East,Garden/Park,2 Covered,,₹,True,1.4,1963.08
"₹ 23,000","2 BHK Apartment for rent in Madhava Nagar Colony, Hafeezpet 1200 sqft",Semi-Furnished,Bachelors/Family,2,Immediately,,,,1 out of 3 Floors,,,,,₹,False,23000.0,322.51
"₹ 9,000",2 BHK Apartment for rent in sree padmavathi residency,Semi-Furnished,Bachelors,2,Immediately,23.2264404296875,86.55850219726562,1,2 out of 4 Floors,East,Main Road,,,₹,False,9000.0,126.2
"₹ 15,000",3 BHK Builder Floor for rent in Bandari Layout 1800 sqft,Unfurnished,Bachelors/Family,3,Immediately,,,1,3 out of 4 Floors,East,,,,₹,False,15000.0,210.33
"₹ 15,000",2 BHK House for rent in Uppal Metro 850 sqft,Semi-Furnished,Bachelors/Family,2,Immediately,17.39162065,78.56004462152069,,1 out of 3 Floors,,,,,₹,False,15000.0,210.33
"₹ 16,000","3 BHK Villa for rent in Machabollaram, Medchal Road 2100 sqft",Unfurnished,Bachelors,3,Immediately,17.514171600341793,78.51356506347656,2,,West,,,,₹,False,16000.0,224.35
"₹ 25,000","3 BHK House for rent in Uppal, NH 2 2 2500 sqft",Semi-Furnished,Bachelors/Family,2,Immediately,17.370752334594727,78.58209228515625,1,Ground out of 2 Floors,West,,1 Open,,₹,False,25000.0,350.55
"₹ 25,000","3 BHK Apartment for rent in Madinaguda, Hafeezpet, NH 9 1740 sqft",Semi-Furnished,Bachelors/Family,,Immediately,,,2,Ground out of 4 Floors,,,,,₹,False,25000.0,350.55
"₹ 6,500",2 BHK House for rent in Keesara 1400 sqft,Unfurnished,Family,2,Immediately,16.719107,80.3248697,1,Ground out of 1 Floor,South,,1 Covered,,₹,False,6500.0,91.14
"₹ 12,000",4 BHK House for rent in Bandam Kommu 1300 sqft,Unfurnished,Bachelors/Family,2,Immediately,17.5121587,78.3177607,,Ground out of 2 Floors,East,,,,₹,False,12000.0,168.26
"₹ 15,000",2 BHK House for rent in Trimulgherry 1200 sqft,Semi-Furnished,Bachelors/Family,2,Immediately,17.474775314331055,78.51396942138672,,Ground out of 2 Floors,North,"Garden/Park, Main Road",,,₹,False,15000.0,210.33
"₹ 6,990",2 BHK House for rent in Narapally 220 sqyrd,Unfurnished,Bachelors/Family,2,Immediately,17.4209065,78.6283752,2,,,,2 Covered,,₹,False,6990.0,98.01
"₹ 25,000","3 BHK House for rent in Radha Krishna Nagar-Attapur, Attapur 2300 sqft",Semi-Furnished,Family,3,Immediately,17.3645619,78.4239175,3,4 out of 4 Floors,North - East,,2 Covered,Same Premise,₹,False,25000.0,350.55
"₹ 11,000",2 BHK House for rent in Peeramcheru 1000 sqft,Semi-Furnished,Bachelors/Family,2,Immediately,,,,3 out of 3 Floors,,,,,₹,False,11000.0,154.24
"₹ 36,000",3 BHK Builder Floor for rent in Masab Tank 1600 sqft,Furnished,Bachelors/Family,3,Immediately,17.4029622,78.450754,,2 out of 5 Floors,,,,,₹,False,36000.0,504.79
"₹ 20,000",2 BHK Builder Floor for rent in Pragati Nagar 1080 sqft,Furnished,Bachelors/Family,2,Immediately,18.3753409,76.5645988423161,,Ground out of 5 Floors,East,"Garden/Park, Main Road","1 Covered, 1 Open",,₹,False,20000.0,280.44
"₹ 11,000",2 BHK Builder Floor for rent in parimulgherry 800 sqft,Semi-Furnished,Bachelors/Family,2,Immediately,,,,1 out of 4 Floors,,,,,₹,False,11000.0,154.24
"₹ 19,000","5 BHK House for rent in Shastripuram, Nawab Saheb Kunta, NH 7 240 sqyrd",Unfurnished,Bachelors/Family,2,Immediately,,,,Ground out of 3 Floors,,,,,₹,False,19000.0,266.42
"₹ 12,000","2 BHK Apartment for rent in Pocharam, NH 2 2 947 sqft",Semi-Furnished,Bachelors/Family,2,Immediately,18.1147217,78.1696155,,7 out of 7 Floors,,,,,₹,False,12000.0,168.26
"₹ 15,000","2 BHK Apartment for rent in Chandanagar, NH 9 1200 sqft",Semi-Furnished,Bachelors/Family,2,Immediately,21.4814291,83.9509397,1,1 out of 5 Floors,East,,1 Covered,,₹,False,15000.0,210.33
"₹ 12,000","3 BHK Villa for rent in Old Alwal, Secunderabad, Siddipet Road 1000 sqft",Unfurnished,Bachelors,2,Immediately,17.51346206665039,78.50548553466797,3,,,,,,₹,False,12000.0,168.26
"₹ 17,000",2 BHK Apartment for rent in Moti Nagar 2200 sqft,Unfurnished,Bachelors/Family,2,Immediately,28.657859,77.1424288,,2 out of 4 Floors,,,,,₹,False,17000.0,238.37
"₹ 12,000","2 BHK Apartment for rent in Annojiguda, NH 2 2 970 sqft",Semi-Furnished,Bachelors/Family,2,Immediately,,,,7 out of 7 Floors,,,,,₹,False,12000.0,168.26
"₹ 35,100","3 BHK Apartment for rent in Aparna Sarovar, Nalagantla 1800 sqft",,,,,17.46537,78.3098863,,,,,,,₹,False,35100.0,492.17
"₹ 12,000","2 BHK House for rent in Bachupally, Outer Ring Road 1000 sqft",Semi-Furnished,Bachelors/Family,2,Immediately,,,2,2 out of 3 Floors,East,,1 Covered,,₹,False,12000.0,168.26
"₹ 22,500",2 BHK Apartment for rent in Kondapur 1200 sqft,Unfurnished,Bachelors,2,Immediately,17.462682723999027,78.35317993164062,1,2 out of 4 Floors,North - East,,,,₹,False,22500.0,315.5
"₹ 36,000","2 BHK Apartment for rent in My Home Avatar, Narsingi, Outer Ring Road 1314 sqft",,,,,17.399043,78.355424,,,,,,,₹,False,36000.0,504.79
"₹ 20,000","2 BHK Apartment for rent in Chandanagar, NH 9 1100 sqft",Semi-Furnished,Bachelors/Family,2,Immediately,21.4814291,83.9509397,,1 out of 2 Floors,East,Main Road,1 Covered,,₹,False,20000.0,280.44
"₹ 9,500","2 BHK House for rent in Beeramguda, Ramachandra Puram, NH 9 1350 sqft",Semi-Furnished,Bachelors,2,Immediately,17.51835823059082,78.30586242675781,1,Ground out of 1 Floor,West,Main Road,,,₹,False,9500.0,133.21
"₹ 30,000",3 BHK Villa for rent in Ramkoti 1600 sqft,Semi-Furnished,Bachelors/Family,4,Immediately,17.8547607,79.757604,3,,,,1 Open,,₹,False,30000.0,420.66
"₹ 10,000","2 BHK House for rent in Vokshith White Lotus, Gajularamaram 800 sqft",,,,,,,,,,,,,₹,False,10000.0,140.22
"₹ 19,000","3 BHK House for rent in Hyder Nagar, NH 9 1500 sqft",Unfurnished,Bachelors/Family,2,From Apr '20,11.9249106,79.8304047,2,3 out of 6 Floors,,,,,₹,False,19000.0,266.42
"₹ 12,000",2 BHK House for rent in Hyderguda 1100 sqft,Unfurnished,Bachelors/Family,2,Immediately,17.4012791,78.4804894,1,3 out of 3 Floors,East,Main Road,,,₹,False,12000.0,168.26
"₹ 14,000","2 BHK Builder Floor for rent in Durgabai Deshmukh Colony, Amberpet 980 sqft",Semi-Furnished,Bachelors/Family,2,Immediately,17.404287338256836,78.518310546875,,4 out of 6 Floors,South,Main Road,,,₹,False,14000.0,196.31
"₹ 20,000",3 BHK Villa for rent in Madhuban Colony 2000 sqft,Semi-Furnished,Bachelors/Family,3,Immediately,28.735767,77.7688348,,,,,,,₹,False,20000.0,280.44
"₹ 14,000",3 BHK House for rent in A S Rao Nagar 1500 sqft,Furnished,Bachelors/Family,3,Immediately,17.4799497,78.5568336,3,Ground out of 2 Floors,East,,1 Covered,,₹,False,14000.0,196.31
"₹ 85,000",3 BHK Builder Floor for rent in Hitech City 1500 sqft,Furnished,Bachelors/Family,3,Immediately,17.4698143,78.3853779,,3 out of 4 Floors,,,,,₹,False,85000.0,1191.87
"₹ 12,000",2 BHK Villa for rent in Osman Nagar 1300 sqft,Unfurnished,Bachelors/Family,2,Immediately,17.4418133,78.2782231,,,,,,,₹,False,12000.0,168.26
"₹ 70,000",3 BHK Villa for rent in Appa junction 2500 sqft,Furnished,Bachelors/Family,3,Immediately,,,,,East,,,,₹,False,70000.0,981.54
"₹ 9,000",2 BHK House for rent in Medchal 1800 sqft,Unfurnished,Bachelors,2,Immediately,17.63107681274414,78.48296356201172,1,1 out of 1 Floor,North - West,Main Road,,,₹,False,9000.0,126.2
"₹ 22,000","2 BHK Apartment for rent in Gachibowli, Outer Ring Road 1300 sqft",Unfurnished,Bachelors/Family,2,Immediately,12.9494824,77.5226539,1,2 out of 4 Floors,North - East,,,,₹,False,22000.0,308.48
"₹ 25,000",3 BHK Builder Floor for rent in Jubilee Hills 1430 sqft,Semi-Furnished,Bachelors/Family,2,Immediately,17.4308362,78.4102882,,3 out of 5 Floors,,,,,₹,False,25000.0,350.55
"₹ 18,000","3 BHK Builder Floor for rent in Kukatpally Housing Board Colony, NH 9 1450 sqft",Unfurnished,Bachelors/Family,2,Immediately,17.492969512939453,78.39796447753906,2,2 out of 5 Floors,East,,"1 Covered, 1 Open",,₹,False,18000.0,252.4
"₹ 6,500",Studio Apartment for rent in BHEL,Semi-Furnished,Bachelors/Family,1,Immediately,17.47874641418457,78.283447265625,1,3 out of 3 Floors,North - East,"Garden/Park, Main Road",,,₹,False,6500.0,91.14
"₹ 16,000","3 BHK Apartment for rent in Armsburg My Space, Kompally 1265 sqft",,,,,17.5136611790728,78.4689259570353,,,,,,,₹,False,16000.0,224.35
"₹ 32,000","3 BHK Apartment for rent in Tellapur, Outer Ring Road 1500 sqft",Semi-Furnished,Bachelors/Family,2,Immediately,,,,8 out of 13 Floors,,,,,₹,False,32000.0,448.7
"₹ 18,000","2 BHK Villa for rent in Vanasthalipuram PHASE I, NH 9 1200 sqft",Semi-Furnished,Bachelors/Family,2,Immediately,,,,,West,Garden/Park,3 Covered,,₹,False,18000.0,252.4
"₹ 75,000",2 BHK Builder Floor for rent in Appa junction 900 sqft,Semi-Furnished,Bachelors/Family,2,Immediately,,,,4 out of 5 Floors,,,,,₹,False,75000.0,1051.65
"₹ 12,500",1 BHK Builder Floor for rent in Vayupuri,Semi-Furnished,Bachelors/Family,1,Immediately,17.4852432,78.5436649,,1 out of 2 Floors,,,,,₹,False,12500.0,175.28
"₹ 25,000",2 BHK Apartment for rent in Gowlidoddy 1080 sqft,Semi-Furnished,Bachelors/Family,2,Immediately,17.428988,78.3246237,1,3 out of 5 Floors,East,"Garden/Park, Main Road",1 Covered,,₹,False,25000.0,350.55
"₹ 9,000",2 BHK House for rent in Bandlagudajagir (Appajunction) 1250 sqft,Semi-Furnished,Bachelors/Family,2,Immediately,,,,Ground out of 2 Floors,,,,,₹,False,9000.0,126.2
"₹ 28,000",2 BHK House for rent in Balaji Nagar 1100 sqft,Semi-Furnished,Bachelors/Family,2,Immediately,12.9089814,80.1452449,,,,,1 Covered,,₹,False,28000.0,392.62
"₹ 16,500",3 BHK House for rent in Vayupuri 1760 sqft,Semi-Furnished,Bachelors/Family,3,Immediately,17.4852432,78.5436649,2,2 out of 5 Floors,,,1 Covered,,₹,False,16500.0,231.36
"₹ 5,500","1 BHK Apartment for rent in Champapet, Koti",Unfurnished,Bachelors/Family,1,Immediately,,,,1 out of 2 Floors,,,,,₹,False,5500.0,77.12
"₹ 30,000",3 BHK Apartment for rent in Shaikpet 1550 sqft,Semi-Furnished,Bachelors/Family,3,Immediately,17.406675338745114,78.39454650878906,2,4 out of 5 Floors,,,,,₹,False,30000.0,420.66
"₹ 40,000","3 BHK Apartment for rent in Gachibowli Phase 3, Outer Ring Road 2200 sqft",Furnished,Bachelors,3,Immediately,17.4325717961173,78.31785206237251,,3 out of 4 Floors,North - East,Main Road,1 Covered,,₹,False,40000.0,560.88
"₹ 8,000","1 BHK House for rent in Secunderabad, Rashtrapati ROAd",Semi-Furnished,Bachelors/Family,1,Immediately,,,1,1 out of 2 Floors,,,,,₹,False,8000.0,112.18
"₹ 10,000","2 BHK House for rent in Beeramguda, Ramachandra Puram, NH 9 1500 sqft",Unfurnished,Bachelors,2,Immediately,,,1,Ground out of 1 Floor,West,Garden/Park,,,₹,False,10000.0,140.22
"₹ 80,000","4 BHK Villa for rent in Kukatpally, NH 9 3500 sqft",Semi-Furnished,Bachelors/Family,4,Immediately,17.4930841,78.4054408,3,,,,2 Covered,,₹,False,80000.0,1121.76
"₹ 21,000",1 BHK Apartment for rent in Gudimalkapur,Furnished,Bachelors,2,Immediately,17.3879203,78.4371165,2,3 out of 3 Floors,East,Garden/Park,,,₹,False,21000.0,294.46
"₹ 8,000","2 BHK House for rent in Beeramguda, Ramachandra Puram, NH 9 1600 sqft",Unfurnished,Bachelors/Family,2,Immediately,,,,Ground out of 2 Floors,,,1 Covered,,₹,False,8000.0,112.18
"₹ 12,000",2 BHK Apartment for rent in Toli Chowki 1500 sqft,Furnished,Bachelors/Family,2,Immediately,17.395898818969727,78.41476440429688,1,1 out of 2 Floors,,,,,₹,False,12000.0,168.26
"₹ 9,250",3 BHK Apartment for rent in Bowenpally 1200 sqft,Semi-Furnished,Bachelors,2,Immediately,17.487319946289062,78.48365020751953,1,3 out of 3 Floors,West,,"1 Covered, 1 Open",,₹,False,9250.0,129.7
"₹ 17,000",2 BHK House for rent in Hafiz babanagar 100 sqyrd,Semi-Furnished,Bachelors/Family,2,Immediately,,,1,Ground out of 1 Floor,North,Main Road,"1 Covered, 1 Open",,₹,False,17000.0,238.37
"₹ 20,000",2 BHK Apartment for rent in 9th Phase KPHB 1500 sqft,Semi-Furnished,Bachelors/Family,2,Immediately,22.3511148,78.6677428,,3 out of 5 Floors,,,,,₹,False,20000.0,280.44
"₹ 8,000","2 BHK House for rent in Moosarambagh, NH 9 500 sqft",Semi-Furnished,Bachelors,1,Immediately,17.3743532,78.5160835,,Ground out of 2 Floors,,,,Same Premise,₹,False,8000.0,112.18
"₹ 97,000","3 BHK Apartment for rent in Lodha Bellezza, Hitech City 3500 sqft",,,,,17.474914000000002,78.393383,,,,,,,₹,False,97000.0,1360.13
"₹ 18,500","3 BHK Apartment for rent in Pragathi Nagar, Kukatpally",Furnished,Bachelors/Family,3,Immediately,17.51755714416504,78.3985595703125,2,2 out of 4 Floors,,,,,₹,False,18500.0,259.41
"₹ 35,000",3 BHK House for rent in Gauthmnagar 5000 sqft,Furnished,Bachelors/Family,3,Immediately,,,,Ground out of 2 Floors,,,,,₹,False,35000.0,490.77
"₹ 25,000",3 BHK Apartment for rent in Nizampet 1450 sqft,Semi-Furnished,Family,2,Immediately,17.515397,78.3817156,,2 out of 5 Floors,East,Main Road,1 Covered,,₹,False,25000.0,350.55
"₹ 20,000","3 BHK House for rent in Vanasthalipuram, NH 9 1250 sqft",Furnished,Bachelors/Family,3,From Apr '20,17.3303179,78.568278,,Ground out of 2 Floors,,,,,₹,False,20000.0,280.44
"₹ 11,000",3 BHK House for rent in Saidabad 1000 sqft,Unfurnished,Bachelors,1,Immediately,17.357362747192386,78.51119232177734,1,1 out of 1 Floor,East,,,,₹,False,11000.0,154.24
"₹ 70,000","3 BHK Penthouse for rent in Banjara Hills, NH 9 2700 sqft",Furnished,Bachelors/Family,3,Immediately,17.4177464,78.4399014,4,3 out of 3 Floors,East,Main Road,2 Covered,,₹,False,70000.0,981.54
"₹ 10,000","2 BHK House for rent in Senthan Greenpark, Beeramguda, Ramachandra Puram, NH 9 1500 sqft",,,,,17.532797,78.30977800000001,,,,,,,₹,False,10000.0,140.22
"₹ 8,000",1 BHK House for rent in Shyamlal,Semi-Furnished,Bachelors,1,Immediately,27.430782999999998,81.25505676606659,,Ground out of 1 Floor,,,,,₹,False,8000.0,112.18
₹ 1 Lac,4 BHK Villa for rent in Gopanapalli 4000 sqft,Semi-Furnished,Bachelors,5,Immediately,17.0710662,77.3733863,3,,West,Pool,2 Covered,,₹,True,,
"₹ 10,000",2 BHK House for rent in Langar Houz 1000 sqft,Unfurnished,Bachelors/Family,2,Immediately,17.3827733,78.39253499775691,,Ground out of 3 Floors,,,,,₹,False,10000.0,140.22
"₹ 55,000","3 BHK Apartment for rent in Vajras Jasmine County, Gachibowli, Outer Ring Road 2085 sqft",,,,,17.41471,78.34461,,,,,,,₹,False,55000.0,771.21
"₹ 11,000",1 BHK House for rent in Puppalaguda,Semi-Furnished,Bachelors/Family,1,Immediately,17.397506713867188,78.38412475585938,,2 out of 3 Floors,,,,,₹,False,11000.0,154.24
"₹ 30,000","3 BHK Builder Floor for rent in Kondapur, Kondapur 1680 sqft",,,,,17.469431,78.355377,,,,,,,₹,False,30000.0,420.66
₹ 1 Lac,"4 BHK Villa for rent in Financial District, Nanakram Guda",Furnished,Bachelors,4,Immediately,17.413887023925778,78.34066009521484,3,,East,Garden/Park,,,₹,True,,
"₹ 32,000","3 BHK Apartment for rent in Aparna CyberLife, Nallagandla, Serilingampally 1965 sqft",,,,,17.470295999999998,78.310249,,,,,,,₹,False,32000.0,448.7
"₹ 14,000",2 BHK Apartment for rent in Borabanda 850 sqft,Unfurnished,Bachelors/Family,2,Immediately,17.459065478986435,78.40241419444355,,1 out of 5 Floors,South,Main Road,1 Covered,Same Premise,₹,False,14000.0,196.31
"₹ 45,000","4 BHK Villa for rent in Sunrise Valley, Attapur 4000 sqft",,,,,17.357376000000002,78.41641700000001,,,,,,,₹,False,45000.0,630.99
"₹ 22,000","3 BHK Apartment for rent in Alkapur Township, Manikonda, Outer Ring Road 1500 sqft",Semi-Furnished,Bachelors/Family,2,Immediately,,,,1 out of 5 Floors,,,,,₹,False,22000.0,308.48
"₹ 5,000","Studio Apartment for rent in Old Nallakunta, New Nallakunta",Unfurnished,Bachelors/Family,1,Immediately,17.400606155395508,78.50102996826172,1,3 out of 3 Floors,North - East,Main Road,1 Open,,₹,False,5000.0,70.11
"₹ 50,000","3 BHK Apartment for rent in Kokapet, Outer Ring Road 2800 sqft",Semi-Furnished,Family,3,Immediately,,,2,6 out of 16 Floors,West,Pool,2 Covered,,₹,False,50000.0,701.1
"₹ 28,000",3 BHK Apartment for rent in Kondapur 1800 sqft,Unfurnished,Bachelors/Family,3,Immediately,18.3309604,79.9224686,2,1 out of 4 Floors,North,Main Road,2 Covered,,₹,False,28000.0,392.62
"₹ 11,500","2 BHK Apartment for rent in Bachupally, Outer Ring Road 1150 sqft",Semi-Furnished,Family,2,Immediately,,,1,3 out of 5 Floors,West,Main Road,1 Covered,,₹,False,11500.0,161.25
"₹ 18,000","2 BHK Apartment for rent in Sanskruti Singapore Township, Ghatkesar, NH 2 2",,,,,17.4411062,78.6485455,,,,,,,₹,False,18000.0,252.4
"₹ 12,500","2 BHK House for rent in Tellapur, Outer Ring Road 800 sqft",Furnished,Bachelors/Family,2,Immediately,,,,2 out of 4 Floors,,,,,₹,False,12500.0,175.28
"₹ 25,000","2 BHK Apartment for rent in Kavadiguda, NH 7 1150 sqft",Semi-Furnished,Bachelors/Family,2,Immediately,17.416082382202152,78.48926544189453,,3 out of 4 Floors,,,,,₹,False,25000.0,350.55
"₹ 14,000","2 BHK House for rent in Pragathi Nagar, Kukatpally 900 sqft",Unfurnished,Bachelors,2,Immediately,17.505159,78.3958989,1,Upper Basement out of 2 Floors,East,,,,₹,False,14000.0,196.31
"₹ 15,000",2 BHK Apartment for rent in KPHB Road 1150 sqft,Semi-Furnished,Bachelors,2,Immediately,17.479948043823242,78.38768005371094,2,3 out of 3 Floors,East,Main Road,,,₹,False,15000.0,210.33
"₹ 11,000","2 BHK House for rent in New Bowenpally, NH 7 1200 sqft",Unfurnished,Bachelors/Family,2,Immediately,17.991777420043945,79.53527069091797,,Ground out of 2 Floors,East,,,,₹,False,11000.0,154.24
"₹ 8,500","3 BHK House for rent in Ashok Colony, Secunderabad 650 sqft",Furnished,Family,1,From Mar '20,17.4797704,78.4789175,1,3 out of 3 Floors,,,,Same Premise,₹,False,8500.0,119.19
"₹ 12,000","1 BHK House for rent in Kyettaian Gouda Nilayam, Manikonda",Semi-Furnished,Bachelors,1,Immediately,17.397397994995114,78.37812042236328,,Ground out of 2 Floors,North - West,Main Road,,,₹,False,12000.0,168.26
"₹ 10,000",2 BHK House for rent in Badangpet 1250 sqft,Semi-Furnished,Bachelors/Family,3,Immediately,17.310003280639652,78.51785278320312,,1 out of 1 Floor,South - East,Main Road,1 Open,,₹,False,10000.0,140.22
"₹ 33,000","3 BHK Apartment for rent in Bhavyas Akhila Exotica, Kukatpally, NH 9 2340 sqft",,,,,17.499778,78.385899,,,,,,,₹,False,33000.0,462.73
"₹ 12,000",2 BHK Apartment for rent in Musheerabad 1100 sqft,Furnished,Bachelors/Family,2,Immediately,17.4183101654053,78.4989471435547,,3 out of 4 Floors,West,Main Road,,,₹,False,12000.0,168.26
"₹ 17,000",2 BHK Apartment for rent in Nizampet 1060 sqft,Semi-Furnished,Bachelors/Family,2,Immediately,17.505939483642578,78.37785339355469,,4 out of 5 Floors,,,,,₹,False,17000.0,238.37
"₹ 11,000","2 BHK House for rent in Praga Tools Colony, Jeedimetla 950 sqft",Unfurnished,Bachelors,2,Immediately,17.515117645263672,78.47529602050781,2,2 out of 2 Floors,East,,,,₹,False,11000.0,154.24
"₹ 32,000",3 BHK Apartment for rent in Hitech City 1650 sqft,Semi-Furnished,Bachelors,3,Immediately,17.447917938232422,78.37617492675781,3,17 out of 20 Floors,North - West,"Pool, Garden/Park, Main Road",,,₹,False,32000.0,448.7
"₹ 6,000",Studio Apartment for rent in Begumpet,Semi-Furnished,Bachelors/Family,1,Immediately,17.444341659545902,78.4677734375,1,1 out of 1 Floor,North,Garden/Park,,,₹,False,6000.0,84.13
"₹ 45,000","3 BHK Apartment for rent in Aditya Empress Towers, Shaikpet 1550 sqft",,,,,17.406372,78.404193,,,,,,,₹,False,45000.0,630.99
₹ 4 Lac,5 BHK House for rent in Film Nagar 8000 sqft,Semi-Furnished,Bachelors/Family,6,Immediately,17.4140574,78.4105031,,Ground out of 3 Floors,,,,,₹,True,,
"₹ 15,000",4 BHK Villa for rent in Almasguda 2000 sqft,Unfurnished,Bachelors/Family,3,Immediately,17.3083337,78.5330493,,,,,,,₹,False,15000.0,210.33
"₹ 12,000","3 BHK Apartment for rent in Engine Bowli, Aliabad 100 sqyrd",Semi-Furnished,Bachelors/Family,2,Immediately,17.3463155,78.470358,,2 out of 3 Floors,,,,,₹,False,12000.0,168.26
"₹ 12,000","2 BHK Apartment for rent in Pragathi Nagar, Kukatpally 1000 sqft",Unfurnished,Bachelors/Family,2,Immediately,17.51755714416504,78.3985595703125,1,1 out of 4 Floors,,,1 Covered,,₹,False,12000.0,168.26
"₹ 25,000","2 BHK Apartment for rent in Ayyappa Society, Chanda Naik Nagar, Madhapur 1050 sqft",,,,,17.446831810877992,78.4009025362718,,,,,,,₹,False,25000.0,350.55
"₹ 90,000","3 BHK Apartment for rent in My Home Bhooja, Hitech City 2595 sqft",,,,,17.431098000000002,78.377163,,,,,,,₹,False,90000.0,1261.98
"₹ 12,000","2 BHK Apartment for rent in Salar Jung Colony, Toli Chowki 1500 sqft",Unfurnished,Bachelors/Family,2,Immediately,,,,2 out of 3 Floors,,,,,₹,False,12000.0,168.26
"₹ 25,000","2 BHK Apartment for rent in Sindhi Colony, Begumpet 1500 sqft",Furnished,Bachelors/Family,2,Immediately,17.4412194,78.481048,2,2 out of 5 Floors,East,Main Road,1 Covered,,₹,False,25000.0,350.55
