price,title,furnishing,tenants preferred,bathroom,availability,latitude,longitude,balcony,floor,facing,overlooking,car parking,owner resides,curr_mark,hasLac,inr_pmo,usd_pmo
"₹ 9,500","2 BHK Apartment for rent in South Kamala Nagar, Secunderabad 980 sqft",Semi-Furnished,Bachelors/Family,2,Immediately,17.473894119262695,78.56674194335938,,3 out of 5 Floors,,,,,₹,False,9500.0,133.21
"₹ 22,000",3 BHK Apartment for rent in Hyderaguda-Attapur 1775 sqft,Semi-Furnished,Bachelors,3,Immediately,17.393255233764652,78.60171508789062,3,2 out of 5 Floors,East,Main Road,,,₹,False,22000.0,308.48
"₹ 9,000","1 BHK House for rent in Chandanagar, NH 9",Unfurnished,Bachelors/Family,1,Immediately,21.4814291,83.9509397,,1 out of 3 Floors,,,,,₹,False,9000.0,126.2
₹ 1.4 Lac,"4 BHK Villa for rent in Vasantha City, Hafeezpet, NH 9 4550 sqft",,,,,17.4775415,78.37272469999999,,,,,,,₹,True,1.4,1963.08
"₹ 20,000","1 BHK Apartment for rent in Hyder Nagar, NH 9",Unfurnished,Bachelors/Family,1,Immediately,17.42893409729004,78.42591094970703,,1 out of 4 Floors,,Main Road,"2 Covered, 1 Open",,₹,False,20000.0,280.44
"₹ 32,000","3 BHK Apartment for rent in Sanjeeva Reddy Nagar, NH 9 1550 sqft",Semi-Furnished,Bachelors/Family,3,Immediately,17.4399061,78.4424934,,1 out of 4 Floors,,,,,₹,False,32000.0,448.7
"₹ 11,000","2 BHK Villa for rent in Praneeth Pranav Panorama, Beeramguda, Ramachandra Puram, NH 9 1170 sqft",,,,,17.530734,78.310156,,,,,,,₹,False,11000.0,154.24
"₹ 13,000","2 BHK Apartment for rent in Madinaguda, Hafeezpet, NH 9 1000 sqft",Unfurnished,Bachelors/Family,2,Immediately,,,2,5 out of 5 Floors,,,,,₹,False,13000.0,182.29
"₹ 10,000","4 BHK House for rent in Safilguda, Secunderabad 2400 sqft",Semi-Furnished,Bachelors/Family,4,Immediately,17.4665153,78.5398739,,,,,,,₹,False,10000.0,140.22
"₹ 13,000","2 BHK Apartment for rent in Golden Heights Colony, Janachaitanya colony, Hyderabad Expressway 1111 sqft",Semi-Furnished,Bachelors/Family,2,Immediately,,,1,5 out of 5 Floors,West,,504 Covered,,₹,False,13000.0,182.29
"₹ 15,000","2 BHK House for rent in Kukatpally, NH 9 1200 sqft",Semi-Furnished,Bachelors/Family,2,Immediately,17.4930841,78.4054408,,,,,2 Open,,₹,False,15000.0,210.33
"₹ 35,000",3 BHK Apartment for rent in Outer Ring Road 1480 sqft,Semi-Furnished,Bachelors,2,Immediately,17.448755264282227,78.4000473022461,2,,West,"Garden/Park, Main Road",,,₹,False,35000.0,490.77
"₹ 8,000","2 BHK Villa for rent in Nilgiri Homes, Rampally 180 sqyrd",,,,,17.4628465,78.64873,,,,,,,₹,False,8000.0,112.18
"₹ 30,000",3 BHK Apartment for rent in Shaikpet 1850 sqft,Semi-Furnished,Bachelors/Family,3,Immediately,17.45828628540039,78.4537353515625,1,4 out of 5 Floors,East,Main Road,,,₹,False,30000.0,420.66
"₹ 17,500",2 BHK Apartment for rent in Toli Chowki 1150 sqft,Unfurnished,Bachelors/Family,2,Immediately,,,,4 out of 5 Floors,,,,,₹,False,17500.0,245.38
"₹ 12,000",3 BHK Villa for rent in Shadnagar 1550 sqft,Unfurnished,Bachelors/Family,3,From May '20,17.0671702,78.2045948,,,,,,,₹,False,12000.0,168.26
"₹ 7,000","1 BHK House for rent in P S Rao Nagar, Dammaiguda",Unfurnished,Bachelors/Family,2,Immediately,17.500856399536133,78.59431457519531,,2 out of 2 Floors,North - East,Main Road,"1 Covered, 1 Open",,₹,False,7000.0,98.15
"₹ 11,000","2 BHK House for rent in Venkatapuram, Secunderabad, NH 7 108 sqft",Semi-Furnished,Bachelors/Family,2,Immediately,17.496189,78.5043108,,Ground out of 1 Floor,,,,,₹,False,11000.0,154.24
"₹ 11,000","2 BHK House for rent in Uppal, NH 2 2 950 sqft",Semi-Furnished,Bachelors/Family,2,Immediately,15.9753367,77.6796806,,1 out of 2 Floors,,,,,₹,False,11000.0,154.24
"₹ 17,000","3 BHK House for rent in Beeramguda, Ramachandra Puram, NH 9 1400 sqft",Semi-Furnished,Bachelors/Family,3,Immediately,17.497756958007812,78.32010650634766,,Ground out of 1 Floor,East,,1 Covered,,₹,False,17000.0,238.37
"₹ 10,000",1 BHK Builder Floor for rent in Hitex,Unfurnished,Bachelors/Family,2,Immediately,17.470649719238278,78.375732421875,2,4 out of 4 Floors,East,,,,₹,False,10000.0,140.22
"₹ 7,000","1 BHK Apartment for rent in Gyandeep Towers, Dilsukh Nagar, NH 9",,,,,17.3753750121729,78.5153472206412,,,,,,,₹,False,7000.0,98.15
"₹ 23,000","3 BHK Apartment for rent in Chandanagar, NH 9 1815 sqft",Semi-Furnished,Bachelors/Family,3,Immediately,21.4814291,83.9509397,2,2 out of 5 Floors,East,,1 Covered,,₹,False,23000.0,322.51
"₹ 16,500","2 BHK House for rent in Muppas Panchavati Colony, Manikonda, Outer Ring Road 1500 sqft",Semi-Furnished,Bachelors/Family,2,Immediately,,,1,Ground out of 2 Floors,,,,,₹,False,16500.0,231.36
"₹ 25,000","3 BHK House for rent in Balaji Park Town, Nizampet 2000 sqft",,,,,17.513466,78.382267,,,,,,,₹,False,25000.0,350.55
"₹ 38,000","3 BHK Apartment for rent in RV Bhaijikunj, Kondapur near cheerek school 1626 sqft",,,,,,,,,,,,,₹,False,38000.0,532.84
"₹ 13,500","2 BHK House for rent in Old Alwal, Secunderabad, Siddipet Road 1500 sqft",Semi-Furnished,Bachelors/Family,2,Immediately,,,,2 out of 2 Floors,,,,,₹,False,13500.0,189.3
"₹ 9,500","2 BHK House for rent in Beeramguda, Ramachandra Puram, NH 9 950 sqft",Unfurnished,Bachelors,2,Immediately,17.521434783935547,78.29667663574219,2,2 out of 2 Floors,East,,,,₹,False,9500.0,133.21
"₹ 12,000","2 BHK Apartment for rent in Golnaka, Amberpet, NH 2 2",Unfurnished,Bachelors/Family,2,Immediately,17.389331817626953,78.50798797607422,2,4 out of 4 Floors,,Main Road,,,₹,False,12000.0,168.26
"₹ 30,000","4 BHK Villa for rent in Sark One Extension, Mokila 2900 sqft",,,,,17.4319928,78.1890958,,,,,,,₹,False,30000.0,420.66
"₹ 15,000","3 BHK Apartment for rent in Rajiv Gandhi Nagar Colony, Nizampet 1700 sqft",Furnished,Bachelors,3,Immediately,17.535863876342773,78.36517333984375,1,2 out of 4 Floors,East,,,,₹,False,15000.0,210.33
"₹ 8,000","2 BHK Apartment for rent in Boduppal, NH 2 2 860 sqft",Unfurnished,Bachelors/Family,2,Immediately,17.4200755,78.5827841,,Ground out of 4 Floors,,,,,₹,False,8000.0,112.18
"₹ 14,000","2 BHK Builder Floor for rent in Kukatpally Housing Board Colony, NH 9 800 sqft",Unfurnished,Bachelors,2,From Mar '20,17.475093841552734,78.38710021972656,,3 out of 5 Floors,North,Main Road,,,₹,False,14000.0,196.31
"₹ 23,000","2 BHK Apartment for rent in Jewel Crown, Manikonda, Outer Ring Road 1295 sqft",,,,,17.404072,78.3827958,,,,,,,₹,False,23000.0,322.51
"₹ 45,000","3 BHK Apartment for rent in Rajapushpa Atria, Gachibowli, Outer Ring Road 2490 sqft",,,,,17.3899902,78.341301,,,,,,,₹,False,45000.0,630.99
"₹ 12,000","2 BHK Builder Floor for rent in Old Nallakunta, New Nallakunta 1000 sqft",Semi-Furnished,Bachelors/Family,2,Immediately,,,1,3 out of 5 Floors,West,Main Road,1 Covered,,₹,False,12000.0,168.26
"₹ 8,000",5 BHK House for rent in Kompally 3000 sqft,Semi-Furnished,Bachelors/Family,5,Immediately,17.54024314880371,78.47766876220703,3,Ground out of 3 Floors,East,Main Road,,,₹,False,8000.0,112.18
"₹ 19,000","2 BHK Apartment for rent in Kondapur, Kondapur 1150 sqft",,,,,17.469431,78.355377,,,,,,,₹,False,19000.0,266.42
"₹ 14,000","2 BHK House for rent in Silpa Avenue, Shilpa Avenue Colony, Hafeezpet 850 sqft",,,,,17.4826178,78.3692742,,,,,,,₹,False,14000.0,196.31
"₹ 16,000","2 BHK Apartment for rent in Khairatabad, NH 7 1250 sqft",Semi-Furnished,Bachelors/Family,2,Immediately,17.411504745483402,78.46477508544922,,Ground out of 4 Floors,,,,,₹,False,16000.0,224.35
"₹ 22,000","3 BHK Apartment for rent in NCL Ganga, Kompally 1600 sqft",,,,,17.5148252660086,78.4804992381222,,,,,,,₹,False,22000.0,308.48
"₹ 4,300",1 BHK House for rent in Badangpet,Unfurnished,Bachelors/Family,1,Immediately,17.3223752,78.5280344,,Ground out of 1 Floor,East,,,,₹,False,4300.0,60.29
"₹ 8,500",1 BHK Apartment for rent in Kandla Koya,Furnished,Bachelors/Family,1,Immediately,17.540189743041992,78.47758483886719,1,1 out of 2 Floors,East,Main Road,,,₹,False,8500.0,119.19
"₹ 45,000","3 BHK Apartment for rent in Khaja Guda, Outer Ring Road 3000 sqft",Unfurnished,Bachelors/Family,3,Immediately,17.415372848510742,78.36284637451172,3,8 out of 8 Floors,East,Main Road,,,₹,False,45000.0,630.99
"₹ 12,000","2 BHK Builder Floor for rent in Lakdikapul, NH 9 1100 sqft",Semi-Furnished,Bachelors/Family,2,Immediately,17.4033558,78.4635176,,2 out of 3 Floors,,,,,₹,False,12000.0,168.26
"₹ 45,000",3 BHK Apartment for rent in Kondapur 1400 sqft,Semi-Furnished,Bachelors/Family,2,Immediately,18.3309604,79.9224686,,15 out of 18 Floors,,,,,₹,False,45000.0,630.99
"₹ 26,000","3 BHK Apartment for rent in 7 Hills, Narsingi, Outer Ring Road 1800 sqft",,,,,17.392705,78.344298,,,,,,,₹,False,26000.0,364.57
"₹ 14,000",1 BHK Apartment for rent in Kondapur,Semi-Furnished,Bachelors,1,Immediately,17.462682723999027,78.35317993164062,1,3 out of 5 Floors,North,"Main Road, Garden/Park, Pool",,,₹,False,14000.0,196.31
"₹ 85,000",3 BHK Apartment for rent in Jubilee Hills 3125 sqft,Semi-Furnished,Bachelors,3,Immediately,78.40977478027344,17.432273864746097,1,Ground out of 5 Floors,West,Garden/Park,,,₹,False,85000.0,1191.87
"₹ 20,000",3 BHK Apartment for rent in Royal Colony 1300 sqft,Semi-Furnished,Bachelors/Family,2,Immediately,17.3164867,78.491368,,3 out of 3 Floors,,,1 Covered,,₹,False,20000.0,280.44
"₹ 20,000","3 BHK Apartment for rent in Executive Park, Appa junction 1800 sqft",,,,,17.3593513971307,78.3749074079075,,,,,,,₹,False,20000.0,280.44
"₹ 50,000","3 BHK Penthouse for rent in Kukatpally Housing Board Colony, NH 9 1450 sqft",Furnished,Bachelors/Family,3,Immediately,17.4922068,78.3973638,,6 out of 6 Floors,,,,,₹,False,50000.0,701.1
"₹ 15,000",2 BHK Builder Floor for rent in Road 1 kphb colony 700 sqft,Unfurnished,Bachelors/Family,1,Immediately,8.472593,76.9478524,,2 out of 2 Floors,East,Main Road,,,₹,False,15000.0,210.33
"₹ 8,000","1 BHK House for rent in Malakpet, NH 9",Unfurnished,Bachelors/Family,1,Immediately,17.380060195922848,78.50164794921875,,Ground out of 3 Floors,,Main Road,,,₹,False,8000.0,112.18
"₹ 30,000",3 BHK Apartment for rent in Kondapur 1900 sqft,Semi-Furnished,Bachelors,3,Immediately,17.462682723999027,78.35317993164062,3,1 out of 5 Floors,East,"Main Road, Garden/Park, Pool",,,₹,False,30000.0,420.66
"₹ 7,000","3 BHK Apartment for rent in Forthouse Gandhi Nagar, Gandhi Nagar, Kavadiguda, NH 7 1000 sqft",,,,,17.376444199999998,78.5423876,,,,,,,₹,False,7000.0,98.15
"₹ 60,000","3 BHK Apartment for rent in My Homes Navadweepa, Hitech City",,,,,17.448121,78.3834827,,,,,,,₹,False,60000.0,841.32
"₹ 10,000",2 BHK House for rent in Hashim Nagar 800 sqft,Semi-Furnished,Bachelors/Family,1,Immediately,,,,1 out of 2 Floors,,,,,₹,False,10000.0,140.22
"₹ 13,000","2 BHK House for rent in Miyapur, NH 9 1050 sqft",Unfurnished,Bachelors,2,Immediately,17.520069122314453,78.34364318847656,2,Ground out of 2 Floors,North,Main Road,,,₹,False,13000.0,182.29
"₹ 8,500","1 BHK House for rent in Dilsukh Nagar, NH 9",Semi-Furnished,Bachelors/Family,2,Immediately,17.3698749,78.5253821,,Ground out of 1 Floor,,,,,₹,False,8500.0,119.19
"₹ 11,000","2 BHK Builder Floor for rent in LB Nagar, NH 9 1050 sqft",Unfurnished,Bachelors/Family,2,Immediately,17.3501617,78.5510938,,3 out of 3 Floors,,,,,₹,False,11000.0,154.24
"₹ 7,000","3 BHK Apartment for rent in Vidyanagar, Adikmet 850 sqft",Unfurnished,Bachelors/Family,3,Immediately,17.4055614471436,78.5123825073242,,3 out of 3 Floors,East,Main Road,1 Covered,,₹,False,7000.0,98.15
"₹ 30,000",3 BHK House for rent in Nizampet 2800 sqft,Semi-Furnished,Bachelors/Family,3,Immediately,17.515397,78.3817156,1,,,,1 Covered,,₹,False,30000.0,420.66
"₹ 12,000","1 BHK Apartment for rent in Yousufguda, NH 9",Unfurnished,Bachelors/Family,1,Immediately,17.4387499,78.4279866,,1 out of 8 Floors,,,,,₹,False,12000.0,168.26
"₹ 25,000",3 BHK Apartment for rent in Masab Tank 1672 sqft,Semi-Furnished,Bachelors/Family,2,Immediately,17.4029622,78.450754,,3 out of 4 Floors,,,,,₹,False,25000.0,350.55
"₹ 23,000",3 BHK Apartment for rent in Moneykonda 1760 sqft,Semi-Furnished,Bachelors/Family,3,Immediately,,,,4 out of 6 Floors,,,,,₹,False,23000.0,322.51
"₹ 12,000",1 BHK Apartment for rent in Hitech City,Unfurnished,Bachelors,1,Immediately,17.447917938232422,78.37617492675781,1,1 out of 3 Floors,South - East,"Main Road, Garden/Park, Pool",,,₹,False,12000.0,168.26
"₹ 5,500","2 BHK House for rent in Boduppal, NH 2 2 1150 sqft",Semi-Furnished,Bachelors,2,Immediately,17.4200755,78.5827841,1,Ground out of 2 Floors,North,,,,₹,False,5500.0,77.12
"₹ 33,000",2 BHK House for rent in Madhapur 1000 sqft,Furnished,Bachelors/Family,2,Immediately,17.4408578,78.3916289,1,2 out of 6 Floors,,,1 Covered,,₹,False,33000.0,462.73
"₹ 7,000","1 BHK House for rent in Rasoolpura, Mahatma Gandhi Road",Unfurnished,Bachelors/Family,1,Immediately,17.447988510131836,78.47765350341797,,Ground out of 1 Floor,East,,,,₹,False,7000.0,98.15
"₹ 12,000",3 BHK Apartment for rent in Nagaram,Semi-Furnished,Bachelors/Family,2,Immediately,17.483064651489258,78.6123275756836,2,6 out of 8 Floors,,,,,₹,False,12000.0,168.26
"₹ 10,000","2 BHK House for rent in Raghavendra Nagar Colony,, LB Nagar 1800 sqft",Unfurnished,Bachelors,2,Immediately,17.343236923217773,78.55465698242188,,Ground out of 2 Floors,East,Main Road,,,₹,False,10000.0,140.22
"₹ 20,000","2 BHK House for rent in Abids, NH 7 1500 sqft",Unfurnished,Bachelors/Family,2,Immediately,17.397203933231953,78.47272183795926,,1 out of 2 Floors,West,Main Road,2 Open,,₹,False,20000.0,280.44
"₹ 30,000","2 BHK Apartment for rent in My Home Vihanga, Gachibowli, Outer Ring Road 1275 sqft",,,,,17.435046,78.3314338843939,,,,,,,₹,False,30000.0,420.66
"₹ 25,000",2 BHK Apartment for rent in Avanti Nagar 950 sqft,Unfurnished,Bachelors/Family,2,Immediately,18.40511275,76.53431582828358,2,Ground out of 4 Floors,South -West,Main Road,,,₹,False,25000.0,350.55
"₹ 13,000","2 BHK Apartment for rent in Vista Homes, Kushaiguda 950 sqft",,,,,17.485980899999998,78.5813358,,,,,,,₹,False,13000.0,182.29
"₹ 14,000","2 BHK House for rent in Gulmohar Park Colony, Serilingampally 1200 sqft",Unfurnished,Bachelors/Family,2,Immediately,17.4779069,78.3199747,,1 out of 2 Floors,,,,,₹,False,14000.0,196.31
"₹ 25,000","2 BHK Apartment for rent in Poe Tree, Narsingi, Outer Ring Road 1280 sqft",,,,,17.3835622,78.365588,,,,,,,₹,False,25000.0,350.55
"₹ 11,000",2 BHK House for rent in Langar Houz 1100 sqft,Semi-Furnished,Bachelors/Family,2,Immediately,17.333714999999998,78.4031504,,Ground out of 2 Floors,East,Main Road,"1 Covered, 1 Open",,₹,False,11000.0,154.24
"₹ 14,000",2 BHK House for rent in New Nallakunta 1200 sqft,Semi-Furnished,Bachelors/Family,2,Immediately,17.3959752,78.5092275,,,West,,,,₹,False,14000.0,196.31
"₹ 35,000",3 BHK Apartment for rent in Hitech City 1855 sqft,Unfurnished,Bachelors/Family,3,From Mar '20,17.4698143,78.3853779,1,2 out of 8 Floors,North,,,,₹,False,35000.0,490.77
"₹ 15,000","2 BHK House for rent in Sun City, Bandlaguda, Chevella Road 1350 sqft",Unfurnished,Family,2,Immediately,17.3651103973389,78.40052795410159,1,1 out of 1 Floor,South,,,,₹,False,15000.0,210.33
"₹ 12,000",2 BHK Builder Floor for rent in Toli Chowki 1450 sqft,Unfurnished,Bachelors/Family,2,Immediately,,,,2 out of 2 Floors,,,,,₹,False,12000.0,168.26
"₹ 7,500","2 BHK Builder Floor for rent in Kukatpally, NH 9 1000 sqft",Semi-Furnished,Bachelors/Family,2,Immediately,17.4927368164062,78.401237487793,1,2 out of 3 Floors,,,,,₹,False,7500.0,105.16
"₹ 9,000",2 BHK Apartment for rent in Neredmet 915 sqft,Semi-Furnished,Bachelors/Family,2,Immediately,17.470446,78.5360054,1,1 out of 5 Floors,West,Main Road,,,₹,False,9000.0,126.2
"₹ 8,000",1 BHK House for rent in Sri Nagar Colony,Unfurnished,Bachelors/Family,1,Immediately,17.427061080932614,78.43523406982422,1,,East,,,,₹,False,8000.0,112.18
"₹ 12,000",2 BHK House for rent in Raghavendra Colony Malkajgiri 1800 sqft,Furnished,Family,3,Immediately,17.4859267,78.5302953,1,Ground out of 1 Floor,East,,2 Covered,,₹,False,12000.0,168.26
"₹ 27,000","3 BHK Villa for rent in Star Homes, Balanagar 2550 sqft",,,,,17.49329,78.445709,,,,,,,₹,False,27000.0,378.59
"₹ 10,000",2 BHK Apartment for rent in CHILKALGUDA 1000 sqft,Furnished,Bachelors/Family,2,Immediately,17.4315325,78.5071619,1,3 out of 3 Floors,East,,1 Covered,Same Premise,₹,False,10000.0,140.22
"₹ 13,300","1 BHK House for rent in Krishna Nagar, Yousufguda",Furnished,Bachelors/Family,1,Immediately,17.4330523,78.4246746,,Upper Basement out of 5 Floors,,,,,₹,False,13300.0,186.49
"₹ 16,000",3 BHK Apartment for rent in Attapur 1560 sqft,Semi-Furnished,Bachelors/Family,3,Immediately,17.368194580078125,78.43169403076172,2,5 out of 5 Floors,,,1 Covered,,₹,False,16000.0,224.35
"₹ 15,000",3 BHK House for rent in Toli Chowki 1000 sqft,Unfurnished,Bachelors/Family,1,Immediately,,,1,3 out of 4 Floors,North,,,,₹,False,15000.0,210.33
"₹ 15,000",2 BHK Apartment for rent in Hyderabad 1115 sqft,Semi-Furnished,Family,2,Immediately,17.38878595,78.46106473453146,,5 out of 8 Floors,,Main Road,1 Covered,Same Premise,₹,False,15000.0,210.33
"₹ 8,500","2 BHK House for rent in Chandanagar, NH 9 700 sqft",Unfurnished,Bachelors/Family,2,Immediately,21.4814291,83.9509397,,Ground out of 2 Floors,,,,,₹,False,8500.0,119.19
"₹ 15,000","3 BHK House for rent in Modi Emerald Park Phase 1, Pocharam, NH 2 2 1360 sqft",,,,,17.4244934325838,78.66594602407109,,,,,,,₹,False,15000.0,210.33
"₹ 25,000","1 BHK Apartment for rent in Banjara Hills Project, Banjara Hills, NH 9",,,,,17.419560355219883,78.43901844287491,,,,,,,₹,False,25000.0,350.55
"₹ 8,000","2 BHK House for rent in Prajay Water Front, Shameerpet 880 sqft",,,,,17.656989000000003,78.601118,,,,,,,₹,False,8000.0,112.18
"₹ 10,000","2 BHK House for rent in Old Alwal, Secunderabad, Siddipet Road 1400 sqft",Unfurnished,Bachelors,2,Immediately,,,1,Ground out of 1 Floor,West,Main Road,,,₹,False,10000.0,140.22
"₹ 26,000","3 BHK Apartment for rent in Kukatpally, NH 9 1575 sqft",Semi-Furnished,Bachelors/Family,2,Immediately,17.4930841,78.4054408,,8 out of 14 Floors,,,,,₹,False,26000.0,364.57
"₹ 15,000",2 BHK Builder Floor for rent in Nizampet 150 sqft,Semi-Furnished,Bachelors,2,Immediately,17.523500442504886,78.37519836425781,3,1 out of 3 Floors,West,,,,₹,False,15000.0,210.33
"₹ 15,000","3 BHK House for rent in Surya Nagar, Toli Chowki 1100 sqft",Unfurnished,Bachelors/Family,2,Immediately,,,1,1 out of 1 Floor,,"Garden/Park, Main Road",1 Covered,,₹,False,15000.0,210.33
"₹ 45,000","3 BHK Apartment for rent in Shanthinikethan, Whitefields 2005 sqft",,,,,17.4553184032732,78.3691561624801,,,,,,,₹,False,45000.0,630.99
"₹ 30,000","3 BHK Apartment for rent in Banjara Hills, NH 9 1900 sqft",Unfurnished,Bachelors/Family,3,Immediately,17.415895462036133,78.43576049804688,3,3 out of 6 Floors,East,Main Road,,,₹,False,30000.0,420.66
"₹ 60,000","5 BHK Builder Floor for rent in Kakatiya Hills, Nizampet 2670 sqft",Semi-Furnished,Bachelors/Family,4,Immediately,17.532539367675778,78.39266967773438,2,2 out of 5 Floors,,,,,₹,False,60000.0,841.32
₹ 1.2 Lac,"3 BHK Villa for rent in Gachibowli, Outer Ring Road 2500 sqft",Semi-Furnished,Bachelors/Family,3,Immediately,12.9494824,77.5226539,1,,,,2 Covered,,₹,True,1.2,1682.64
"₹ 13,300","1 BHK House for rent in Krishna Nagar, Yousufguda",Furnished,Bachelors/Family,1,Immediately,17.4330523,78.4246746,,Ground out of 6 Floors,,,,,₹,False,13300.0,186.49
"₹ 15,000","2 BHK Apartment for rent in Moula Ali, Moula Ali Road 870 sqft",Furnished,Bachelors/Family,1,Immediately,,,3,2 out of 3 Floors,,,1 Covered,,₹,False,15000.0,210.33
"₹ 25,000",3 BHK Apartment for rent in Toli Chowki 100 sqyrd,Furnished,Bachelors/Family,3,Immediately,,,,2 out of 5 Floors,,,,,₹,False,25000.0,350.55
"₹ 6,000",1 BHK House for rent in Teachers Colony-Trimulgherry,Unfurnished,Family,1,Immediately,17.393424987792972,78.60173797607422,1,1 out of 3 Floors,East,,,,₹,False,6000.0,84.13
"₹ 18,000","1 BHK Builder Floor for rent in Banjara Hills, NH 9",Unfurnished,Bachelors/Family,1,Immediately,17.415895462036133,78.43576049804688,2,2 out of 3 Floors,North - East,"Garden/Park, Main Road",1 Covered,,₹,False,18000.0,252.4
"₹ 22,000","3 BHK Apartment for rent in Ameerpet, NH 9 1690 sqft",Unfurnished,Bachelors/Family,3,Immediately,17.43480110168457,78.44801330566406,1,2 out of 5 Floors,North,,,,₹,False,22000.0,308.48
"₹ 15,000",2 BHK House for rent in Current location 1280 sqft,Unfurnished,Bachelors,2,Immediately,17.447980880737305,78.45992279052734,,Ground out of 3 Floors,East,,,,₹,False,15000.0,210.33
"₹ 18,000","3 BHK Apartment for rent in Saidabad Colony, Sayeedabad",Furnished,Bachelors,3,Immediately,17.36030387878418,78.51038360595703,3,1 out of 4 Floors,East,Main Road,,,₹,False,18000.0,252.4
"₹ 15,016","1 BHK Builder Floor for rent in Gachibowli, Outer Ring Road",Semi-Furnished,Bachelors/Family,1,Immediately,12.9494824,77.5226539,,1 out of 5 Floors,North,Main Road,,,₹,False,15016.0,210.55
"₹ 12,500",2 BHK Apartment for rent in Current location 1105 sqft,Furnished,Bachelors,2,Immediately,17.533594131469727,78.35958862304688,2,1 out of 5 Floors,West,Garden/Park,,,₹,False,12500.0,175.28
"₹ 38,000","3 BHK Apartment for rent in Banjara Hills, NH 9 1850 sqft",Unfurnished,Bachelors/Family,3,Immediately,17.415895462036133,78.43576049804688,4,1 out of 7 Floors,East,Main Road,,,₹,False,38000.0,532.84
"₹ 9,500","2 BHK House for rent in BHEL Employees Co-operative Housing Society, Jeedimetla, NH 7 1150 sqft",Semi-Furnished,Bachelors/Family,2,Immediately,,,,Ground out of 1 Floor,West,Garden/Park,1 Covered,Same Premise,₹,False,9500.0,133.21
"₹ 9,000",1 BHK House for rent in Ameenapur,Semi-Furnished,Bachelors/Family,1,Immediately,17.523826,78.3241948,,1 out of 3 Floors,,,,,₹,False,9000.0,126.2
"₹ 30,000","2 BHK Apartment for rent in Somajiguda, NH 9 1600 sqft",Semi-Furnished,Bachelors/Family,2,Immediately,17.42171287536621,78.45764923095703,3,3 out of 6 Floors,East,"Main Road, Garden/Park, Pool",1 Covered,,₹,False,30000.0,420.66
"₹ 60,000","4 BHK House for rent in CMC Enclave, Kondapur 2000 sqft",Furnished,Bachelors/Family,3,Immediately,,,,1 out of 7 Floors,,,,,₹,False,60000.0,841.32
"₹ 30,000","2 BHK Apartment for rent in Bhavyas Tulasi Vanam, Kukatpally, NH 9 1135 sqft",,,,,17.5010497870696,78.408486795609,,,,,,,₹,False,30000.0,420.66
"₹ 15,000","2 BHK House for rent in Nagarjuna Nagar, Secunderabad 1000 sqft",Semi-Furnished,Family,2,From Mar '20,,,1,1 out of 1 Floor,East,,1 Covered,,₹,False,15000.0,210.33
"₹ 45,000","3 BHK Apartment for rent in Kokapet, Outer Ring Road 2700 sqft",Semi-Furnished,Family,4,Immediately,,,3,4 out of 20 Floors,West,,2 Covered,,₹,False,45000.0,630.99
"₹ 7,500",2 BHK Apartment for rent in Dabeerpura 650 sqft,Unfurnished,Bachelors/Family,1,Immediately,17.367843,78.4871899,,2 out of 5 Floors,,,,,₹,False,7500.0,105.16
"₹ 10,000","1 BHK House for rent in Moosapet, NH 9",Unfurnished,Bachelors/Family,1,Immediately,17.4685307,78.4206695,,3 out of 3 Floors,,,,,₹,False,10000.0,140.22
"₹ 12,000",1 BHK Builder Floor for rent in Shaikpet,Semi-Furnished,Family,2,Immediately,17.406675338745114,78.39454650878906,,4 out of 4 Floors,East,Main Road,1 Open,Same Premise,₹,False,12000.0,168.26
"₹ 7,000","1 BHK Builder Floor for rent in Punjagutta, NH 9",Semi-Furnished,Bachelors/Family,1,Immediately,17.426689,78.4524212,,3 out of 3 Floors,,,,,₹,False,7000.0,98.15
"₹ 15,000","3 BHK House for rent in Sunshine Park, Ghatkesar, NH 2 2 2100 sqft",,,,,17.4583999021231,78.6906403554018,,,,,,,₹,False,15000.0,210.33
"₹ 22,000","2 BHK Apartment for rent in Vivekananda Nagar, Kukatpally, NH 9 1200 sqft",Furnished,Family,2,Immediately,17.4592214,78.402548,,5 out of 5 Floors,East,,1 Covered,,₹,False,22000.0,308.48
"₹ 25,500","2 BHK Builder Floor for rent in Banjara Hills, NH 9 1300 sqft",Semi-Furnished,Bachelors,2,Immediately,17.415895462036133,78.43576049804688,3,1 out of 2 Floors,North - East,Garden/Park,,,₹,False,25500.0,357.56
"₹ 45,000","3 BHK Apartment for rent in Kokapet, Outer Ring Road 2700 sqft",Semi-Furnished,Family,4,Immediately,,,,4 out of 21 Floors,West,,2 Covered,,₹,False,45000.0,630.99
"₹ 11,500","2 BHK House for rent in Gandhamguda, Bairagiguda 900 sqft",Unfurnished,Bachelors/Family,2,Immediately,17.364944458007812,78.3805923461914,1,1 out of 2 Floors,East,,,,₹,False,11500.0,161.25
"₹ 13,000","3 BHK Apartment for rent in Janapriya Lakefront, Sainikpuri 1100 sqft",,,,,17.4936411,78.5573991,,,,,,,₹,False,13000.0,182.29
"₹ 14,000","2 BHK Builder Floor for rent in Chandanagar, NH 9 500 sqft",Unfurnished,Bachelors/Family,2,Immediately,21.4814291,83.9509397,,1 out of 3 Floors,,,,,₹,False,14000.0,196.31
