price,coord,class
1176472,"(19.1969201, 72.876083)",0.0
1748102,"(19.2175443, 72.8534756)",0.0
591542,"(19.1289496, 72.930686)",0.0
1418652,"(19.094047, 72.92266)",0.0
1835507,"(19.1696986, 72.85299920000001)",0.0
1179935,"(19.1813382, 72.94683189999998)",0.0
5113198,"(19.0408918, 72.86529499999997)",0.0
3694546,"(19.0099129, 72.8426858)",0.0
1216948,"(19.213018, 72.84149659999999)",0.0
884136,"(19.0828462, 72.9071696)",0.0
1085840,"(19.1917175, 72.8370478)",0.0
1129543,"(19.1146891, 72.89624189999998)",0.0
1815251,"(19.1146891, 72.89624189999998)",0.0
4370490,"(19.1768312, 72.8551916)",0.0
1156386,"(18.9946505, 72.83489920000002)",0.0
363067,"(19.1969201, 72.876083)",0.0
622257,"(19.1853779, 72.8584758)",0.0
974903,"(19.0588573, 72.88570399999998)",0.0
577411,"(19.1821363, 72.95774420000002)",0.0
923737,"(19.0892039, 72.903526)",0.0
2353214,"(19.0793163, 72.90307440000002)",0.0
1300991,"(19.206129, 72.82235)",0.0
1832145,"(19.1219438, 72.89509389999998)",0.0
1788443,"(19.1236493, 72.89272869999998)",0.0
1815336,"(19.2328539, 72.84704769999998)",0.0
510933,"(19.2228758, 72.84217840000002)",0.0
1210123,"(19.0804807, 72.88865849999998)",0.0
1344778,"(19.2175443, 72.8534756)",0.0
