areas,bathrooms,bedrooms,r$_pmo,coord,class
72.0,1.0,2.0,1500,"(-22.9681661, -43.3910094)",0.0
80.0,2.0,2.0,1700,"(-23.015578899999998, -43.4480826)",0.0
72.0,3.0,3.0,2100,"(-23.020068300000002, -43.4642256)",0.0
76.0,2.0,2.0,1200,"(-22.877726199999998, -43.442653)",0.0
61.0,2.0,2.0,1200,"(-22.917662399999998, -43.24595770000001)",0.0
77.0,2.0,2.0,2600,"(-22.9494286, -43.1873596)",0.0
41.0,1.0,1.0,1700,"(-22.968132699999998, -43.1830609)",0.0
100.0,,3.0,3400,"(-22.9920076, -43.4023471)",0.0
83.0,2.0,2.0,2600,"(-22.95854, -43.1949511)",0.0
61.0,1.0,2.0,1100,"(-22.9078654, -43.2929966)",0.0
70.0,,2.0,500,"(-22.9665038, -43.3713193)",0.0
105.0,2.0,3.0,4500,"(-23.0056458, -43.330188299999996)",0.0
48.0,1.0,2.0,600,"(-22.902953, -43.5591295)",0.0
69.0,1.0,2.0,1100,"(-22.9349335, -43.5718415)",0.0
99.0,2.0,2.0,1700,"(-23.0185151, -43.4634021)",0.0
80.0,1.0,2.0,1900,"(-22.9138756, -43.2557634)",1.0
80.0,2.0,2.0,4000,"(-22.9966799, -43.4249176)",0.0
98.0,2.0,2.0,3000,"(-22.9978724, -43.3470975)",0.0
172.0,4.0,4.0,7200,"(-23.0050344, -43.3847972)",0.0
225.0,2.0,3.0,7900,"(-22.9803652, -43.2139765)",0.0
98.0,2.0,3.0,1500,"(-22.9375718, -43.3373098)",0.0
55.0,1.0,2.0,1300,"(-22.8860044, -43.3187474)",1.0
47.0,,2.0,1600,"(-22.9095503, -43.185598999999996)",0.0
68.0,1.0,2.0,1080,"(-22.921886399999998, -43.384646000000004)",0.0
65.0,,1.0,900,"(-22.8381556, -43.30833)",0.0
80.0,1.0,2.0,1500,"(-22.920693, -43.26700510000001)",0.0
90.0,3.0,2.0,5500,"(-22.953016899999998, -43.1885829)",0.0
75.0,3.0,3.0,1950,"(-23.0138747, -43.4472612)",0.0
50.0,,1.0,1700,"(-22.9821181, -43.2140392)",0.0
75.0,,2.0,1200,"(-22.8997079, -43.5392258)",0.0
36.0,1.0,1.0,1500,"(-22.98422080000001, -43.1916424)",0.0
70.0,1.0,2.0,1200,"(-22.92292, -43.24442370000001)",0.0
71.0,2.0,2.0,1200,"(-22.9454515, -43.33619829999999)",0.0
60.0,1.0,1.0,1100,"(-22.9243928, -43.373984899999996)",0.0
62.0,1.0,2.0,1200,"(-22.9248493, -43.3596031)",0.0
84.0,2.0,2.0,2300,"(-23.0048388, -43.366279799999994)",0.0
262.0,6.0,4.0,15500,"(-23.0048388, -43.366279799999994)",0.0
200.0,,3.0,3400,"(-22.9672354, -43.18357460000001)",0.0
45.0,1.0,2.0,1200,"(-22.939245899999996, -43.3212971)",0.0
88.0,1.0,2.0,1200,"(-22.907383199999998, -43.2876155)",0.0
75.0,1.0,3.0,1100,"(-22.8218716, -43.3341693)",0.0
55.0,,2.0,1400,"(-22.937724, -43.3503318)",0.0
67.0,2.0,1.0,1800,"(-23.0027973, -43.3526055)",0.0
115.0,4.0,3.0,6200,"(-22.9877577, -43.2286995)",0.0
90.0,2.0,3.0,1000,"(-22.9099206, -43.2739525)",0.0
100.0,1.0,2.0,1300,"(-22.9004513, -43.2902148)",0.0
51.0,1.0,2.0,850,"(-22.8788135, -43.44855689999999)",0.0
55.0,2.0,2.0,900,"(-22.9152219, -43.2472627)",0.0
76.0,2.0,3.0,1750,"(-22.93048030000001, -43.3555556)",0.0
90.0,3.0,2.0,2700,"(-22.9454241, -43.18079099640421)",0.0
75.0,2.0,3.0,1100,"(-22.93048030000001, -43.3555556)",0.0
63.0,1.0,2.0,1200,"(-22.8992045, -43.2843641)",0.0
61.0,1.0,1.0,2800,"(-22.9770236, -43.230294)",0.0
50.0,1.0,2.0,1400,"(-22.9248989, -43.219175899999996)",1.0
100.0,1.0,3.0,2000,"(-22.9240387, -43.234421399999995)",0.0
55.0,1.0,2.0,1000,"(-22.866812699999997, -43.2879224)",0.0
44.0,,1.0,1300,"(-22.920797, -43.22250379999999)",0.0
52.0,1.0,1.0,1500,"(-22.9293303, -43.233988399999994)",0.0
51.0,1.0,2.0,1250,"(-22.9966799, -43.4249176)",0.0
53.0,1.0,2.0,2500,"(-22.909821899999997, -43.20223170000001)",0.0
60.0,2.0,2.0,2900,"(-22.97579330000001, -43.1912304)",0.0
53.0,,2.0,1150,"(-22.923004100000004, -43.373985499999996)",0.0
100.0,3.0,3.0,5900,"(-22.983158399999997, -43.2050161)",0.0
63.0,1.0,3.0,1100,"(-22.9009341, -43.2865096)",0.0
71.0,3.0,2.0,1100,"(-22.9138756, -43.2557634)",1.0
60.0,,2.0,5500,"(-23.014923800000002, -43.407209)",0.0
214.0,4.0,3.0,12000,"(-22.9803652, -43.2139765)",0.0
150.0,2.0,3.0,3300,"(-22.965578, -43.17784879999999)",0.0
45.0,1.0,2.0,600,"(-22.9191815, -43.6155325)",1.0
55.0,1.0,1.0,1230,"(-22.897966699999998, -43.296836799999994)",0.0
95.0,3.0,3.0,2100,"(-22.8114955, -43.1967786)",0.0
100.0,3.0,3.0,5700,"(-22.983158399999997, -43.2050161)",0.0
43.0,1.0,2.0,700,"(-22.83047980000001, -43.3143446)",0.0
74.0,2.0,2.0,1500,"(-23.0185151, -43.4634021)",0.0
68.0,1.0,2.0,1200,"(-22.9548472, -43.3765899)",0.0
55.0,,2.0,1000,"(-22.9042905, -43.286152200000004)",0.0
110.0,2.0,3.0,3260,"(-23.001908, -43.3501969)",0.0
83.0,3.0,3.0,2200,"(-23.020068300000002, -43.4642256)",0.0
60.0,1.0,1.0,1300,"(-22.9215236, -43.248205299999995)",0.0
75.0,,2.0,2250,"(-22.9629697, -43.1746635)",0.0
150.0,4.0,3.0,1999,"(-22.9362315, -43.3419326)",0.0
92.0,2.0,2.0,2600,"(-23.0013982, -43.3767102)",0.0
82.0,1.0,2.0,1900,"(-22.9628638, -43.1699883)",0.0
54.0,1.0,3.0,1000,"(-22.9850925, -43.48973839999999)",0.0
92.0,3.0,3.0,2400,"(-23.0217111, -43.486967799999995)",0.0
70.0,2.0,2.0,4000,"(-22.968132699999998, -43.1830609)",0.0
125.0,5.0,3.0,2500,"(-23.014163800000002, -43.4585169)",0.0
52.0,,2.0,900,"(-22.949289899999997, -43.3502755)",1.0
120.0,3.0,3.0,2400,"(-22.93536210000001, -43.1921849)",0.0
80.0,2.0,3.0,1150,"(-22.9043628, -43.2782031)",0.0
95.0,1.0,3.0,1400,"(-22.8931103, -43.273839100000004)",0.0
70.0,2.0,2.0,2000,"(-22.97579330000001, -43.1912304)",0.0
51.0,1.0,1.0,1200,"(-22.811805, -43.19978029999999)",0.0
75.0,1.0,3.0,1200,"(-22.9075293, -43.239144)",0.0
40.0,2.0,1.0,850,"(-22.8756443, -43.2579974)",0.0
110.0,2.0,3.0,3400,"(-22.961100100000003, -43.2049879)",0.0
40.0,1.0,2.0,550,"(-22.875001, -43.5337295)",0.0
35.0,1.0,1.0,1600,"(-22.9721962, -43.1865848)",0.0
78.0,1.0,2.0,2175,"(-22.9333806, -43.3347821)",0.0
70.0,2.0,2.0,2900,"(-22.961100100000003, -43.2049879)",0.0
,,3.0,2100,"(-22.9997404, -43.3659929)",0.0
,,2.0,1700,"(-23.0048388, -43.366279799999994)",0.0
,,1.0,1300,"(-22.9241463, -43.26704960000001)",0.0
,,1.0,800,"(-22.92456235, -43.20917609537287)",0.0
,,4.0,15000,"(-22.9840518, -43.221537899999994)",0.0
,,2.0,1000,"(-22.9254767, -43.205225399999996)",0.0
,,3.0,4300,"(-22.9855992, -43.1969718)",0.0
,,2.0,2700,"(-22.9721962, -43.1865848)",0.0
,,2.0,5500,"(-22.9845355, -43.2307023)",0.0
,,2.0,3600,"(-22.9646379, -43.20259)",0.0
,,2.0,3800,"(-22.9821181, -43.2140392)",0.0
,,2.0,1000,"(-22.9183909, -43.3971464)",1.0
,,2.0,2400,"(-22.9662234, -43.382768799999994)",0.0
,,3.0,4700,"(-22.9393527, -43.1745967)",0.0
,,2.0,1000,"(-22.9155343, -43.2459053)",0.0
,,4.0,7200,"(-22.9803652, -43.2139765)",0.0
,,1.0,1320,"(-22.923823300000002, -43.17771)",0.0
,,4.0,25000,"(-22.9848029, -43.2143121)",0.0
,,2.0,7500,"(-22.9832693, -43.204855)",0.0
,,1.0,2200,"(-22.9654545, -43.18084520000001)",0.0
,,1.0,800,"(-22.9009367, -43.284310999999995)",0.0
,,2.0,2700,"(-22.9847565, -43.19540679999999)",0.0
,,4.0,9000,"(-22.9997388, -43.2684256)",0.0
,,3.0,4000,"(-22.968132699999998, -43.1830609)",0.0
,,2.0,2300,"(-23.0048388, -43.366279799999994)",0.0
,,2.0,2200,"(-22.943613199999998, -43.185880499999996)",0.0
,,2.0,850,"(-22.9665038, -43.3713193)",0.0
,,2.0,750,"(-22.878342899999996, -43.548934)",0.0
,,3.0,1900,"(-22.9319478, -43.1969954)",0.0
,,4.0,9896,"(-23.0143229, -43.2972041)",0.0
,,2.0,3700,"(-22.9847565, -43.19540679999999)",0.0
,,2.0,2400,"(-22.9554257, -43.20050420000001)",0.0
,,1.0,1230,"(-22.897966699999998, -43.296836799999994)",0.0
,,3.0,3300,"(-22.9662234, -43.382768799999994)",0.0
,,3.0,1900,"(-22.9997404, -43.3659929)",0.0
,,3.0,1795,"(-23.018515100000002, -43.4634021)",0.0
,,3.0,10990,"(-22.986895, -43.2275735)",0.0
,,1.0,2400,"(-22.9607745, -43.2028991)",0.0
,,2.0,1200,"(-22.9548472, -43.3765899)",0.0
,,3.0,2200,"(-22.925157100000003, -43.23006760000001)",0.0
,,3.0,4200,"(-23.0048388, -43.366279799999994)",0.0
,,1.0,900,"(-22.9396582, -43.3369363)",0.0
,,2.0,1100,"(-22.9454515, -43.33619829999999)",0.0
,,2.0,1100,"(-22.9408899, -43.3422564)",1.0
,,4.0,4600,"(-23.00779745, -43.33489880000001)",0.0
,,2.0,2300,"(-6.5899848, -37.9149013)",0.0
,,3.0,7500,"(-22.9721962, -43.1865848)",0.0
,,4.0,14000,"(-22.984577899999998, -43.198637299999994)",0.0
,,4.0,30000,"(-22.9862375, -43.209178200000004)",0.0
,,3.0,43000,"(-22.9862375, -43.209178200000004)",0.0
,,2.0,3500,"(-22.97579330000001, -43.1912304)",0.0
,,2.0,4200,"(-22.9880907, -43.2278097)",0.0
,,3.0,3600,"(-22.9558831, -43.1901312)",0.0
,,2.0,1000,"(-22.900933600000002, -43.349234100000004)",0.0
,,1.0,1900,"(-22.9997404, -43.3659929)",0.0
,,3.0,3500,"(-22.946901699999998, -43.1857283)",0.0
,,3.0,2300,"(-23.0197394, -43.4600439)",0.0
,,2.0,1650,"(-22.923590700000002, -43.2617675)",0.0
,,4.0,5900,"(-23.0088047, -43.3373664)",0.0
,,1.0,1700,"(-22.972089699999998, -43.1900211)",0.0
,,4.0,7500,"(-22.984338600000005, -43.2328045)",0.0
,,3.0,30000,"(-22.981271300000003, -43.2004164)",0.0
,,4.0,9000,"(-22.9840518, -43.221537899999994)",0.0
,,5.0,15000,"(-23.000417300000002, -43.332459)",0.0
,,1.0,1300,"(-22.968132699999998, -43.1830609)",0.0
,,2.0,1200,"(-22.9148218, -43.250558399999996)",0.0
,,3.0,2200,"(-23.020068300000002, -43.4642256)",0.0
,,2.0,1100,"(-22.9014952, -43.3525042)",0.0
,,2.0,700,"(-22.8826009, -43.304256)",0.0
,,2.0,2700,"(-30.0342118, -51.2393593)",0.0
,,2.0,1400,"(-22.9207746, -43.2445802)",0.0
,,2.0,1500,"(-22.9037722, -43.21981820000001)",0.0
,,2.0,2200,"(-23.0048388, -43.366279799999994)",0.0
,,1.0,1100,"(-22.9121741, -43.2460158)",0.0
,,2.0,2500,"(-22.9295544, -43.24080670000001)",0.0
,,2.0,1100,"(-12.8640352, -38.6313039734052)",0.0
,,2.0,600,"(-22.896601399999998, -43.3447441)",0.0
,,2.0,3500,"(-22.995434399999997, -43.25830379999999)",0.0
,,3.0,1900,"(-22.927310100000003, -43.3599944)",0.0
,,2.0,1900,"(-22.91209195, -43.23114540590559)",0.0
,,2.0,800,"(-22.88879, -43.2985088)",0.0
,,2.0,1300,"(nan, nan)",
,,2.0,1000,"(-22.851412699999997, -43.2541925)",0.0
,,1.0,1900,"(-22.97579330000001, -43.1912304)",0.0
,,3.0,1700,"(-22.924047, -43.23641660000001)",0.0
,,2.0,3000,"(-22.9600532, -43.208837)",0.0
,,3.0,4500,"(-22.9855992, -43.1969718)",0.0
,,3.0,1100,"(-22.8869846, -43.28713610000001)",0.0
,,2.0,1150,"(-22.9548472, -43.3765899)",0.0
,,2.0,1400,"(-22.923718700000002, -43.2558997)",0.0
,,2.0,1300,"(-22.9210288, -43.2609171)",0.0
,,3.0,4500,"(-23.0015257, -43.395351700000006)",0.0
,,3.0,1300,"(-22.900280300000002, -43.21591970000001)",0.0
,,3.0,2800,"(-22.925157100000003, -43.23006760000001)",0.0
150.0,3.0,3.0,10990,"(-22.986895, -43.2275735)",0.0
190.0,3.0,3.0,6500,"(-22.957062, -43.1834061)",0.0
134.0,3.0,2.0,2300,"(-22.936339899999997, -43.3330978)",0.0
250.0,,4.0,8900,"(-23.014923800000002, -43.407209)",0.0
250.0,3.0,4.0,6500,"(-22.9628006, -43.2070138)",0.0
108.0,2.0,3.0,1750,"(-22.9279379, -43.236188)",0.0
180.0,5.0,4.0,12000,"(-22.9862375, -43.209178200000004)",0.0
87.0,1.0,3.0,2800,"(-22.9186889, -43.19057520000001)",0.0
170.0,1.0,3.0,4300,"(-22.9282465, -43.170790419174786)",0.0
119.0,3.0,3.0,3092,"(-23.0111148, -43.46874260000001)",0.0
350.0,5.0,3.0,6000,"(-22.9282465, -43.170790419174786)",0.0
168.0,3.0,4.0,2100,"(-22.9454515, -43.33619829999999)",0.0
92.0,3.0,2.0,2600,"(-22.9435521, -43.1853684)",0.0
98.0,,2.0,2500,"(-22.9387029, -43.17358170000001)",0.0
109.0,1.0,3.0,4000,"(-22.9641285, -43.2174013)",0.0
185.0,2.0,3.0,12000,"(-23.014923800000002, -43.407209)",0.0
112.0,2.0,3.0,2900,"(-22.972089699999998, -43.1900211)",0.0
190.0,1.0,3.0,10000,"(-22.9454241, -43.18079099640421)",0.0
122.0,1.0,4.0,2300,"(-22.9201698, -43.268789399999996)",0.0
62.0,,2.0,700,"(-22.848396700000002, -43.2651346)",0.0
140.0,1.0,3.0,2980,"(-22.928753, -43.242101899999994)",0.0
100.0,3.0,3.0,4200,"(-22.972089699999998, -43.1900211)",0.0
105.0,3.0,3.0,4500,"(-22.9631893, -43.2225979)",0.0
45.0,1.0,1.0,2200,"(-22.9535105, -43.181536799999996)",0.0
105.0,3.0,4.0,2800,"(-22.937735600000003, -43.3446284)",0.0
70.0,1.0,3.0,1600,"(-22.9966799, -43.4249176)",0.0
120.0,3.0,3.0,5600,"(-22.9819833, -43.206933)",0.0
40.0,1.0,1.0,1800,"(-22.968132699999998, -43.1830609)",0.0
110.0,3.0,3.0,6000,"(-22.9848957, -43.1952136)",0.0
43.0,,2.0,850,"(-22.9078051, -43.6144915)",0.0
120.0,1.0,2.0,4900,"(-22.9641285, -43.2174013)",0.0
68.0,,2.0,2800,"(-22.9847565, -43.19540679999999)",0.0
236.0,5.0,4.0,22500,"(-22.9832693, -43.204855)",0.0
60.0,1.0,2.0,1100,"(-22.879879199999998, -43.3317635)",0.0
146.0,2.0,4.0,4700,"(-22.988339899999996, -43.3529408)",0.0
72.0,2.0,2.0,2000,"(-22.9690461, -43.18946629999999)",0.0
90.0,3.0,3.0,2500,"(-22.980819399999998, -43.1910909)",0.0
180.0,4.0,3.0,4500,"(-22.9454241, -43.18079099640421)",0.0
70.0,2.0,2.0,2600,"(-22.983158399999997, -43.2050161)",0.0
71.0,1.0,2.0,900,"(-22.8825033, -43.301931)",0.0
60.0,1.0,2.0,1000,"(-22.9312854, -43.36198529999999)",0.0
56.0,1.0,2.0,1800,"(-22.935445899999998, -43.1865273)",0.0
85.0,3.0,2.0,2700,"(-23.0048388, -43.366279799999994)",0.0
85.0,2.0,2.0,1500,"(-22.9286487, -43.2352219)",0.0
118.0,2.0,3.0,3300,"(-22.9373944, -43.177594)",0.0
70.0,1.0,2.0,1900,"(-23.0185151, -43.4634021)",0.0
55.0,2.0,2.0,960,"(-22.928988, -43.353419099999996)",1.0
68.0,1.0,2.0,1300,"(-22.8997237, -43.285844899999994)",0.0
150.0,3.0,3.0,6500,"(-22.9848957, -43.1952136)",0.0
79.0,1.0,3.0,1600,"(-23.01745, -43.4826994)",0.0
72.0,2.0,2.0,2600,"(-22.9576856, -43.1990927)",0.0
211.0,6.0,4.0,14000,"(-22.9871664, -43.2242641)",0.0
143.0,,3.0,3000,"(-22.9279379, -43.236188)",0.0
48.0,1.0,2.0,800,"(-22.821035600000002, -43.3121047)",0.0
135.0,2.0,3.0,7300,"(-22.984189699999998, -43.2223282)",0.0
224.0,4.0,4.0,6900,"(-23.0048388, -43.366279799999994)",0.0
170.0,,4.0,11000,"(-22.9860948, -43.2254539)",0.0
79.0,3.0,3.0,2400,"(-22.9709611, -43.395351399999996)",0.0
65.0,1.0,2.0,1500,"(-22.912771, -43.544942299999995)",0.0
69.0,2.0,2.0,2200,"(-23.0000794, -43.4164657)",0.0
88.0,1.0,3.0,2800,"(-22.9476187, -43.1900032)",0.0
70.0,2.0,2.0,2500,"(-22.9662234, -43.382768799999994)",0.0
46.0,1.0,2.0,1100,"(-22.969351, -43.4257664)",0.0
45.0,1.0,1.0,900,"(-22.928988, -43.3534191)",1.0
280.0,,4.0,35000,"(-22.9862375, -43.209178200000004)",0.0
130.0,1.0,3.0,2500,"(-22.8851413, -43.3633325)",0.0
98.0,2.0,2.0,2800,"(-23.002106100000002, -43.39327614523657)",0.0
76.0,,2.0,2100,"(-22.9218349, -43.1782298)",1.0
70.0,1.0,2.0,1300,"(-20.792855499999998, -42.7934097)",0.0
83.0,2.0,2.0,2600,"(-22.939630899999997, -43.182965)",0.0
61.0,1.0,2.0,750,"(-22.9047924, -43.26502070000001)",0.0
50.0,1.0,1.0,1899,"(-22.965375299999998, -43.183738500000004)",0.0
50.0,1.0,1.0,2000,"(-22.9624017, -43.2182329)",0.0
44.0,1.0,1.0,1500,"(-22.9215236, -43.248205299999995)",0.0
60.0,1.0,2.0,1000,"(-22.901260999999998, -43.2647914)",0.0
55.0,1.0,2.0,650,"(-22.887729, -43.26736502208169)",0.0
111.0,2.0,3.0,2000,"(-22.9331142, -43.2444502)",0.0
70.0,1.0,2.0,1400,"(-22.988240899999997, -43.43405720000001)",0.0
60.0,1.0,2.0,1290,"(-22.9010657, -43.2825049)",0.0
83.0,2.0,3.0,1700,"(-23.0156911, -43.4518068)",0.0
54.0,2.0,2.0,1100,"(-22.8482159, -43.3280469)",0.0
47.0,,2.0,1300,"(-22.9279379, -43.236188)",0.0
57.0,2.0,1.0,1000,"(-22.9206741, -43.3604024)",0.0
60.0,2.0,2.0,1750,"(-22.9997404, -43.3659929)",0.0
60.0,2.0,2.0,1410,"(-23.005536, -43.428404)",0.0
60.0,1.0,2.0,1000,"(-22.8735279, -43.30844550000001)",1.0
62.0,1.0,2.0,1100,"(-22.8901367, -43.267526000000004)",0.0
56.0,1.0,2.0,1750,"(-22.89518510000001, -43.194273100000004)",0.0
85.0,,2.0,2300,"(-23.0048388, -43.366279799999994)",0.0
31.0,1.0,1.0,1400,"(-22.9248707, -43.1767511)",0.0
70.0,1.0,2.0,1400,"(-22.915698100000004, -43.2319433)",0.0
80.0,2.0,2.0,2500,"(-23.0063466, -43.4358159)",0.0
50.0,1.0,2.0,800,"(-22.94624115, -43.557178065955135)",0.0
40.0,1.0,1.0,2800,"(-22.9832566, -43.2265394)",0.0
183.0,3.0,3.0,13000,"(-22.943613199999998, -43.185880499999996)",0.0
600.0,6.0,5.0,35000,"(-22.9862375, -43.209178200000004)",0.0
60.0,1.0,2.0,1450,"(-22.9818187, -43.4578117)",0.0
90.0,1.0,3.0,1000,"(-22.8221528, -43.3406743)",1.0
65.0,2.0,2.0,1500,"(-23.2830194, -51.262404499999995)",0.0
60.0,1.0,1.0,2400,"(-30.0342118, -51.2393593)",0.0
76.0,2.0,2.0,1900,"(-22.9215236, -43.248205299999995)",0.0
51.0,1.0,2.0,800,"(-22.9183909, -43.3971464)",1.0
80.0,1.0,2.0,1200,"(-22.827475, -43.310816700000004)",0.0
75.0,1.0,3.0,1620,"(-22.9026425, -43.2817263)",0.0
65.0,2.0,3.0,1100,"(-22.9665038, -43.371319299999996)",0.0
84.0,2.0,2.0,1200,"(-22.917451, -43.2061374)",0.0
67.0,1.0,2.0,750,"(-22.8860044, -43.3187474)",1.0
35.0,1.0,1.0,1300,"(-22.9535105, -43.181536799999996)",0.0
80.0,2.0,2.0,2800,"(-22.983158399999997, -43.2050161)",0.0
73.0,2.0,3.0,1600,"(-22.9004345, -43.2808042)",0.0
78.0,,3.0,1500,"(-23.0066417, -43.4845412)",0.0
110.0,1.0,4.0,2000,"(-22.9665038, -43.3713193)",0.0
115.0,2.0,3.0,1625,"(-23.014309, -43.45027260000001)",0.0
52.0,1.0,2.0,1250,"(-22.9966799, -43.4249176)",0.0
70.0,2.0,3.0,1800,"(-22.912677600000002, -43.23876679999999)",0.0
55.0,1.0,2.0,900,"(-22.796560999999997, -43.208702)",0.0
72.0,1.0,2.0,1450,"(-22.91459960000001, -43.2068474)",0.0
56.0,1.0,2.0,2000,"(-22.924572, -43.1768622)",0.0
47.0,1.0,2.0,1200,"(-22.7855214, -43.2265169)",0.0
55.0,1.0,2.0,1400,"(-22.9665038, -43.371319299999996)",0.0
75.0,2.0,3.0,1180,"(-22.90050260000001, -43.2976489)",0.0
40.0,1.0,1.0,1300,"(-22.948937, -43.3408375)",0.0
120.0,2.0,3.0,3200,"(-22.9847565, -43.19540679999999)",0.0
90.0,2.0,2.0,2900,"(-22.9803652, -43.2139765)",0.0
140.0,3.0,4.0,7500,"(-22.984338600000005, -43.2328045)",0.0
70.0,2.0,2.0,2300,"(-23.0000794, -43.4164657)",0.0
132.0,2.0,1.0,4000,"(-22.9282465, -43.170790419174786)",0.0
80.0,2.0,2.0,3000,"(-22.9986176, -43.2529098)",0.0
135.0,3.0,4.0,4496,"(-23.008776, -43.300622499999996)",0.0
75.0,2.0,2.0,2400,"(-23.013892000000002, -43.4634254)",0.0
330.0,6.0,3.0,30000,"(-22.981271300000003, -43.2004164)",0.0
150.0,3.0,4.0,8500,"(-22.9997404, -43.3659929)",0.0
65.0,1.0,2.0,900,"(-22.8824017, -43.3263075)",0.0
55.0,1.0,1.0,1800,"(-22.9654545, -43.18084520000001)",0.0
130.0,1.0,4.0,3000,"(-22.9654545, -43.18084520000001)",0.0
270.0,1.0,3.0,3500,"(-22.9721962, -43.1865848)",0.0
80.0,1.0,2.0,1300,"(-22.84806780000001, -43.2608815)",0.0
85.0,1.0,2.0,1800,"(-22.9674748, -43.18745360000001)",0.0
100.0,2.0,3.0,3300,"(-22.9805083, -43.213479299999996)",0.0
45.0,1.0,1.0,5000,"(-22.923823300000002, -43.17771)",0.0
300.0,2.0,4.0,14000,"(-23.014923800000002, -43.407209)",0.0
94.0,2.0,2.0,1800,"(-23.0217111, -43.486967799999995)",0.0
800.0,,5.0,60000,"(-22.9890302, -43.3549717)",0.0
69.0,,2.0,900,"(-22.958005899999996, -43.38171970000001)",0.0
83.0,2.0,2.0,3200,"(-22.960081, -43.2091516)",0.0
80.0,2.0,2.0,3200,"(-22.946050500000002, -43.1855721)",0.0
65.0,1.0,2.0,750,"(-22.8459628, -43.3243175)",0.0
55.0,1.0,2.0,1600,"(-22.9778117, -43.191251799999996)",1.0
170.0,3.0,4.0,9800,"(-22.9758762, -43.2187075)",0.0
224.0,5.0,4.0,10000,"(-23.0048388, -43.366279799999994)",0.0
48.0,1.0,2.0,900,"(-21.7962773, -50.879119)",0.0
47.0,1.0,2.0,2500,"(-22.9095503, -43.185598999999996)",0.0
50.0,,1.0,650,"(-22.882893399999997, -43.3430304)",0.0
80.0,,2.0,600,"(-22.8973512, -43.5483958)",0.0
65.0,1.0,2.0,1500,"(-22.9382421, -43.3327874)",0.0
40.0,1.0,1.0,1200,"(-22.9642979, -43.1771955)",0.0
50.0,1.0,2.0,1300,"(-22.8861097, -43.2879583)",0.0
67.0,2.0,3.0,1150,"(-22.8929679, -43.2788216)",0.0
30.0,1.0,1.0,1300,"(-22.185833, -47.39)",0.0
88.0,3.0,3.0,2718,"(-23.0111148, -43.46874260000001)",0.0
40.0,1.0,1.0,700,"(-22.894687899999997, -43.267554600000004)",0.0
130.0,3.0,2.0,5500,"(-22.9646379, -43.20259)",0.0
,,1.0,1850,"(-22.925157100000003, -43.23006760000001)",0.0
,,2.0,800,"(-22.8147968, -43.3181717)",0.0
,,1.0,900,"(-30.0342118, -51.2393593)",0.0
,,2.0,4300,"(-22.9938255, -43.35094820000001)",0.0
,,1.0,2750,"(-22.9665038, -43.371319299999996)",0.0
,,1.0,2500,"(-22.926836399999996, -43.17931289999999)",0.0
,,2.0,1400,"(-22.920797, -43.22250379999999)",0.0
,,2.0,2600,"(-23.0248278, -43.45716289999999)",0.0
,,1.0,1600,"(-23.000417300000002, -43.332459)",0.0
,,2.0,3000,"(-23.0048388, -43.366279799999994)",0.0
,,2.0,1300,"(-23.003173699999998, -43.4840149)",0.0
,,2.0,2000,"(-22.9662234, -43.382768799999994)",0.0
,,2.0,2000,"(-23.0048388, -43.366279799999994)",0.0
,,2.0,2600,"(-23.0000794, -43.4164657)",0.0
,,2.0,1850,"(-22.9240023, -43.26062329999999)",0.0
,,2.0,1000,"(-22.899549399999998, -43.2808274)",0.0
,,2.0,1650,"(-23.0066417, -43.4845412)",0.0
,,2.0,2500,"(-22.8011261, -43.2016035)",0.0
,,1.0,900,"(nan, nan)",
,,1.0,2800,"(-22.9628638, -43.1699883)",0.0
,,3.0,2500,"(-22.9252297, -43.2213959)",0.0
,,2.0,910,"(-22.882448999999998, -43.33710670000001)",0.0
,,2.0,750,"(-22.8595091, -43.3260766)",0.0
,,2.0,950,"(-22.900869500000002, -43.2916223)",0.0
,,2.0,3300,"(-22.9387029, -43.17358170000001)",0.0
,,2.0,850,"(-22.8756736, -43.4395881)",0.0
,,3.0,1300,"(nan, nan)",
,,2.0,550,"(-22.9665038, -43.3713193)",0.0
,,2.0,1200,"(-22.917009, -43.25892879999999)",0.0
,,1.0,1500,"(-23.0048388, -43.366279799999994)",0.0
,,1.0,3200,"(-22.9777288, -43.224804999999996)",0.0
,,2.0,1603,"(-22.9665038, -43.371319299999996)",0.0
,,2.0,1200,"(-22.8783197, -43.3665015)",0.0
,,2.0,2800,"(-22.9323641, -43.1821872)",0.0
,,3.0,1100,"(-22.8015652, -43.2053344)",0.0
280.0,1.0,4.0,6500,"(-22.9387029, -43.17358170000001)",0.0
57.0,1.0,1.0,2000,"(-22.968515300000004, -43.1850961)",0.0
120.0,2.0,3.0,5500,"(-22.9628638, -43.1699883)",0.0
80.0,2.0,2.0,2500,"(-22.923336, -43.2132527)",1.0
22.0,1.0,1.0,1600,"(-22.98104660000001, -43.19462070000001)",0.0
124.0,3.0,4.0,5500,"(-22.95854, -43.1949511)",0.0
330.0,5.0,3.0,10000,"(-22.9766415, -43.188297)",0.0
100.0,2.0,2.0,2500,"(-22.9652009, -43.2027223)",0.0
116.0,3.0,3.0,2600,"(-22.93394695, -43.33649233654077)",0.0
99.0,3.0,2.0,3300,"(-22.9997404, -43.3659929)",0.0
30.0,1.0,1.0,1400,"(-22.984338600000005, -43.2328045)",0.0
