areas,bathrooms,bedrooms,price,coord,class
,,2.0,15099,"(-22.711015600000003, -43.464103)",0.0
,,2.0,4341,"(-22.9662234, -43.382768799999994)",0.0
,,2.0,2359,"(-22.9519909, -43.3872901)",1.0
,,1.0,4152,"(-22.9247841, -43.2096901)",0.0
,,2.0,3775,"(-22.9654545, -43.18084520000001)",0.0
,,1.0,5662,"(-22.98459200000001, -43.2241076)",0.0
,,2.0,2265,"(-22.988240899999997, -43.43405720000001)",0.0
,,1.0,3114,"(-22.9137764, -43.24434220000001)",0.0
,,1.0,2831,"(-22.9210997, -43.2188249)",0.0
,,2.0,18874,"(-22.9855992, -43.1969718)",0.0
,,2.0,1699,"(-22.902953, -43.5591295)",0.0
,,3.0,1812,"(-22.8929679, -43.2788216)",0.0
,,1.0,1510,"(-22.893324300000003, -43.2790424)",0.0
,,5.0,28311,"(-22.9997388, -43.2684256)",0.0
,,3.0,6606,"(-22.9322135, -43.177597799999994)",0.0
,,3.0,26424,"(-22.9810448, -43.214665600000004)",0.0
,,2.0,3586,"(-23.000417300000002, -43.332459)",0.0
,,2.0,2038,"(-22.8759461, -43.26612460000001)",0.0
,,2.0,18874,"(-23.014923800000002, -43.407209)",0.0
,,3.0,11136,"(-23.0096083, -43.3169506)",0.0
,,4.0,7172,"(-22.999740399999997, -43.3659929)",0.0
,,2.0,1887,"(-22.8472578, -43.2688826)",0.0
,,3.0,4152,"(-22.91459960000001, -43.2068474)",0.0
,,2.0,4719,"(-22.9248707, -43.1767511)",0.0
,,2.0,2831,"(-23.0138985, -43.4556901)",0.0
,,3.0,18874,"(-22.984189699999998, -43.2223282)",0.0
,,2.0,1604,"(-22.860595999999997, -43.2630622)",0.0
,,2.0,3020,"(-23.008528, -43.4381613)",0.0
,,2.0,6228,"(-22.98459200000001, -43.2241076)",0.0
,,3.0,8116,"(-22.9672354, -43.18357460000001)",0.0
,,1.0,1510,"(-29.6465318, -50.7805672)",0.0
,,3.0,4907,"(-23.018515100000002, -43.4634021)",0.0
,,1.0,3397,"(-22.9173799, -43.18917929999999)",0.0
,,1.0,1510,"(-22.925552399999997, -43.3620285)",0.0
,,3.0,6606,"(-23.0185151, -43.4634021)",0.0
433.0,1.0,4.0,71722,"(-22.9862375, -43.209178200000004)",0.0
147.0,1.0,3.0,3020,"(-22.9226546, -43.2311464)",0.0
140.0,3.0,2.0,14156,"(-23.014923800000002, -43.407209)",0.0
82.0,1.0,2.0,3964,"(-22.9558831, -43.1901312)",0.0
265.0,2.0,4.0,10003,"(-22.9282465, -43.170790419174786)",0.0
100.0,3.0,3.0,3775,"(-23.0166029, -43.4654138)",0.0
40.0,1.0,1.0,1699,"(-22.904771399999998, -43.2738036)",0.0
403.0,3.0,4.0,30199,"(-22.988339899999996, -43.3529408)",0.0
74.0,2.0,2.0,4719,"(-22.988339899999996, -43.3529408)",0.0
160.0,4.0,3.0,29255,"(-22.9766415, -43.188297)",0.0
180.0,3.0,4.0,11324,"(-22.9652581, -43.179425)",0.0
60.0,,2.0,2831,"(-22.9312854, -43.36198529999999)",0.0
77.0,5.0,3.0,3964,"(-22.9408899, -43.3422564)",1.0
73.0,2.0,2.0,3397,"(-22.924047, -43.23641660000001)",0.0
115.0,1.0,3.0,4907,"(-22.9513701, -43.1842679)",0.0
98.0,3.0,3.0,1698671,"(-22.939630899999997, -43.182965)",0.0
70.0,2.0,2.0,1793,"(-22.9294089, -43.3756395)",0.0
140.0,2.0,3.0,12268,"(-22.9869482, -43.2307504)",0.0
138.0,2.0,2.0,10570,"(-22.9813398, -43.20901170000001)",0.0
150.0,3.0,4.0,20762,"(-22.9877577, -43.2286995)",0.0
42.0,1.0,1.0,1699,"(-22.904771399999998, -43.2738036)",0.0
35.0,1.0,1.0,1510,"(-22.901260999999998, -43.2647914)",0.0
50.0,1.0,1.0,5568,"(-22.9862574, -43.1922967)",0.0
220.0,3.0,3.0,28311,"(-23.014923800000002, -43.407209)",0.0
70.0,1.0,2.0,6040,"(-27.5660564, -53.9719817)",0.0
60.0,1.0,2.0,1227,"(-22.9140512, -43.2843528)",1.0
96.0,3.0,2.0,5096,"(-23.0048388, -43.366279799999994)",0.0
178.0,3.0,4.0,6606,"(-23.0240469, -43.4620723)",0.0
103.0,2.0,2.0,6040,"(-22.981749100000002, -43.1906689)",0.0
340.0,3.0,3.0,39636,"(-22.9913592, -43.2675329)",0.0
296.0,,4.0,32086,"(-23.000417300000002, -43.332459)",0.0
130.0,3.0,4.0,14156,"(-23.014923800000002, -43.407209)",0.0
120.0,3.0,3.0,6606,"(-22.946901699999998, -43.1857283)",0.0
178.0,,2.0,35861,"(-22.987963699999998, -43.19438579999999)",0.0
190.0,2.0,3.0,5662,"(-23.018515100000002, -43.4634021)",0.0
160.0,2.0,2.0,4719,"(-22.968253100000002, -43.3830095)",0.0
,,2.0,4341,"(-23.0015257, -43.395351700000006)",0.0
,,4.0,15099,"(-23.0015257, -43.395351700000006)",0.0
,,4.0,15099,"(-22.9766415, -43.188297)",0.0
,,2.0,20762,"(-22.9855992, -43.1969718)",0.0
,,3.0,4719,"(-22.9654545, -43.18084520000001)",0.0
,,2.0,12268,"(-23.0143229, -43.2972041)",0.0
,,2.0,1416,"(-22.977255300000003, -43.3298409)",0.0
,,2.0,4624,"(-22.9070211, -43.1854641)",0.0
,,1.0,1887,"(-22.9042268, -43.2775135)",0.0
,,1.0,1321,"(-22.862638600000004, -43.2564534)",0.0
,,1.0,1887,"(-30.0342118, -51.2393593)",0.0
,,2.0,3209,"(-22.925157100000003, -43.23006760000001)",0.0
,,2.0,18874,"(-22.984189699999998, -43.2223282)",0.0
,,3.0,5662,"(-23.000725199999998, -43.421142700000004)",0.0
,,3.0,12268,"(-22.9843423, -43.2007642)",0.0
,,2.0,9437,"(-22.955651, -43.1737289)",0.0
,,3.0,19252,"(-22.985511, -43.19287620000001)",0.0
,,3.0,3586,"(-23.0147819, -43.4610052)",0.0
,,2.0,1227,"(-22.8703766, -43.3039179)",0.0
,,2.0,6228,"(-23.0048388, -43.366279799999994)",0.0
,,3.0,16987,"(-22.9849095, -43.219823999999996)",0.0
,,3.0,5662,"(-22.9628638, -43.1699883)",0.0
,,2.0,5096,"(-22.934022100000004, -43.176146)",0.0
,,2.0,6040,"(-22.9978724, -43.3470975)",0.0
,,3.0,12268,"(-22.9819833, -43.206933)",0.0
,,2.0,2265,"(-22.8796755, -43.2508881)",1.0
,,2.0,1321,"(-22.8813777, -43.32119779999999)",0.0
,,4.0,26424,"(-23.0048388, -43.366279799999994)",0.0
,,3.0,7927,"(-22.975583899999997, -43.193523600000006)",0.0
,,4.0,30199,"(-22.9862375, -43.209178200000004)",0.0
,,4.0,17930,"(-22.983234799999998, -43.228120000000004)",0.0
,,2.0,1604,"(-22.8888734, -43.2850003)",0.0
,,3.0,3020,"(-22.9275788, -43.24193629999999)",0.0
,,5.0,22643,"(-22.988339899999996, -43.3529408)",0.0
,,3.0,11324,"(-22.988339899999996, -43.3529408)",0.0
80.0,3.0,3.0,6040,"(-22.98682130000001, -43.3571161)",0.0
63.0,1.0,2.0,3775,"(-27.5660564, -53.9719817)",0.0
120.0,2.0,3.0,5473,"(-22.9770236, -43.230294)",0.0
120.0,3.0,3.0,11324,"(-22.988339899999996, -43.3529408)",0.0
70.0,1.0,2.0,1132,"(-22.9426706, -43.3547521)",0.0
126.0,,3.0,5285,"(-22.933224499999998, -43.1747971)",0.0
90.0,2.0,3.0,4530,"(-22.9721962, -43.1865848)",0.0
55.0,1.0,2.0,1640,"(-22.9047924, -43.26502070000001)",0.0
304.0,6.0,4.0,15099,"(-23.014923800000002, -43.407209)",0.0
75.0,2.0,2.0,3775,"(-22.9662234, -43.382768799999994)",0.0
75.0,2.0,2.0,3775,"(-22.9241242, -43.23563950000001)",0.0
92.0,2.0,1.0,6606,"(-22.9746064, -43.190522200000004)",0.0
66.0,,2.0,3020,"(-23.0266741, -43.4915213)",0.0
78.0,,2.0,4719,"(-22.9722264, -43.1919672)",0.0
170.0,,3.0,18497,"(-22.9805083, -43.213479299999996)",0.0
160.0,2.0,4.0,8116,"(-23.014923800000002, -43.407209)",0.0
50.0,2.0,2.0,1699,"(-22.821035600000002, -43.3121047)",0.0
160.0,3.0,3.0,6606,"(-23.0092097, -43.3053598)",0.0
62.0,1.0,2.0,2831,"(-22.9543961, -43.1956658)",0.0
218.0,2.0,4.0,15099,"(-23.0248278, -43.45716289999999)",0.0
102.0,3.0,3.0,11324,"(-22.983556, -43.22493770000001)",0.0
130.0,2.0,3.0,13212,"(-22.9813398, -43.20901170000001)",0.0
77.0,2.0,3.0,3397,"(-23.015829500000002, -43.473947100000004)",0.0
110.0,2.0,3.0,13212,"(-22.968132699999998, -43.1830609)",0.0
60.0,2.0,2.0,1510,"(-22.8435065, -43.3100585)",0.0
76.0,1.0,2.0,5851,"(-22.980819399999998, -43.1910909)",0.0
190.0,4.0,4.0,24536,"(-22.961704, -43.16690420000001)",0.0
69.0,1.0,2.0,2265,"(-22.9137159, -43.271651500000004)",1.0
94.0,2.0,2.0,4719,"(-23.0292488, -43.4693688)",0.0
72.0,1.0,2.0,3397,"(-22.935022, -43.2420635)",0.0
129.0,3.0,3.0,3397,"(-23.022998, -43.4763295)",0.0
177.0,4.0,4.0,6889,"(-23.0185151, -43.4634021)",0.0
290.0,,4.0,39636,"(-22.9804456, -43.2221655)",0.0
52.0,2.0,2.0,2076,"(-22.8954986, -43.318400399999994)",0.0
40.0,1.0,1.0,5662,"(-22.97579330000001, -43.1912304)",0.0
67.0,1.0,2.0,4152,"(-23.003173699999998, -43.4840149)",0.0
100.0,3.0,3.0,4530,"(-22.9248707, -43.1767511)",0.0
195.0,3.0,3.0,7455,"(-22.933224499999998, -43.1747971)",0.0
97.0,1.0,2.0,5096,"(-22.91230830000001, -43.1732237)",0.0
48.0,1.0,2.0,1699,"(-22.8380413, -43.3304365)",1.0
77.0,2.0,2.0,6795,"(-22.9533486, -43.189868)",0.0
90.0,3.0,2.0,5285,"(-22.9803652, -43.2139765)",0.0
600.0,6.0,6.0,56622,"(-22.9855992, -43.1969718)",0.0
205.0,5.0,4.0,20762,"(-22.9840518, -43.221537899999994)",0.0
100.0,2.0,3.0,2831,"(-22.908684, -43.1825919)",0.0
60.0,,1.0,3001,"(-22.97579330000001, -43.1912304)",0.0
56.0,,2.0,5662,"(-22.9707145, -43.1899429)",0.0
54.0,1.0,2.0,1887,"(-22.927310100000003, -43.3599944)",0.0
80.0,2.0,2.0,4341,"(-22.9662234, -43.382768799999994)",0.0
170.0,2.0,5.0,13212,"(-22.975583899999997, -43.193523600000006)",0.0
30.0,1.0,1.0,1510,"(-22.9252812, -43.205473100000006)",0.0
56.0,1.0,1.0,2831,"(-22.9721962, -43.1865848)",0.0
39.0,1.0,1.0,2076,"(-22.9315642, -43.2425412)",0.0
60.0,1.0,2.0,2831,"(-22.9130407, -43.2205941)",0.0
85.0,4.0,3.0,3209,"(-23.0177482, -43.4667998)",0.0
89.0,2.0,3.0,6040,"(-22.9500463, -43.191054799999996)",0.0
70.0,2.0,2.0,5285,"(-22.9398205, -43.1962323)",0.0
50.0,1.0,2.0,1604,"(-22.886248100000003, -43.306259399999995)",0.0
380.0,2.0,3.0,13212,"(-22.995434399999997, -43.25830379999999)",0.0
115.0,3.0,3.0,3586,"(-22.8049732, -43.219866107721046)",0.0
46.0,1.0,1.0,4152,"(-22.9548472, -43.3765899)",0.0
82.0,,2.0,7361,"(-22.94884465, -43.179829096252966)",0.0
75.0,1.0,2.0,2265,"(-22.9195247, -43.2615033)",0.0
89.0,2.0,2.0,3020,"(-23.014309, -43.45027260000001)",0.0
60.0,1.0,2.0,2076,"(-22.9069987, -43.28477460000001)",0.0
300.0,,4.0,28311,"(-22.9805083, -43.213479299999996)",0.0
70.0,1.0,2.0,1699,"(-12.8640352, -38.6313039734052)",0.0
70.0,2.0,2.0,2642,"(-22.9145407, -43.2146439)",0.0
35.0,1.0,1.0,3775,"(-22.9548472, -43.3765899)",0.0
389.0,2.0,4.0,17930,"(-22.9766415, -43.188297)",0.0
214.0,2.0,4.0,22649,"(-22.9803652, -43.2139765)",0.0
95.0,2.0,3.0,8871,"(-22.9805083, -43.213479299999996)",0.0
75.0,1.0,2.0,1887,"(-22.8355116, -43.3182064)",0.0
78.0,1.0,2.0,3020,"(-23.018515100000002, -43.4634021)",0.0
300.0,5.0,4.0,33973,"(-22.9766415, -43.188297)",0.0
130.0,4.0,3.0,11324,"(-22.9862961, -43.209333)",0.0
130.0,2.0,3.0,14156,"(-22.9813398, -43.20901170000001)",0.0
70.0,2.0,2.0,1887,"(-22.856672800000002, -43.3293072)",0.0
68.0,2.0,2.0,6040,"(-22.97378125, -43.2264527152946)",0.0
60.0,1.0,1.0,3209,"(-22.9126254, -43.242544)",0.0
47.0,1.0,2.0,2454,"(-22.9548472, -43.3765899)",0.0
150.0,1.0,4.0,16987,"(-23.014923800000002, -43.407209)",0.0
77.0,2.0,3.0,4530,"(-22.928182500000002, -43.1748537)",0.0
72.0,2.0,2.0,4152,"(-27.5660564, -53.9719817)",0.0
71.0,1.0,1.0,2454,"(-23.016231, -43.470005900000004)",0.0
47.0,1.0,1.0,4907,"(-22.98165, -43.2133493)",0.0
25.0,1.0,1.0,2812,"(-22.9676704, -43.1844375)",0.0
105.0,3.0,3.0,3775,"(-22.9279379, -43.236188)",0.0
185.0,3.0,3.0,13023,"(-22.9607126, -43.2154771)",0.0
54.0,2.0,1.0,3020,"(-22.8090079, -43.2082471)",0.0
45.0,1.0,1.0,3775,"(-22.968132699999998, -43.1830609)",0.0
110.0,2.0,2.0,4152,"(-22.9862128, -43.1921237)",0.0
70.0,2.0,2.0,6606,"(-22.9500463, -43.191054799999996)",0.0
88.0,2.0,3.0,4152,"(-22.922655, -43.2302143)",0.0
260.0,4.0,4.0,33596,"(-22.9855992, -43.1969718)",0.0
230.0,6.0,4.0,28311,"(-23.014923800000002, -43.407209)",0.0
109.0,2.0,2.0,3680,"(-22.9148218, -43.250558399999996)",0.0
90.0,3.0,2.0,6040,"(-22.9719642, -43.1843432)",0.0
62.0,2.0,1.0,3964,"(-22.9857245, -43.19650410000001)",0.0
95.0,2.0,3.0,6606,"(-22.94884465, -43.179829096252966)",0.0
72.0,1.0,3.0,5662,"(-22.980819399999998, -43.1910909)",0.0
50.0,1.0,1.0,5568,"(-23.014923800000002, -43.407209)",0.0
220.0,5.0,4.0,18874,"(-22.9766415, -43.188297)",0.0
80.0,1.0,2.0,1510,"(-22.9047924, -43.26502070000001)",0.0
48.0,1.0,1.0,1510,"(-22.899509899999998, -43.191691399999996)",0.0
35.0,1.0,1.0,944,"(-22.8830403, -43.2638849)",0.0
147.0,4.0,3.0,8493,"(-22.959020300000002, -43.2035583)",0.0
62.0,3.0,2.0,3775,"(-23.0063466, -43.4358159)",0.0
55.0,1.0,2.0,2076,"(-22.851846600000002, -43.3647403)",0.0
56.0,,2.0,3680,"(-22.9506576, -43.1759883)",0.0
180.0,1.0,2.0,5096,"(-22.9454515, -43.33619829999999)",0.0
167.0,3.0,3.0,9437,"(-23.014923800000002, -43.407209)",0.0
230.0,3.0,3.0,15099,"(-23.0248278, -43.45716289999999)",0.0
300.0,6.0,4.0,20762,"(-22.9766415, -43.188297)",0.0
80.0,1.0,2.0,2925,"(-22.9224084, -43.218733)",0.0
90.0,1.0,2.0,4907,"(-22.9654545, -43.18084520000001)",0.0
65.0,1.0,2.0,1887,"(-22.940716199999997, -43.3343039)",0.0
70.0,2.0,2.0,3020,"(-22.922417199999998, -43.2216417)",0.0
79.0,1.0,2.0,5662,"(-22.9719642, -43.1843432)",0.0
75.0,1.0,2.0,9437,"(-22.9375718, -43.3373098)",0.0
75.0,2.0,2.0,2265,"(-22.814759600000002, -43.203699799999995)",0.0
119.0,2.0,3.0,3209,"(-22.9195363, -43.225013399999995)",0.0
325.0,2.0,4.0,35861,"(-22.984189699999998, -43.2223282)",0.0
110.0,1.0,3.0,9437,"(-22.9530993, -43.177193700000004)",0.0
77.0,2.0,2.0,3775,"(-22.9731137, -43.3709498)",0.0
300.0,,3.0,47185,"(-22.9862375, -43.209178200000004)",0.0
82.0,,2.0,26424,"(-22.9855992, -43.1969718)",0.0
140.0,,3.0,20762,"(-22.9804456, -43.2221655)",0.0
60.0,1.0,2.0,1887,"(-22.917668799999998, -43.363978700000004)",0.0
90.0,,2.0,6417,"(-22.968132699999998, -43.1830609)",0.0
57.0,,2.0,2548,"(-22.9548472, -43.3765899)",0.0
104.0,1.0,3.0,3020,"(-22.9179391, -43.2118402)",0.0
93.0,1.0,2.0,4152,"(-23.0013982, -43.3767102)",0.0
110.0,1.0,,18874,"(-22.9363319, -43.1933919)",0.0
212.0,2.0,4.0,16987,"(-22.9862574, -43.1922967)",0.0
50.0,1.0,2.0,1529,"(-22.8472129, -43.340518599999996)",0.0
200.0,4.0,4.0,26424,"(-22.9869482, -43.2307504)",0.0
140.0,2.0,3.0,15099,"(-22.98698730000001, -43.1909986)",0.0
150.0,2.0,3.0,17930,"(-22.9837378, -43.21888660000001)",0.0
180.0,4.0,3.0,8116,"(-23.0080982, -43.3146633)",0.0
80.0,1.0,2.0,2265,"(-22.9362315, -43.3419326)",0.0
95.0,1.0,2.0,6965,"(-22.9775074, -43.194117299999995)",1.0
63.0,2.0,2.0,4719,"(-22.9358536, -43.1816344)",0.0
80.0,3.0,3.0,3397,"(-23.020068300000002, -43.4642256)",0.0
60.0,2.0,1.0,3209,"(-23.001908, -43.3501969)",0.0
89.0,2.0,3.0,1982,"(-22.9159818, -43.2477179)",0.0
60.0,1.0,1.0,1887,"(-22.941772399999998, -43.3414423)",0.0
72.0,1.0,2.0,1510,"(-22.8650819, -43.5122514)",0.0
50.0,1.0,2.0,1510,"(-22.9032923, -43.314895)",1.0
50.0,,2.0,1887,"(-22.8803759, -43.259833799999996)",0.0
70.0,1.0,1.0,3775,"(-23.000417300000002, -43.332459)",0.0
52.0,2.0,1.0,3397,"(-23.005536, -43.428404)",0.0
49.0,1.0,1.0,3209,"(-22.9690461, -43.18946629999999)",0.0
75.0,1.0,2.0,2642,"(-22.94624115, -43.557178065955135)",0.0
86.0,2.0,3.0,4530,"(-23.0147819, -43.4610052)",0.0
60.0,1.0,2.0,2265,"(-22.8694038, -43.307342299999995)",1.0
68.0,1.0,2.0,2265,"(-22.8997237, -43.285844899999994)",0.0
52.0,1.0,2.0,2076,"(-22.8050047, -43.1805463)",0.0
70.0,2.0,2.0,3397,"(-23.0185151, -43.4634021)",0.0
69.0,2.0,2.0,2831,"(-12.8640352, -38.6313039734052)",0.0
76.0,2.0,2.0,2265,"(-22.90182080000001, -43.269192)",0.0
50.0,1.0,2.0,2076,"(-22.948937, -43.3408375)",0.0
92.0,1.0,2.0,5662,"(-22.818475399999997, -43.1960515)",0.0
66.0,2.0,2.0,3114,"(-22.9709611, -43.395351399999996)",0.0
85.0,2.0,2.0,4907,"(-22.933692699999998, -43.178712899999994)",0.0
194.0,,3.0,6417,"(-23.0185151, -43.4634021)",0.0
90.0,2.0,2.0,3209,"(-22.896617499999998, -43.2867313)",0.0
80.0,2.0,2.0,3209,"(-30.0342118, -51.2393593)",0.0
94.0,1.0,2.0,1510,"(-22.8974155, -43.30709210000001)",0.0
100.0,1.0,2.0,4530,"(-23.013892000000002, -43.4634254)",0.0
60.0,2.0,2.0,2265,"(-22.9009367, -43.284310999999995)",0.0
70.0,2.0,2.0,2737,"(-22.9207621, -43.222878)",0.0
100.0,2.0,2.0,2265,"(-22.955850299999998, -43.391672899999996)",1.0
60.0,2.0,2.0,2171,"(-22.865931699999997, -43.253318)",0.0
148.0,3.0,3.0,8493,"(-22.9427792, -43.1928084)",0.0
60.0,2.0,2.0,2454,"(-22.9312854, -43.36198529999999)",0.0
180.0,3.0,4.0,8116,"(-22.9674748, -43.18745360000001)",0.0
104.0,1.0,2.0,9060,"(-23.014923800000002, -43.407209)",0.0
300.0,5.0,4.0,9437,"(-22.9387029, -43.17358170000001)",0.0
130.0,2.0,3.0,5662,"(-22.9654545, -43.18084520000001)",0.0
44.0,1.0,2.0,2265,"(-22.8676979, -43.3060881)",0.0
144.0,3.0,3.0,7550,"(-22.98682130000001, -43.3571161)",0.0
44.0,1.0,1.0,2171,"(-22.8049732, -43.219866107721046)",0.0
45.0,1.0,1.0,3775,"(-22.9665038, -43.371319299999996)",0.0
90.0,3.0,2.0,5568,"(-22.9637013, -43.213905600000004)",0.0
98.0,2.0,2.0,7927,"(-22.955651, -43.1737289)",0.0
90.0,2.0,2.0,9437,"(-23.0143229, -43.2972041)",0.0
230.0,3.0,4.0,12834,"(-22.988339899999996, -43.3529408)",0.0
187.0,,4.0,28311,"(-22.9805083, -43.213479299999996)",0.0
100.0,2.0,3.0,3397,"(-23.008528, -43.4381613)",0.0
90.0,2.0,2.0,18874,"(-22.9855992, -43.1969718)",0.0
48.0,1.0,1.0,1887,"(-22.7952275, -43.186028)",0.0
120.0,2.0,3.0,16987,"(-22.9813398, -43.20901170000001)",0.0
157.0,3.0,3.0,7342,"(-22.9690461, -43.18946629999999)",0.0
91.0,1.0,3.0,3397,"(-22.91525, -43.2102423)",0.0
650.0,,4.0,37748,"(-22.9997388, -43.2684256)",0.0
100.0,3.0,3.0,6228,"(-22.9494286, -43.1873596)",0.0
430.0,3.0,4.0,28311,"(-22.9766415, -43.188297)",0.0
77.0,2.0,2.0,2076,"(-22.937735600000003, -43.3446284)",0.0
65.0,1.0,1.0,5473,"(-23.0143229, -43.2972041)",0.0
113.0,2.0,2.0,15099,"(-22.9803652, -43.2139765)",0.0
60.0,1.0,2.0,1699,"(-22.969351, -43.4257664)",0.0
90.0,3.0,3.0,4719,"(-22.9709611, -43.395351399999996)",0.0
45.0,1.0,1.0,5096,"(-22.9832566, -43.2265394)",0.0
200.0,1.0,3.0,7455,"(-22.930774600000003, -43.1868679)",0.0
66.0,1.0,2.0,1699,"(-22.8903071, -43.27874620000001)",0.0
90.0,3.0,3.0,2737,"(-22.93048030000001, -43.3555556)",0.0
90.0,2.0,2.0,2076,"(-22.897830499999998, -43.25527320000001)",0.0
101.0,3.0,3.0,4341,"(-23.0166029, -43.4654138)",0.0
95.0,3.0,3.0,7927,"(-22.977000600000004, -43.19617720000001)",0.0
70.0,1.0,3.0,2076,"(-22.8810956, -43.314291409690775)",0.0
205.0,4.0,4.0,16987,"(-22.9840518, -43.221537899999994)",0.0
380.0,5.0,5.0,16987,"(-22.9865648, -43.2324401)",0.0
140.0,1.0,3.0,6606,"(-22.9997404, -43.3659929)",0.0
82.0,2.0,3.0,2831,"(-22.862638600000004, -43.2564534)",0.0
60.0,1.0,2.0,1887,"(-22.839500199999996, -43.3039265)",0.0
150.0,4.0,4.0,3209,"(-22.9294089, -43.3756395)",0.0
90.0,1.0,2.0,5662,"(-22.9763665, -43.22726110000001)",0.0
160.0,2.0,3.0,6606,"(-22.961944, -43.1688829)",0.0
220.0,2.0,3.0,18874,"(-22.981749100000002, -43.1906689)",0.0
25.0,1.0,1.0,1321,"(-22.9132523, -43.2033378)",0.0
80.0,1.0,2.0,2642,"(-22.8903071, -43.27874620000001)",0.0
60.0,1.0,1.0,8116,"(-22.983234799999998, -43.228120000000004)",0.0
90.0,2.0,3.0,5473,"(-22.9373944, -43.177594)",0.0
70.0,2.0,2.0,4530,"(-22.9641285, -43.2174013)",0.0
67.0,2.0,3.0,2642,"(-22.9548472, -43.3765899)",0.0
78.0,3.0,3.0,4307,"(-22.9408899, -43.3422564)",1.0
61.0,2.0,2.0,4719,"(-22.981271300000003, -43.2004164)",0.0
83.0,2.0,3.0,4152,"(-23.018515100000002, -43.4634021)",0.0
325.0,,4.0,35861,"(-22.984189699999998, -43.2223282)",0.0
85.0,1.0,2.0,4719,"(-22.9654545, -43.18084520000001)",0.0
650.0,5.0,4.0,37748,"(-22.9913592, -43.2675329)",0.0
96.0,3.0,3.0,3775,"(-23.0185151, -43.4634021)",0.0
170.0,2.0,4.0,18874,"(-22.9758762, -43.2187075)",0.0
132.0,,3.0,4719,"(-23.0057316, -43.372155299999996)",0.0
75.0,2.0,2.0,1510,"(-22.9104372, -43.20427670000001)",0.0
62.0,1.0,1.0,5096,"(-22.988001899999997, -43.3660133)",0.0
70.0,2.0,1.0,2548,"(-22.9332164, -43.2381453)",0.0
389.0,3.0,4.0,17930,"(-22.9766415, -43.188297)",0.0
60.0,1.0,2.0,1227,"(-22.9137159, -43.271651500000004)",1.0
200.0,6.0,4.0,9435,"(-23.014309, -43.45027260000001)",0.0
105.0,2.0,3.0,5662,"(-27.5660564, -53.9719817)",0.0
71.0,2.0,3.0,2831,"(-22.9294089, -43.3756395)",0.0
230.0,,3.0,17930,"(-22.9997388, -43.2684256)",0.0
65.0,1.0,2.0,2831,"(-22.925264499999997, -43.24297720000001)",0.0
110.0,2.0,2.0,16043,"(-22.9862375, -43.209178200000004)",0.0
167.0,3.0,3.0,12834,"(-23.000417300000002, -43.332459)",0.0
51.0,2.0,2.0,2265,"(-22.9912255, -43.492756799999995)",0.0
130.0,3.0,3.0,14156,"(-22.983556, -43.22493770000001)",0.0
100.0,2.0,3.0,6606,"(-22.968132699999998, -43.1830609)",0.0
330.0,5.0,3.0,79271,"(-22.9862375, -43.209178200000004)",0.0
180.0,3.0,4.0,7927,"(-22.934022100000004, -43.176146)",0.0
320.0,6.0,3.0,28311,"(-22.9758762, -43.2187075)",0.0
81.0,1.0,2.0,2076,"(-22.908549, -43.1915154)",0.0
63.0,1.0,2.0,1699,"(-22.8931641, -43.2827591)",0.0
389.0,4.0,4.0,17742,"(-22.9766415, -43.188297)",0.0
25.0,1.0,1.0,2171,"(-22.9339841, -43.1745744)",0.0
55.0,1.0,2.0,1510,"(-22.8973512, -43.5483958)",0.0
105.0,4.0,3.0,5285,"(-23.0091645, -43.4215641)",0.0
145.0,3.0,3.0,22573,"(-22.98459200000001, -43.2241076)",0.0
192.0,2.0,4.0,12268,"(-22.9651164, -43.1832339)",0.0
93.0,3.0,3.0,5662,"(-22.9757782, -43.373473)",0.0
142.0,4.0,3.0,6606,"(-22.9757782, -43.373473)",0.0
50.0,1.0,2.0,3020,"(-30.0342118, -51.2393593)",0.0
80.0,1.0,2.0,9437,"(-22.9500463, -43.191054799999996)",0.0
120.0,1.0,3.0,9437,"(-23.014923800000002, -43.407209)",0.0
121.0,2.0,4.0,16043,"(-22.9790043, -43.21843320000001)",0.0
88.0,3.0,3.0,5200,"(-23.0111148, -43.46874260000001)",0.0
160.0,3.0,4.0,21517,"(-22.9819833, -43.206933)",0.0
130.0,2.0,3.0,6228,"(-22.9323641, -43.1821872)",0.0
34.0,1.0,1.0,1321,"(-22.8999823, -43.180119899999994)",0.0
268.0,1.0,4.0,14911,"(-23.00779745, -43.33489880000001)",0.0
88.0,,3.0,4341,"(-22.918815, -43.2578033)",0.0
170.0,1.0,3.0,566,"(-22.9373944, -43.177594)",0.0
47.0,1.0,2.0,2265,"(-22.9090942, -43.2678381)",0.0
120.0,5.0,3.0,4719,"(-23.0248278, -43.45716289999999)",0.0
73.0,2.0,2.0,8493,"(-22.9840518, -43.221537899999994)",0.0
170.0,3.0,3.0,4435,"(-22.912032, -43.226347)",0.0
60.0,1.0,2.0,6228,"(-22.9862574, -43.1922967)",0.0
113.0,1.0,2.0,12268,"(-22.9690461, -43.18946629999999)",0.0
41.0,1.0,1.0,2454,"(-22.9500463, -43.191054799999996)",0.0
90.0,3.0,3.0,8116,"(-22.9541867, -43.1827748)",0.0
70.0,2.0,1.0,4530,"(-22.9607745, -43.2028991)",0.0
81.0,2.0,3.0,3397,"(-22.932596, -43.3309426)",0.0
94.0,2.0,3.0,4907,"(-23.0008181, -43.382168799999995)",0.0
