areas,bathrooms,bedrooms,price,coord,class
75.0,2.0,3.0,2831,"(-22.9148861, -43.2110419)",0.0
70.0,1.0,2.0,3775,"(-22.9612316, -43.191196399999995)",0.0
50.0,2.0,2.0,2265,"(-21.512665600000002, -44.9033355)",0.0
52.0,1.0,1.0,3586,"(-22.983158399999997, -43.2050161)",0.0
165.0,1.0,3.0,17930,"(-22.9849095, -43.219823999999996)",0.0
35.0,1.0,1.0,1887,"(-22.9243251, -43.251933)",0.0
68.0,2.0,2.0,2171,"(-22.924047, -43.23641660000001)",0.0
150.0,3.0,3.0,6606,"(-22.983158399999997, -43.2050161)",0.0
130.0,,3.0,10758,"(-22.999740399999997, -43.3659929)",0.0
350.0,,4.0,34917,"(-22.984189699999998, -43.2223282)",0.0
180.0,,4.0,9437,"(-22.9770236, -43.230294)",0.0
95.0,2.0,3.0,5096,"(-22.9355655, -43.185107200000004)",0.0
50.0,1.0,1.0,2642,"(-22.9065343, -43.22061420000001)",0.0
137.0,3.0,3.0,9437,"(-22.9855992, -43.1969718)",0.0
285.0,5.0,4.0,37748,"(-22.9862375, -43.209178200000004)",0.0
125.0,4.0,4.0,8776,"(-23.0048388, -43.366279799999994)",0.0
40.0,1.0,2.0,2076,"(-22.8911207, -43.2962695)",0.0
46.0,,1.0,2831,"(-22.968132699999998, -43.1830609)",0.0
148.0,,4.0,5285,"(-23.02267680000001, -43.4867206)",0.0
115.0,1.0,3.0,4341,"(-15.6022342, -56.08197679999999)",0.0
105.0,3.0,3.0,5473,"(-27.5660564, -53.9719817)",0.0
110.0,2.0,3.0,7550,"(-22.965578, -43.17784879999999)",0.0
63.0,1.0,1.0,4341,"(-22.9654545, -43.18084520000001)",0.0
22.0,1.0,1.0,1604,"(-22.913987300000002, -43.215955799999996)",0.0
117.0,3.0,3.0,5662,"(-23.000725199999998, -43.421142700000004)",0.0
61.0,2.0,2.0,5662,"(-22.9827643, -43.1900836)",0.0
58.0,1.0,1.0,4152,"(-23.014923800000002, -43.407209)",0.0
100.0,1.0,2.0,3964,"(-23.0098759, -43.4445748)",0.0
57.0,1.0,2.0,3964,"(-22.9642486, -43.1803664)",0.0
85.0,1.0,2.0,7172,"(-22.979191500000002, -43.2195349)",0.0
70.0,1.0,3.0,6228,"(-22.9789705, -43.2240743)",0.0
79.0,1.0,2.0,4341,"(-22.9838087, -43.1952591)",0.0
75.0,1.0,2.0,5096,"(-23.013892000000002, -43.4634254)",0.0
65.0,2.0,2.0,4152,"(-23.014923800000002, -43.407209)",0.0
75.0,2.0,3.0,2831,"(-22.90050260000001, -43.2976489)",0.0
105.0,3.0,3.0,4247,"(-23.018515100000002, -43.4634021)",0.0
90.0,2.0,2.0,3775,"(-23.0204825, -43.5143487)",0.0
91.0,3.0,2.0,3586,"(-22.9130407, -43.2205941)",0.0
83.0,1.0,2.0,2831,"(-23.017587, -43.4528801)",0.0
68.0,2.0,3.0,1982,"(-22.8929679, -43.2788216)",0.0
60.0,2.0,2.0,2454,"(-22.90999110000001, -43.2406283)",0.0
96.0,1.0,3.0,6228,"(-22.9662234, -43.382768799999994)",0.0
139.0,2.0,3.0,3586,"(-23.0147819, -43.4610052)",0.0
51.0,1.0,2.0,2454,"(-22.9966799, -43.4249176)",0.0
80.0,2.0,3.0,2076,"(-22.8931641, -43.2827591)",0.0
77.0,2.0,3.0,7927,"(-22.98698730000001, -43.1909986)",0.0
250.0,3.0,3.0,7172,"(-22.972089699999998, -43.1900211)",0.0
99.0,2.0,3.0,6606,"(-23.0217111, -43.486967799999995)",0.0
103.0,3.0,2.0,7550,"(-23.0143229, -43.2972041)",0.0
233.0,4.0,3.0,22649,"(-23.000417300000002, -43.332459)",0.0
90.0,,2.0,3775,"(-22.939630899999997, -43.182965)",0.0
79.0,2.0,2.0,7550,"(-22.9796255, -43.2359047)",0.0
39.0,1.0,1.0,3775,"(-22.9672354, -43.18357460000001)",0.0
105.0,3.0,3.0,6795,"(-22.9578765, -43.1952146)",0.0
500.0,,3.0,16798,"(-22.9387029, -43.17358170000001)",0.0
100.0,1.0,1.0,9437,"(-22.9803652, -43.2139765)",0.0
52.0,1.0,2.0,1510,"(-22.898259799999998, -43.2702775)",0.0
157.0,2.0,3.0,8965,"(-22.9690461, -43.18946629999999)",0.0
298.0,,3.0,32086,"(-23.000417300000002, -43.332459)",0.0
112.0,3.0,3.0,7550,"(-22.962703899999998, -43.1767378)",0.0
180.0,,4.0,22649,"(-22.9865648, -43.2324401)",0.0
70.0,3.0,1.0,4435,"(-22.924572, -43.1768622)",0.0
52.0,1.0,1.0,2454,"(-22.999740399999997, -43.3659929)",0.0
52.0,1.0,1.0,3303,"(-22.9827643, -43.1900836)",0.0
57.0,1.0,2.0,1699,"(-22.896601399999998, -43.3447441)",0.0
390.0,,4.0,26424,"(-22.9997388, -43.2684256)",0.0
65.0,2.0,2.0,3209,"(-22.9279379, -43.236188)",0.0
126.0,3.0,4.0,6417,"(-22.9803652, -43.2139765)",0.0
196.0,1.0,3.0,10381,"(-22.9997388, -43.2684256)",0.0
25.0,1.0,1.0,3397,"(-22.915955899999997, -43.180060499999996)",0.0
50.0,1.0,1.0,1416,"(-22.8882525, -43.2772282)",0.0
80.0,2.0,2.0,2454,"(-22.9306672, -43.242268100000004)",0.0
80.0,2.0,2.0,3020,"(-23.0185151, -43.4634021)",0.0
240.0,4.0,2.0,11324,"(-22.9997388, -43.2684256)",0.0
70.0,2.0,2.0,1887,"(-22.889529, -43.2790571)",0.0
170.0,,3.0,6228,"(-22.9721962, -43.1865848)",0.0
120.0,4.0,3.0,13212,"(-22.98327260000001, -43.202763)",0.0
35.0,,1.0,5096,"(-22.923823300000002, -43.17771)",0.0
74.0,3.0,2.0,4341,"(-23.0015257, -43.395351700000006)",0.0
46.0,1.0,1.0,2831,"(-22.8049732, -43.219866107721046)",0.0
89.0,2.0,2.0,3209,"(-22.912032, -43.226347)",0.0
68.0,1.0,2.0,3020,"(-22.9997404, -43.3659929)",0.0
70.0,1.0,2.0,1887,"(-22.90742695, -43.412571206899955)",0.0
84.0,,2.0,14156,"(-22.9777288, -43.224804999999996)",0.0
160.0,3.0,3.0,11324,"(-22.94665860000001, -43.161134600000004)",0.0
243.0,3.0,3.0,22649,"(-22.9913592, -43.2675329)",0.0
66.0,1.0,2.0,2265,"(nan, nan)",
200.0,3.0,4.0,9437,"(-22.944898100000003, -43.1608852)",0.0
120.0,3.0,3.0,3586,"(-22.9332164, -43.2381453)",0.0
93.0,3.0,2.0,4719,"(-23.0015518, -43.3806777)",0.0
40.0,1.0,1.0,1604,"(-22.873894500000002, -43.34117020000001)",0.0
93.0,1.0,3.0,3020,"(-22.9306672, -43.242268100000004)",0.0
120.0,3.0,3.0,6228,"(-22.968192000000002, -43.358388500000004)",0.0
200.0,,2.0,18685,"(-22.9803652, -43.2139765)",0.0
85.0,,2.0,3586,"(-23.000417300000002, -43.332459)",0.0
480.0,2.0,4.0,7550,"(-22.9393527, -43.1745967)",0.0
110.0,3.0,2.0,19818,"(-22.9653055, -43.176673799999996)",0.0
200.0,4.0,3.0,11324,"(-22.9995141, -43.26502720000001)",0.0
180.0,3.0,3.0,9343,"(-22.9282465, -43.170790419174786)",0.0
50.0,,1.0,3020,"(-23.014923800000002, -43.407209)",0.0
80.0,1.0,2.0,4152,"(-23.0086357, -43.2956345)",0.0
90.0,,3.0,981454,"(-22.9351051, -43.2445715)",0.0
60.0,2.0,1.0,5096,"(-27.5660564, -53.9719817)",0.0
160.0,3.0,2.0,13212,"(-23.014923800000002, -43.407209)",0.0
60.0,1.0,2.0,1510,"(-22.8887056, -43.2894986)",1.0
100.0,1.0,3.0,3020,"(-22.917662399999998, -43.24595770000001)",0.0
60.0,2.0,2.0,1321,"(-22.9096108, -43.2986859)",0.0
280.0,,4.0,15099,"(-22.9997388, -43.2684256)",0.0
35.0,1.0,1.0,2925,"(-22.9513701, -43.1842679)",0.0
62.0,,2.0,2548,"(-23.0185151, -43.4634021)",0.0
283.0,5.0,4.0,8493,"(-23.0134205, -43.3075028)",0.0
57.0,2.0,2.0,3397,"(-22.9548472, -43.3765899)",0.0
230.0,4.0,3.0,13212,"(-22.988339899999996, -43.3529408)",0.0
132.0,4.0,3.0,17930,"(-23.014923800000002, -43.407209)",0.0
35.0,1.0,1.0,2076,"(-22.9131907, -43.1860902)",0.0
55.0,1.0,1.0,4719,"(-22.93320515, -43.17760685626049)",0.0
94.0,2.0,2.0,8488,"(-22.955651, -43.1737289)",0.0
476.0,1.0,4.0,10947,"(-22.9387029, -43.17358170000001)",0.0
76.0,2.0,2.0,1887,"(-22.9039197, -43.2733079)",0.0
78.0,1.0,2.0,3586,"(-22.9210997, -43.2188249)",0.0
150.0,2.0,3.0,3775,"(-22.9279379, -43.236188)",0.0
177.0,4.0,3.0,16043,"(-22.9790043, -43.21843320000001)",0.0
81.0,2.0,3.0,2265,"(-22.9312854, -43.36198529999999)",0.0
170.0,4.0,4.0,22649,"(-22.9839557, -43.2022163)",0.0
59.0,2.0,2.0,1699,"(-22.905018300000002, -43.2907075)",0.0
80.0,3.0,2.0,5473,"(-27.5660564, -53.9719817)",0.0
170.0,4.0,4.0,21705,"(-22.983158399999997, -43.2050161)",0.0
45.0,,2.0,1699,"(-22.9117384, -43.5461167)",0.0
160.0,4.0,4.0,9343,"(-22.9986093, -43.2695956)",0.0
85.0,2.0,2.0,5096,"(-23.0048388, -43.366279799999994)",0.0
80.0,2.0,2.0,1887,"(-22.8966961, -43.3055126)",0.0
350.0,3.0,4.0,11419,"(-23.009006, -43.3062496)",0.0
230.0,3.0,3.0,11324,"(-23.014923800000002, -43.407209)",0.0
40.0,1.0,1.0,2841,"(-22.7904418, -43.31496420000001)",0.0
70.0,1.0,2.0,2265,"(-22.9709611, -43.395351399999996)",0.0
89.0,2.0,2.0,2831,"(-23.0066417, -43.4845412)",0.0
86.0,2.0,2.0,11324,"(-22.9855992, -43.1969718)",0.0
91.0,2.0,2.0,15099,"(-22.9855992, -43.1969718)",0.0
94.0,3.0,4.0,9437,"(-22.9533486, -43.189868)",0.0
58.0,1.0,2.0,3114,"(-22.8854895, -43.2733372)",0.0
100.0,,2.0,4907,"(-23.0048388, -43.366279799999994)",0.0
46.0,1.0,1.0,3020,"(-22.968132699999998, -43.1830609)",0.0
390.0,,3.0,21705,"(-22.9997388, -43.2684256)",0.0
107.0,3.0,2.0,7172,"(-22.9814243, -43.2383245)",0.0
95.0,2.0,4.0,3673,"(-22.9548472, -43.3765899)",0.0
62.0,2.0,2.0,3397,"(-22.914519199999997, -43.2147125)",0.0
70.0,1.0,2.0,3586,"(-22.9245892, -43.235199200000004)",0.0
60.0,2.0,2.0,1699,"(-22.921215399999998, -43.374144799999996)",0.0
350.0,2.0,4.0,56622,"(-22.9862375, -43.209178200000004)",0.0
25.0,1.0,1.0,2831,"(-22.9454241, -43.18079099640421)",0.0
75.0,3.0,2.0,5002,"(-22.9494286, -43.1873596)",0.0
70.0,1.0,2.0,1510,"(-22.8355116, -43.3182064)",0.0
179.0,1.0,3.0,11324,"(-23.013892000000002, -43.4634254)",0.0
44.0,1.0,1.0,2831,"(-9.3429057, -38.2552548)",0.0
98.0,2.0,2.0,2076,"(-22.8146716, -43.210201299999994)",0.0
70.0,2.0,3.0,4530,"(-22.9216346, -43.257501)",0.0
150.0,3.0,3.0,7550,"(-22.9805083, -43.213479299999996)",0.0
110.0,2.0,3.0,7172,"(-22.9865648, -43.2324401)",0.0
185.0,4.0,4.0,19818,"(-23.0143229, -43.2972041)",0.0
213.0,5.0,4.0,18874,"(-22.961100100000003, -43.2049879)",0.0
84.0,1.0,3.0,5662,"(-23.002106100000002, -43.39327614523657)",0.0
82.0,,3.0,4152,"(-23.0223214, -43.5099059)",0.0
90.0,,1.0,3773,"(-23.014923800000002, -43.407209)",0.0
41.0,1.0,1.0,2454,"(-22.9654545, -43.18084520000001)",0.0
420.0,,4.0,13023,"(-23.014923800000002, -43.407209)",0.0
70.0,1.0,2.0,2265,"(-22.8779072, -43.2580479)",0.0
260.0,4.0,5.0,15099,"(-22.9721962, -43.1865848)",0.0
116.0,2.0,3.0,7550,"(-22.9871664, -43.2242641)",0.0
140.0,3.0,3.0,8871,"(-23.014923800000002, -43.407209)",0.0
63.0,1.0,1.0,4341,"(-23.014923800000002, -43.407209)",0.0
43.0,1.0,1.0,7550,"(-22.98165, -43.2133493)",0.0
70.0,1.0,2.0,1699,"(-22.9090942, -43.2678381)",0.0
60.0,1.0,2.0,5285,"(-22.9533486, -43.189868)",0.0
50.0,1.0,2.0,1699,"(-22.86653380000001, -43.3776136)",0.0
64.0,1.0,3.0,2737,"(-22.9042905, -43.286152200000004)",0.0
62.0,,1.0,3964,"(-22.923823300000002, -43.17771)",0.0
160.0,2.0,3.0,3586,"(-22.917734799999998, -43.2188065)",0.0
48.0,1.0,2.0,1510,"(-22.9665038, -43.3713193)",0.0
80.0,2.0,2.0,5473,"(-27.5660564, -53.9719817)",0.0
70.0,1.0,2.0,1699,"(-22.8323751, -43.31407479999999)",0.0
120.0,3.0,3.0,10381,"(-22.9859524, -43.1911156)",0.0
28.0,1.0,1.0,1321,"(-22.901509100000002, -43.2660153)",1.0
33.0,1.0,1.0,6228,"(-22.985511, -43.19287620000001)",0.0
173.0,4.0,4.0,15477,"(-22.999740399999997, -43.3659929)",0.0
89.0,3.0,3.0,4152,"(-23.020068300000002, -43.4642256)",0.0
90.0,2.0,3.0,3775,"(-23.0211861, -43.4540997)",0.0
82.0,1.0,2.0,4719,"(-22.962171899999998, -43.1737305)",0.0
155.0,1.0,2.0,9060,"(-22.9607745, -43.2028991)",0.0
106.0,2.0,3.0,9815,"(-23.014923800000002, -43.407209)",0.0
75.0,2.0,2.0,3775,"(-22.9997404, -43.3659929)",0.0
78.0,3.0,2.0,3775,"(-22.9732812, -43.379219299999995)",0.0
124.0,2.0,2.0,6606,"(-22.976685699999997, -43.1914396)",1.0
80.0,3.0,1.0,4341,"(-22.940963, -43.1913573)",0.0
120.0,2.0,3.0,7455,"(-22.9628638, -43.1699883)",0.0
140.0,3.0,3.0,18874,"(-22.983556, -43.22493770000001)",0.0
120.0,2.0,2.0,13212,"(-23.014923800000002, -43.407209)",0.0
65.0,,2.0,2265,"(-22.91319, -43.241878)",0.0
80.0,1.0,2.0,3209,"(-23.017635000000002, -43.453629)",0.0
140.0,3.0,3.0,7927,"(-22.968132699999998, -43.1830609)",0.0
40.0,1.0,1.0,3020,"(-22.9255259, -43.17292970000001)",0.0
49.0,1.0,2.0,1887,"(-22.9548472, -43.3765899)",0.0
110.0,1.0,3.0,12268,"(-22.983158399999997, -43.2050161)",0.0
200.0,4.0,3.0,37748,"(-22.9805083, -43.213479299999996)",0.0
220.0,5.0,4.0,7361,"(-22.9393527, -43.1745967)",0.0
109.0,3.0,3.0,8305,"(-22.9312548, -43.1766407)",0.0
280.0,5.0,4.0,13212,"(-22.9997388, -43.2684256)",0.0
60.0,2.0,2.0,2454,"(-22.963252, -43.39719960000001)",0.0
380.0,3.0,4.0,7550,"(-22.9393527, -43.1745967)",0.0
80.0,3.0,2.0,5851,"(-22.9654545, -43.18084520000001)",0.0
407.0,3.0,4.0,13212,"(-22.975583899999997, -43.193523600000006)",0.0
110.0,4.0,3.0,4719,"(-23.0199675, -43.4689148)",0.0
550.0,,4.0,62285,"(-22.9862375, -43.209178200000004)",0.0
75.0,3.0,2.0,7550,"(-22.98698730000001, -43.1909986)",0.0
77.0,1.0,2.0,6040,"(-22.9494286, -43.1873596)",0.0
38.0,2.0,1.0,3209,"(-22.9848029, -43.2143121)",0.0
85.0,2.0,2.0,9626,"(-23.0143229, -43.2972041)",0.0
170.0,1.0,3.0,15099,"(-22.98679, -43.2200859)",0.0
50.0,1.0,2.0,2642,"(-22.928988, -43.353419099999996)",1.0
60.0,1.0,2.0,1699,"(-22.9026425, -43.281726299999995)",0.0
30.0,1.0,1.0,1510,"(-30.0342118, -51.2393593)",0.0
70.0,2.0,2.0,5096,"(-22.9624017, -43.2182329)",0.0
70.0,2.0,3.0,2831,"(-22.937735600000003, -43.3446284)",0.0
110.0,1.0,2.0,4719,"(-22.933985999999997, -43.1760735)",0.0
450.0,,3.0,35861,"(-22.9997388, -43.2684256)",0.0
70.0,,2.0,1699,"(-22.9148218, -43.250558399999996)",0.0
556.0,,4.0,43410,"(-22.9862375, -43.209178200000004)",0.0
40.0,1.0,1.0,1699,"(-22.8997237, -43.285844899999994)",0.0
70.0,1.0,1.0,3775,"(-22.9642979, -43.1771955)",0.0
28.0,1.0,1.0,2831,"(-22.8975185, -43.1843067)",0.0
55.0,1.0,1.0,4530,"(-22.968132699999998, -43.1830609)",0.0
150.0,4.0,4.0,11324,"(-22.988339899999996, -43.3529408)",0.0
90.0,3.0,3.0,2642,"(-23.0197777, -43.479158899999995)",0.0
373.0,2.0,3.0,16987,"(-22.9343173, -43.1878165)",0.0
85.0,1.0,3.0,2265,"(-22.936621600000002, -43.3626578)",0.0
93.0,,2.0,2831,"(-22.8850647, -43.332004)",1.0
250.0,,4.0,26424,"(-22.981271300000003, -43.2004164)",0.0
186.0,1.0,4.0,7550,"(-23.014923800000002, -43.407209)",0.0
200.0,5.0,3.0,8493,"(-22.9729585, -43.3822057)",0.0
55.0,2.0,2.0,2454,"(-22.9183909, -43.3971464)",1.0
85.0,2.0,3.0,2737,"(-22.936621600000002, -43.3626578)",0.0
100.0,2.0,3.0,3775,"(-23.0138747, -43.4472612)",0.0
85.0,2.0,2.0,4719,"(-23.0063466, -43.4358159)",0.0
41.0,1.0,1.0,2831,"(-22.8865583, -43.2800414)",0.0
160.0,,3.0,28311,"(-22.9819833, -43.206933)",0.0
70.0,2.0,2.0,5096,"(-22.98459200000001, -43.2241076)",0.0
80.0,3.0,2.0,4719,"(-22.9674748, -43.18745360000001)",0.0
80.0,2.0,2.0,1793,"(-22.8865367, -43.3442536)",0.0
336.0,3.0,3.0,14156,"(-22.9766415, -43.188297)",0.0
110.0,3.0,3.0,5662,"(-22.9719642, -43.1843432)",0.0
130.0,4.0,4.0,7550,"(-22.983556, -43.22493770000001)",0.0
120.0,2.0,3.0,9437,"(-22.9631893, -43.2225979)",0.0
136.0,2.0,3.0,10381,"(-22.9848957, -43.1952136)",0.0
75.0,1.0,2.0,3020,"(-22.9997404, -43.3659929)",0.0
85.0,3.0,3.0,2642,"(-23.0195449, -43.47383720000001)",0.0
54.0,1.0,1.0,1227,"(-22.8702349, -43.4657544)",0.0
280.0,5.0,4.0,37748,"(-22.98679, -43.2200859)",0.0
102.0,4.0,2.0,10381,"(-22.9871664, -43.2242641)",0.0
57.0,,2.0,3020,"(-22.9037722, -43.21981820000001)",0.0
85.0,2.0,3.0,3775,"(-23.0223214, -43.5099059)",0.0
135.0,2.0,4.0,13191,"(-22.9805083, -43.213479299999996)",0.0
160.0,2.0,3.0,15080,"(-22.984338600000005, -43.2328045)",0.0
550.0,6.0,5.0,17364,"(-22.9997388, -43.2684256)",0.0
160.0,3.0,4.0,5662,"(-23.0011303, -43.3608268)",0.0
26.0,1.0,1.0,1887,"(-22.9218044, -43.180240399999995)",1.0
164.0,1.0,3.0,5285,"(-22.9228633, -43.2280357)",0.0
40.0,2.0,2.0,2265,"(-22.8355116, -43.3182064)",0.0
59.0,1.0,2.0,6417,"(-22.965476199999998, -43.2299029)",0.0
66.0,2.0,2.0,3775,"(-22.9130141, -43.216724799999994)",0.0
70.0,2.0,3.0,3586,"(-22.9216346, -43.257501)",0.0
180.0,3.0,4.0,7550,"(-22.9770236, -43.230294)",0.0
160.0,2.0,3.0,7361,"(-22.9639208, -43.1739732)",0.0
70.0,2.0,2.0,6040,"(-22.9427792, -43.1928084)",0.0
70.0,1.0,1.0,2831,"(-22.988001899999997, -43.3660133)",0.0
51.0,1.0,2.0,1510,"(-22.9109742, -43.2775098)",1.0
35.0,1.0,1.0,1416,"(-22.8810956, -43.314291409690775)",0.0
90.0,1.0,2.0,5473,"(-22.937425, -43.193449799999996)",0.0
50.0,2.0,1.0,2737,"(-22.8128362, -43.2007792)",0.0
60.0,1.0,1.0,2265,"(-22.9240387, -43.234421399999995)",0.0
100.0,2.0,3.0,2454,"(-22.8928956, -43.2738066)",0.0
270.0,5.0,4.0,47185,"(-22.9848029, -43.2143121)",0.0
460.0,6.0,4.0,30199,"(-23.014923800000002, -43.407209)",0.0
126.0,2.0,3.0,10381,"(-22.9770236, -43.230294)",0.0
140.0,2.0,3.0,9586,"(-22.9847565, -43.19540679999999)",0.0
35.0,1.0,1.0,1321,"(-22.8966961, -43.3055126)",0.0
100.0,,3.0,2831,"(-22.90999110000001, -43.2406283)",0.0
289.0,1.0,4.0,35861,"(-22.9804456, -43.2221655)",0.0
70.0,2.0,2.0,1699,"(-22.93048030000001, -43.3555556)",0.0
110.0,3.0,4.0,16043,"(-22.9766415, -43.188297)",0.0
50.0,1.0,1.0,1699,"(-22.8887124, -43.268156299999994)",0.0
160.0,4.0,3.0,22271,"(-22.986895, -43.2275735)",0.0
55.0,1.0,2.0,2831,"(-22.9294089, -43.3756395)",0.0
30.0,,1.0,2831,"(-22.9509157, -43.19362720000001)",0.0
45.0,1.0,1.0,1887,"(-22.9210997, -43.2188249)",0.0
84.0,1.0,2.0,4341,"(-22.9226421, -43.177021)",0.0
170.0,3.0,3.0,9437,"(-22.9387029, -43.17358170000001)",0.0
62.0,2.0,2.0,3209,"(-22.9665038, -43.3713193)",0.0
100.0,3.0,2.0,12268,"(-22.9775074, -43.194117299999995)",1.0
57.0,1.0,2.0,1510,"(-22.9028079, -43.304363099999996)",0.0
90.0,2.0,3.0,7550,"(-22.983158399999997, -43.2050161)",0.0
580.0,6.0,4.0,75496,"(-23.014923800000002, -43.407209)",0.0
65.0,1.0,2.0,1793,"(-22.9022005, -43.2718717)",0.0
49.0,1.0,1.0,2076,"(-22.9181164, -43.2664799)",0.0
65.0,1.0,2.0,3775,"(-22.930774600000003, -43.1868679)",0.0
160.0,5.0,4.0,10381,"(-23.0063466, -43.4358159)",0.0
38.0,1.0,1.0,7550,"(-22.9721962, -43.1865848)",0.0
110.0,3.0,3.0,6606,"(-22.917883899999996, -43.1799132)",0.0
73.0,1.0,2.0,1604,"(-22.9137208, -43.3684508)",0.0
47.0,1.0,2.0,1755,"(-22.9047924, -43.26502070000001)",0.0
78.0,1.0,2.0,1887,"(-22.88124280000001, -43.3617523)",0.0
700.0,5.0,5.0,17930,"(-22.988828899999998, -43.3014227)",0.0
333.0,4.0,4.0,22649,"(-23.000417300000002, -43.332459)",0.0
210.0,5.0,3.0,22649,"(-22.9766415, -43.188297)",0.0
60.0,,2.0,2076,"(-22.9997404, -43.3659929)",0.0
83.0,2.0,3.0,4719,"(-23.013892000000002, -43.4634254)",0.0
196.0,4.0,3.0,7550,"(-22.9997388, -43.2684256)",0.0
43.0,1.0,2.0,1699,"(-22.967120899999998, -43.335389)",0.0
120.0,2.0,3.0,6606,"(-22.968132699999998, -43.1830609)",0.0
70.0,2.0,2.0,5285,"(-23.0063466, -43.4358159)",0.0
80.0,2.0,2.0,30199,"(-22.98698730000001, -43.1909986)",0.0
171.0,2.0,3.0,9437,"(-22.9766415, -43.188297)",0.0
72.0,2.0,3.0,3397,"(-22.9548472, -43.3765899)",0.0
80.0,2.0,2.0,2265,"(-22.926794100000002, -43.2615768)",1.0
23.0,1.0,1.0,1132,"(-22.8926665, -43.3110001)",0.0
80.0,,3.0,2454,"(-20.4640173, -54.61629470000001)",0.0
81.0,2.0,2.0,4907,"(-22.921198999999998, -43.2186933)",0.0
500.0,3.0,4.0,56622,"(-22.9865648, -43.2324401)",0.0
407.0,4.0,4.0,30199,"(-22.9938255, -43.35094820000001)",0.0
60.0,1.0,2.0,1510,"(-22.88879, -43.2985088)",0.0
115.0,3.0,3.0,5643,"(-22.9332703, -43.237241)",0.0
114.0,1.0,2.0,6228,"(-22.968132699999998, -43.1830609)",0.0
108.0,2.0,3.0,6417,"(-22.9722264, -43.1919672)",0.0
90.0,2.0,2.0,4530,"(-22.93536210000001, -43.1921849)",0.0
61.0,1.0,2.0,2454,"(-22.7911775, -43.185465)",0.0
100.0,1.0,2.0,5473,"(-22.9821181, -43.2140392)",0.0
100.0,3.0,2.0,9437,"(-22.9628638, -43.1699883)",0.0
420.0,4.0,3.0,18874,"(-22.951239800000003, -43.1752885)",0.0
83.0,2.0,3.0,4152,"(-23.0233396, -43.4857059)",0.0
80.0,1.0,2.0,3020,"(-22.8954366, -43.2787678)",0.0
110.0,3.0,2.0,7172,"(-23.014923800000002, -43.407209)",0.0
100.0,3.0,2.0,9437,"(-23.000725199999998, -43.421142700000004)",0.0
69.0,1.0,2.0,1510,"(-22.8062272, -43.3082284)",0.0
217.0,1.0,4.0,16987,"(-22.9363319, -43.1933919)",0.0
140.0,3.0,3.0,5323,"(-22.9690461, -43.18946629999999)",0.0
65.0,1.0,2.0,5662,"(-22.9545054, -43.1740626)",0.0
35.0,1.0,1.0,2265,"(-22.9548472, -43.3765899)",0.0
75.0,3.0,2.0,7550,"(-22.9839032, -43.2242984)",0.0
125.0,2.0,3.0,11324,"(-22.9832566, -43.2265394)",0.0
43.0,1.0,2.0,1604,"(-22.8995282, -43.67939920000001)",0.0
120.0,3.0,4.0,6606,"(-22.9252297, -43.2213959)",0.0
179.0,4.0,3.0,8493,"(-22.9339841, -43.1745744)",0.0
48.0,1.0,1.0,4719,"(-22.9367372, -43.1898261)",0.0
84.0,,3.0,3397,"(-23.013892000000002, -43.4634254)",0.0
131.0,2.0,3.0,18874,"(-22.984189699999998, -43.2223282)",0.0
230.0,,4.0,8493,"(-22.966940100000002, -43.181606200000004)",0.0
44.0,,1.0,3397,"(-22.9642979, -43.1771955)",0.0
124.0,2.0,3.0,5473,"(-23.0111148, -43.46874260000001)",0.0
86.0,2.0,2.0,8493,"(-22.987760199999997, -43.2281667147424)",0.0
157.0,3.0,3.0,3586,"(-22.9279379, -43.236188)",0.0
150.0,4.0,4.0,16043,"(-6.5899848, -37.9149013)",0.0
40.0,1.0,1.0,4247,"(-22.9619842, -43.2175062)",0.0
90.0,2.0,2.0,14156,"(-22.9855992, -43.1969718)",0.0
70.0,1.0,2.0,6606,"(-22.9855992, -43.1969718)",0.0
90.0,2.0,3.0,5096,"(-22.9707145, -43.1899429)",0.0
230.0,3.0,4.0,11324,"(-22.9387029, -43.17358170000001)",0.0
50.0,1.0,1.0,1565,"(-22.8373235, -43.3210006)",0.0
50.0,1.0,2.0,2265,"(-22.7982725, -43.2011307)",0.0
280.0,,4.0,20762,"(-22.9622039, -43.2099987)",0.0
578.0,8.0,6.0,34917,"(-22.9766415, -43.188297)",0.0
78.0,2.0,2.0,2454,"(-22.9168533, -43.1960653)",1.0
174.0,,3.0,7550,"(-23.0132586, -43.29810850000001)",0.0
130.0,,3.0,7927,"(-23.0048388, -43.366279799999994)",0.0
87.0,3.0,2.0,5285,"(-22.930325600000003, -43.1812518)",0.0
65.0,1.0,2.0,2265,"(-22.879766500000002, -43.2633315)",0.0
65.0,2.0,3.0,2454,"(-22.964776399999998, -43.40202539999999)",0.0
200.0,3.0,3.0,9060,"(-22.9707145, -43.1899429)",0.0
50.0,1.0,2.0,1340,"(-22.8256491, -43.32704260000001)",0.0
50.0,2.0,2.0,2548,"(-22.9548472, -43.3765899)",0.0
67.0,,2.0,3964,"(-23.0000794, -43.4164657)",0.0
105.0,1.0,3.0,5662,"(-22.9674748, -43.18745360000001)",0.0
48.0,1.0,2.0,1006,"(-22.9368986, -43.5739182)",0.0
580.0,7.0,4.0,11324,"(-22.9822342, -43.241168200000004)",0.0
220.0,5.0,4.0,7550,"(-23.018515100000002, -43.4634021)",0.0
53.0,1.0,1.0,2076,"(-22.923339399999996, -43.2096069)",0.0
