,price,coord,class
7112,2500200.0,"(19.1511736, 72.8326275)",0.0
7113,4701220.0,"(19.172349, 72.881314)",0.0
7114,3000800.0,"(19.172349, 72.881314)",0.0
7115,6899600.0,"(19.1969201, 72.876083)",0.0
7116,2600650.0,"(19.160481, 72.9454193)",0.0
7117,5201300.0,"(19.1631138, 72.93809040000002)",0.0
7118,6998300.0,"(19.1969201, 72.876083)",0.0
7119,4938000.0,"(19.1969201, 72.876083)",0.0
7120,8000590.0,"(18.9976573, 72.8375932)",0.0
7121,3010825.0,"(19.172349, 72.881314)",0.0
7122,4899775.0,"(19.172349, 72.881314)",0.0
7123,4959000.0,"(19.1460742, 72.93657890000001)",0.0
7124,7695000.0,"(19.0570428, 72.8869603)",1.0
7125,9842500.0,"(19.1241789, 72.91521829999998)",0.0
7126,1800000.0,"(19.0707532, 72.87813220000002)",1.0
7127,4500000.0,"(19.2004454, 72.87370229999998)",0.0
7128,3600000.0,"(19.1511736, 72.8326275)",0.0
7129,4500000.0,"(19.0620527, 72.88343549999998)",0.0
7131,3600000.0,"(19.0560495, 72.83410620000002)",0.0
7132,9000000.0,"(19.0365443, 72.8625569)",0.0
7133,2700000.0,"(19.2455477, 72.85808469999998)",0.0
7134,4509000.0,"(19.1460742, 72.93657890000001)",0.0
7135,7227000.0,"(19.150669600000004, 72.9483121)",0.0
7136,20400000.0,"(19.1283732, 72.8698663)",0.0
7137,10160000.0,"(19.1700099, 72.8503029)",0.0
7138,4500000.0,"(19.1631138, 72.93809040000002)",0.0
7139,2700000.0,"(19.1807883, 72.85911569999998)",0.0
7140,2700000.0,"(19.08246, 73.00644199999998)",0.0
7141,9900000.0,"(19.2380683, 72.8522512)",0.0
7142,3099720.0,"(19.172349, 72.881314)",0.0
7143,11002200.0,"(19.0484216, 72.82252290000002)",0.0
7145,2799650.0,"(19.160481, 72.9454193)",0.0
7146,2799650.0,"(19.1241242, 72.9186723)",0.0
7147,15003200.0,"(19.172349, 72.881314)",0.0
7148,9501250.0,"(19.172349, 72.881314)",0.0
7149,9501250.0,"(19.060574, 72.85043999999998)",0.0
7150,5200220.0,"(19.1969201, 72.876083)",0.0
7151,6801250.0,"(19.0961829, 72.88774219999998)",1.0
7152,7999870.0,"(19.2438394, 72.86778819999998)",0.0
7153,4898900.0,"(19.172349, 72.881314)",0.0
7154,4898900.0,"(19.111988, 72.866923)",0.0
7155,5901000.0,"(19.2022243, 72.8152705)",0.0
7156,4999750.0,"(19.08246, 73.00644199999998)",0.0
7157,2499875.0,"(19.1241242, 72.9186723)",0.0
7158,9999500.0,"(19.2601514, 72.8542872)",0.0
7159,2999850.0,"(19.172349, 72.881314)",0.0
7160,9999500.0,"(19.195301800000006, 72.8398395)",0.0
7161,4999750.0,"(19.2022243, 72.8152705)",0.0
7162,4999750.0,"(19.160481, 72.9454193)",0.0
7163,4999750.0,"(19.1969201, 72.876083)",0.0
7164,8499575.0,"(18.9946505, 72.83489920000002)",0.0
7165,5000000.0,"(19.1305827, 72.86328139999998)",0.0
7166,5496500.0,"(19.2546655, 72.8538822)",0.0
7167,9100000.0,"(19.195874, 72.839519)",0.0
7168,4099750.0,"(19.1511736, 72.8326275)",0.0
7170,7302000.0,"(19.1969201, 72.876083)",0.0
7171,4801190.0,"(19.172349, 72.881314)",0.0
7172,17000030.0,"(19.172349, 72.881314)",0.0
7173,3199500.0,"(19.128189000000006, 72.85193199999998)",1.0
7174,3199500.0,"(19.1388604, 72.83472900000002)",0.0
7175,3199500.0,"(19.1969201, 72.876083)",0.0
7176,3199500.0,"(19.0638046, 72.8920434)",0.0
7177,3199500.0,"(19.08246, 73.00644199999998)",0.0
7178,9598500.0,"(19.172349, 72.881314)",0.0
7179,4400575.0,"(19.1969201, 72.876083)",0.0
7180,6999875.0,"(18.9683324, 72.8203431)",0.0
7181,15577500.0,"(19.160481, 72.9454193)",0.0
7182,11897500.0,"(19.1920784, 72.8330885)",0.0
7183,3800700.0,"(19.149731, 72.94140999999998)",0.0
7184,7601400.0,"(19.0461248, 72.9132122)",0.0
7185,6999120.0,"(19.172349, 72.881314)",0.0
7187,11002000.0,"(19.2230772, 72.8631501)",0.0
7188,8098380.0,"(19.2438394, 72.86778819999998)",0.0
7190,7201800.0,"(19.2574665, 72.8650191)",0.0
7191,4001000.0,"(19.1511736, 72.8326275)",0.0
7192,6900000.0,"(19.1969201, 72.876083)",0.0
7193,14300000.0,"(19.1404754, 72.933553)",0.0
7194,3499900.0,"(19.2022243, 72.8152705)",0.0
7195,3499900.0,"(19.172349, 72.881314)",0.0
7196,5300750.0,"(19.1969201, 72.876083)",0.0
7198,5999750.0,"(19.1631138, 72.93809040000002)",0.0
7199,3599850.0,"(19.1969201, 72.876083)",0.0
7200,5999750.0,"(19.0588586, 72.8790468)",0.0
7201,6599725.0,"(19.0804807, 72.88865849999998)",0.0
7202,2999875.0,"(19.1511736, 72.8326275)",0.0
7203,5999750.0,"(19.1969201, 72.876083)",0.0
7204,11999500.0,"(19.1024466, 72.91996490000002)",0.0
7205,2999875.0,"(19.111988, 72.866923)",0.0
7207,4901250.0,"(19.1969201, 72.876083)",0.0
7208,5000200.0,"(19.172349, 72.881314)",0.0
7209,5000200.0,"(19.0484216, 72.82252290000002)",0.0
7210,2500100.0,"(19.1511736, 72.8326275)",0.0
7211,8798500.0,"(19.2438394, 72.86778819999998)",0.0
7212,3800350.0,"(19.1878099, 72.845366)",0.0
7213,6500000.0,"(19.1623701, 72.9376316)",0.0
7214,14998240.0,"(19.2354699, 72.84387480000002)",0.0
7215,6501500.0,"(19.1511736, 72.8326275)",0.0
7216,13003000.0,"(nan, nan)",
7217,6501500.0,"(19.1969201, 72.876083)",0.0
7218,7300970.0,"(19.2438394, 72.86778819999998)",0.0
7219,300000000.0,"(19.1305827, 72.86328139999998)",0.0
7220,14997030.0,"(19.2354699, 72.84387480000002)",0.0
7221,3949125.0,"(19.1388604, 72.83472900000002)",0.0
7222,6601500.0,"(19.1969201, 72.876083)",0.0
7223,8201300.0,"(19.2438394, 72.86778819999998)",0.0
7224,6974500.0,"(19.1969201, 72.876083)",0.0
7225,4650000.0,"(19.1969201, 72.876083)",0.0
7226,5999250.0,"(19.1969201, 72.876083)",0.0
7227,10697500.0,"(19.195874, 72.839519)",0.0
7228,15003860.0,"(19.2354699, 72.84387480000002)",0.0
7229,13499750.0,"(nan, nan)",
7230,15002600.0,"(19.2354699, 72.84387480000002)",0.0
7231,16001220.0,"(19.160481, 72.9454193)",0.0
7232,1399750.0,"(19.0641325, 72.92406190000001)",1.0
7233,2799500.0,"(19.2238081, 72.8609713)",0.0
7234,6998750.0,"(19.1969201, 72.876083)",0.0
7236,8398500.0,"(19.2198888, 72.86189820000001)",0.0
7237,4199250.0,"(19.1370256, 72.8549697)",1.0
7238,3499375.0,"(19.094047, 72.92266)",0.0
7239,9799000.0,"(19.1280785, 72.83957020000003)",0.0
7240,5698700.0,"(19.172349, 72.881314)",0.0
7241,5001125.0,"(19.172349, 72.881314)",0.0
7242,5798500.0,"(19.0707532, 72.87813220000002)",1.0
7243,4501080.0,"(19.1969201, 72.876083)",0.0
7244,4501200.0,"(19.172349, 72.881314)",0.0
7246,10502800.0,"(19.195874, 72.839519)",0.0
7247,15004000.0,"(19.2354699, 72.84387480000002)",0.0
7248,7502000.0,"(19.1998211, 72.84259399999998)",0.0
7249,7502000.0,"(19.0908063, 72.90766690000002)",0.0
7250,7502000.0,"(18.9648916, 72.8261411)",0.0
7251,7502000.0,"(19.0365443, 72.8625569)",0.0
7252,6301680.0,"(19.1969201, 72.876083)",0.0
7253,1500400.0,"(19.0961829, 72.88774219999998)",1.0
7254,5399625.0,"(19.172349, 72.881314)",0.0
7255,11598325.0,"(19.2601514, 72.8542872)",0.0
7256,3099350.0,"(19.172349, 72.881314)",0.0
7258,7898000.0,"(19.0461248, 72.9132122)",0.0
7259,7000520.0,"(19.1969201, 72.876083)",0.0
7260,7999250.0,"(19.0461248, 72.9132122)",0.0
7261,3999625.0,"(19.1388604, 72.83472900000002)",0.0
7262,7999250.0,"(19.195874, 72.839519)",0.0
7263,3999625.0,"(19.1631138, 72.93809040000002)",0.0
7264,79992500.0,"(19.2004454, 72.87370229999998)",0.0
7265,7999250.0,"(19.160481, 72.9454193)",0.0
7266,10501650.0,"(19.2601514, 72.8542872)",0.0
7267,3300250.0,"(19.128189000000006, 72.85193199999998)",1.0
7268,8400800.0,"(19.2438394, 72.86778819999998)",0.0
7269,8498000.0,"(19.172349, 72.881314)",0.0
7270,5098800.0,"(19.172349, 72.881314)",0.0
7271,16996000.0,"(19.144455, 72.82492599999998)",0.0
7272,8498000.0,"(19.0588586, 72.8790468)",0.0
7273,16996000.0,"(19.172349, 72.881314)",0.0
7274,16996000.0,"(19.060574, 72.85043999999998)",0.0
7275,7024000.0,"(19.2323459, 72.84998879999998)",0.0
7276,9498625.0,"(19.1631138, 72.93809040000002)",0.0
7277,5198750.0,"(19.1969201, 72.876083)",0.0
7279,5198750.0,"(19.2022243, 72.8152705)",0.0
7280,5198750.0,"(19.08246, 73.00644199999998)",0.0
7281,5198750.0,"(19.1141602, 72.9357502)",0.0
7282,10500300.0,"(19.2601514, 72.8542872)",0.0
7283,16499120.0,"(19.195874, 72.839519)",0.0
7284,10597600.0,"(19.2354699, 72.84387480000002)",0.0
7285,17996500.0,"(nan, nan)",
7286,3599300.0,"(19.160481, 72.9454193)",0.0
7287,8998250.0,"(19.195874, 72.839519)",0.0
7288,4499125.0,"(19.0468191, 72.92983470000001)",0.0
7289,14502200.0,"(19.081940300000007, 72.8369348)",0.0
7290,18502750.0,"(19.2354699, 72.84387480000002)",0.0
7291,8596500.0,"(19.2623306, 72.8520556)",1.0
7292,2850000.0,"(18.966529, 72.832171)",0.0
7293,3800000.0,"(19.1878099, 72.845366)",0.0
7294,1900000.0,"(19.0662616, 72.83592359999999)",0.0
7295,6222500.0,"(19.1481422, 72.92690870000001)",0.0
7296,6622000.0,"(19.2480117, 72.8694683)",1.0
7297,13550000.0,"(19.2022413, 72.8217032)",0.0
7298,6507500.0,"(19.270844, 72.88715499999998)",0.0
7299,2850000.0,"(19.2169842, 72.820583)",0.0
7300,3800000.0,"(19.1011489, 72.91122419999998)",0.0
7301,1900000.0,"(19.0974813, 72.9123266)",0.0
7302,9500000.0,"(19.0804807, 72.88865849999998)",0.0
7303,5700000.0,"(19.094047, 72.92266)",0.0
7304,12502825.0,"(19.2354699, 72.84387480000002)",0.0
7305,5800550.0,"(19.094047, 72.92266)",0.0
7306,9899955.0,"(19.2438394, 72.86778819999998)",0.0
7307,9997505.0,"(19.2438394, 72.86778819999998)",0.0
7308,10002760.0,"(19.2438394, 72.86778819999998)",0.0
7309,4999000.0,"(19.172349, 72.881314)",0.0
7310,9998000.0,"(19.08246, 73.00644199999998)",0.0
7311,5998800.0,"(19.094047, 72.92266)",0.0
7312,9998000.0,"(19.0588586, 72.8790468)",0.0
7313,5199650.0,"(19.172349, 72.881314)",0.0
7314,9359370.0,"(19.2438394, 72.86778819999998)",0.0
7315,12498700.0,"(19.2354699, 72.84387480000002)",0.0
7316,10502500.0,"(19.195874, 72.839519)",0.0
7317,4301000.0,"(19.1969201, 72.876083)",0.0
7318,8602000.0,"(19.2438394, 72.86778819999998)",0.0
7319,3250200.0,"(19.172349, 72.881314)",0.0
7320,11002750.0,"(19.172349, 72.881314)",0.0
7321,5499460.0,"(19.1969201, 72.876083)",0.0
7322,11498000.0,"(19.1998211, 72.84259399999998)",0.0
7323,11498000.0,"(nan, nan)",
7324,11601950.0,"(19.195874, 72.839519)",0.0
7325,7201045.0,"(19.0588586, 72.8790468)",0.0
7327,4800000.0,"(19.1011489, 72.91122419999998)",0.0
7328,12499600.0,"(19.2354699, 72.84387480000002)",0.0
7329,7200000.0,"(19.1752424, 72.97103890000002)",0.0
7330,2400000.0,"(19.2022243, 72.8152705)",0.0
7331,2400000.0,"(19.0282347, 72.8785587)",0.0
7332,9002285.0,"(19.172349, 72.881314)",0.0
7333,12503000.0,"(19.2354699, 72.84387480000002)",0.0
7334,2600050.0,"(19.1807883, 72.85911569999998)",0.0
7335,6500125.0,"(19.1969201, 72.876083)",0.0
7336,5200100.0,"(19.1631138, 72.93809040000002)",0.0
7337,2600050.0,"(19.1241242, 72.9186723)",0.0
7338,2600050.0,"(19.0707532, 72.87813220000002)",1.0
7339,10700200.0,"(19.195874, 72.839519)",0.0
7340,8598700.0,"(19.094047, 72.92266)",0.0
7341,2900500.0,"(19.2169842, 72.820583)",0.0
7342,2900500.0,"(19.08246, 73.00644199999998)",0.0
7343,2900500.0,"(19.0638046, 72.8920434)",0.0
7344,2900500.0,"(19.1878099, 72.845366)",0.0
7345,18002770.0,"(19.172349, 72.881314)",0.0
7346,5666000.0,"(19.173997, 72.95061899999997)",0.0
7347,17904000.0,"(19.2354699, 72.84387480000002)",0.0
7348,12001600.0,"(19.0996248, 72.8848733)",0.0
7349,6000800.0,"(19.1969201, 72.876083)",0.0
7350,9198000.0,"(19.2228758, 72.84217840000002)",0.0
7351,5600410.0,"(19.1969201, 72.876083)",0.0
7352,9798295.0,"(19.2313354, 72.86337990000001)",0.0
7353,9498100.0,"(19.172349, 72.881314)",0.0
7354,3200500.0,"(19.149731, 72.94140999999998)",0.0
7355,16002500.0,"(19.2354699, 72.84387480000002)",0.0
7356,6499500.0,"(19.1969201, 72.876083)",0.0
7357,9902100.0,"(19.195874, 72.839519)",0.0
7358,3300700.0,"(19.172349, 72.881314)",0.0
7359,9902100.0,"(19.094047, 72.92266)",0.0
7360,6798500.0,"(19.0961829, 72.88774219999998)",1.0
7361,17498000.0,"(19.0908063, 72.90766690000002)",0.0
7362,3499600.0,"(19.1511736, 72.8326275)",0.0
7363,1399840.0,"(19.1511736, 72.8326275)",0.0
7364,6999200.0,"(19.1969201, 72.876083)",0.0
7366,5298700.0,"(19.172349, 72.881314)",0.0
7367,8501510.0,"(19.1915579, 72.8604115)",0.0
7368,5299280.0,"(19.172349, 72.881314)",0.0
7369,9601875.0,"(19.2198888, 72.86189820000001)",0.0
7370,12499750.0,"(19.172349, 72.881314)",0.0
7371,7800000.0,"(19.1011489, 72.91122419999998)",0.0
7372,19500000.0,"(19.144455, 72.82492599999998)",0.0
7373,3900000.0,"(19.1511736, 72.8326275)",0.0
7374,19510000.0,"(19.144455, 72.82492599999998)",0.0
7375,4000800.0,"(19.1878099, 72.845366)",0.0
7376,8001600.0,"(18.9162281, 72.8295801)",0.0
7377,4000800.0,"(19.0806955, 72.9071913)",0.0
7378,4000800.0,"(19.128564, 72.85186399999998)",0.0
7379,12002400.0,"(19.195301800000006, 72.8398395)",0.0
7380,12200000.0,"(19.1011489, 72.91122419999998)",0.0
7381,3299440.0,"(19.172349, 72.881314)",0.0
7382,7501680.0,"(19.172349, 72.881314)",0.0
7383,8801000.0,"(19.0804807, 72.88865849999998)",0.0
7384,6600750.0,"(19.195874, 72.839519)",0.0
7385,12499420.0,"(19.172349, 72.881314)",0.0
7386,4699600.0,"(19.1511736, 72.8326275)",0.0
7387,4900000.0,"(19.0707532, 72.87813220000002)",1.0
7389,5100600.0,"(18.9487379, 72.82888259999999)",0.0
7390,2599825.0,"(19.2022243, 72.8152705)",0.0
7391,7501240.0,"(19.172349, 72.881314)",0.0
7392,5400500.0,"(19.1969201, 72.876083)",0.0
7394,6488900.0,"(19.1969201, 72.876083)",0.0
7395,6011040.0,"(19.172349, 72.881314)",0.0
7396,12498400.0,"(19.2354699, 72.84387480000002)",0.0
7397,5416250.0,"(19.1969201, 72.876083)",0.0
7398,6401250.0,"(19.172349, 72.881314)",0.0
7399,9701125.0,"(19.2198888, 72.86189820000001)",0.0
7401,6901000.0,"(19.0804807, 72.88865849999998)",0.0
7402,10500450.0,"(19.2438394, 72.86778819999998)",0.0
7403,7000300.0,"(19.172349, 72.881314)",0.0
7404,11002525.0,"(19.160481, 72.9454193)",0.0
7405,7401750.0,"(19.1969201, 72.876083)",0.0
7406,5723800.0,"(19.1631138, 72.93809040000002)",0.0
7407,6899565.0,"(19.1969201, 72.876083)",0.0
7408,4199500.0,"(19.0638046, 72.8920434)",0.0
7409,2974440.0,"(19.1449272, 72.93478809999998)",0.0
7410,9999395.0,"(19.0638046, 72.8920434)",0.0
7411,4792000.0,"(19.2522053, 72.87193609999999)",0.0
7412,9900000.0,"(19.172349, 72.881314)",0.0
7413,12496900.0,"(19.2354699, 72.84387480000002)",0.0
7414,10397500.0,"(19.1289496, 72.930686)",0.0
7415,5198750.0,"(19.1631138, 72.93809040000002)",0.0
7416,10502300.0,"(19.160481, 72.9454193)",0.0
7417,10502300.0,"(19.172349, 72.881314)",0.0
7418,5400475.0,"(19.172349, 72.881314)",0.0
7419,5400475.0,"(19.1969201, 72.876083)",0.0
7420,16500075.0,"(19.2593948, 72.86113470000002)",0.0
7421,10402750.0,"(19.2438394, 72.86778819999998)",0.0
7422,22995600.0,"(19.0759837, 72.87765590000002)",0.0
7423,15997370.0,"(19.2354699, 72.84387480000002)",0.0
7424,10507600.0,"(19.172349, 72.881314)",0.0
7425,11902000.0,"(19.1998211, 72.84259399999998)",0.0
7427,10408000.0,"(19.1289496, 72.930686)",0.0
7428,8001790.0,"(19.1522457, 72.9404047)",1.0
7429,16003580.0,"(19.2354699, 72.84387480000002)",0.0
7430,6701375.0,"(19.1969201, 72.876083)",0.0
7431,16001700.0,"(19.2354699, 72.84387480000002)",0.0
7432,10700000.0,"(19.215671, 72.8118428)",0.0
7433,12499900.0,"(19.2354699, 72.84387480000002)",0.0
7434,29905000.0,"(19.2471573, 72.8462833)",0.0
7435,6618500.0,"(19.094047, 72.92266)",0.0
7436,6749000.0,"(19.094047, 72.92266)",0.0
7437,4999500.0,"(19.0804807, 72.88865849999998)",0.0
7438,5825000.0,"(19.1818376, 72.9577666)",0.0
7439,16950000.0,"(19.1754707, 72.96208730000002)",0.0
7440,3000000.0,"(19.1582215, 72.9597433)",0.0
7441,7500000.0,"(19.0588586, 72.8790468)",0.0
7442,2000000.0,"(19.0522115, 72.900522)",0.0
7443,1800000.0,"(19.1853779, 72.8584758)",0.0
7444,2500000.0,"(19.142357, 72.937752)",0.0
7447,9600000.0,"(19.1998211, 72.84259399999998)",0.0
7449,5000000.0,"(19.1511736, 72.8326275)",0.0
7450,2000000.0,"(19.128189000000006, 72.85193199999998)",1.0
7451,1800000.0,"(19.1998211, 72.84259399999998)",0.0
7452,3500000.0,"(19.1969201, 72.876083)",0.0
7454,8500000.0,"(19.195874, 72.839519)",0.0
7455,6500000.0,"(19.2022243, 72.8152705)",0.0
7456,12000000.0,"(19.0461248, 72.9132122)",0.0
7457,2800000.0,"(19.1878099, 72.845366)",0.0
7458,5000000.0,"(19.0707532, 72.87813220000002)",1.0
7459,5500000.0,"(19.0804807, 72.88865849999998)",0.0
7461,2250000.0,"(19.1878099, 72.845366)",0.0
7462,25000000.0,"(19.1920784, 72.8330885)",0.0
7463,4800000.0,"(19.1969201, 72.876083)",0.0
7464,8500000.0,"(19.160481, 72.9454193)",0.0
7465,3500000.0,"(19.1662566, 72.8525696)",0.0
7466,16000000.0,"(19.1511736, 72.8326275)",0.0
7468,8500000.0,"(19.2007768, 72.8172517)",0.0
7469,5500000.0,"(19.1969201, 72.876083)",0.0
7470,12500000.0,"(19.2601514, 72.8542872)",0.0
7471,4000000.0,"(19.1511736, 72.8326275)",0.0
7475,4800000.0,"(19.1631138, 72.93809040000002)",0.0
7477,3000000.0,"(19.149731, 72.94140999999998)",0.0
7478,12000000.0,"(19.2380683, 72.8522512)",0.0
7479,5500000.0,"(19.1631138, 72.93809040000002)",0.0
7480,7500000.0,"(18.963602, 72.8197928)",0.0
7481,10000000.0,"(19.195874, 72.839519)",0.0
7482,26000000.0,"(nan, nan)",
7485,8500000.0,"(19.0484216, 72.82252290000002)",0.0
7486,6100000.0,"(19.1631138, 72.93809040000002)",0.0
7487,9500000.0,"(19.0996248, 72.8848733)",0.0
7488,3500000.0,"(19.1631138, 72.93809040000002)",0.0
7491,15000000.0,"(19.1141602, 72.9357502)",0.0
7492,12000000.0,"(19.1146891, 72.89624189999998)",0.0
7493,3000000.0,"(19.2313354, 72.86337990000001)",0.0
7494,7500000.0,"(19.0804807, 72.88865849999998)",0.0
7495,5500000.0,"(19.2438394, 72.86778819999998)",0.0
7496,12000000.0,"(19.160481, 72.9454193)",0.0
7497,11000000.0,"(19.195301800000006, 72.8398395)",0.0
7498,4500000.0,"(18.9567432, 72.8278646)",0.0
7500,2500000.0,"(19.0908063, 72.90766690000002)",0.0
7501,4500000.0,"(19.1969201, 72.876083)",0.0
7502,5500000.0,"(19.111988, 72.866923)",0.0
7503,9500000.0,"(19.1289496, 72.930686)",0.0
7504,5300000.0,"(19.1631138, 72.93809040000002)",0.0
7505,5000000.0,"(18.95219, 72.838714)",0.0
7506,9000000.0,"(19.144455, 72.82492599999998)",0.0
7507,3000000.0,"(19.1725542, 72.942537)",0.0
7509,9500000.0,"(19.2175443, 72.8534756)",0.0
7510,12500000.0,"(19.2354699, 72.84387480000002)",0.0
7511,1500000.0,"(19.060574, 72.85043999999998)",0.0
7512,20000000.0,"(19.144455, 72.82492599999998)",0.0
7513,8800000.0,"(19.0620527, 72.88343549999998)",0.0
7514,9900000.0,"(19.2051223, 72.8512965)",1.0
7515,12000000.0,"(19.2438394, 72.86778819999998)",0.0
7516,10000000.0,"(19.0538516, 72.9056318)",0.0
7519,3000000.0,"(19.1969201, 72.876083)",0.0
7520,3500000.0,"(19.149731, 72.94140999999998)",0.0
7521,3000000.0,"(19.2169842, 72.820583)",0.0
7524,2500000.0,"(19.128189000000006, 72.85193199999998)",1.0
7525,2200000.0,"(19.08246, 73.00644199999998)",0.0
7526,12000000.0,"(19.0588586, 72.8790468)",0.0
7527,4500000.0,"(19.08246, 73.00644199999998)",0.0
7528,15300000.0,"(19.0461248, 72.9132122)",0.0
7529,26000000.0,"(nan, nan)",
7530,6050000.0,"(19.1631138, 72.93809040000002)",0.0
7531,4200000.0,"(19.149731, 72.94140999999998)",0.0
7533,3500000.0,"(19.2471573, 72.8462833)",0.0
7534,6000000.0,"(19.2022243, 72.8152705)",0.0
7535,7000000.0,"(19.0804807, 72.88865849999998)",0.0
7536,4000000.0,"(19.2455477, 72.85808469999998)",0.0
7538,3200000.0,"(19.1878099, 72.845366)",0.0
7539,8000000.0,"(19.0804807, 72.88865849999998)",0.0
7541,7000000.0,"(19.0961829, 72.88774219999998)",1.0
7542,10000000.0,"(19.195301800000006, 72.8398395)",0.0
7543,4500000.0,"(19.0743779, 72.82560099999998)",0.0
7545,6000000.0,"(19.1014096, 72.89620740000002)",1.0
7547,5500000.0,"(18.9994335, 72.84483320000002)",0.0
7548,3000000.0,"(19.1449272, 72.93478809999998)",0.0
7549,3000000.0,"(19.0908063, 72.90766690000002)",0.0
7550,5000000.0,"(19.2438394, 72.86778819999998)",0.0
7551,5000000.0,"(19.0638046, 72.8920434)",0.0
7552,10600000.0,"(19.172349, 72.881314)",0.0
7553,9027010.0,"(19.0588586, 72.8790468)",0.0
7554,10605300.0,"(19.172349, 72.881314)",0.0
7555,6998495.0,"(19.1969201, 72.876083)",0.0
7557,5510500.0,"(18.9994335, 72.84483320000002)",0.0
7558,7300920.0,"(19.1969201, 72.876083)",0.0
7559,13900790.0,"(19.0588586, 72.8790468)",0.0
7560,5521000.0,"(18.9994335, 72.84483320000002)",0.0
7561,10300520.0,"(19.2438394, 72.86778819999998)",0.0
7562,5528750.0,"(18.9994335, 72.84483320000002)",0.0
7563,8901550.0,"(19.0484216, 72.82252290000002)",0.0
7564,8099150.0,"(19.2228758, 72.84217840000002)",0.0
7565,4430400.0,"(19.1969201, 72.876083)",0.0
7566,5539250.0,"(18.9994335, 72.84483320000002)",0.0
7567,7499760.0,"(19.1969201, 72.876083)",0.0
7569,5549750.0,"(18.9994335, 72.84483320000002)",0.0
7570,5499525.0,"(19.172349, 72.881314)",0.0
7571,10502000.0,"(19.0461248, 72.9132122)",0.0
7572,9899000.0,"(19.2313354, 72.86337990000001)",0.0
7573,5560250.0,"(18.9994335, 72.84483320000002)",0.0
7574,8898400.0,"(19.0484216, 72.82252290000002)",0.0
7575,8601000.0,"(19.160481, 72.9454193)",0.0
7576,7499460.0,"(19.172349, 72.881314)",0.0
7577,4899040.0,"(19.2169842, 72.820583)",0.0
7578,8001350.0,"(19.1631138, 72.93809040000002)",0.0
7579,5570750.0,"(18.9994335, 72.84483320000002)",0.0
7580,7199700.0,"(19.08246, 73.00644199999998)",0.0
7581,7199700.0,"(19.172349, 72.881314)",0.0
7582,8498660.0,"(19.1631138, 72.93809040000002)",0.0
7583,6800250.0,"(19.1969201, 72.876083)",0.0
7584,3349750.0,"(19.172349, 72.881314)",0.0
7585,6598750.0,"(19.2228758, 72.84217840000002)",0.0
7586,6501200.0,"(19.1969201, 72.876083)",0.0
7587,6501200.0,"(19.144455, 72.82492599999998)",0.0
7589,6350000.0,"(19.1969201, 72.876083)",0.0
7590,4999360.0,"(19.1969201, 72.876083)",0.0
7591,12498400.0,"(19.1631138, 72.93809040000002)",0.0
7592,9998720.0,"(19.2438394, 72.86778819999998)",0.0
7593,5589000.0,"(18.9994335, 72.84483320000002)",0.0
7594,5500985.0,"(19.1511736, 72.8326275)",0.0
7595,9417000.0,"(19.1804376, 72.9538634)",0.0
7596,3559750.0,"(19.2169842, 72.820583)",0.0
7597,8899375.0,"(19.0484216, 72.82252290000002)",0.0
7598,22503990.0,"(19.144455, 72.82492599999998)",0.0
7599,11199000.0,"(19.2438394, 72.86778819999998)",0.0
7600,2799750.0,"(19.1423522, 72.8449636)",0.0
7601,27506500.0,"(19.1969201, 72.876083)",0.0
7602,5501300.0,"(19.1511736, 72.8326275)",0.0
7603,5501300.0,"(19.1969201, 72.876083)",0.0
7604,7999575.0,"(19.1289496, 72.930686)",0.0
7605,8058000.0,"(19.1520662, 72.92833900000002)",1.0
7608,4999000.0,"(19.2169842, 72.820583)",0.0
7609,11301660.0,"(19.1969201, 72.876083)",0.0
7610,9199000.0,"(19.1011489, 72.91122419999998)",0.0
7611,4599500.0,"(19.0588586, 72.8790468)",0.0
7613,4599500.0,"(19.172349, 72.881314)",0.0
7614,4599500.0,"(19.2455477, 72.85808469999998)",0.0
7615,9001200.0,"(19.160481, 72.9454193)",0.0
7616,22503000.0,"(19.0710711, 72.88105209999998)",1.0
7617,8900050.0,"(19.0484216, 72.82252290000002)",0.0
7618,10998625.0,"(19.1915579, 72.8604115)",0.0
7620,7584500.0,"(19.1631138, 72.93809040000002)",0.0
7621,10710500.0,"(19.2061288, 72.8454629)",0.0
7622,8200000.0,"(19.1631138, 72.93809040000002)",0.0
7623,10199375.0,"(19.2601514, 72.8542872)",0.0
7624,6001050.0,"(19.1631138, 72.93809040000002)",0.0
7625,6001050.0,"(19.1969201, 72.876083)",0.0
7626,10001750.0,"(19.195301800000006, 72.8398395)",0.0
7628,17197880.0,"(19.0769778, 72.8855147)",0.0
7629,5801275.0,"(19.1631138, 72.93809040000002)",0.0
7630,7701250.0,"(19.0588586, 72.8790468)",0.0
7631,18999750.0,"(19.1768312, 72.8551916)",0.0
7632,7498550.0,"(19.2022243, 72.8152705)",0.0
7633,5601300.0,"(19.1511736, 72.8326275)",0.0
7634,5499900.0,"(19.172349, 72.881314)",0.0
7635,5499900.0,"(19.1969201, 72.876083)",0.0
7636,5798960.0,"(19.1631138, 72.93809040000002)",0.0
7637,7201500.0,"(19.0804807, 72.88865849999998)",0.0
7638,3600750.0,"(19.1853779, 72.8584758)",0.0
7639,3600750.0,"(19.2169842, 72.820583)",0.0
7640,7201500.0,"(19.1969201, 72.876083)",0.0
7641,36007500.0,"(19.0770493, 72.8425412)",0.0
