Avg. Rate,Configs,Possession Date,location,price,title,Avg. Price,Built Up Area,Possession Status,Plot Area
,,,"Goregaon East, Mumbai",1.35 Cr,2 BHK Apartment, 15.7k / sqft.,860 sqft.,,
,,,"Mulund West, Mumbai",1.35 Cr,2 BHK Apartment, 15.7k / sqft.,860 sqft.,,
,,,"Dahisar East, Mumbai",73.0 L,1 BHK Apartment, 15.7k / sqft.,465 sqft.,,
,,,"Chembur, Mumbai",2.3 Cr,3 BHK Apartment, 15.7k / sqft.,1465 sqft.,,
,,,"Borivali East, Mumbai",1.57 Cr,2 BHK Apartment, 15.7k / sqft.,1000 sqft.,,
,,,"Andheri East, Mumbai",1.57 Cr,3 BHK Apartment, 15.7k / sqft.,1000 sqft.,,
,,,"Powai, Mumbai",1.68 Cr,2 BHK Apartment, 15.7k / sqft.,1070 sqft.,,
,,"26th Feb, 2020","Ghatkopar East, Mumbai",1.57 Cr,2 BHK Apartment, 15.7k / sqft.,1000 sqft.,,
,,"13th Aug, 2020","Kandivali West, Mumbai",1.57 Cr,2 BHK Apartment, 15.7k / sqft.,1000 sqft.,,
,,,"Chembur, Mumbai",1.57 Cr,2 BHK Apartment, 15.7k / sqft.,1000 sqft.,,
,,"29th Jun, 2024","Bhandup West, Mumbai",1.6 Cr,2 BHK Apartment, 15.7k / sqft.,1019 sqft.,,
,,"1st Dec, 2021","Malad East, Mumbai",76.0 L,1 BHK Apartment, 15.7k / sqft.,484 sqft.,,
,,,"Malad West, Mumbai",2.85 Cr,3 BHK Apartment, 15.7k / sqft.,1815 sqft.,,
,,,"Ghatkopar West, Mumbai",95.0 L,1 BHK Apartment, 15.7k / sqft.,605 sqft.,,
,,,"Mulund East, Mumbai",2.12 Cr,3 BHK Apartment, 15.7k / sqft.,1350 sqft.,,
,,,"Chembur, Mumbai",1.5 Cr,2 BHK Apartment, 15.71k / sqft.,955 sqft.,,
,,,"Chembur, Mumbai",90.0 L,1 BHK Apartment, 15.71k / sqft.,573 sqft.,,
,,,"Jogeshwari West, Mumbai",1.5 Cr,2 BHK Apartment, 15.71k / sqft.,955 sqft.,,
,,,"Kandivali East, Mumbai",48.7 L,1 RK Apartment, 15.71k / sqft.,310 sqft.,,
,,"20th Mar, 2021","Malad East, Mumbai",46.5 L,1 BHK Apartment, 15.71k / sqft.,296 sqft.,,
,,,"Goregaon West, Mumbai",6.0 Cr,6 BHK Apartment, 15.71k / sqft.,3819 sqft.,,
,,,"Malad East, Mumbai",2.91 Cr,3 BHK Apartment, 15.71k / sqft.,1852 sqft.,,
,,,"Kandivali West, Mumbai",1.4 Cr,2 BHK Apartment, 15.71k / sqft.,891 sqft.,,
,,,"Malad East, Mumbai",2.25 Cr,3 BHK Apartment, 15.71k / sqft.,1432 sqft.,,
,,,"Dahisar East, Mumbai",55.0 L,1 RK Apartment, 15.71k / sqft.,350 sqft.,,
,,,"Chembur, Mumbai",1.65 Cr,2 BHK Apartment, 15.71k / sqft.,1050 sqft.,,
,,,"Borivali West, Mumbai",1.1 Cr,1 BHK Apartment, 15.71k / sqft.,700 sqft.,,
,,,"Malad West, Mumbai",1.65 Cr,2 BHK Apartment, 15.71k / sqft.,1050 sqft.,,
,,,"Borivali East, Mumbai",1.1 Cr,2 BHK Apartment, 15.71k / sqft.,700 sqft.,,
,,,"Jogeshwari West, Mumbai",1.65 Cr,2 BHK Apartment, 15.71k / sqft.,1050 sqft.,,
,,,"Bhandup West, Mumbai",1.65 Cr,2 BHK Apartment, 15.71k / sqft.,1050 sqft.,,
,,,"Kandivali East, Mumbai",2.2 Cr,3 BHK Apartment, 15.71k / sqft.,1400 sqft.,,
,,,"Kandivali West, Mumbai",88.0 L,1 BHK Apartment, 15.71k / sqft.,560 sqft.,,
,,"28th Feb, 2021","Mulund West, Mumbai",1.1 Cr,1 BHK Apartment, 15.71k / sqft.,700 sqft.,,
,,,"Chembur, Mumbai",1.1 Cr,1 BHK Apartment, 15.71k / sqft.,700 sqft.,,
,,,"Goregaon East, Mumbai",1.1 Cr,1 BHK Apartment, 15.71k / sqft.,700 sqft.,,
,,"28th Feb, 2021","Kanjurmarg East, Mumbai",1.1 Cr,1 BHK Apartment, 15.71k / sqft.,700 sqft.,,
,,,"Ghatkopar West, Mumbai",1.1 Cr,2 BHK Apartment, 15.71k / sqft.,700 sqft.,,
,,,"Bhandup West, Mumbai",1.1 Cr,2 BHK Apartment, 15.71k / sqft.,700 sqft.,,
,,,"Andheri East, Mumbai",55.0 L,1 RK Apartment, 15.71k / sqft.,350 sqft.,,
,,,"Bhandup West, Mumbai",55.0 L,1 RK Apartment, 15.71k / sqft.,350 sqft.,,
,,"30th Dec, 2023","Vikhroli West, Mumbai",55.0 L,1 RK Apartment, 15.71k / sqft.,350 sqft.,,
15.71k per sqft.,1 RK Apartment,,"Chembur, Mumbai",55.0 L,Mahavir Platinum,,,Ready to Move,
,,,"Chembur, Mumbai",99.0 L,1 BHK Apartment, 15.71k / sqft.,630 sqft.,,
,,,"Dahisar West, Mumbai",88.0 L,1 BHK Apartment, 15.71k / sqft.,560 sqft.,,
,,,"Jogeshwari East, Mumbai",82.5 L,1 BHK Apartment, 15.71k / sqft.,525 sqft.,,
,,,"Dahisar East, Mumbai",77.0 L,1 BHK Apartment, 15.71k / sqft.,490 sqft.,Ready to move in,
,,,"Kandivali West, Mumbai",55.0 L,1 RK Apartment, 15.71k / sqft.,350 sqft.,,
,,,"Kandivali West, Mumbai",99.0 L,1 BHK Apartment, 15.71k / sqft.,630 sqft.,,
,,,"Kandivali East, Mumbai",2.75 Cr,3 BHK Apartment, 15.71k / sqft.,1750 sqft.,,
,,,"Borivali West, Mumbai",1.65 Cr,2 BHK Apartment, 15.71k / sqft.,1050 sqft.,,
,,"31st Oct, 2020","Kandivali West, Mumbai",1.65 Cr,2 BHK Apartment, 15.71k / sqft.,1050 sqft.,,
,,,"Chembur, Mumbai",1.1 Cr,1 BHK Apartment, 15.71k / sqft.,700 sqft.,Ready to move in,
,,,"Kandivali East, Mumbai",1.1 Cr,2 BHK Apartment, 15.71k / sqft.,700 sqft.,,
,,,"Kandivali East, Mumbai",2.2 Cr,3 BHK Apartment, 15.71k / sqft.,1400 sqft.,Ready to move in,
,,,"Kurla West, Mumbai",1.1 Cr,1 BHK Apartment, 15.71k / sqft.,700 sqft.,,
,,"31st May, 2020","Chembur, Mumbai",1.65 Cr,2 BHK Apartment, 15.71k / sqft.,1050 sqft.,,
,,,"Bhandup East, Mumbai",1.1 Cr,1 BHK Apartment, 15.71k / sqft.,700 sqft.,,
,,,"Bhandup West, Mumbai",2.2 Cr,3 BHK Apartment, 15.71k / sqft.,1400 sqft.,,
,,,"Andheri West, Mumbai",1.65 Cr,2 BHK Apartment, 15.71k / sqft.,1050 sqft.,,
,,"7th Jul, 2021","Chembur, Mumbai",1.1 Cr,1 BHK Apartment, 15.71k / sqft.,700 sqft.,,
,,,"Dahisar West, Mumbai",1.1 Cr,1 BHK Apartment, 15.71k / sqft.,700 sqft.,,
,,,"Goregaon West, Mumbai",1.65 Cr,2 BHK Apartment, 15.71k / sqft.,1050 sqft.,,
,,,"Andheri East, Mumbai",2.2 Cr,2 BHK Apartment, 15.71k / sqft.,1400 sqft.,,
,,,"Kandivali East, Mumbai",1.65 Cr,2 BHK Apartment, 15.71k / sqft.,1050 sqft.,,
,,,"Kurla West, Mumbai",55.0 L,1 BHK Apartment, 15.71k / sqft.,350 sqft.,,
,,"28th Feb, 2021","Andheri West, Mumbai",1.1 Cr,1 BHK Apartment, 15.71k / sqft.,700 sqft.,,
,,,"Sion, Mumbai",55.0 L,1 RK Apartment, 15.71k / sqft.,350 sqft.,,
,,,"Ghatkopar West, Mumbai",1.1 Cr,1 BHK Apartment, 15.71k / sqft.,700 sqft.,,
,,,"Sion, Mumbai",55.0 L,1 BHK Apartment, 15.71k / sqft.,350 sqft.,,
,,,"Chembur, Mumbai",55.0 L,1 BHK Apartment, 15.71k / sqft.,350 sqft.,,
,,,"Kurla East, Mumbai",88.0 L,1 BHK Apartment, 15.71k / sqft.,560 sqft.,,
,,"31st Mar, 2021","Powai, Mumbai",1.65 Cr,2 BHK Apartment, 15.71k / sqft.,1050 sqft.,,
,,,"Borivali East, Mumbai",1.1 Cr,1 BHK Apartment, 15.71k / sqft.,700 sqft.,,
,,,"Malad West, Mumbai",55.0 L,1 RK Apartment, 15.71k / sqft.,350 sqft.,,
,,,"Mulund East, Mumbai",1.65 Cr,2 BHK Apartment, 15.71k / sqft.,1050 sqft.,,
,,"14th Dec, 2020","Mulund West, Mumbai",1.1 Cr,1 BHK Apartment, 15.71k / sqft.,700 sqft.,,
,,,"Andheri West, Mumbai",2.2 Cr,2 BHK Apartment, 15.71k / sqft.,1400 sqft.,,
,,,"Goregaon East, Mumbai",55.0 L,1 RK Apartment, 15.71k / sqft.,350 sqft.,,
,,,"Kanjurmarg West, Mumbai",1.65 Cr,2 BHK Apartment, 15.71k / sqft.,1050 sqft.,,
,,,"Andheri East, Mumbai",2.2 Cr,3 BHK Apartment, 15.71k / sqft.,1400 sqft.,,
,,,"Malad West, Mumbai",55.0 L,1 BHK Apartment, 15.71k / sqft.,350 sqft.,,
,,,"Mazgaon, Mumbai",55.0 L,1 BHK Independent House, 15.71k / sqft.,350 sqft.,,
,,"29th Apr, 2020","Borivali East, Mumbai",2.2 Cr,3 BHK Apartment, 15.71k / sqft.,1400 sqft.,,
,,"14th Apr, 2020","Jogeshwari West, Mumbai",1.65 Cr,2 BHK Apartment, 15.71k / sqft.,1050 sqft.,,
,,,"Chembur, Mumbai",1.63 Cr,2 BHK Apartment, 15.72k / sqft.,1037 sqft.,,
,,,"Kanjurmarg West, Mumbai",1.69 Cr,2 BHK Apartment, 15.72k / sqft.,1075 sqft.,,
,,,"Goregaon East, Mumbai",1.8 Cr,2 BHK Apartment, 15.72k / sqft.,1145 sqft.,,
,,"30th Nov, 2025","Kandivali East, Mumbai",3.38 Cr,4 BHK Apartment, 15.72k / sqft.,2150 sqft.,,
,,,"Mulund West, Mumbai",76.25 L,1 BHK Apartment, 15.72k / sqft.,485 sqft.,,
,,,"Kurla East, Mumbai",1.5 Cr,1 BHK Apartment, 15.72k / sqft.,954 sqft.,,
,,,"Wadala, Mumbai",2.25 Cr,2 BHK Apartment, 15.72k / sqft.,1431 sqft.,,
,,,"Mulund East, Mumbai",1.5 Cr,2 BHK Apartment, 15.72k / sqft.,954 sqft.,,
,,,"Wadala East, Mumbai",2.25 Cr,2 BHK Apartment, 15.72k / sqft.,1431 sqft.,,
,,,"Jogeshwari East, Mumbai",97.5 L,1 BHK Apartment, 15.73k / sqft.,620 sqft.,,
,,,"Kanjurmarg East, Mumbai",92.0 L,1 BHK Apartment, 15.73k / sqft.,585 sqft.,,
,,,"Malad East, Mumbai",86.5 L,1 BHK Apartment, 15.73k / sqft.,550 sqft.,,
,,,"Bhandup West, Mumbai",1.73 Cr,2 BHK Apartment, 15.73k / sqft.,1100 sqft.,,
,,"29th Jun, 2023","Kandivali East, Mumbai",1.73 Cr,2 BHK Apartment, 15.73k / sqft.,1100 sqft.,,
,,"30th Dec, 2023","Malad West, Mumbai",1.4 Cr,2 BHK Apartment, 15.73k / sqft.,890 sqft.,,
,,,"Chembur, Mumbai",1.4 Cr,2 BHK Apartment, 15.73k / sqft.,890 sqft.,,
,,,"Chembur, Mumbai",2.8 Cr,3 BHK Apartment, 15.73k / sqft.,1780 sqft.,,
,,,"Mulund West, Mumbai",1.4 Cr,2 BHK Apartment, 15.73k / sqft.,890 sqft.,,
,,,"Borivali West, Mumbai",1.4 Cr,2 BHK Apartment, 15.73k / sqft.,890 sqft.,,
,,,"Chembur, Mumbai",1.94 Cr,2 BHK Apartment, 15.73k / sqft.,1233 sqft.,,
,,"30th Apr, 2022","Vikhroli East, Mumbai",1.18 Cr,2 BHK Apartment, 15.73k / sqft.,750 sqft.,,
,,,"Borivali West, Mumbai",1.18 Cr,2 BHK Apartment, 15.73k / sqft.,750 sqft.,Ready to move in,
,,"2nd Jan, 2023","Borivali East, Mumbai",1.18 Cr,2 BHK Apartment, 15.73k / sqft.,750 sqft.,,
,,,"Kandivali West, Mumbai",1.18 Cr,2 BHK Apartment, 15.73k / sqft.,750 sqft.,,
,,,"Mandvi, Mumbai",1.35 Cr,1 BHK Apartment, 15.73k / sqft.,858 sqft.,,
,,,"Borivali West, Mumbai",1.07 Cr,1 BHK Apartment, 15.74k / sqft.,680 sqft.,,
,,,"Powai, Mumbai",1.55 Cr,2 BHK Apartment, 15.74k / sqft.,985 sqft.,,
,,,"Powai, Mumbai",1.44 Cr,2 BHK Apartment, 15.74k / sqft.,915 sqft.,,
,,,"Borivali West, Mumbai",96.0 L,1 BHK Apartment, 15.74k / sqft.,610 sqft.,,
,,,"Kandivali West, Mumbai",1.7 Cr,2 BHK Apartment, 15.74k / sqft.,1080 sqft.,,
,,,"Dahisar East, Mumbai",1.7 Cr,3 BHK Apartment, 15.74k / sqft.,1080 sqft.,,
,,,"Kurla East, Mumbai",85.0 L,1 BHK Apartment, 15.74k / sqft.,540 sqft.,,
,,,"Kandivali East, Mumbai",1.7 Cr,2 BHK Apartment, 15.74k / sqft.,1080 sqft.,,
,,,"Andheri East, Mumbai",85.0 L,1 BHK Apartment, 15.74k / sqft.,540 sqft.,,
,,,"Malad East, Mumbai",4.25 Cr,4 BHK Apartment, 15.74k / sqft.,2700 sqft.,,
,,,"Mulund West, Mumbai",85.0 L,1 BHK Apartment, 15.74k / sqft.,540 sqft.,,
,,,"Dahisar East, Mumbai",85.0 L,1 BHK Apartment, 15.74k / sqft.,540 sqft.,,
,,,"Bhandup West, Mumbai",3.4 Cr,4 BHK Apartment, 15.74k / sqft.,2160 sqft.,,
,,,"Goregaon East, Mumbai",1.05 Cr,1 BHK Apartment, 15.74k / sqft.,667 sqft.,,
,,"30th Dec, 2020","Dahisar East, Mumbai",74.0 L,1 BHK Apartment, 15.74k / sqft.,470 sqft.,,
,,,"Andheri West, Mumbai",1.85 Cr,2 BHK Apartment, 15.74k / sqft.,1175 sqft.,,
,,,"Mulund East, Mumbai",1.48 Cr,2 BHK Apartment, 15.74k / sqft.,940 sqft.,,
,,,"Malad West, Mumbai",1.85 Cr,2 BHK Apartment, 15.74k / sqft.,1175 sqft.,,
,,,"Chembur, Mumbai",2.45 Cr,3 BHK Apartment, 15.75k / sqft.,1556 sqft.,,
,,,"Borivali West, Mumbai",1.0 Cr,1 BHK Apartment, 15.75k / sqft.,635 sqft.,,
,,,"Bhandup West, Mumbai",1.0 Cr,1 BHK Apartment, 15.75k / sqft.,635 sqft.,,
,,,"Malad East, Mumbai",2.0 Cr,3 BHK Apartment, 15.75k / sqft.,1270 sqft.,,
,,,"Kandivali East, Mumbai",1.0 Cr,1 BHK Apartment, 15.75k / sqft.,635 sqft.,,
,,,"Bhandup West, Mumbai",80.0 L,1 BHK Apartment, 15.75k / sqft.,508 sqft.,,
,,"30th Dec, 2022","Kanjurmarg East, Mumbai",2.06 Cr,2 BHK Apartment, 15.75k / sqft.,1308 sqft.,,
,,,"Kandivali East, Mumbai",1.26 Cr,2 BHK Apartment, 15.75k / sqft.,800 sqft.,,
,,,"Govandi, Mumbai",3.15 Cr,3 BHK Apartment, 15.75k / sqft.,2000 sqft.,,
,,,"Kandivali West, Mumbai",1.26 Cr,2 BHK Apartment, 15.75k / sqft.,800 sqft.,,
,,,"Goregaon West, Mumbai",3.15 Cr,3 BHK Apartment, 15.75k / sqft.,2000 sqft.,,
,,,"Andheri East, Mumbai",1.26 Cr,1 BHK Apartment, 15.75k / sqft.,800 sqft.,,
,,,"Dahisar East, Mumbai",63.0 L,1 RK Apartment, 15.75k / sqft.,400 sqft.,,
,,,"Andheri East, Mumbai",1.89 Cr,3 BHK Apartment, 15.75k / sqft.,1200 sqft.,,
,,,"Kandivali West, Mumbai",63.0 L,1 BHK Apartment, 15.75k / sqft.,400 sqft.,,
,,,"Dahisar West, Mumbai",63.0 L,1 RK Apartment, 15.75k / sqft.,400 sqft.,,
,,,"Mulund West, Mumbai",6.3 Cr,5 BHK Apartment, 15.75k / sqft.,4000 sqft.,,
,,,"Goregaon East, Mumbai",89.0 L,1 BHK Apartment, 15.75k / sqft.,565 sqft.,,
,,,"Mulund West, Mumbai",1.41 Cr,2 BHK Apartment, 15.75k / sqft.,895 sqft.,,
,,"16th Dec, 2020","Mulund West, Mumbai",2.19 Cr,3 BHK Apartment, 15.76k / sqft.,1390 sqft.,,
,,,"Sion, Mumbai",75.0 L,1 BHK Apartment, 15.76k / sqft.,476 sqft.,,
,,,"Wadala East, Mumbai",2.6 Cr,3 BHK Apartment, 15.76k / sqft.,1650 sqft.,,
,,,"Wadala East, Mumbai",2.6 Cr,2 BHK Apartment, 15.76k / sqft.,1650 sqft.,,
,,,"Dahisar West, Mumbai",1.56 Cr,2 BHK Apartment, 15.76k / sqft.,990 sqft.,,
,,,"Bhandup West, Mumbai",1.3 Cr,2 BHK Apartment, 15.76k / sqft.,825 sqft.,,
,,,"Kandivali West, Mumbai",1.3 Cr,2 BHK Apartment, 15.76k / sqft.,825 sqft.,,
,,"30th Dec, 2022","Vikhroli East, Mumbai",1.3 Cr,2 BHK Apartment, 15.76k / sqft.,825 sqft.,,
,,,"Goregaon West, Mumbai",1.3 Cr,2 BHK Apartment, 15.76k / sqft.,825 sqft.,,
,,,"Chembur, Mumbai",1.04 Cr,1 BHK Apartment, 15.76k / sqft.,660 sqft.,,
,,"29th Apr, 2020","Borivali East, Mumbai",78.0 L,1 BHK Apartment, 15.76k / sqft.,495 sqft.,,
,,,"Borivali West, Mumbai",1.3 Cr,2 BHK Apartment, 15.76k / sqft.,825 sqft.,,
,,,"Mulund East, Mumbai",1.3 Cr,2 BHK Apartment, 15.76k / sqft.,825 sqft.,,
,,,"Mulund West, Mumbai",1.65 Cr,2 BHK Apartment, 15.76k / sqft.,1047 sqft.,,
,,,"Ghatkopar West, Mumbai",1.71 Cr,2 BHK Apartment, 15.76k / sqft.,1085 sqft.,,
,,,"Malad East, Mumbai",1.97 Cr,2 BHK Apartment, 15.76k / sqft.,1250 sqft.,,
,,,"Malad East, Mumbai",7.25 Cr,5 BHK Apartment, 15.76k / sqft.,4600 sqft.,,
,,,"Borivali West, Mumbai",93.0 L,1 BHK Apartment, 15.76k / sqft.,590 sqft.,,
,,,"Andheri West, Mumbai",1.51 Cr,2 BHK Apartment, 15.76k / sqft.,958 sqft.,,
,,,"Chembur, Mumbai",2.39 Cr,3 BHK Apartment, 15.76k / sqft.,1518 sqft.,Ready to move in,
,,,"Kanjurmarg East, Mumbai",2.24 Cr,3 BHK Apartment, 15.76k / sqft.,1421 sqft.,,
,,,"Borivali West, Mumbai",64.0 L,1 RK Apartment, 15.76k / sqft.,406 sqft.,,
,,,"Malad West, Mumbai",2.01 Cr,3 BHK Apartment, 15.76k / sqft.,1275 sqft.,,
,,,"Mulund West, Mumbai",99.0 L,1 BHK Apartment, 15.76k / sqft.,628 sqft.,,
,,,"Andheri East, Mumbai",1.05 Cr,1 BHK Apartment, 15.77k / sqft.,666 sqft.,,
,,,"Chembur, Mumbai",76.0 L,1 BHK Apartment, 15.77k / sqft.,482 sqft.,,
,,"19th Apr, 2020","Andheri West, Mumbai",1.9 Cr,3 BHK Apartment, 15.77k / sqft.,1205 sqft.,,
,,,"Mulund East, Mumbai",82.0 L,1 RK Apartment, 15.77k / sqft.,520 sqft.,,
,,,"Malad East, Mumbai",2.05 Cr,2 BHK Apartment, 15.77k / sqft.,1300 sqft.,,
,,,"Borivali East, Mumbai",61.5 L,1 RK Apartment, 15.77k / sqft.,390 sqft.,,
,,,"Powai, Mumbai",1.64 Cr,2 BHK Apartment, 15.77k / sqft.,1040 sqft.,,
,,,"Borivali East, Mumbai",1.38 Cr,2 BHK Apartment, 15.77k / sqft.,875 sqft.,,
,,,"Malad West, Mumbai",97.0 L,1 BHK Apartment, 15.77k / sqft.,615 sqft.,,
,,,"Kandivali East, Mumbai",1.68 Cr,3 BHK Apartment, 15.77k / sqft.,1065 sqft.,,
,,,"Malad East, Mumbai",4.3 Cr,4 BHK Apartment, 15.77k / sqft.,2726 sqft.,,
,,,"Kandivali West, Mumbai",1.42 Cr,2 BHK Apartment, 15.78k / sqft.,900 sqft.,,
,,,"Goregaon West, Mumbai",71.0 L,1 BHK Apartment, 15.78k / sqft.,450 sqft.,,
,,,"Borivali West, Mumbai",71.0 L,1 RK Apartment, 15.78k / sqft.,450 sqft.,,
,,,"Dahisar East, Mumbai",71.0 L,1 RK Apartment, 15.78k / sqft.,450 sqft.,,
,,,"Dahisar East, Mumbai",1.42 Cr,2 BHK Apartment, 15.78k / sqft.,900 sqft.,,
,,,"Kandivali East, Mumbai",80.0 L,1 BHK Apartment, 15.78k / sqft.,507 sqft.,,
,,,"Malad West, Mumbai",86.0 L,2 BHK Apartment, 15.78k / sqft.,545 sqft.,,
,,,"Bhandup West, Mumbai",98.0 L,1 BHK Apartment, 15.78k / sqft.,621 sqft.,,
,,,"Chembur, Mumbai",95.0 L,1 BHK Apartment, 15.78k / sqft.,602 sqft.,,
,,,"Borivali West, Mumbai",1.11 Cr,1 BHK Apartment, 15.79k / sqft.,700 sqft.,,
,,,"Sion, Mumbai",75.0 L,1 BHK Apartment, 15.79k / sqft.,475 sqft.,,
,,,"Borivali East, Mumbai",90.0 L,1 BHK Apartment, 15.79k / sqft.,570 sqft.,,
,,,"Chembur, Mumbai",3.0 Cr,3 BHK Apartment, 15.79k / sqft.,1900 sqft.,,
,,,"Ghatkopar West, Mumbai",1.5 Cr,2 BHK Apartment, 15.79k / sqft.,950 sqft.,,
,,,"Andheri East, Mumbai",1.5 Cr,2 BHK Apartment, 15.79k / sqft.,950 sqft.,,
,,,"Chembur, Mumbai",1.65 Cr,2 BHK Apartment, 15.79k / sqft.,1045 sqft.,,
,,,"Goregaon West, Mumbai",1.5 Cr,2 BHK Apartment, 15.79k / sqft.,950 sqft.,,
,,,"Dahisar East, Mumbai",1.5 Cr,2 BHK Apartment, 15.79k / sqft.,950 sqft.,,
,,,"Malad East, Mumbai",3.0 Cr,3 BHK Apartment, 15.79k / sqft.,1900 sqft.,,
,,"28th Feb, 2020","Powai, Mumbai",1.5 Cr,2 BHK Apartment, 15.79k / sqft.,950 sqft.,,
,,,"Malad West, Mumbai",1.5 Cr,2 BHK Apartment, 15.79k / sqft.,950 sqft.,,
,,,"Kandivali West, Mumbai",90.0 L,1 BHK Apartment, 15.79k / sqft.,570 sqft.,,
,,,"Bhandup East, Mumbai",72.0 L,1 BHK Apartment, 15.79k / sqft.,456 sqft.,,
,,,"Dahisar West, Mumbai",1.5 Cr,2 BHK Apartment, 15.79k / sqft.,950 sqft.,,
,,"29th May, 2022","Jogeshwari West, Mumbai",2.4 Cr,3 BHK Apartment, 15.79k / sqft.,1520 sqft.,,
,,,"Kandivali West, Mumbai",1.5 Cr,2 BHK Apartment, 15.79k / sqft.,950 sqft.,,
,,,"Goregaon East, Mumbai",1.5 Cr,2 BHK Apartment, 15.79k / sqft.,950 sqft.,,
,,,"Dahisar East, Mumbai",75.0 L,1 BHK Apartment, 15.79k / sqft.,475 sqft.,,
,,,"Andheri East, Mumbai",75.0 L,1 BHK Apartment, 15.79k / sqft.,475 sqft.,,
,,,"Bhandup West, Mumbai",1.05 Cr,1 BHK Apartment, 15.79k / sqft.,665 sqft.,,
,,,"Ghatkopar West, Mumbai",90.0 L,2 BHK Apartment, 15.79k / sqft.,570 sqft.,,
,,,"Borivali West, Mumbai",1.5 Cr,2 BHK Apartment, 15.79k / sqft.,950 sqft.,,
,,,"Kandivali East, Mumbai",1.5 Cr,2 BHK Apartment, 15.79k / sqft.,950 sqft.,,
,,,"Borivali West, Mumbai",60.0 L,1 RK Apartment, 15.79k / sqft.,380 sqft.,,
,,,"Borivali West, Mumbai",90.0 L,1 BHK Apartment, 15.79k / sqft.,570 sqft.,,
,,"31st Dec, 2022","Kandivali East, Mumbai",1.38 Cr,2 BHK Apartment, 15.79k / sqft.,874 sqft.,,
,,,"Chembur, Mumbai",1.5 Cr,2 BHK Apartment, 15.79k / sqft.,950 sqft.,,
,,,"Kandivali West, Mumbai",87.0 L,1 BHK Apartment, 15.79k / sqft.,551 sqft.,,
,,,"Goregaon West, Mumbai",1.05 Cr,1 BHK Apartment, 15.79k / sqft.,665 sqft.,,
,,,"Malad East, Mumbai",1.5 Cr,2 BHK Apartment, 15.79k / sqft.,950 sqft.,,
,,,"Borivali West, Mumbai",1.5 Cr,2 BHK Apartment, 15.79k / sqft.,950 sqft.,Ready to move in,
,,,"Goregaon East, Mumbai",90.0 L,1 BHK Apartment, 15.79k / sqft.,570 sqft.,,
,,,"Malad West, Mumbai",96.0 L,1 BHK Apartment, 15.79k / sqft.,608 sqft.,,
,,,"Govandi, Mumbai",75.0 L,1 BHK Apartment, 15.79k / sqft.,475 sqft.,,
,,,"Kurla East, Mumbai",99.0 L,1 BHK Apartment, 15.79k / sqft.,627 sqft.,,
,,,"Bhandup West, Mumbai",1.5 Cr,2 BHK Apartment, 15.79k / sqft.,950 sqft.,,
,,"29th Mar, 2022","Kanjurmarg East, Mumbai",1.5 Cr,2 BHK Apartment, 15.79k / sqft.,950 sqft.,,
,,"30th Dec, 2022","Goregaon East, Mumbai",1.5 Cr,2 BHK Apartment, 15.79k / sqft.,950 sqft.,,
,,"26th Feb, 2020","Kanjurmarg West, Mumbai",1.2 Cr,2 BHK Apartment, 15.79k / sqft.,760 sqft.,,
,,,"Andheri East, Mumbai",1.35 Cr,2 BHK Apartment, 15.79k / sqft.,855 sqft.,,
,,"30th Nov, 2020","Chembur, Mumbai",1.5 Cr,2 BHK Apartment, 15.79k / sqft.,950 sqft.,,
,,,"Chembur, Mumbai",1.5 Cr,1 BHK Apartment, 15.79k / sqft.,950 sqft.,,
,,,"Kandivali East, Mumbai",2.89 Cr,3 BHK Apartment, 15.79k / sqft.,1830 sqft.,,
,,,"Wadala, Mumbai",2.26 Cr,2 BHK Apartment, 15.79k / sqft.,1431 sqft.,,
,,,"Chembur, Mumbai",1.75 Cr,2 BHK Apartment, 15.79k / sqft.,1108 sqft.,,
,,"29th Jun, 2022","Kandivali East, Mumbai",1.45 Cr,2 BHK Apartment, 15.8k / sqft.,918 sqft.,,
,,,"Malad East, Mumbai",3.06 Cr,3 BHK Apartment, 15.8k / sqft.,1937 sqft.,,
15.8k per sqft.,1 BHK Apartment,,"Andheri West, Mumbai",78.2 L - 94.0 L,Ravi Gaurav Legend,,,Ready to Move,
,,,"Sakinaka, Mumbai",1.58 Cr,2 BHK Apartment, 15.8k / sqft.,1000 sqft.,,
,,,"Mulund West, Mumbai",1.58 Cr,2 BHK Apartment, 15.8k / sqft.,1000 sqft.,,
,,"23rd Jan, 2021","Chembur, Mumbai",79.0 L,1 BHK Apartment, 15.8k / sqft.,500 sqft.,,
,,,"Bhandup West, Mumbai",79.0 L,1 BHK Apartment, 15.8k / sqft.,500 sqft.,,
,,,"Kanjurmarg East, Mumbai",1.55 Cr,2 BHK Apartment, 15.8k / sqft.,981 sqft.,,
15.8k per sqft.,"1, 2 BHK Apartments","Jul, 2020","Dahisar East, Mumbai",45.88 L - 99.73 L,Raj Rudraksha Building No 10,,,,
,,,"Bhandup West, Mumbai",1.58 Cr,2 BHK Apartment, 15.8k / sqft.,1000 sqft.,,
,,,"Mulund West, Mumbai",79.0 L,1 BHK Apartment, 15.8k / sqft.,500 sqft.,,
,,"31st May, 2023","Kanjurmarg West, Mumbai",1.58 Cr,2 BHK Apartment, 15.8k / sqft.,1000 sqft.,,
,,,"Kanjurmarg East, Mumbai",1.58 Cr,2 BHK Apartment, 15.8k / sqft.,1000 sqft.,,
