price,longitude,latitude,bathroom,coord,bhk,sqft
10000.0,78.486671,17.385044,,"(17.385044, 78.486671)",2.0,925.0
13000.0,12.940553890968294,80.17252932195663,,"(17.385044, 78.486671)",3.0,1500.0
6500.0,78.486671,17.385044,,"(17.385044, 78.486671)",2.0,720.0
50000.0,80.26564580000002,13.0402735,,"(13.0402735, 80.26564580000002)",3.0,1200.0
7400.0,80.16233670000001,13.034395199999999,,"(13.0343952, 80.1623367)",1.0,
25000.0,78.486671,17.385044,,"(17.385044, 78.486671)",3.0,1495.0
30000.0,12.956707000000002,80.2401227,,"(12.9567964, 80.2402467)",3.0,1880.0
17000.0,78.486671,17.385044,,"(17.385044, 78.486671)",2.0,950.0
20000.0,13.083301544189453,80.16834259033203,,"(13.0822085, 80.1800043)",3.0,1352.0
15000.0,78.486671,17.385044,,"(17.385044, 78.486671)",2.0,1200.0
22000.0,12.9754133224487,80.20933532714841,,"(17.385044, 78.486671)",3.0,1350.0
12000.0,80.11197209999999,13.047388900000001,,"(13.0473889, 80.1119721)",3.0,1000.0
16000.0,78.486671,17.385044,,"(17.385044, 78.486671)",3.0,1325.0
25000.0,78.486671,17.385044,,"(17.385044, 78.486671)",2.0,1020.0
14000.0,12.89561367034912,80.0759506225586,,"(17.385044, 78.486671)",3.0,1400.0
35000.0,78.486671,17.385044,,"(17.385044, 78.486671)",3.0,1650.0
9000.0,13.060461044311525,80.23857879638672,,"(12.9771281, 80.22274589999999)",1.0,
7000.0,80.1966073,13.109253500000001,,"(13.1092535, 80.1966073)",1.0,
13000.0,78.486671,17.385044,,"(17.385044, 78.486671)",3.0,1575.0
8400.0,78.486671,17.385044,,"(17.385044, 78.486671)",2.0,900.0
30000.0,13.0793808634448,80.1806207543111,,"(17.385044, 78.486671)",,
20000.0,78.486671,17.385044,,"(17.385044, 78.486671)",2.0,850.0
16000.0,13.109966999331,80.1802383014346,,"(17.385044, 78.486671)",3.0,1040.0
9000.0,13.118826866149902,80.14679718017578,,"(13.1274616, 80.15410279999999)",2.0,850.0
10000.0,13.162476539611815,80.24371337890625,,"(13.145471, 80.239671)",2.0,1800.0
10500.0,12.942774772644045,80.18083190917969,,"(17.385044, 78.486671)",2.0,1200.0
15000.0,13.07111930847168,80.20751953125,,"(13.0465038, 80.1918523)",2.0,900.0
12500.0,78.486671,17.385044,,"(17.385044, 78.486671)",2.0,900.0
7500.0,78.486671,17.385044,,"(17.385044, 78.486671)",1.0,
10000.0,78.486671,17.385044,,"(17.385044, 78.486671)",2.0,650.0
17000.0,80.24266309999999,13.058726199999999,,"(13.0587262, 80.2426631)",1.0,
26000.0,13.066150665283205,80.21775817871094,,"(17.365589, 78.3835527)",2.0,1250.0
15000.0,13.049220085144045,80.22977447509766,,"(17.385044, 78.486671)",2.0,1000.0
8000.0,78.486671,17.385044,,"(17.385044, 78.486671)",1.0,
13000.0,78.486671,17.385044,,"(17.385044, 78.486671)",2.0,1200.0
18000.0,78.486671,17.385044,,"(17.385044, 78.486671)",2.0,850.0
9000.0,78.486671,17.385044,,"(17.385044, 78.486671)",2.0,900.0
20000.0,78.486671,17.385044,,"(17.385044, 78.486671)",3.0,1700.0
10000.0,13.16956901550293,80.29850006103516,,"(17.385044, 78.486671)",2.0,800.0
9000.0,13.039163,80.1258548794999,,"(17.385044, 78.486671)",2.0,965.0
7500.0,12.936891555786133,80.17418670654297,,"(17.385044, 78.486671)",2.0,500.0
14000.0,12.918147087097168,80.19001007080078,,"(17.385044, 78.486671)",2.0,1000.0
8000.0,78.486671,17.385044,,"(17.385044, 78.486671)",2.0,900.0
10000.0,13.034272699047243,80.12949940273276,,"(17.385044, 78.486671)",2.0,750.0
20000.0,13.060357093811035,80.24050903320312,,"(17.385044, 78.486671)",2.0,1300.0
9000.0,12.96163272857666,80.2542953491211,,"(17.385044, 78.486671)",1.0,
