,title,price_per_month,deposit,rooms,baths,FOR FAMILY,FOR SINGLE MEN,FOR SINGLE WOMEN,FURNISHED,price
1623,1 BHK Flat for rent in Mira Road East,"₹ 14,500",₹ 60000,BHK2,2,1.0,,,,"['₹', '14,500', '/monthDeposit', '₹', '60000']"
1624,1 BHK Flat for rent in Bandra (West),"₹ 60,000","60,000 /month",BHK2,2,1.0,,,,"['₹', '60,000', '/month']"
1625,2 BHK Flat for rent in Kolshet Road,"₹ 42,005",₹ 150000,BHK2,2,1.0,,,1.0,"['₹', '42,005', '/monthDeposit', '₹', '150000']"
1626,2 BHK Flat for rent in Bhandup (West),"₹ 52,000",₹ 150000,BHK2,2,1.0,,,1.0,"['₹', '52,000', '/monthDeposit', '₹', '150000']"
1627,3 BHK Flat for rent in Gokuldham Colony,"₹ 62,000",₹ 300000,BHK3,3,1.0,,,1.0,"['₹', '62,000', '/monthDeposit', '₹', '300000']"
1628,2 BHK Flat for rent in Sunder Nagar,"₹ 55,000",₹ 200000,BHK2,2,1.0,1.0,1.0,,"['₹', '55,000', '/monthDeposit', '₹', '200000']"
1629,3 BHK Flat for rent in Malad (East),"₹ 52,000",₹ 300000,BHK3,3,1.0,,,,"['₹', '52,000', '/monthDeposit', '₹', '300000']"
1630,2 BHK Flat for rent in Sector 34C Kharghar,"₹ 23,000",₹ 100000,BHK2,2,1.0,,,,"['₹', '23,000', '/monthDeposit', '₹', '100000']"
1631,3 BHK Flat for rent in Gokuldham,"₹ 70,000",₹ 300000,BHK3,3,1.0,,,1.0,"['₹', '70,000', '/monthDeposit', '₹', '300000']"
1632,4 BHK Flat for rent in Koliwada,₹ 2,month(s) rent,BHK4,4,1.0,1.0,1.0,1.0,"['₹', '2', 'Lac', '/monthDeposit', '5', 'month(s)', 'rent']"
1633,1 BHK Flat for rent in Union Park,"₹ 70,000",₹ 200000,BHK2,2,,,,1.0,"['₹', '70,000', '/monthDeposit', '₹', '200000']"
1634,1 BHK Flat for rent in Thakur Village,"₹ 24,000",₹ 100000,BHK2,2,1.0,,,1.0,"['₹', '24,000', '/monthDeposit', '₹', '100000']"
1635,3 BHK Flat for rent in Hiranandani Gardens - Powai,₹ 1.5,₹ 500000,BHK3,3,1.0,1.0,1.0,1.0,"['₹', '1.5', 'Lac', '/monthDeposit', '₹', '500000']"
1636,3 BHK Flat for rent in Hiranandani Gardens - Powai,"₹ 85,000",₹ 6,BHK3,3,1.0,1.0,1.0,,"['₹', '85,000', '/monthDeposit', '₹', '6']"
1637,3 BHK Flat for rent in Vikhroli (East),"₹ 80,000",₹ 400000,BHK4,4,1.0,1.0,,,"['₹', '80,000', '/monthDeposit', '₹', '400000']"
1638,3 BHK Flat for rent in Chembur,"₹ 65,000",₹ 300000,BHK4,4,1.0,,,,"['₹', '65,000', '/monthDeposit', '₹', '300000']"
1639,3 BHK Flat for rent in Gulmohar Colony,₹ 1.2,₹ 500000,BHK3,3,1.0,,,1.0,"['₹', '1.2', 'Lac', '/monthDeposit', '₹', '500000']"
1640,3 BHK Flat for rent in Thakur Village,"₹ 42,000",₹ 200000,BHK2,2,1.0,1.0,1.0,,"['₹', '42,000', '/monthDeposit', '₹', '200000']"
1641,3 BHK Flat for rent in Thakur Village,"₹ 42,000",₹ 200000,BHK2,2,1.0,1.0,1.0,,"['₹', '42,000', '/monthDeposit', '₹', '200000']"
1642,3 BHK Flat for rent in Andheri (East),"₹ 80,000",₹ 300000,BHK3,3,1.0,1.0,1.0,,"['₹', '80,000', '/monthDeposit', '₹', '300000']"
1643,3 BHK Flat for rent in Sector 19 Kharghar,"₹ 27,000",₹ 100000,BHK3,3,1.0,,,,"['₹', '27,000', '/monthDeposit', '₹', '100000']"
1644,2 BHK Flat for rent in Lokhandwala Kandivali East,"₹ 24,000",₹ 100000,BHK1,1,1.0,,,,"['₹', '24,000', '/monthDeposit', '₹', '100000']"
1645,2 BHK Flat for rent in Hiranandani Gardens - Powai,"₹ 95,000",month(s) rent,BHK2,2,1.0,,,,"['₹', '95,000', '/monthDeposit', '6', 'month(s)', 'rent']"
1646,3 BHK Flat for rent in Chembur (East),"₹ 68,500",₹ 300000,BHK3,3,1.0,,,,"['₹', '68,500', '/monthDeposit', '₹', '300000']"
1647,3 BHK Flat for rent in Swastik Park,"₹ 65,000",₹ 250000,BHK3,3,1.0,,,,"['₹', '65,000', '/monthDeposit', '₹', '250000']"
1648,4 BHK Flat for rent in Powai,₹ 1.2,₹ 500000,BHK5,5,1.0,,,,"['₹', '1.2', 'Lac', '/monthDeposit', '₹', '500000']"
1649,2 BHK Flat for rent in Wayle Nagar,"₹ 19,500",₹ 100000,BHK2,2,1.0,,,,"['₹', '19,500', '/monthDeposit', '₹', '100000']"
1650,2 BHK Flat for rent in Vikhroli (East),"₹ 68,000",₹ 250000,BHK2,2,1.0,1.0,1.0,,"['₹', '68,000', '/monthDeposit', '₹', '250000']"
1651,2 BHK Flat for rent in Kailash Nagar,"₹ 24,000",₹ 100000,BHK2,2,1.0,,,,"['₹', '24,000', '/monthDeposit', '₹', '100000']"
1652,1 BHK Flat for rent in MHADA Colony,"₹ 34,000",₹ 100000,BHK2,2,1.0,,,,"['₹', '34,000', '/monthDeposit', '₹', '100000']"
1653,2 BHK Flat for rent in Goregaon (East),"₹ 28,000",₹ 70000,BHK2,2,1.0,1.0,1.0,1.0,"['₹', '28,000', '/monthDeposit', '₹', '70000']"
1654,2 BHK Flat for rent in Bandra (East),"₹ 90,000",₹ 300000,BHK2,2,1.0,1.0,1.0,,"['₹', '90,000', '/monthDeposit', '₹', '300000']"
1655,2 BHK Flat for rent in Sainath Nagar,"₹ 30,000","30,000 /month",BHK2,2,1.0,,,,"['₹', '30,000', '/month']"
1656,2 BHK Flat for rent in Bandra Kurla Complex,₹ 1,Lac /month,BHK2,2,1.0,1.0,1.0,,"['₹', '1', 'Lac', '/month']"
1657,3 BHK Flat for rent in Bandra Kurla Complex,₹ 1.25,Lac /month,BHK3,3,1.0,1.0,1.0,,"['₹', '1.25', 'Lac', '/month']"
1658,3 BHK Flat for rent in Chembur,"₹ 64,000",₹ 250000,BHK3,3,1.0,1.0,1.0,,"['₹', '64,000', '/monthDeposit', '₹', '250000']"
1659,4 BHK Flat for rent in Malad (East),"₹ 80,000",₹ 400000,BHK4,4,1.0,,,,"['₹', '80,000', '/monthDeposit', '₹', '400000']"
1660,3 BHK Flat for rent in Malad (East),"₹ 55,000",₹ 300000,BHK3,3,1.0,,,,"['₹', '55,000', '/monthDeposit', '₹', '300000']"
1661,3 BHK Flat for rent in Marol,"₹ 60,000",₹ 200000,BHK2,2,1.0,,,,"['₹', '60,000', '/monthDeposit', '₹', '200000']"
1662,4 BHK Flat for rent in Kandivali (East),"₹ 65,000",₹ 300000,BHK6,6,1.0,,,,"['₹', '65,000', '/monthDeposit', '₹', '300000']"
1663,3 BHK Flat for rent in Vikhroli (East),"₹ 80,000",₹ 400000,BHK3,3,1.0,1.0,1.0,,"['₹', '80,000', '/monthDeposit', '₹', '400000']"
1664,2 BHK Flat for rent in Hiranandani Gardens - Powai,"₹ 85,000",₹ 500000,BHK2,2,1.0,1.0,1.0,,"['₹', '85,000', '/monthDeposit', '₹', '500000']"
1665,2 BHK Flat for rent in Ghansoli,"₹ 33,000",₹ 150000,BHK2,2,1.0,1.0,1.0,,"['₹', '33,000', '/monthDeposit', '₹', '150000']"
1666,3 BHK Flat for rent in Sector 36 Kharghar,"₹ 27,000",₹ 100000,BHK3,3,1.0,,1.0,,"['₹', '27,000', '/monthDeposit', '₹', '100000']"
1667,2 BHK Flat for rent in Sector 7 Kharghar,"₹ 36,000",₹ 100000,BHK2,2,1.0,,,,"['₹', '36,000', '/monthDeposit', '₹', '100000']"
1668,2 BHK Flat for rent in Bandra (West),"₹ 92,000",₹ 200000,BHK2,2,,,,1.0,"['₹', '92,000', '/monthDeposit', '₹', '200000']"
1669,1 BHK Flat for rent in Sector 11 Koparkhairane,"₹ 24,000",₹ 75000,BHK1,1,1.0,1.0,1.0,1.0,"['₹', '24,000', '/monthDeposit', '₹', '75000']"
1670,3 BHK Flat for rent in Worli,₹ 1.25,₹ 600000,BHK3,3,1.0,,,,"['₹', '1.25', 'Lac', '/monthDeposit', '₹', '600000']"
1671,2 BHK Flat for rent in Bandra (West),"₹ 87,000",₹ 300000,BHK2,2,,,,,"['₹', '87,000', '/monthDeposit', '₹', '300000']"
1672,2 BHK Flat for rent in Bandra (West),"₹ 87,000",₹ 300000,BHK2,2,,,,,"['₹', '87,000', '/monthDeposit', '₹', '300000']"
1673,2 BHK Flat for rent in Vijay Nagari,"₹ 22,900",₹ 100000,BHK2,2,1.0,,,,"['₹', '22,900', '/monthDeposit', '₹', '100000']"
1674,3 BHK Flat for rent in Santacruz (East),"₹ 90,000",₹ 300000,BHK4,4,1.0,,,,"['₹', '90,000', '/monthDeposit', '₹', '300000']"
1675,2 BHK Flat for rent in Kandivali (East),"₹ 35,500",₹ 200000,BHK2,2,1.0,,,,"['₹', '35,500', '/monthDeposit', '₹', '200000']"
1676,2 BHK Flat for rent in Kolshet Road,"₹ 27,500",₹ 100000,BHK2,2,1.0,,,1.0,"['₹', '27,500', '/monthDeposit', '₹', '100000']"
1677,1 BHK Flat for rent in Vikhroli (East),"₹ 50,000",₹ 220000,BHK1,1,1.0,1.0,1.0,,"['₹', '50,000', '/monthDeposit', '₹', '220000']"
1678,3 BHK Flat for rent in Powai,"₹ 85,000",₹ 300000,BHK3,3,1.0,,,,"['₹', '85,000', '/monthDeposit', '₹', '300000']"
1679,2 BHK Flat for rent in Powai,"₹ 48,000",₹ 200000,BHK1,1,1.0,,,,"['₹', '48,000', '/monthDeposit', '₹', '200000']"
1680,2 BHK Flat for rent in Dongripada,"₹ 25,000",₹ 150000,BHK2,2,1.0,,,,"['₹', '25,000', '/monthDeposit', '₹', '150000']"
1681,2 BHK Flat for rent in Marol,"₹ 50,000",₹ 200000,BHK2,2,1.0,,,1.0,"['₹', '50,000', '/monthDeposit', '₹', '200000']"
1682,3 BHK Flat for rent in Chembur (East),"₹ 63,000",₹ 300000,BHK3,3,1.0,1.0,1.0,,"['₹', '63,000', '/monthDeposit', '₹', '300000']"
1683,2 BHK Flat for rent in Kandivali (East),"₹ 28,019",₹ 120000,BHK2,2,1.0,,,,"['₹', '28,019', '/monthDeposit', '₹', '120000']"
1684,2 BHK Flat for rent in Sector 17 Vashi,"₹ 39,000",month(s) rent,BHK2,2,1.0,1.0,1.0,1.0,"['₹', '39,000', '/monthDeposit', '5', 'month(s)', 'rent']"
1685,3 BHK Flat for rent in Mindspace,"₹ 65,000",₹ 200000,BHK3,3,1.0,,,,"['₹', '65,000', '/monthDeposit', '₹', '200000']"
1686,2 BHK Flat for rent in Andheri (East),"₹ 63,000",₹ 200000,BHK2,2,1.0,1.0,1.0,,"['₹', '63,000', '/monthDeposit', '₹', '200000']"
1687,2 BHK Flat for rent in Hiranandani Gardens - Powai,"₹ 85,000",month(s) rent,BHK2,2,1.0,,,,"['₹', '85,000', '/monthDeposit', '6', 'month(s)', 'rent']"
1688,3 BHK Flat for rent in Bandra Kurla Complex,₹ 1.15,₹ 500000,BHK3,3,1.0,,,,"['₹', '1.15', 'Lac', '/monthDeposit', '₹', '500000']"
1689,2 BHK Flat for rent in Ambedkar Nagar,"₹ 42,000",₹ 200000,BHK2,2,1.0,,,,"['₹', '42,000', '/monthDeposit', '₹', '200000']"
1690,3 BHK Flat for rent in Santacruz (East),"₹ 81,008",₹ 350000,BHK3,3,1.0,,,,"['₹', '81,008', '/monthDeposit', '₹', '350000']"
1691,2 BHK Flat for rent in Lok Milan Colony,"₹ 60,000",₹ 200000,BHK2,2,1.0,1.0,1.0,1.0,"['₹', '60,000', '/monthDeposit', '₹', '200000']"
1692,2 BHK Flat for rent in Hiranandani Gardens - Powai,"₹ 95,000",₹ 500000,BHK2,2,1.0,,,1.0,"['₹', '95,000', '/monthDeposit', '₹', '500000']"
1693,3 BHK Flat for rent in Kalyan (West),"₹ 22,000",₹ 100000,BHK3,3,1.0,,,,"['₹', '22,000', '/monthDeposit', '₹', '100000']"
1694,2 BHK Flat for rent in Powai,"₹ 55,000",₹ 200000,BHK2,2,1.0,1.0,1.0,1.0,"['₹', '55,000', '/monthDeposit', '₹', '200000']"
1695,4 BHK Flat for rent in Powai,₹ 1.55,₹ 600000,BHK7,7,1.0,1.0,,,"['₹', '1.55', 'Lac', '/monthDeposit', '₹', '600000']"
1696,2 BHK Flat for rent in Seven Bunglow,"₹ 60,000",₹ 200000,BHK2,2,1.0,,,,"['₹', '60,000', '/monthDeposit', '₹', '200000']"
1697,3 BHK Flat for rent in Kandivali (East),"₹ 42,000",₹ 200000,BHK3,3,1.0,,,,"['₹', '42,000', '/monthDeposit', '₹', '200000']"
1698,3 BHK Flat for rent in Chembur (East),"₹ 75,000",₹ 300000,BHK3,3,1.0,1.0,1.0,1.0,"['₹', '75,000', '/monthDeposit', '₹', '300000']"
1699,2 BHK Flat for rent in Goregaon (West),"₹ 45,000",₹ 200000,BHK2,2,1.0,,,,"['₹', '45,000', '/monthDeposit', '₹', '200000']"
1700,3 BHK Flat for rent in Ulwe,"₹ 21,000",₹ 100000,BHK3,3,1.0,1.0,1.0,,"['₹', '21,000', '/monthDeposit', '₹', '100000']"
1701,3 BHK Flat for rent in Hiranandani Gardens - Powai,₹ 2.4,₹ 1000000,BHK3,3,1.0,1.0,1.0,,"['₹', '2.4', 'Lac', '/monthDeposit', '₹', '1000000']"
1702,3 BHK Flat for rent in Sector 12 Vashi,"₹ 40,000",₹ 120000,BHK3,3,1.0,1.0,1.0,,"['₹', '40,000', '/monthDeposit', '₹', '120000']"
1703,3 BHK Flat for rent in Sector 12 Vashi,"₹ 40,000",₹ 120000,BHK3,3,1.0,1.0,1.0,,"['₹', '40,000', '/monthDeposit', '₹', '120000']"
1704,1 BHK Flat for rent in Vikhroli (East),"₹ 50,000",₹ 200000,BHK1,1,1.0,1.0,1.0,,"['₹', '50,000', '/monthDeposit', '₹', '200000']"
1705,3 BHK Flat for rent in Hiranandani Gardens - Powai,₹ 2.2,₹ 500000,BHK3,3,1.0,,,1.0,"['₹', '2.2', 'Lac', '/monthDeposit', '₹', '500000']"
1706,2 BHK Flat for rent in Brahmand,"₹ 20,000",₹ 100000,BHK1,1,1.0,,,1.0,"['₹', '20,000', '/monthDeposit', '₹', '100000']"
1707,2 BHK Flat for rent in Andheri (East),"₹ 60,000",₹ 200000,BHK2,2,1.0,1.0,1.0,,"['₹', '60,000', '/monthDeposit', '₹', '200000']"
1708,3 BHK Flat for rent in Parmanand Wadi,"₹ 95,000",₹ 400000,BHK3,3,1.0,,,,"['₹', '95,000', '/monthDeposit', '₹', '400000']"
1709,1 BHK Flat for rent in Mahavir Nagar,"₹ 26,000",₹ 100000,BHK1,1,1.0,,,,"['₹', '26,000', '/monthDeposit', '₹', '100000']"
1710,4 BHK Flat for rent in Chembur,₹ 1.65,month(s) rent,BHK4,4,1.0,1.0,1.0,,"['₹', '1.65', 'Lac', '/monthDeposit', '6', 'month(s)', 'rent']"
1711,2 BHK Flat for rent in Hiranandani Gardens - Powai,"₹ 42,000",₹ 200000,BHK2,2,1.0,,,,"['₹', '42,000', '/monthDeposit', '₹', '200000']"
1712,1 BHK Flat for rent in I C Colony,"₹ 19,000",₹ 75000,BHK1,1,1.0,,,,"['₹', '19,000', '/monthDeposit', '₹', '75000']"
1713,3 BHK Flat for rent in Bandra (West),₹ 1.4,₹ 500000,BHK3,3,1.0,1.0,1.0,,"['₹', '1.4', 'Lac', '/monthDeposit', '₹', '500000']"
1714,3 BHK Flat for rent in Lokhandwala Kandivali East,"₹ 39,000",₹ 150000,BHK3,3,1.0,,,1.0,"['₹', '39,000', '/monthDeposit', '₹', '150000']"
1715,2 BHK Flat for rent in Bandra (West),"₹ 95,000","95,000 /month",BHK2,2,1.0,1.0,1.0,,"['₹', '95,000', '/month']"
1716,1 BHK Flat for rent in Sector 8 Airoli,"₹ 15,000",₹ 0,BHK1,1,,,,,"['₹', '15,000', '/monthDeposit', '₹', '0']"
1717,2 BHK Flat for rent in Malad (West),"₹ 48,000",₹ 200000,BHK2,2,1.0,,,,"['₹', '48,000', '/monthDeposit', '₹', '200000']"
1718,2 BHK Flat for rent in Chembur,"₹ 38,000",₹ 200000,BHK2,2,1.0,1.0,1.0,,"['₹', '38,000', '/monthDeposit', '₹', '200000']"
1719,2 BHK Flat for rent in Bandra (West),"₹ 78,000",₹ 200000,BHK2,2,,,,,"['₹', '78,000', '/monthDeposit', '₹', '200000']"
1720,2 BHK Flat for rent in Kolshet Road,"₹ 22,000",₹ 100000,BHK2,2,1.0,,,,"['₹', '22,000', '/monthDeposit', '₹', '100000']"
1721,2 BHK Flat for rent in Chandivali,"₹ 50,500",₹ 200000,BHK2,2,1.0,1.0,1.0,,"['₹', '50,500', '/monthDeposit', '₹', '200000']"
1722,2 BHK Flat for rent in Navi Mumbai Thane,"₹ 28,500",₹ 100000,BHK2,2,1.0,,,1.0,"['₹', '28,500', '/monthDeposit', '₹', '100000']"
1723,2 BHK Flat for rent in Thakur Village,"₹ 42,000",₹ 200000,BHK3,3,1.0,,,,"['₹', '42,000', '/monthDeposit', '₹', '200000']"
1724,2 BHK Flat for rent in Kolshet Road,"₹ 21,998",₹ 100000,BHK2,2,1.0,,,,"['₹', '21,998', '/monthDeposit', '₹', '100000']"
1725,1 BHK Flat for rent in Sakinaka,"₹ 25,000",₹ 100000,BHK1,1,1.0,1.0,1.0,,"['₹', '25,000', '/monthDeposit', '₹', '100000']"
1726,2 BHK Flat for rent in Bandra (West),₹ 1,₹ 200000,BHK2,2,1.0,1.0,1.0,1.0,"['₹', '1', 'Lac', '/monthDeposit', '₹', '200000']"
1727,1 BHK Flat for rent in Vakola,"₹ 32,000",₹ 100000,BHK1,1,1.0,1.0,1.0,,"['₹', '32,000', '/monthDeposit', '₹', '100000']"
1728,2 BHK Flat for rent in Andheri (West),"₹ 70,000",₹ 200000,BHK2,2,1.0,,,1.0,"['₹', '70,000', '/monthDeposit', '₹', '200000']"
1729,1 BHK Flat for rent in New Sector-50 Nerul,"₹ 22,000",₹ 60000,BHK1,1,1.0,1.0,1.0,,"['₹', '22,000', '/monthDeposit', '₹', '60000']"
1730,4 BHK Flat for rent in Andheri (West),₹ 1.7,month(s) rent,BHK4,4,1.0,,,1.0,"['₹', '1.7', 'Lac', '/monthDeposit', '4', 'month(s)', 'rent']"
1731,2 BHK Flat for rent in Asha Nagar,"₹ 37,000",₹ 200000,BHK2,2,1.0,,,,"['₹', '37,000', '/monthDeposit', '₹', '200000']"
1732,2 BHK Flat for rent in Andheri (East),"₹ 67,000",₹ 200000,BHK2,2,1.0,1.0,1.0,1.0,"['₹', '67,000', '/monthDeposit', '₹', '200000']"
1733,2 BHK Flat for rent in Majiwada,"₹ 25,000",₹ 100000,BHK2,2,1.0,,,,"['₹', '25,000', '/monthDeposit', '₹', '100000']"
1734,2 BHK Flat for rent in Majiwada,"₹ 25,000",₹ 100000,BHK2,2,1.0,,,,"['₹', '25,000', '/monthDeposit', '₹', '100000']"
1735,2 BHK Flat for rent in Majiwada,"₹ 25,000",₹ 100000,BHK2,2,1.0,,,,"['₹', '25,000', '/monthDeposit', '₹', '100000']"
1736,2 BHK Flat for rent in Borivali (East),"₹ 40,000",₹ 200000,BHK2,2,1.0,,,,"['₹', '40,000', '/monthDeposit', '₹', '200000']"
1737,2 BHK Flat for rent in Sector-29C Airoli,"₹ 32,000",₹ 100000,BHK2,2,1.0,,,,"['₹', '32,000', '/monthDeposit', '₹', '100000']"
1738,2 BHK Flat for rent in Ulwe,"₹ 17,000",₹ 80000,BHK2,2,1.0,,,,"['₹', '17,000', '/monthDeposit', '₹', '80000']"
1739,3 BHK Flat for rent in andheri esat,"₹ 65,000",₹ 300000,BHK3,3,1.0,,,,"['₹', '65,000', '/monthDeposit', '₹', '300000']"
1740,3 BHK Flat for rent in Ambedkar Nagar,"₹ 65,000",₹ 300000,BHK3,3,1.0,,,,"['₹', '65,000', '/monthDeposit', '₹', '300000']"
1741,4 BHK Flat for rent in Prabhadevi,₹ 3.25,₹ 1300000,BHK4,4,1.0,,,,"['₹', '3.25', 'Lac', '/monthDeposit', '₹', '1300000']"
1742,1 BHK Flat for rent in Kandivali (West),"₹ 31,000",₹ 150000,BHK2,2,1.0,,,,"['₹', '31,000', '/monthDeposit', '₹', '150000']"
1743,2 BHK Flat for rent in Sector 21 Ulwe,"₹ 12,000",₹ 50000,BHK2,2,1.0,,,,"['₹', '12,000', '/monthDeposit', '₹', '50000']"
1744,1 BHK Flat for rent in Chikuwadi,"₹ 21,000",₹ 100000,BHK1,1,1.0,,,,"['₹', '21,000', '/monthDeposit', '₹', '100000']"
1745,2 BHK Flat for rent in Mira Bhayandar,"₹ 18,500",₹ 100000,BHK2,2,1.0,,,,"['₹', '18,500', '/monthDeposit', '₹', '100000']"
1746,3 BHK Flat for rent in Worli,₹ 1.25,₹ 600000,BHK3,3,1.0,,,,"['₹', '1.25', 'Lac', '/monthDeposit', '₹', '600000']"
1747,1 BHK Flat for rent in Kurla (East),"₹ 29,000",₹ 100000,BHK1,1,1.0,1.0,1.0,,"['₹', '29,000', '/monthDeposit', '₹', '100000']"
1748,2 BHK Flat for rent in Rajan Pada,"₹ 38,000",₹ 150000,BHK2,2,1.0,,,,"['₹', '38,000', '/monthDeposit', '₹', '150000']"
1749,3 BHK Flat for rent in Chembur,"₹ 90,000",₹ 500000,BHK3,3,1.0,1.0,1.0,,"['₹', '90,000', '/monthDeposit', '₹', '500000']"
1750,1 BHK Flat for rent in Dombivli (East),"₹ 12,100",₹ 50000,BHK1,1,1.0,,,,"['₹', '12,100', '/monthDeposit', '₹', '50000']"
1751,3 BHK Flat for rent in Malad (East),"₹ 58,000",₹ 300000,BHK3,3,1.0,,,,"['₹', '58,000', '/monthDeposit', '₹', '300000']"
1752,2 BHK Flat for rent in Andheri (East),"₹ 55,000",₹ 150000,BHK2,2,1.0,1.0,1.0,,"['₹', '55,000', '/monthDeposit', '₹', '150000']"
1753,3 BHK Flat for rent in Andheri (West),₹ 1,₹ 500000,BHK4,4,1.0,,,,"['₹', '1', 'Lac', '/monthDeposit', '₹', '500000']"
1754,2 BHK Flat for rent in Chakkinaka Kalyan East,"₹ 16,000",₹ 10000,BHK2,2,1.0,,,,"['₹', '16,000', '/monthDeposit', '₹', '10000']"
1755,2 BHK Flat for rent in Kandivali (East),"₹ 31,500",₹ 150000,BHK2,2,1.0,,,1.0,"['₹', '31,500', '/monthDeposit', '₹', '150000']"
1756,2 BHK Flat for rent in Pokhran-2,"₹ 34,700",₹ 150000,BHK2,2,1.0,1.0,1.0,,"['₹', '34,700', '/monthDeposit', '₹', '150000']"
1757,1 BHK Flat for rent in Andheri (West),"₹ 22,500",₹ 80000,BHK1,1,1.0,1.0,1.0,,"['₹', '22,500', '/monthDeposit', '₹', '80000']"
1758,2 BHK Flat for rent in Lokhandwala Kandivali East,"₹ 28,000",₹ 150000,BHK2,2,1.0,,,,"['₹', '28,000', '/monthDeposit', '₹', '150000']"
1759,2 BHK Flat for rent in Prabhadevi,₹ 1.2,month(s) rent,BHK3,3,1.0,,1.0,1.0,"['₹', '1.2', 'Lac', '/monthDeposit', '3', 'month(s)', 'rent']"
1760,2 BHK Flat for rent in Chembur,"₹ 45,000",₹ 200000,BHK2,2,1.0,,,,"['₹', '45,000', '/monthDeposit', '₹', '200000']"
1761,2 BHK Flat for rent in Mahakali Caves,"₹ 42,000",₹ 100000,BHK2,2,1.0,1.0,1.0,1.0,"['₹', '42,000', '/monthDeposit', '₹', '100000']"
1762,"1 BHK Flat for rent in Mulund West, Mumbai","₹ 22,000",₹ 100000,BHK2,2,1.0,,1.0,,"['₹', '22,000', '/monthDeposit', '₹', '100000']"
1763,2 BHK Flat for rent in Kherwadi,"₹ 75,000",₹ 300000,BHK2,2,1.0,1.0,1.0,1.0,"['₹', '75,000', '/monthDeposit', '₹', '300000']"
1764,3 BHK Flat for rent in Goregaon (East),"₹ 79,000",₹ 300000,BHK3,3,1.0,,,,"['₹', '79,000', '/monthDeposit', '₹', '300000']"
1765,3 BHK Flat for rent in Goregaon (East),"₹ 79,000",₹ 300000,BHK3,3,1.0,,,,"['₹', '79,000', '/monthDeposit', '₹', '300000']"
1766,3 BHK Flat for rent in Aarey Milk Colony,"₹ 24,000",₹ 50000,BHK3,3,1.0,1.0,1.0,,"['₹', '24,000', '/monthDeposit', '₹', '50000']"
1767,3 BHK Flat for rent in Andheri (West),"₹ 75,000",₹ 300000,BHK3,3,1.0,,,,"['₹', '75,000', '/monthDeposit', '₹', '300000']"
1768,1 BHK Flat for rent in Thakur Village,"₹ 24,000",₹ 100000,BHK2,2,1.0,,,,"['₹', '24,000', '/monthDeposit', '₹', '100000']"
1769,1 BHK Flat for rent in Thakur Village,"₹ 23,000",₹ 100000,BHK2,2,1.0,,,,"['₹', '23,000', '/monthDeposit', '₹', '100000']"
1770,1 BHK Flat for rent in Marol,"₹ 21,000",₹ 60000,BHK1,1,1.0,1.0,1.0,,"['₹', '21,000', '/monthDeposit', '₹', '60000']"
1771,3 BHK Flat for rent in Malad (East),"₹ 60,000",₹ 300000,BHK3,3,1.0,1.0,1.0,,"['₹', '60,000', '/monthDeposit', '₹', '300000']"
1772,3 BHK Flat for rent in Malad (East),"₹ 57,000",₹ 300000,BHK3,3,1.0,,,,"['₹', '57,000', '/monthDeposit', '₹', '300000']"
1773,2 BHK Flat for rent in kurla (west),"₹ 33,000",₹ 100000,BHK2,2,1.0,1.0,1.0,,"['₹', '33,000', '/monthDeposit', '₹', '100000']"
1774,2 BHK Flat for rent in Majiwada,"₹ 40,000","40,000 /month",BHK2,2,1.0,,,1.0,"['₹', '40,000', '/month']"
1775,3 BHK Flat for rent in Hiranandani Gardens - Powai,₹ 1.4,month(s) rent,BHK3,3,1.0,,,,"['₹', '1.4', 'Lac', '/monthDeposit', '6', 'month(s)', 'rent']"
1776,3 BHK Flat for rent in Vikhroli (East),"₹ 90,000",₹ 6,BHK3,3,1.0,,,,"['₹', '90,000', '/monthDeposit', '₹', '6']"
1777,3 BHK Flat for rent in Worli,₹ 1.25,₹ 600000,BHK3,3,1.0,,,,"['₹', '1.25', 'Lac', '/monthDeposit', '₹', '600000']"
1778,2 BHK Flat for rent in Marple Maroshi Vijay Nagar,"₹ 65,000",₹ 200000,BHK2,2,1.0,1.0,1.0,1.0,"['₹', '65,000', '/monthDeposit', '₹', '200000']"
1779,3 BHK Flat for rent in Kandivali (East),"₹ 52,000",₹ 300000,BHK3,3,1.0,,,,"['₹', '52,000', '/monthDeposit', '₹', '300000']"
1780,3 BHK Flat for rent in Hiranandani Estate,"₹ 60,000",₹ 350000,BHK3,3,1.0,,,1.0,"['₹', '60,000', '/monthDeposit', '₹', '350000']"
1781,1 BHK Flat for rent in Dahisar (West),"₹ 18,000",₹ 75000,BHK1,1,1.0,,,,"['₹', '18,000', '/monthDeposit', '₹', '75000']"
1782,"1 BHK Flat for rent in Siddhivinayak Residency, Kasarvadvli","₹ 12,000","12,000 /month",BHK2,2,1.0,,,,"['₹', '12,000', '/month']"
1783,2 BHK Flat for rent in Worli,₹ 1,month(s) rent,BHK3,3,1.0,1.0,1.0,,"['₹', '1', 'Lac', '/monthDeposit', '3', 'month(s)', 'rent']"
1784,3 BHK Flat for rent in Hiranandani Gardens - Powai,"₹ 80,500",₹ 300000,BHK3,3,1.0,1.0,1.0,,"['₹', '80,500', '/monthDeposit', '₹', '300000']"
1785,1 BHK Flat for rent in Kopri Colony Thane East,"₹ 20,000",₹ 100000,BHK1,1,1.0,,,,"['₹', '20,000', '/monthDeposit', '₹', '100000']"
