,avg_price_sqft,Built Up Area,coord,lat,lng,lo_price,hi_price,one_price
123,32729.999999999996,1100.0,"(19.0484216, 72.8225229)",19.0484216,72.82252290000001,,,36000000.0
124,25000.0,1200.0,"(19.0461248, 72.9132122)",19.0461248,72.9132122,,,30000000.0
125,,,"(19.1306261, 72.83897259999999)",19.130626100000004,72.83897259999998,,,17500000.0
126,,,"(19.088571, 72.91483199999999)",19.088570999999998,72.91483199999998,11600000.0,16600000.0,
127,,,"(19.148385, 72.9270698)",19.148385,72.9270698,4325000.0,5865000.0,
128,,,"(19.2081416, 72.8798446)",19.2081416,72.8798446,4407000.0,21000000.0,
129,,,"(19.1517173, 72.93438569999999)",19.1517173,72.93438569999998,9200000.0,12600000.0,
130,,,"(19.105854, 72.91746289999999)",19.105854,72.91746289999998,6498999.999999999,16100000.000000002,
131,,,"(19.1756223, 72.87776550000001)",19.1756223,72.87776550000002,9280000.0,14600000.0,
132,,,"(19.177983, 72.8501228)",19.177982999999998,72.8501228,8900000.0,18500000.0,
133,,,"(19.1652655, 72.9584587)",19.1652655,72.95845870000001,13100000.0,32100000.0,
134,18460.0,1300.0,"(19.1139004, 72.8524015)",19.1139004,72.8524015,,,24000000.0
135,30000.0,3500.0,"(18.963602, 72.8197928)",18.963601999999998,72.8197928,,,105000000.0
136,18890.0,1800.0,"(19.1139004, 72.8524015)",19.1139004,72.8524015,,,34000000.0
137,28750.0,2400.0,"(19.060574, 72.85043999999999)",19.060574,72.85043999999998,,,69000000.0
138,41510.0,2650.0,"(18.9345189, 72.8371021)",18.934518899999997,72.8371021,,,110000000.0
139,,,"(19.1656736, 72.8585435)",19.1656736,72.85854350000001,9939000.0,18000000.0,
140,,,"(19.176289, 72.8623745)",19.176289,72.8623745,8453000.0,19300000.0,
141,,,"(19.1217876, 72.9178755)",19.1217876,72.9178755,17800000.0,24700000.000000004,
142,,,"(19.2244924, 72.8662173)",19.2244924,72.86621729999999,6731999.999999999,15000000.0,
143,,,"(19.1920516, 72.8671351)",19.1920516,72.86713509999998,,,4850000.0
144,,,"(19.1581084, 72.947482)",19.158108399999996,72.947482,18500000.0,29900000.000000004,
145,,,"(19.0086952, 72.8334279)",19.0086952,72.8334279,37200000.0,151900000.0,
146,,,"(19.1956336, 72.8685115)",19.1956336,72.8685115,9700000.0,15900000.0,
147,,,"(19.2005188, 72.8666326)",19.2005188,72.86663259999999,7900000.0,12600000.0,
148,,,"(19.0701721, 72.8956536)",19.0701721,72.8956536,16399999.999999998,23100000.0,
149,19640.0,1400.0,"(18.9713485, 72.8334349)",18.971348499999998,72.8334349,,,27500000.0
150,16670.0,600.0,"(19.1631138, 72.9380904)",19.1631138,72.93809040000001,,,10000000.0
151,48610.0,3600.0,"(19.1137589, 72.8316308)",19.113758899999997,72.8316308,,,175000000.0
152,30950.0,1050.0,"(19.1289207, 72.8619092)",19.1289207,72.8619092,,,32500000.0
153,30650.0,1550.0,"(19.060574, 72.85043999999999)",19.060574,72.85043999999998,,,47500000.0
154,,,"(19.2202063, 72.8666866)",19.2202063,72.8666866,7609999.999999999,14000000.0,
155,,,"(19.071964, 72.9047906)",19.071964,72.9047906,8400000.0,13500000.0,
156,,,"(19.1146146, 72.8840941)",19.1146146,72.8840941,13500000.0,34000000.0,
157,,,"(19.1458935, 72.8574175)",19.1458935,72.85741750000001,10000000.0,15800000.0,
158,,,"(19.2004135, 72.8412127)",19.2004135,72.8412127,9632000.0,16000000.0,
159,,,"(19.1228461, 72.8701047)",19.1228461,72.8701047,6465000.000000001,12700000.0,
160,,,"(19.0636649, 72.9030342)",19.0636649,72.90303420000001,,,6990000.000000001
161,,,"(19.0517369, 72.8866485)",19.051736899999998,72.88664849999999,11600000.0,25500000.0,
162,,,"(19.122313, 72.8857403)",19.122313000000002,72.8857403,18600000.0,28500000.0,
163,,,"(19.1114388, 72.92678)",19.111438800000002,72.92678000000001,10400000.0,15200000.0,
164,20590.0,1020.0,"(19.160481, 72.9454193)",19.160481,72.9454193,,,21000000.0
165,8670.0,1150.0,"(19.2438394, 72.86778819999999)",19.2438394,72.86778819999998,,,9970000.0
166,29900.0,1000.0,"(18.9713485, 72.8334349)",18.971348499999998,72.8334349,,,29900000.000000004
167,24440.0,450.0,"(19.1511736, 72.8326275)",19.1511736,72.8326275,,,11000000.0
168,24490.0,1016.0,"(19.1423522, 72.8449636)",19.1423522,72.8449636,,,24900000.000000004
169,,,"(19.0573852, 72.9050061)",19.0573852,72.9050061,11500000.0,17000000.0,
170,,,"(19.1452091, 72.8321637)",19.145209100000002,72.8321637,10300000.0,17200000.0,
171,,,"(19.2021196, 72.8283116)",19.202119600000003,72.82831159999999,5400000.0,6327000.0,
172,,,"(19.1705898, 72.9372799)",19.170589800000002,72.93727990000001,15500000.0,24100000.0,
173,,,"(19.2410255, 72.86365789999999)",19.2410255,72.86365789999998,7900000.0,10800000.0,
174,,,"(19.1943396, 72.8593747)",19.1943396,72.8593747,6467000.0,11900000.0,
175,,,"(19.1751161, 72.86534809999999)",19.175116100000004,72.86534809999998,11600000.0,18800000.0,
176,,,"(19.2022243, 72.8152705)",19.2022243,72.8152705,14500000.0,18700000.0,
177,,,"(19.2490129, 72.8638785)",19.2490129,72.8638785,10300000.0,28700000.0,
178,12520.0,567.0,"(19.1969201, 72.876083)",19.1969201,72.876083,,,7100000.0
179,13880.0,850.0,"(19.1915579, 72.8604115)",19.1915579,72.8604115,,,11800000.0
180,18490.0,595.0,"(19.0523035, 72.9150722)",19.0523035,72.91507220000001,,,11000000.0
181,15560.0,450.0,"(19.1969201, 72.876083)",19.1969201,72.876083,,,7000000.0
182,14620.0,650.0,"(19.1367393, 72.9317595)",19.136739300000002,72.9317595,,,9500000.0
183,,,"(19.0561703, 72.9102535)",19.0561703,72.91025350000001,10500000.0,10900000.0,
184,,,"(19.246381, 72.872314)",19.246381,72.872314,5056000.0,6718000.000000001,
185,,,"(19.2053584, 72.824022)",19.205358399999998,72.824022,5216000.0,13400000.0,
186,,,"(19.1954037, 72.83340919999999)",19.1954037,72.83340919999998,15700000.0,16000000.0,
187,,,"(19.2510181, 72.87208799999999)",19.2510181,72.87208799999998,7152000.0,9879000.0,
188,,,"(19.1839665, 72.8425555)",19.1839665,72.8425555,19900000.0,33500000.0,
189,,,"(19.2130374, 72.8188768)",19.213037399999997,72.8188768,13500000.0,19500000.0,
190,,,"(19.1148576, 72.84996319999999)",19.1148576,72.84996319999998,14700000.0,24000000.0,
191,,,"(19.0661753, 72.89272869999999)",19.0661753,72.89272869999998,8906000.0,21900000.0,
192,11920.0,923.0,"(19.160481, 72.9454193)",19.160481,72.9454193,,,11000000.0
193,18500.0,1000.0,"(19.1011489, 72.91122419999999)",19.1011489,72.91122419999998,,,18500000.0
194,22530.0,657.0,"(19.0357714, 72.85745159999999)",19.035771399999998,72.85745159999998,,,14800000.0
195,46250.0,2000.0,"(19.0764024, 72.8290568)",19.0764024,72.8290568,,,92500000.0
196,41670.0,2160.0,"(19.144455, 72.82492599999999)",19.144454999999997,72.82492599999998,,,90000000.0
197,,,"(19.2095239, 72.87463389999999)",19.209523899999997,72.87463389999998,12500000.0,17100000.0,
198,,,"(19.2433451, 72.8605113)",19.2433451,72.8605113,7500000.0,12700000.0,
199,,,"(18.9126831, 72.8212934)",18.9126831,72.8212934,15400000.0,17100000.0,
200,,,"(19.0621229, 72.922263)",19.0621229,72.922263,5154000.0,7176000.000000001,
201,,,"(19.0703949, 72.8460777)",19.0703949,72.8460777,7800000.0,15400000.0,
202,,,"(18.9774928, 72.8262763)",18.9774928,72.82627629999999,,,
203,,,"(18.9449599, 72.7943332)",18.944959899999997,72.79433320000001,,,
204,,,"(19.1516156, 72.7977051)",19.151615600000003,72.7977051,,,
205,,,"(18.9462445, 72.8264998)",18.946244500000002,72.82649980000001,16900000.0,17100000.0,
206,,,"(18.9492073, 72.80019589999999)",18.9492073,72.80019589999998,,,
207,19690.0,711.0,"(19.2198888, 72.8618982)",19.2198888,72.86189820000001,,,14000000.0
208,34550.0,550.0,"(18.9946505, 72.8348992)",18.9946505,72.83489920000001,,,19000000.0
209,35000.0,400.0,"(18.96851, 72.8437825)",18.968510000000002,72.84378249999999,,,14000000.0
210,22410.0,580.0,"(19.1146891, 72.89624189999999)",19.1146891,72.89624189999998,,,13000000.0
211,22140.0,700.0,"(19.195874, 72.839519)",19.195874,72.839519,,,15500000.0
212,,,"(19.1700756, 72.958497)",19.1700756,72.958497,14600000.0,19100000.0,
213,,,"(19.0093414, 72.8984317)",19.0093414,72.8984317,8023000.0,11399999.999999998,
214,,,"(19.0523512, 72.9354908)",19.0523512,72.9354908,12000000.0,23800000.0,
215,,,"(19.0321447, 72.847383)",19.0321447,72.847383,,,
216,,,"(19.0093414, 72.8984317)",19.0093414,72.8984317,,,
217,,,"(19.0996248, 72.8848733)",19.0996248,72.8848733,9108000.0,20600000.0,
218,,,"(18.9470425, 72.83002479999999)",18.9470425,72.83002479999998,10900000.0,45700000.0,
219,,,"(19.1464196, 72.7954178)",19.1464196,72.7954178,18300000.0,43400000.0,
220,,,"(18.9905474, 72.81327499999999)",18.990547399999997,72.81327499999998,,,
221,,,"(18.9573691, 72.80736139999999)",18.9573691,72.80736139999998,,,
222,30300.0,825.0,"(19.1289207, 72.8619092)",19.1289207,72.8619092,,,25000000.0
223,10630.0,800.0,"(19.160481, 72.9454193)",19.160481,72.9454193,,,8500000.0
224,23080.0,910.0,"(19.1146891, 72.89624189999999)",19.1146891,72.89624189999998,,,21000000.0
225,19740.0,861.0,"(19.1146891, 72.89624189999999)",19.1146891,72.89624189999998,,,17000000.0
226,18460.0,780.0,"(19.2198888, 72.8618982)",19.2198888,72.86189820000001,,,14400000.0
227,,,"(18.9687784, 72.8229581)",18.968778399999998,72.8229581,,,
228,,,"(18.9587767, 72.8195887)",18.958776699999998,72.8195887,,,
229,,,"(19.0065856, 72.8504173)",19.006585600000005,72.85041729999999,12800000.0,13000000.0,
230,,,"(19.104834, 72.9287499)",19.104834,72.92874990000001,14800000.0,18900000.0,
231,,,"(18.9956254, 72.8208318)",18.995625399999998,72.8208318,74400000.0,442800000.0,
232,,,"(18.977367, 72.823894)",18.977367,72.823894,,,
233,,,"(18.9771208, 72.8307456)",18.9771208,72.83074559999999,,,
234,,,"(19.0732155, 72.8252838)",19.0732155,72.8252838,,,
235,,,"(19.0747117, 72.9176813)",19.074711699999998,72.9176813,,,
236,,,"(19.0125847, 72.8904232)",19.012584699999998,72.8904232,,,
237,12730.0,660.0,"(19.0781606, 72.914467)",19.078160600000004,72.914467,,,8400000.0
238,10130.0,375.0,"(19.1289496, 72.930686)",19.128949600000002,72.930686,,,3800000.0
239,26400.0,447.0,"(19.0781606, 72.914467)",19.078160600000004,72.914467,,,11800000.0
240,21480.0,1350.0,"(19.0282347, 72.8785587)",19.0282347,72.8785587,,,29000000.0
241,18210.0,1400.0,"(19.1979771, 72.87249179999999)",19.1979771,72.87249179999998,,,25500000.0
242,,,"(19.0844319, 72.828636)",19.0844319,72.828636,,,
243,,,"(19.0749268, 72.841814)",19.0749268,72.841814,9232000.0,12600000.0,
244,,,"(19.0353849, 72.8423036)",19.0353849,72.8423036,,,
245,,,"(19.0303478, 72.8465834)",19.0303478,72.8465834,,,
246,,,"(18.9454613, 72.834555)",18.9454613,72.83455500000001,,,
247,,,"(19.0353999, 72.84334559999999)",19.035399899999998,72.84334559999998,27799999.999999996,49900000.0,
248,,,"(19.0372848, 72.84634)",19.0372848,72.84634,15800000.0,28300000.0,
249,,,"(18.9559501, 72.83741549999999)",18.955950100000003,72.83741549999998,13100000.0,54500000.0,
250,,,"(19.03902, 72.839941)",19.03902,72.83994100000001,,,
251,,,"(18.9482031, 72.7973651)",18.9482031,72.7973651,,,
252,14380.0,650.0,"(19.172349, 72.881314)",19.172349,72.881314,,,9350000.0
253,29030.0,1085.0,"(19.1289207, 72.8619092)",19.1289207,72.8619092,,,31500000.0
254,37500.0,1200.0,"(19.1289207, 72.8619092)",19.1289207,72.8619092,,,45000000.0
255,17930.0,1500.0,"(19.1146891, 72.89624189999999)",19.1146891,72.89624189999998,,,26900000.0
256,30390.0,1020.0,"(19.1139004, 72.8524015)",19.1139004,72.8524015,,,31000000.0
257,,,"(19.1031881, 72.8485318)",19.1031881,72.8485318,,,53000000.0
258,,,"(18.9588137, 72.823803)",18.9588137,72.823803,,,
259,,,"(19.0047618, 72.8536711)",19.0047618,72.85367109999999,,,
260,,,"(19.0747117, 72.9176813)",19.074711699999998,72.9176813,9628000.0,23900000.0,
261,,,"(19.0382146, 72.8410293)",19.0382146,72.84102929999999,12300000.0,25000000.0,
262,,,"(19.1372423, 72.9349833)",19.1372423,72.9349833,12000000.0,15300000.0,
263,,,"(19.207669, 72.850634)",19.207669,72.850634,20299999.999999996,28000000.0,
264,,,"(18.9505708, 72.8214886)",18.9505708,72.8214886,,,
265,,,"(19.109107, 72.8486975)",19.109107,72.8486975,15000000.0,21000000.0,
266,,,"(18.9454613, 72.834555)",18.9454613,72.83455500000001,,,
267,9140.0,525.0,"(19.1631138, 72.9380904)",19.1631138,72.93809040000001,,,4800000.0
268,18620.0,1450.0,"(19.144455, 72.82492599999999)",19.144454999999997,72.82492599999998,,,27000000.0
269,18330.0,600.0,"(19.195874, 72.839519)",19.195874,72.839519,,,11000000.0
270,8000.0,850.0,"(19.1511736, 72.8326275)",19.1511736,72.8326275,,,6800000.0
271,14670.0,900.0,"(19.2601514, 72.8542872)",19.260151399999998,72.8542872,,,13200000.0
272,,,"(18.9780586, 72.8308334)",18.9780586,72.8308334,20000000.0,32300000.0,
273,,,"(18.9354415, 72.83425559999999)",18.9354415,72.83425559999998,13899999.999999998,39000000.0,
274,,,"(18.9472108, 72.8271266)",18.9472108,72.8271266,,,
275,,,"(19.0287365, 72.84182360000001)",19.0287365,72.84182360000001,,,35000000.0
276,,,"(19.0312781, 72.8421781)",19.0312781,72.8421781,23000000.0,63000000.0,
277,,,"(19.0360842, 72.83954790000001)",19.0360842,72.83954790000001,75000000.0,100000000.0,
278,,,"(18.9618587, 72.8372589)",18.9618587,72.83725890000001,14400000.0,17800000.0,
279,,,"(19.0366153, 72.8436705)",19.0366153,72.8436705,,,
280,,,"(18.9629951, 72.8109079)",18.9629951,72.8109079,,,
281,,,"(18.9536703, 72.82662479999999)",18.953670300000002,72.82662479999998,14000000.0,27300000.0,
282,7560.0,450.0,"(19.172349, 72.881314)",19.172349,72.881314,,,3400000.0
283,16379.999999999998,1520.0,"(19.144455, 72.82492599999999)",19.144454999999997,72.82492599999998,,,24900000.000000004
284,37230.0,838.0,"(19.0615644, 72.8559107)",19.061564399999998,72.85591070000001,,,31200000.0
285,7860.0,585.0,"(19.1969201, 72.876083)",19.1969201,72.876083,,,4600000.0
286,36360.0,990.0,"(19.0615644, 72.8559107)",19.061564399999998,72.85591070000001,,,36000000.0
287,,,"(19.0993813, 72.84472889999999)",19.0993813,72.84472889999998,21000000.0,29600000.0,
288,,,"(19.0855298, 72.9117248)",19.0855298,72.9117248,,,
289,,,"(19.0050898, 72.83160509999999)",19.0050898,72.83160509999998,,,
290,,,"(19.0479104, 72.8589638)",19.0479104,72.8589638,,,
291,,,"(19.0282347, 72.8785587)",19.0282347,72.8785587,12800000.0,48400000.0,
292,,,"(18.9996394, 72.8253737)",18.999639399999996,72.82537370000001,33900000.0,67000000.0,
293,,,"(19.13679, 72.9306759)",19.136789999999998,72.93067590000001,16399999.999999998,31000000.0,
294,,,"(18.9541664, 72.81955640000001)",18.9541664,72.81955640000002,,,
295,,,"(19.0266001, 72.8785814)",19.026600100000003,72.8785814,11600000.0,62699999.99999999,
296,,,"(19.0174761, 72.83248139999999)",19.017476100000003,72.83248139999998,,,
297,12120.0,495.0,"(19.1631138, 72.9380904)",19.1631138,72.93809040000001,,,6000000.0
298,3140.0,350.0,"(19.0088678, 72.8573828)",19.0088678,72.8573828,,,1100000.0
299,18570.0,1400.0,"(19.144455, 72.82492599999999)",19.144454999999997,72.82492599999998,,,26000000.0
