price_per_month,deposit,rooms,baths,coord,lat,lng
,200000.0,2.0,2,"(19.1197229, 72.9051708)",19.1197229,72.9051708
,200000.0,2.0,2,"(19.0595596, 72.8295287)",19.059559600000004,72.8295287
,29.0,2.0,2,"(19.202271, 72.8183134)",19.202271,72.81831340000001
,,2.0,2,"(19.0163283, 72.8291129)",19.016328299999998,72.82911290000001
,125000.0,2.0,2,"(19.0295047, 73.0206717)",19.0295047,73.02067170000001
,150000.0,2.0,2,"(19.2004454, 72.87370229999999)",19.2004454,72.87370229999998
,50000.0,1.0,1,"(19.2188963, 72.8513742)",19.2188963,72.85137420000001
,,3.0,3,"(19.0171035, 73.0175089)",19.0171035,73.01750890000001
,150000.0,2.0,2,"(19.2004454, 72.87370229999999)",19.2004454,72.87370229999998
,,2.0,2,"(19.2591372, 72.9844401)",19.2591372,72.9844401
,50000.0,1.0,1,"(19.2679379, 72.9711542)",19.2679379,72.9711542
,150000.0,2.0,2,"(19.0522115, 72.900522)",19.0522115,72.900522
,300000.0,3.0,3,"(18.9986406, 72.8173599)",18.9986406,72.8173599
,300000.0,3.0,3,"(19.0106067, 73.01305789999999)",19.010606699999997,73.01305789999998
,,2.0,2,"(18.9865217, 72.8182877)",18.9865217,72.8182877
,300000.0,1.0,1,"(19.0515721, 72.83463139999999)",19.0515721,72.83463139999998
,300000.0,3.0,3,"(19.1853779, 72.8584758)",19.1853779,72.8584758
,200000.0,2.0,2,"(19.1173012, 72.8840395)",19.1173012,72.8840395
,200000.0,3.0,3,"(19.1919689, 72.83825470000001)",19.1919689,72.83825470000002
,80000.0,2.0,2,"(19.219001, 72.96780079999999)",19.219001000000002,72.96780079999998
,150000.0,2.0,2,"(19.0707532, 72.8781322)",19.070753200000002,72.87813220000001
,1000000.0,5.0,5,"(19.1954467, 72.8670558)",19.1954467,72.8670558
,100000.0,1.0,1,"(19.0268747, 72.8553352)",19.0268747,72.85533520000001
,10000.0,2.0,2,"(19.1173012, 72.8840395)",19.1173012,72.8840395
,100000.0,2.0,2,"(19.0953089, 73.0006774)",19.0953089,73.00067740000001
,,3.0,3,"(19.0785988, 72.91014559999999)",19.0785988,72.91014559999998
,200000.0,2.0,2,"(19.0447048, 72.9102511)",19.0447048,72.9102511
,500000.0,3.0,3,"(18.9986406, 72.8173599)",18.9986406,72.8173599
,125000.0,1.0,1,"(19.1662566, 72.8525696)",19.1662566,72.8525696
,300000.0,2.0,2,"(19.1853779, 72.8584758)",19.1853779,72.8584758
,400000.0,3.0,3,"(19.0410725, 72.85040769999999)",19.041072500000002,72.85040769999998
,100000.0,2.0,2,"(19.0351454, 72.86631729999999)",19.0351454,72.86631729999998
,50000.0,1.0,1,"(19.1045461, 73.00329959999999)",19.1045461,73.00329959999998
,300000.0,3.0,3,"(19.1998211, 72.84259399999999)",19.1998211,72.84259399999998
,,2.0,2,"(19.2591372, 72.9844401)",19.2591372,72.9844401
,500000.0,3.0,3,"(19.0522115, 72.900522)",19.0522115,72.900522
,75.0,2.0,2,"(19.0148695, 72.863143)",19.0148695,72.86314300000001
,70000.0,2.0,2,"(19.2560653, 72.9748448)",19.256065300000003,72.9748448
,60000.0,2.0,2,"(18.9779803, 73.0294589)",18.977980300000002,73.02945890000001
,14400.0,1.0,1,"(19.2602961, 72.9688223)",19.2602961,72.9688223
,100000.0,1.0,1,"(19.0088678, 72.8573828)",19.0088678,72.8573828
,200000.0,2.0,2,"(19.219001, 72.96780079999999)",19.219001000000002,72.96780079999998
,100000.0,2.0,2,"(19.1662566, 72.8525696)",19.1662566,72.8525696
,,3.0,3,"(19.0164261, 73.01027160000001)",19.016426100000004,73.01027160000002
,200000.0,2.0,2,"(19.1178548, 72.8631304)",19.1178548,72.8631304
,400000.0,3.0,3,"(18.9986406, 72.8173599)",18.9986406,72.8173599
,40000.0,2.0,2,"(19.0206187, 73.0855357)",19.0206187,73.08553570000001
,,2.0,2,"(18.9713898, 72.80944079999999)",18.9713898,72.80944079999998
,250000.0,3.0,3,"(19.2004454, 72.87370229999999)",19.2004454,72.87370229999998
,350000.0,3.0,3,"(19.1141602, 72.9357502)",19.114160199999997,72.9357502
,125000.0,2.0,2,"(19.1662566, 72.8525696)",19.1662566,72.8525696
,300000.0,3.0,3,"(19.0552812, 72.8892082)",19.0552812,72.8892082
,300000.0,3.0,3,"(19.0522115, 72.900522)",19.0522115,72.900522
,400000.0,3.0,3,"(19.1153798, 72.9091436)",19.1153798,72.9091436
,1000000.0,4.0,4,"(18.9976573, 72.8375932)",18.9976573,72.8375932
,300000.0,2.0,2,"(19.1075424, 72.8263142)",19.1075424,72.8263142
,200000.0,2.0,2,"(19.2004454, 72.87370229999999)",19.2004454,72.87370229999998
,800000.0,4.0,4,"(19.1153798, 72.9091436)",19.1153798,72.9091436
,70000.0,2.0,2,"(18.9768198, 73.03241059999999)",18.9768198,73.03241059999998
,130000.0,2.0,2,"(19.219001, 72.96780079999999)",19.219001000000002,72.96780079999998
,52.0,1.0,1,"(19.0148695, 72.863143)",19.0148695,72.86314300000001
,60000.0,2.0,2,"(19.3043344, 72.85896989999999)",19.3043344,72.85896989999998
,300000.0,3.0,3,"(19.1853779, 72.8584758)",19.1853779,72.8584758
,200000.0,1.0,1,"(18.9986406, 72.8173599)",18.9986406,72.8173599
,300000.0,2.0,2,"(19.1393733, 72.8276149)",19.1393733,72.82761490000001
,125000.0,2.0,2,"(19.2004454, 72.87370229999999)",19.2004454,72.87370229999998
,200000.0,2.0,2,"(19.1853779, 72.8584758)",19.1853779,72.8584758
,500000.0,3.0,3,"(19.1153798, 72.9091436)",19.1153798,72.9091436
,300000.0,2.0,2,"(19.0963781, 72.8563994)",19.096378100000003,72.8563994
,200000.0,2.0,2,"(19.1889541, 72.835543)",19.188954100000004,72.835543
,150000.0,2.0,2,"(18.9986406, 72.8173599)",18.9986406,72.8173599
,85000.0,2.0,2,"(19.202271, 72.8183134)",19.202271,72.81831340000001
,50000.0,2.0,2,"(19.2161427, 73.0989616)",19.2161427,73.0989616
,200000.0,2.0,2,"(19.0280168, 73.0265071)",19.0280168,73.0265071
,100000.0,1.0,1,"(19.0699819, 72.8338084)",19.0699819,72.83380840000001
,1.0,2.0,2,"(19.1178548, 72.8631304)",19.1178548,72.8631304
,500000.0,3.0,3,"(19.1153798, 72.9091436)",19.1153798,72.9091436
,100000.0,2.0,2,"(19.1982388, 72.8737017)",19.198238800000002,72.8737017
,75000.0,2.0,2,"(19.2161427, 73.0989616)",19.2161427,73.0989616
,200000.0,2.0,2,"(19.0582606, 72.905452)",19.058260600000004,72.905452
,150000.0,3.0,3,"(19.1582215, 72.9597433)",19.1582215,72.9597433
,60000.0,2.0,2,"(19.2679379, 72.9711542)",19.2679379,72.9711542
,200000.0,2.0,2,"(19.2004454, 72.87370229999999)",19.2004454,72.87370229999998
,200000.0,2.0,2,"(19.0148695, 72.863143)",19.0148695,72.86314300000001
,200000.0,2.0,2,"(19.2004454, 72.87370229999999)",19.2004454,72.87370229999998
,25000.0,1.0,1,"(18.9595759, 73.02097239999999)",18.9595759,73.02097239999998
,150000.0,1.0,1,"(19.1465367, 72.9988323)",19.1465367,72.9988323
,120000.0,2.0,2,"(19.0637036, 73.00473649999999)",19.063703600000004,73.00473649999998
,60000.0,2.0,2,"(19.2188963, 72.8513742)",19.2188963,72.85137420000001
,300000.0,3.0,3,"(19.0687893, 72.87026469999999)",19.068789300000002,72.87026469999998
,150000.0,2.0,2,"(19.2108314, 72.874741)",19.2108314,72.874741
,,3.0,3,"(19.0106067, 73.01305789999999)",19.010606699999997,73.01305789999998
,300000.0,3.0,3,"(19.1853779, 72.8584758)",19.1853779,72.8584758
,500000.0,3.0,3,"(19.1153798, 72.9091436)",19.1153798,72.9091436
,300000.0,3.0,3,"(19.1662566, 72.8525696)",19.1662566,72.8525696
,500000.0,3.0,3,"(19.0687893, 72.87026469999999)",19.068789300000002,72.87026469999998
,200000.0,3.0,3,"(19.0522115, 72.900522)",19.0522115,72.900522
,100000.0,2.0,2,"(19.0340935, 73.0146996)",19.0340935,73.01469959999999
,300000.0,2.0,2,"(19.1582215, 72.9597433)",19.1582215,72.9597433
,50000.0,1.0,1,"(19.1889541, 72.835543)",19.188954100000004,72.835543
,150000.0,2.0,2,"(19.2004454, 72.87370229999999)",19.2004454,72.87370229999998
,,2.0,2,"(19.0346367, 73.06635299999999)",19.0346367,73.06635299999998
,100000.0,2.0,2,"(19.2095375, 72.864102)",19.2095375,72.864102
,230000.0,2.0,2,"(19.2004454, 72.87370229999999)",19.2004454,72.87370229999998
,900000.0,3.0,3,"(18.9547975, 72.7984522)",18.9547975,72.7984522
,300000.0,4.0,4,"(19.1725542, 72.942537)",19.1725542,72.942537
,1000000.0,2.0,2,"(18.9746317, 72.80650229999999)",18.9746317,72.80650229999998
,100000.0,1.0,1,"(19.0163283, 72.8291129)",19.016328299999998,72.82911290000001
,,4.0,4,"(19.0177989, 72.84781199999999)",19.0177989,72.84781199999998
,400000.0,2.0,2,"(19.1291275, 72.81979059999999)",19.1291275,72.81979059999998
,150000.0,2.0,2,"(19.2380683, 72.8522512)",19.238068300000002,72.8522512
,100000.0,2.0,2,"(19.2477203, 72.85007089999999)",19.2477203,72.85007089999998
,150000.0,1.0,1,"(19.1141602, 72.9357502)",19.114160199999997,72.9357502
,100000.0,2.0,2,"(19.2856374, 72.8691092)",19.2856374,72.86910920000001
,240000.0,1.0,1,"(18.9976573, 72.8375932)",18.9976573,72.8375932
,1000000.0,3.0,3,"(18.9746317, 72.80650229999999)",18.9746317,72.80650229999998
,,2.0,2,"(19.0943558, 72.91098939999999)",19.094355800000002,72.91098939999998
,200000.0,2.0,2,"(19.1725542, 72.942537)",19.1725542,72.942537
,80000.0,2.0,2,"(19.2161427, 73.0989616)",19.2161427,73.0989616
,500000.0,3.0,3,"(19.1153798, 72.9091436)",19.1153798,72.9091436
,300000.0,2.0,2,"(19.0814159, 72.8851493)",19.0814159,72.8851493
,,3.0,3,"(19.1752603, 72.8536919)",19.1752603,72.85369190000002
,50000.0,1.0,1,"(19.2188997, 73.08072589999999)",19.2188997,73.08072589999998
,70000.0,2.0,2,"(18.9779803, 73.0294589)",18.977980300000002,73.02945890000001
,200000.0,2.0,2,"(19.2095375, 72.864102)",19.2095375,72.864102
,,3.0,3,"(18.950754, 72.8020638)",18.950754,72.80206379999998
,25000.0,2.0,2,"(19.0522115, 72.900522)",19.0522115,72.900522
,200000.0,2.0,2,"(19.1662566, 72.8525696)",19.1662566,72.8525696
,300000.0,2.0,2,"(19.1702821, 72.8698946)",19.1702821,72.8698946
,100000.0,2.0,2,"(19.1015026, 73.00916459999999)",19.1015026,73.00916459999998
,400000.0,3.0,3,"(19.0451663, 73.0121082)",19.0451663,73.0121082
,100000.0,2.0,2,"(19.2591372, 72.9844401)",19.2591372,72.9844401
,80000.0,2.0,2,"(19.2188963, 72.8513742)",19.2188963,72.85137420000001
,200000.0,3.0,3,"(19.2591372, 72.9844401)",19.2591372,72.9844401
,150000.0,2.0,2,"(19.2004454, 72.87370229999999)",19.2004454,72.87370229999998
,200000.0,2.0,2,"(19.1853779, 72.8584758)",19.1853779,72.8584758
,250000.0,2.0,2,"(19.1662566, 72.8525696)",19.1662566,72.8525696
,200000.0,2.0,2,"(19.1979561, 72.87074799999999)",19.197956100000003,72.87074799999998
,1000000.0,4.0,4,"(19.1153798, 72.9091436)",19.1153798,72.9091436
,100000.0,2.0,2,"(19.1662566, 72.8525696)",19.1662566,72.8525696
,100000.0,1.0,1,"(19.2380683, 72.8522512)",19.238068300000002,72.8522512
,250000.0,2.0,2,"(19.1190749, 72.8951151)",19.119074899999998,72.8951151
,200000.0,3.0,3,"(19.106441, 73.0043675)",19.106441,73.0043675
,40000.0,1.0,1,"(19.2623189, 73.1224514)",19.262318899999997,73.1224514
,100000.0,2.0,2,"(19.1982388, 72.8737017)",19.198238800000002,72.8737017
,50000.0,2.0,2,"(19.2161427, 73.0989616)",19.2161427,73.0989616
,,2.0,2,"(19.2259478, 72.9798823)",19.2259478,72.9798823
,100000.0,2.0,2,"(19.0522115, 72.900522)",19.0522115,72.900522
,200000.0,2.0,2,"(19.1438971, 72.8427707)",19.1438971,72.8427707
,300000.0,3.0,3,"(19.1074911, 72.90176029999999)",19.1074911,72.90176029999998
,300000.0,1.0,1,"(19.0595596, 72.8295287)",19.059559600000004,72.8295287
,50000.0,2.0,2,"(19.2161427, 73.0989616)",19.2161427,73.0989616
,50000.0,2.0,2,"(19.2161427, 73.0989616)",19.2161427,73.0989616
,800000.0,3.0,3,"(18.9570948, 72.7997731)",18.9570948,72.7997731
,,2.0,2,"(19.2136775, 72.9903447)",19.2136775,72.99034470000001
,150000.0,2.0,2,"(19.2108314, 72.874741)",19.2108314,72.874741
,98000.0,3.0,3,"(19.1195686, 72.8437936)",19.1195686,72.8437936
,1.0,2.0,2,"(19.0351454, 72.86631729999999)",19.0351454,72.86631729999998
,150000.0,1.0,1,"(19.1197229, 72.9051708)",19.1197229,72.9051708
,200000.0,2.0,2,"(19.1293739, 72.9330185)",19.129373899999997,72.9330185
,50000.0,2.0,2,"(18.9768198, 73.03241059999999)",18.9768198,73.03241059999998
,50000.0,1.0,1,"(18.9976573, 72.8375932)",18.9976573,72.8375932
,100000.0,3.0,3,"(19.0720792, 73.07908909999999)",19.072079199999997,73.07908909999998
,200000.0,3.0,3,"(19.1889541, 72.835543)",19.188954100000004,72.835543
,60000.0,2.0,2,"(19.267826, 72.95491489999999)",19.267826,72.95491489999998
,300000.0,2.0,2,"(19.1153798, 72.9091436)",19.1153798,72.9091436
,200000.0,2.0,2,"(19.1725542, 72.942537)",19.1725542,72.942537
,200000.0,2.0,2,"(19.1074911, 72.90176029999999)",19.1074911,72.90176029999998
,,2.0,2,"(19.2591372, 72.9844401)",19.2591372,72.9844401
,300000.0,2.0,2,"(19.0963781, 72.8563994)",19.096378100000003,72.8563994
,100000.0,1.0,1,"(19.1197229, 72.9051708)",19.1197229,72.9051708
,50000.0,2.0,2,"(19.2679379, 72.9711542)",19.2679379,72.9711542
,150000.0,2.0,2,"(19.1662566, 72.8525696)",19.1662566,72.8525696
,200000.0,2.0,2,"(19.2108314, 72.874741)",19.2108314,72.874741
,,5.0,5,"(18.9986406, 72.8173599)",18.9986406,72.8173599
,500000.0,2.0,2,"(18.9553008, 72.8131284)",18.9553008,72.81312840000001
,85.0,3.0,3,"(19.1197229, 72.9051708)",19.1197229,72.9051708
,300000.0,2.0,2,"(19.110608, 72.83255299999999)",19.110608,72.83255299999998
,500000.0,4.0,4,"(19.1982388, 72.8737017)",19.198238800000002,72.8737017
,500000.0,3.0,3,"(19.1662566, 72.8525696)",19.1662566,72.8525696
,,2.0,2,"(19.2152559, 72.9918208)",19.2152559,72.9918208
,300000.0,3.0,3,"(19.1097712, 72.8582672)",19.1097712,72.8582672
,300000.0,2.0,2,"(18.9924132, 72.8547164)",18.992413199999998,72.85471640000002
,280000.0,2.0,2,"(19.1075424, 72.8263142)",19.1075424,72.8263142
,200000.0,2.0,2,"(19.2004454, 72.87370229999999)",19.2004454,72.87370229999998
,100000.0,2.0,2,"(19.1998211, 72.84259399999999)",19.1998211,72.84259399999998
,18.0,2.0,2,"(19.209296, 72.8316078)",19.209296,72.8316078
,250000.0,2.0,2,"(19.1919689, 72.83825470000001)",19.1919689,72.83825470000002
,200000.0,2.0,2,"(19.2108314, 72.874741)",19.2108314,72.874741
,200000.0,3.0,3,"(19.1253629, 72.99920130000001)",19.1253629,72.99920130000002
,100000.0,2.0,2,"(19.0953089, 73.0006774)",19.0953089,73.00067740000001
,300000.0,2.0,2,"(19.1438971, 72.8427707)",19.1438971,72.8427707
,150000.0,2.0,2,"(19.0682673, 72.8973302)",19.068267300000002,72.8973302
,100000.0,2.0,2,"(19.1656141, 72.9909953)",19.1656141,72.9909953
,50000.0,1.0,1,"(19.2679379, 72.9711542)",19.2679379,72.9711542
,200000.0,2.0,2,"(19.0617903, 72.8526103)",19.061790300000002,72.8526103
,500000.0,4.0,4,"(19.2591372, 72.9844401)",19.2591372,72.9844401
,200000.0,2.0,2,"(18.9067031, 72.8147123)",18.9067031,72.8147123
,300000.0,3.0,3,"(19.0522115, 72.900522)",19.0522115,72.900522
,150000.0,2.0,2,"(19.2660464, 72.9845498)",19.266046399999997,72.9845498
,200000.0,1.0,1,"(19.0522115, 72.900522)",19.0522115,72.900522
,100000.0,2.0,2,"(19.1255855, 72.8618716)",19.1255855,72.86187159999999
,200000.0,1.0,1,"(19.0699819, 72.8338084)",19.0699819,72.83380840000001
,800000.0,2.0,2,"(18.9322453, 72.8264378)",18.9322453,72.82643780000001
,200000.0,2.0,2,"(19.0744426, 72.8604874)",19.0744426,72.86048740000001
,125000.0,3.0,3,"(19.2856374, 72.8691092)",19.2856374,72.86910920000001
,150000.0,2.0,2,"(19.1293739, 72.9330185)",19.129373899999997,72.9330185
,100000.0,2.0,2,"(19.244455, 72.8680491)",19.244455,72.8680491
,50000.0,1.0,1,"(19.2188997, 73.08072589999999)",19.2188997,73.08072589999998
,250000.0,2.0,2,"(19.0522115, 72.900522)",19.0522115,72.900522
,400000.0,4.0,4,"(19.1662566, 72.8525696)",19.1662566,72.8525696
,150000.0,3.0,3,"(19.0497086, 73.0737312)",19.049708600000002,73.0737312
,500000.0,3.0,3,"(19.1071283, 72.8367535)",19.1071283,72.8367535
,300000.0,3.0,3,"(18.9924132, 72.8547164)",18.992413199999998,72.85471640000002
,4.0,2.0,2,"(19.0582606, 72.905452)",19.058260600000004,72.905452
,300000.0,3.0,3,"(19.1293739, 72.9330185)",19.129373899999997,72.9330185
,150000.0,2.0,2,"(19.0953089, 73.0006774)",19.0953089,73.00067740000001
,,2.0,2,"(19.0451663, 73.0121082)",19.0451663,73.0121082
,300000.0,2.0,2,"(19.1153798, 72.9091436)",19.1153798,72.9091436
,200000.0,2.0,2,"(19.1623701, 72.9376316)",19.1623701,72.9376316
,200000.0,2.0,2,"(19.0447048, 72.9102511)",19.0447048,72.9102511
,300000.0,1.0,1,"(19.280641, 72.89061699999999)",19.280641,72.89061699999998
,1000000.0,4.0,4,"(19.1197229, 72.9051708)",19.1197229,72.9051708
,75000.0,2.0,2,"(19.2380683, 72.8522512)",19.238068300000002,72.8522512
,200000.0,2.0,2,"(19.0961829, 72.88774219999999)",19.0961829,72.88774219999998
,,3.0,3,"(18.9570948, 72.7997731)",18.9570948,72.7997731
,275000.0,4.0,4,"(19.2467218, 72.9759713)",19.2467218,72.9759713
,200000.0,1.0,1,"(19.0148695, 72.863143)",19.0148695,72.86314300000001
,100000.0,2.0,2,"(19.0751377, 72.9091436)",19.0751377,72.9091436
,200000.0,2.0,2,"(19.0908063, 72.9076669)",19.0908063,72.90766690000001
,200000.0,3.0,3,"(19.076277, 72.8653997)",19.076276999999997,72.8653997
,300000.0,3.0,3,"(19.0522115, 72.900522)",19.0522115,72.900522
,500000.0,1.0,1,"(19.3497364, 72.7998479)",19.349736399999998,72.7998479
,200000.0,3.0,3,"(19.1364016, 72.8296252)",19.1364016,72.8296252
,200000.0,1.0,1,"(19.1141602, 72.9357502)",19.114160199999997,72.9357502
,150000.0,2.0,2,"(19.1498559, 72.9353524)",19.1498559,72.93535240000001
,200000.0,2.0,2,"(19.1998211, 72.84259399999999)",19.1998211,72.84259399999998
,250000.0,2.0,2,"(19.2108314, 72.874741)",19.2108314,72.874741
,150000.0,2.0,2,"(19.1623701, 72.9376316)",19.1623701,72.9376316
,600000.0,2.0,2,"(18.9986406, 72.8173599)",18.9986406,72.8173599
,1000000.0,5.0,5,"(19.1197229, 72.9051708)",19.1197229,72.9051708
,500000.0,3.0,3,"(19.1141602, 72.9357502)",19.114160199999997,72.9357502
,17.0,2.0,2,"(18.9894007, 73.1175162)",18.989400699999997,73.1175162
,200000.0,2.0,2,"(19.1088525, 73.0032605)",19.1088525,73.0032605
,,3.0,3,"(19.0163283, 72.8291129)",19.016328299999998,72.82911290000001
,27.0,1.0,1,"(18.9986406, 72.8173599)",18.9986406,72.8173599
,25.0,1.0,1,"(18.9986406, 72.8173599)",18.9986406,72.8173599
,200000.0,3.0,3,"(19.2218776, 72.8541326)",19.221877600000003,72.85413259999999
,175000.0,2.0,2,"(19.1610427, 72.94716389999999)",19.1610427,72.94716389999998
,100000.0,2.0,2,"(19.1442848, 72.994035)",19.1442848,72.994035
,68.0,2.0,2,"(19.0595596, 72.8295287)",19.059559600000004,72.8295287
,500000.0,4.0,4,"(18.9986406, 72.8173599)",18.9986406,72.8173599
,900000.0,4.0,4,"(18.9746317, 72.80650229999999)",18.9746317,72.80650229999998
,0.0,1.0,1,"(18.9629177, 72.8053877)",18.9629177,72.8053877
,200000.0,2.0,2,"(19.2108314, 72.874741)",19.2108314,72.874741
,150000.0,2.0,2,"(19.1853779, 72.8584758)",19.1853779,72.8584758
,100000.0,2.0,2,"(19.2856374, 72.8691092)",19.2856374,72.86910920000001
,100000.0,1.0,1,"(19.0595596, 72.8295287)",19.059559600000004,72.8295287
,80000.0,1.0,1,"(19.2591372, 72.9844401)",19.2591372,72.9844401
,300000.0,3.0,3,"(19.1725542, 72.942537)",19.1725542,72.942537
,100000.0,2.0,2,"(19.2108314, 72.874741)",19.2108314,72.874741
,200000.0,2.0,2,"(18.9644251, 72.8421341)",18.964425100000003,72.8421341
,300000.0,3.0,3,"(19.1197229, 72.9051708)",19.1197229,72.9051708
,100000.0,2.0,2,"(19.2477203, 72.85007089999999)",19.2477203,72.85007089999998
,64.0,2.0,2,"(19.1364016, 72.8296252)",19.1364016,72.8296252
,200000.0,2.0,2,"(19.1859877, 72.83552089999999)",19.1859877,72.83552089999998
,150000.0,2.0,2,"(19.1364016, 72.8296252)",19.1364016,72.8296252
,100000.0,1.0,1,"(19.0351454, 72.86631729999999)",19.0351454,72.86631729999998
,200000.0,2.0,2,"(19.0522115, 72.900522)",19.0522115,72.900522
,150000.0,2.0,2,"(19.1178548, 72.8631304)",19.1178548,72.8631304
,100000.0,2.0,2,"(18.9925124, 72.8183134)",18.9925124,72.81831340000001
,0.0,1.0,1,"(18.9986406, 72.8173599)",18.9986406,72.8173599
,120000.0,3.0,3,"(19.0744857, 72.99778409999999)",19.0744857,72.99778409999998
,200000.0,2.0,2,"(19.1725542, 72.942537)",19.1725542,72.942537
,90000.0,2.0,2,"(19.1931373, 72.8729633)",19.193137300000004,72.8729633
,500000.0,3.0,3,"(18.9986406, 72.8173599)",18.9986406,72.8173599
,150000.0,2.0,2,"(19.1790503, 72.841379)",19.1790503,72.841379
,250000.0,2.0,2,"(19.0447048, 72.9102511)",19.0447048,72.9102511
,41.0,2.0,2,"(19.2270217, 72.9718923)",19.2270217,72.9718923
,,2.0,2,"(18.9711223, 73.0176515)",18.9711223,73.0176515
,200000.0,2.0,2,"(19.0540896, 72.9069286)",19.0540896,72.9069286
,200000.0,2.0,2,"(19.0707532, 72.8781322)",19.070753200000002,72.87813220000001
,,3.0,3,"(18.9865217, 72.8182877)",18.9865217,72.8182877
,50000.0,1.0,1,"(19.011888, 72.8256993)",19.011888,72.8256993
,30000.0,2.0,2,"(19.4242803, 72.8155355)",19.424280300000003,72.8155355
,100000.0,2.0,2,"(19.2108314, 72.874741)",19.2108314,72.874741
,400000.0,5.0,5,"(19.1725542, 72.942537)",19.1725542,72.942537
,150000.0,1.0,1,"(19.1853779, 72.8584758)",19.1853779,72.8584758
,200000.0,2.0,2,"(19.1197229, 72.9051708)",19.1197229,72.9051708
,60000.0,1.0,1,"(19.2624668, 72.9741067)",19.262466800000002,72.97410670000001
,,3.0,3,"(18.9711223, 73.0176515)",18.9711223,73.0176515
,60000.0,2.0,2,"(19.0383309, 73.0980773)",19.0383309,73.0980773
,100000.0,2.0,2,"(19.2221691, 72.8234835)",19.222169100000002,72.8234835
,500000.0,3.0,3,"(19.1153798, 72.9091436)",19.1153798,72.9091436
