price,title,longitude,latitude,floor,furnishing,tenants preferred,bathroom,balcony,availability,facing,overlooking,car parking,owner resides
"₹ 15,000",2 BHK Apartment for rent in Katwaria Sarai 950 sqft,28.54095458984375,77.18988037109375,1 out of 3 Floors,Unfurnished,Bachelors/Family,2,1,Immediately,East,"Garden/Park, Pool, Main Road",,
"₹ 15,000",1 BHK Apartment for rent in Katwaria Sarai,28.54095458984375,77.18988037109375,2 out of 4 Floors,Furnished,Bachelors/Family,1,1,Immediately,East,"Main Road, Garden/Park, Pool",,
"₹ 20,000",2 BHK Builder Floor for rent in Paschim Vihar 800 sqft,28.667724609375,77.09795379638672,1 out of 3 Floors,Furnished,Family,2,1,Immediately,South,Garden/Park,1 Open,
"₹ 50,000",1 BHK Builder Floor for rent in Saket,,,3 out of 3 Floors,Furnished,Bachelors/Family,1,1,Immediately,South,"Garden/Park, Main Road","1 Covered, 1 Open",
"₹ 30,000","4 BHK Apartment for rent in DGS Apartment, Dwarka Sector 22 1900 sqft",28.5639110344102,77.059997,,,,,,,,,,
"₹ 29,000",3 BHK Builder Floor for rent in Patel Nagar West 950 sqft,28.652429580688477,77.16432189941406,Ground out of 3 Floors,Furnished,Bachelors/Family,3,,Immediately,East,Garden/Park,,
"₹ 14,000",2 BHK Builder Floor for rent in Kalkaji 630 sqft,28.543664932250977,77.25489807128906,2 out of 5 Floors,Unfurnished,Bachelors/Family,2,1,Immediately,East,Main Road,,
"₹ 12,000","2 BHK Builder Floor for rent in Chanakya Place 1, Sitapuri 90 sqyrd",,,2 out of 4 Floors,Semi-Furnished,Bachelors/Family,2,,Immediately,East,,,
"₹ 28,000",2 BHK Builder Floor for rent in Surajmal Vihar 150 sqyrd,,,1 out of 3 Floors,Semi-Furnished,Family,2,2,Immediately,North - East,Main Road,1 Open,
"₹ 32,000","3 BHK Builder Floor for rent in Yojna Vihar, Anand Vihar 155 sqyrd",,,Ground out of 3 Floors,Semi-Furnished,Family,3,2,Immediately,West,Main Road,1 Covered,
"₹ 11,000",2 BHK Builder Floor for rent in Mayur Vihar 3 700 sqft,,,3 out of 5 Floors,Unfurnished,Bachelors/Family,2,1,Immediately,,,,
"₹ 50,000","3 BHK Apartment for rent in Gaurav Apartment, Saket 2200 sqft",28.5271371511196,77.2065414220607,,,,,,,,,,
"₹ 9,000",1 BHK Builder Floor for rent in Rohini Sector 2,,,2 out of 4 Floors,Semi-Furnished,Bachelors/Family,1,,Immediately,,,,
"₹ 65,000","3 BHK Builder Floor for rent in Safdarjung Development Area, Hauz Khas 1800 sqft",,,2 out of 3 Floors,Semi-Furnished,Bachelors/Family,3,2,Immediately,North - West,Garden/Park,1 Open,Same Premise
"₹ 7,800",1 BHK Apartment for rent in Dwarka Sector 23,,,1 out of 4 Floors,Semi-Furnished,Bachelors/Family,1,1,Immediately,,,1 Open,
"₹ 15,000",1 BHK Apartment for rent in Dwarka Sector 23,,,1 out of 4 Floors,Furnished,Bachelors/Family,1,1,Immediately,North - East,"Garden/Park, Main Road",1 Open,
"₹ 6,800",1 BHK Apartment for rent in Dwarka Sector 23,,,2 out of 4 Floors,Semi-Furnished,Bachelors/Family,1,1,Immediately,North - East,"Garden/Park, Main Road",1 Open,
"₹ 6,500",1 BHK Apartment for rent in Dwarka Sector 23,,,3 out of 4 Floors,Semi-Furnished,Bachelors/Family,1,1,Immediately,North - East,"Garden/Park, Main Road",1 Open,
"₹ 13,000",1 BHK Apartment for rent in Dwarka Sector 23,,,3 out of 4 Floors,Furnished,Bachelors/Family,1,1,Immediately,North - East,"Garden/Park, Main Road",1 Open,
"₹ 10,000",1 BHK Apartment for rent in Dwarka Sector 23,,,Ground out of 4 Floors,Semi-Furnished,Bachelors/Family,1,1,Immediately,North - East,"Garden/Park, Main Road",1 Open,
"₹ 7,000",1 BHK Apartment for rent in Dwarka Sector 23,,,3 out of 4 Floors,Semi-Furnished,Bachelors/Family,1,1,Immediately,North - East,"Garden/Park, Main Road",1 Open,
"₹ 6,000",1 BHK Apartment for rent in Dwarka Sector 23,,,4 out of 4 Floors,Semi-Furnished,Bachelors/Family,1,1,Immediately,North - East,"Garden/Park, Main Road",1 Open,
"₹ 14,500","2 BHK Builder Floor for rent in Shashi Garden, Mayur Vihar 650 sqft",,,4 out of 5 Floors,Unfurnished,Bachelors,2,2,Immediately,South - East,Main Road,1 Open,
"₹ 10,998",1 BHK Apartment for rent in Vikaspuri,28.637765884399414,77.07596588134766,2 out of 3 Floors,Unfurnished,Bachelors,1,1,Immediately,East,"Garden/Park, Main Road",,
"₹ 30,000","2 BHK Apartment for rent in Nagarjuna Apartments, Mayur Vihar 1 1150 sqft",28.5853760153873,77.3008419125549,,,,,,,,,,
"₹ 33,008","2 BHK Builder Floor for rent in Patel Nagar East, Patel Nagar 1000 sqft",28.64567756652832,77.17430114746094,2 out of 3 Floors,Furnished,Bachelors,2,2,Immediately,East,Main Road,,
"₹ 22,000","2 BHK Builder Floor for rent in Vigyan Vihar, Surajmal Vihar 130 sqyrd",28.66115379333496,77.31230926513672,3 out of 3 Floors,Semi-Furnished,Bachelors,2,2,Immediately,West,"Garden/Park, Main Road",,
"₹ 22,000","2 BHK Builder Floor for rent in Ashoka Niketan, Anand Vihar 130 sqyrd",28.657909393310547,77.3129653930664,3 out of 3 Floors,Semi-Furnished,Bachelors,3,2,Immediately,West,"Garden/Park, Main Road",,
"₹ 21,000",2 BHK Builder Floor for rent in Vivek Vihar 130 sqyrd,28.66965675354004,77.31678771972656,3 out of 3 Floors,Semi-Furnished,Bachelors,2,2,Immediately,West,"Garden/Park, Main Road",,
"₹ 12,000",2 BHK Apartment for rent in Najafgarh 1500 sqft,,,1 out of 1 Floor,Semi-Furnished,Bachelors/Family,1,,Immediately,,,,
"₹ 35,000","3 BHK Apartment for rent in East End Apartments, Mayur Vihar 1 1900 sqft",28.5884566,77.304787,,,,,,,,,,
"₹ 34,000",3 BHK Builder Floor for rent in Saket 1200 sqft,28.523548126220703,77.20889282226562,1 out of 4 Floors,Semi-Furnished,Bachelors/Family,3,1,Immediately,East,"Main Road, Garden/Park",,
"₹ 7,200",1 BHK House for rent in Tri Nagar,28.68445587158203,77.15396118164062,1 out of 3 Floors,Unfurnished,Bachelors/Family,1,1,Immediately,South - East,,,
"₹ 17,600","2 BHK Builder Floor for rent in Patel Nagar South, Patel Nagar 75 sqyrd",,,3 out of 3 Floors,Semi-Furnished,Bachelors/Family,2,,Immediately,,,,
"₹ 35,000","3 BHK House for rent in Gagan Vihar, Krishna Nagar 1750 sqft",,,4 out of 4 Floors,Semi-Furnished,Family,3,2,Immediately,East,"Garden/Park, Main Road",1 Covered,Same Premise
"₹ 30,000",2 BHK House for rent in Malviya Nagar 900 sqft,,,3 out of 4 Floors,Semi-Furnished,Bachelors/Family,2,,From Mar '20,,,,
₹ 1.8 Lac,3 BHK Builder Floor for rent in Defence Colony 2070 sqft,28.568714141845703,77.22897338867188,,Semi-Furnished,Bachelors,4,1,Immediately,East,Main Road,2 Covered,
"₹ 8,000",1 BHK Builder Floor for rent in Main Ghitorni,28.49812126159668,77.14320373535156,Ground out of 4 Floors,Semi-Furnished,Bachelors/Family,1,1,Immediately,East,"Main Road, Garden/Park, Pool",,
"₹ 25,000",2 BHK Builder Floor for rent in Malviya Nagar 1250 sqft,28.529678344726562,77.20894622802734,1 out of 4 Floors,Semi-Furnished,Bachelors,1,2,Immediately,North - East,Main Road,1 Open,
"₹ 22,222","3 BHK Apartment for rent in Mansara Cghs, Vasundhara Enclave 1253 sqft",28.6007300634763,77.3198745030492,,,,,,,,,,
"₹ 55,000","3 BHK Builder Floor for rent in Patel Nagar East, Patel Nagar 1800 sqft",28.64567756652832,77.17430114746094,Ground out of 3 Floors,Semi-Furnished,Bachelors/Family,3,2,Immediately,,,,
"₹ 17,000","3 BHK Builder Floor for rent in Guru Ramdas Nagar, Laxmi Nagar 1250 sqft",28.63726806640625,77.2783203125,3 out of 4 Floors,Unfurnished,Bachelors/Family,2,1,Immediately,North - West,Main Road,,
"₹ 32,000","3 BHK Apartment for rent in DGS Apartment, Dwarka Sector 22 1600 sqft",28.5639110344102,77.059997,,,,,,,,,,
"₹ 10,000",2 BHK Builder Floor for rent in Uttam Nagar 60 sqyrd,,,1 out of 4 Floors,Semi-Furnished,Bachelors,1,1,Immediately,East,Main Road,,
"₹ 8,000",1 BHK House for rent in Rohini Sector 16,,,2 out of 2 Floors,Semi-Furnished,Bachelors/Family,1,1,Immediately,North - West,,1 Open,
"₹ 40,000","3 BHK Builder Floor for rent in Ram Vihar, Anand Vihar 650 sqft",28.662538528442383,77.30830383300781,3 out of 4 Floors,Semi-Furnished,Bachelors,2,1,Immediately,East,"Garden/Park, Main Road","1 Covered, 1 Open",
"₹ 30,000","4 BHK Apartment for rent in Indraprastha Extension, Patparganj 1750 sqft",28.631383895874,77.3031616210938,5 out of 7 Floors,Semi-Furnished,Bachelors/Family,3,,Immediately,East,Garden/Park,2 Covered,
"₹ 65,000","3 BHK Builder Floor for rent in Project Gulmohar Enclave, Green Park 250 sqyrd",28.55919408,77.21025841,,,,,,,,,,
"₹ 95,000",3 BHK Builder Floor for rent in Greater Kailash 2 300 sqyrd,28.534725189208984,77.24182891845703,1 out of 4 Floors,Unfurnished,Bachelors/Family,3,3,Immediately,East,Pool,,
₹ 1.3 Lac,3 BHK Builder Floor for rent in Vasant Vihar 300 sqyrd,28.56145668029785,77.16007232666016,3 out of 4 Floors,Unfurnished,Bachelors/Family,3,3,Immediately,North,"Main Road, Garden/Park",,
"₹ 75,000",3 BHK Builder Floor for rent in Hauz Khas 250 sqyrd,28.550121307373047,77.19698333740234,2 out of 4 Floors,Unfurnished,Bachelors/Family,3,2,Immediately,North,"Garden/Park, Pool",,
"₹ 33,000",2 BHK Apartment for rent in Greater Kailash 3 1200 sqft,28.537508010864258,77.23629760742188,Ground out of 4 Floors,Semi-Furnished,Bachelors,2,1,Immediately,North - West,"Garden/Park, Main Road",,
"₹ 13,500",2 BHK Apartment for rent in Patparganj 80 sqyrd,,,3 out of 5 Floors,Unfurnished,Bachelors,2,1,Immediately,,,,
"₹ 16,000",Studio Apartment for rent in Patel Nagar,28.652660369873047,77.16743469238281,2 out of 3 Floors,Furnished,Bachelors/Family,1,1,Immediately,East,Main Road,,
"₹ 12,000",2 BHK Apartment for rent in Aya Nagar 720 sqft,,,Ground out of 3 Floors,Unfurnished,Bachelors/Family,1,,Immediately,,,,
"₹ 35,000",3 BHK Builder Floor for rent in Vivek Vihar 1700 sqft,28.652685165405273,77.3050537109375,1 out of 4 Floors,Semi-Furnished,Bachelors,2,1,Immediately,East,"Garden/Park, Main Road",1 Covered,
"₹ 40,000","3 BHK Builder Floor for rent in Karkardooma, Anand Vihar 1800 sqft",28.653268814086914,77.29537200927734,4 out of 4 Floors,Semi-Furnished,Bachelors,3,1,Immediately,East,"Garden/Park, Main Road",1 Covered,
"₹ 40,000","3 BHK Builder Floor for rent in Savita Vihar, Anand Vihar 1700 sqft",28.661521911621094,77.31678771972656,2 out of 4 Floors,Semi-Furnished,Bachelors,3,1,Immediately,East,"Garden/Park, Main Road","1 Covered, 1 Open",
"₹ 37,000","2 BHK Builder Floor for rent in RWA Flats, Saket 1800 sqft",28.523357,77.215735,,,,,,,,,,
"₹ 80,000",4 BHK Builder Floor for rent in Saket 2700 sqft,,,2 out of 4 Floors,Semi-Furnished,Family,5,3,Immediately,North,Main Road,2 Covered,
"₹ 38,000","2 BHK House for rent in RWA Flats, Saket 900 sqft",28.523357,77.215735,,,,,,,,,,
"₹ 7,000","Studio Apartment for rent in Bank Enclave, Laxmi Nagar",28.483308792114258,77.29447174072266,3 out of 3 Floors,Semi-Furnished,Bachelors/Family,1,,Immediately,East,,,
"₹ 60,000","3 BHK House for rent in Uday Park, South Extension 1200 sqft",,,1 out of 3 Floors,Unfurnished,Bachelors/Family,2,1,Immediately,,Garden/Park,"1 Covered, 2 Open",
"₹ 12,000","2 BHK Builder Floor for rent in Sadh Nagar, Palam 540 sqft",,,3 out of 4 Floors,Semi-Furnished,Bachelors/Family,2,,Immediately,,,,
"₹ 65,000","3 BHK Apartment for rent in DDA Flats Vasant Kunj, Vasant Kunj Sector C 1700 sqft",28.53838483,77.09200984,,,,,,,,,,
"₹ 46,000","3 BHK Apartment for rent in DDA Flats Vasant Kunj, Vasant Kunj Sector D 1700 sqft",28.53838483,77.09200984,,,,,,,,,,
"₹ 35,000","2 BHK Apartment for rent in DDA Flats Pocket 1, Vasant Kunj Sector B 1050 sqft",28.5230959251783,77.1572657385676,,,,,,,,,,
"₹ 6,500",1 BHK Builder Floor for rent in Mayur Vihar 1,,,3 out of 5 Floors,Semi-Furnished,Bachelors,1,1,Immediately,East,Main Road,,
"₹ 17,000","1 BHK Apartment for rent in RWA Flats, Munirka",28.556192,77.167759,,,,,,,,,,
"₹ 18,000","2 BHK Builder Floor for rent in Govindpuri Extension, Kalkaji 800 sqft",,,1 out of 4 Floors,Unfurnished,Bachelors/Family,2,2,Immediately,North - East,,1 Open,Same Premise
"₹ 85,000",3 BHK Builder Floor for rent in Hauz Khas 200 sqyrd,28.550121307373047,77.19698333740234,2 out of 4 Floors,Furnished,Bachelors/Family,3,3,Immediately,North,Main Road,,
"₹ 80,000",3 BHK Builder Floor for rent in Hauz Khas 250 sqyrd,28.550121307373047,77.19698333740234,1 out of 4 Floors,Unfurnished,Bachelors/Family,3,2,Immediately,North,Garden/Park,,
"₹ 16,000","2 BHK Builder Floor for rent in Govindpuri Extension, Kalkaji 900 sqft",,,3 out of 4 Floors,Unfurnished,Bachelors/Family,2,2,Immediately,North - East,,1 Open,Same Premise
"₹ 9,000",1 BHK Apartment for rent in Current location,28.62382698059082,77.283203125,4 out of 5 Floors,Unfurnished,Bachelors/Family,1,1,Immediately,,,,
"₹ 6,500",Studio Apartment for rent in Saket,28.523548126220703,77.20889282226562,1 out of 4 Floors,Semi-Furnished,Bachelors/Family,1,1,Immediately,East,"Main Road, Garden/Park",,
₹ 1.1 Lac,3 BHK Builder Floor for rent in Greater Kailash 2 300 sqyrd,28.534725189208984,77.24182891845703,2 out of 4 Floors,Unfurnished,Bachelors/Family,3,3,Immediately,North,"Main Road, Garden/Park",,
₹ 1.5 Lac,4 BHK Builder Floor for rent in Greater Kailash 2 350 sqyrd,28.534725189208984,77.24182891845703,3 out of 4 Floors,Unfurnished,Bachelors/Family,4,4,Immediately,East,"Main Road, Garden/Park",,
"₹ 7,000",1 BHK Builder Floor for rent in Mandawali,28.744953155517578,77.2532730102539,3 out of 3 Floors,Semi-Furnished,Bachelors/Family,1,1,Immediately,North - East,"Garden/Park, Main Road",,
"₹ 22,000","3 BHK Apartment for rent in Mahesh Apartment, Vasundhara Enclave 1150 sqft",28.5977038152293,77.3132580720401,,,,,,,,,,
"₹ 10,000","1 BHK Apartment for rent in DDA Flats, Dwarka Sector 23",28.5638642840798,77.055751,,,,,,,,,,
"₹ 7,500","1 BHK Apartment for rent in DDA Flats, Dwarka Sector 23",28.5638642840798,77.055751,,,,,,,,,,
"₹ 21,000","1 BHK Builder Floor for rent in Amar Colony, Lajpat Nagar",,,Ground out of 4 Floors,Furnished,Bachelors/Family,1,1,Immediately,North - East,"Garden/Park, Main Road",1 Covered,
"₹ 45,000",3 BHK Builder Floor for rent in Saket 1125 sqft,28.523548126220703,77.20889282226562,3 out of 4 Floors,Semi-Furnished,Bachelors,3,2,Immediately,East,"Main Road, Garden/Park",,
"₹ 16,000",2 BHK Builder Floor for rent in Mahavir Enclave 850 sqft,,,Ground out of 4 Floors,Unfurnished,Bachelors/Family,2,,Immediately,,,,
"₹ 30,000","3 BHK Apartment for rent in Sahyog Apartment, Mayur Vihar 1 1150 sqft",28.6113012527664,77.2888916483984,,,,,,,,,,
"₹ 50,000",3 BHK House for rent in Saket 2000 sqft,,,2 out of 2 Floors,Semi-Furnished,Bachelors/Family,2,,Immediately,,,,
"₹ 35,000",4 BHK Builder Floor for rent in Chhattarpur Enclave Phase2,28.500362396240234,77.18748474121094,1 out of 4 Floors,Semi-Furnished,Bachelors/Family,4,2,Immediately,,Main Road,,
"₹ 23,000","2 BHK Apartment for rent in East End Apartments, Mayur Vihar 1 1200 sqft",28.5884566,77.304787,,,,,,,,,,
"₹ 17,000",1 BHK Builder Floor for rent in Patel Nagar West,28.652429580688477,77.16432189941406,2 out of 4 Floors,Furnished,Bachelors,1,1,Immediately,East,Main Road,,
"₹ 55,000","3 BHK Apartment for rent in Nauroji Nagar, Safdarjung Enclave 1500 sqft",,,Ground out of 6 Floors,Furnished,Bachelors/Family,3,2,Immediately,,,,
"₹ 25,000",2 BHK Builder Floor for rent in Lajpat Nagar 2 100 sqyrd,,,4 out of 4 Floors,Furnished,Bachelors/Family,2,,Immediately,,,,
"₹ 45,000",4 BHK House for rent in Sharad Vihar 160 sqyrd,28.653278350830078,77.30390167236328,1 out of 1 Floor,Semi-Furnished,Bachelors,3,2,Immediately,East,"Garden/Park, Main Road",,
"₹ 6,500",2 BHK Apartment for rent in Chirag Delhi 500 sqft,28.53888702392578,77.22820281982422,2 out of 3 Floors,Semi-Furnished,Bachelors/Family,1,1,Immediately,,,,
"₹ 45,000",2 BHK House for rent in Vasant Vihar 1100 sqft,,,Ground out of 3 Floors,Semi-Furnished,Bachelors/Family,2,,Immediately,,Garden/Park,2 Open,
₹ 1 Lac,4 BHK Builder Floor for rent in Greater Kailash Enclave 1 2100 sqft,,,1 out of 3 Floors,Semi-Furnished,Bachelors/Family,4,2,Immediately,South,"Garden/Park, Main Road","2 Covered, 1 Open",
"₹ 55,000",3 BHK Builder Floor for rent in Greater Kailash 1 1700 sqft,,,2 out of 3 Floors,Furnished,Bachelors/Family,3,2,Immediately,East,,1 Open,
"₹ 28,800",2 BHK Builder Floor for rent in Lajpat Nagar 2 950 sqft,28.569873809814453,77.24311065673828,2 out of 4 Floors,Unfurnished,Bachelors/Family,2,2,Immediately,North,"Garden/Park, Main Road",,
"₹ 11,000",2 BHK Builder Floor for rent in Kalkaji 590 sqft,28.543664932250977,77.25489807128906,3 out of 5 Floors,Unfurnished,Bachelors/Family,2,1,Immediately,East,Main Road,,
"₹ 10,000",3 BHK Builder Floor for rent in Sukhbir Nagar 800 sqft,,,4 out of 4 Floors,Semi-Furnished,Bachelors/Family,2,,Immediately,,,,
"₹ 10,000",Studio Apartment for rent in Vasant Kunj Sector C,,,3 out of 3 Floors,Furnished,Bachelors/Family,1,,Immediately,,,,
"₹ 35,000","4 BHK Apartment for rent in AGCR Enclave, Anand Vihar 340 sqyrd",28.649099349975586,77.29763793945312,2 out of 4 Floors,Semi-Furnished,Bachelors/Family,3,3,Immediately,East,Main Road,,
"₹ 18,000",1 BHK Builder Floor for rent in East Of Kailash,28.554933547973633,77.25120544433594,3 out of 4 Floors,Furnished,Bachelors/Family,1,1,Immediately,East,"Garden/Park, Main Road",1 Open,
"₹ 12,000",2 BHK Builder Floor for rent in Laxmi Nagar 600 sqft,28.632888793945312,77.28392791748047,3 out of 4 Floors,Unfurnished,Bachelors,2,,Immediately,North - East,"Garden/Park, Main Road",,
"₹ 22,000","3 BHK Builder Floor for rent in Rishabh Vihar, Anand Vihar 1800 sqft",28.65464210510254,77.30257415771484,1 out of 3 Floors,Semi-Furnished,Bachelors/Family,2,2,Immediately,East,Garden/Park,,
"₹ 27,000","3 BHK Builder Floor for rent in Saini Enclave, Anand Vihar 1800 sqft",28.65285301208496,77.30582427978516,1 out of 3 Floors,Semi-Furnished,Bachelors,3,2,Immediately,East,Garden/Park,,
"₹ 31,000",3 BHK Builder Floor for rent in Anand Vihar 1800 sqft,28.652740478515625,77.30654907226562,2 out of 4 Floors,Unfurnished,Bachelors,3,2,Immediately,East,Garden/Park,,
"₹ 40,000","3 BHK Builder Floor for rent in AGCR Enclave, Anand Vihar 1800 sqft",28.649099349975586,77.29763793945312,1 out of 4 Floors,Semi-Furnished,Bachelors,3,2,Immediately,East,Garden/Park,,
"₹ 35,000",3 BHK Builder Floor for rent in Surajmal Vihar 1800 sqft,28.663230895996094,77.30929565429688,4 out of 4 Floors,Semi-Furnished,Bachelors,3,2,Immediately,East,Garden/Park,,
"₹ 25,000","2 BHK Apartment for rent in Jagriti Enclave, Anand Vihar 2100 sqft",28.649553298950195,77.3132553100586,2 out of 2 Floors,Semi-Furnished,Bachelors,2,2,Immediately,East,Garden/Park,,
"₹ 60,000","2 BHK Builder Floor for rent in RWA Flats, Saket 1800 sqft",28.523357,77.215735,,,,,,,,,,
"₹ 30,000","1 BHK Builder Floor for rent in RWA Flats, Saket",28.523357,77.215735,,,,,,,,,,
"₹ 95,000",3 BHK Builder Floor for rent in Safdarjung Enclave 1900 sqft,28.559051513671875,77.1951904296875,Ground out of 3 Floors,Unfurnished,Bachelors/Family,3,3,Immediately,East,Main Road,"1 Covered, 1 Open",
"₹ 80,000",3 BHK Apartment for rent in Green Park Extension 2100 sqft,28.557674407958984,77.20387268066406,1 out of 4 Floors,Semi-Furnished,Bachelors,3,3,Immediately,East,"Garden/Park, Main Road, Pool",,
"₹ 55,000",2 BHK Builder Floor for rent in Greater Kailash 2 1800 sqft,28.534725189208984,77.24182891845703,1 out of 3 Floors,Furnished,Bachelors/Family,2,1,Immediately,North,,,
"₹ 85,000",4 BHK Apartment for rent in Kalkaji 2250 sqft,28.543664932250977,77.25489807128906,2 out of 3 Floors,Furnished,Bachelors,4,2,Immediately,North,Garden/Park,,
"₹ 90,000","3 BHK Builder Floor for rent in Nizamuddin East, Nizamuddin 1600 sqft",,,1 out of 4 Floors,Furnished,Bachelors/Family,3,2,Immediately,North - East,Main Road,2 Open,
"₹ 18,000","3 BHK Builder Floor for rent in Laxmi Nagar District Centre, Laxmi Nagar 1100 sqft",28.628881454467773,77.27719116210938,2 out of 4 Floors,Unfurnished,Bachelors/Family,2,1,Immediately,North,Main Road,,
"₹ 30,000","3 BHK Builder Floor for rent in Paryavaran Complex, Sainik Farm 1350 sqft",28.516204833984375,77.2029037475586,1 out of 4 Floors,Unfurnished,Bachelors/Family,2,1,Immediately,East,"Garden/Park, Main Road",,
"₹ 53,000",3 BHK Builder Floor for rent in Chittaranjan Park 1440 sqft,28.537872314453125,77.24923706054688,2 out of 4 Floors,Semi-Furnished,Bachelors,3,2,Immediately,North,Garden/Park,,
"₹ 60,000",3 BHK Builder Floor for rent in Safdarjung Enclave 1400 sqft,,,2 out of 3 Floors,Semi-Furnished,Bachelors/Family,3,2,Immediately,North,Garden/Park,1 Open,
"₹ 27,500","3 BHK Builder Floor for rent in Akshardham Apartments, Dwarka Sector 19 1500 sqft",28.5842028987929,77.044187,,,,,,,,,,
"₹ 42,000","4 BHK Builder Floor for rent in Pushpanjali, Anand Vihar 2700 sqft",28.654300689697266,77.30757904052734,2 out of 4 Floors,Semi-Furnished,Bachelors,4,2,Immediately,East,Main Road,,
"₹ 32,500","2 BHK Apartment for rent in DDA Flats Sector D Pocket 6, Vasant Kunj Sector D 1200 sqft",28.5265735632272,77.1494911318021,,,,,,,,,,
"₹ 7,000",1 BHK Builder Floor for rent in Janakpuri,,,2 out of 4 Floors,Unfurnished,Bachelors/Family,1,,Immediately,,,,
"₹ 47,000",2 BHK Builder Floor for rent in Greater Kailash 1 1500 sqft,28.55557632446289,77.23369598388672,1 out of 3 Floors,Unfurnished,Bachelors/Family,2,1,Immediately,North,Garden/Park,,
"₹ 55,000",3 BHK Apartment for rent in Greater Kailash 1 1800 sqft,28.55557632446289,77.23369598388672,1 out of 2 Floors,Semi-Furnished,Bachelors/Family,2,3,Immediately,North,,,
"₹ 16,500","1 BHK Apartment for rent in DDA LIG Apartment, Pitampura",28.6990575,77.1461083,,,,,,,,,,
"₹ 47,000","4 BHK Apartment for rent in Beverly Park Apartments, Dwarka Sector 22 2500 sqft",28.5566472569445,77.0609272772191,,,,,,,,,,
"₹ 35,000","3 BHK Builder Floor for rent in Defence Enclave, Swasthya Vihar 2700 sqft",28.64129066467285,77.29206848144531,2 out of 3 Floors,Semi-Furnished,Bachelors,3,2,Immediately,East,Garden/Park,,
"₹ 26,000","3 BHK Builder Floor for rent in Hargobind Enclave, Anand Vihar 1800 sqft",28.646923065185547,77.29950714111328,1 out of 3 Floors,Semi-Furnished,Bachelors,3,2,Immediately,East,Garden/Park,,
"₹ 33,000",3 BHK Apartment for rent in Dwarka Sector 22 2100 sqft,28.559473037719727,77.05810546875,7 out of 10 Floors,Unfurnished,Bachelors,2,4,Immediately,North - East,Garden/Park,"1 Covered, 1 Open",
"₹ 7,000","Studio Apartment for rent in South Extension 2, South Ex 2",,,3 out of 4 Floors,Furnished,Bachelors/Family,,,Immediately,,,,
"₹ 11,000",2 BHK Builder Floor for rent in Dwarka Sector 23 650 sqft,,,2 out of 4 Floors,Unfurnished,Bachelors/Family,1,,Immediately,North,,"1 Covered, 1 Open",
₹ 1 Lac,3 BHK Builder Floor for rent in Saket 2700 sqft,28.523548126220703,77.20889282226562,Ground out of 3 Floors,Furnished,Bachelors/Family,3,3,Immediately,North,Garden/Park,,
₹ 1.4 Lac,4 BHK Builder Floor for rent in Panchsheel Park 7200 sqft,28.54358673095703,77.21442413330078,2 out of 4 Floors,Semi-Furnished,Bachelors,4,2,Immediately,South - East,Garden/Park,"2 Covered, 1 Open",Same Premise
"₹ 18,000",2 BHK Builder Floor for rent in Vikaspuri 900 sqft,,,3 out of 3 Floors,Semi-Furnished,Bachelors/Family,2,,Immediately,,,,
"₹ 50,000",3 BHK Builder Floor for rent in Lajpat Nagar 3 1600 sqft,,,1 out of 4 Floors,Unfurnished,Bachelors/Family,3,2,Immediately,South,Main Road,1 Open,
"₹ 6,500","1 BHK Builder Floor for rent in Devli, Sangam Vihar",28.503238677978516,77.23503112792969,,Semi-Furnished,Bachelors/Family,1,1,Immediately,,Main Road,1 Covered,
"₹ 12,000",2 BHK House for rent in Govindpuri Main 630 sqft,,,1 out of 5 Floors,Unfurnished,Bachelors/Family,2,1,Immediately,East,Main Road,,
"₹ 7,000",1 BHK Builder Floor for rent in Rajouri Garden,,,4 out of 4 Floors,Semi-Furnished,Bachelors/Family,1,,Immediately,,,,
"₹ 12,000",2 BHK Builder Floor for rent in Saket 900 sqft,,,2 out of 4 Floors,Semi-Furnished,Bachelors/Family,2,1,Immediately,East,Main Road,1 Covered,
"₹ 10,000",1 BHK House for rent in Laxmi Nagar,28.63369288829309,77.28107204109186,4 out of 4 Floors,Semi-Furnished,Family,1,,Immediately,North - East,Main Road,1 Open,Same Premise
"₹ 40,000","3 BHK Builder Floor for rent in Patel Nagar East, Patel Nagar 1800 sqft",28.64838409423828,77.17593383789062,2 out of 4 Floors,Semi-Furnished,Bachelors/Family,2,2,Immediately,,,,
"₹ 27,000","2 BHK Builder Floor for rent in Patel Nagar East, Patel Nagar 900 sqft",28.64443588256836,77.17350006103516,2 out of 4 Floors,Semi-Furnished,Bachelors/Family,2,1,Immediately,East,"Garden/Park, Main Road",,
"₹ 34,000","4 BHK Apartment for rent in Lords Apartments, Dwarka Sector 19 2200 sqft",28.5746760142065,77.0413788589635,,,,,,,,,,
₹ 1.6 Lac,4 BHK Builder Floor for rent in Greater Kailash 1 325 sqyrd,28.55557632446289,77.23369598388672,1 out of 4 Floors,Semi-Furnished,Bachelors/Family,4,4,Immediately,South - East,Garden/Park,,
₹ 1.8 Lac,4 BHK Builder Floor for rent in New Friends Colony 500 sqyrd,28.56841278076172,77.27112579345703,Ground out of 4 Floors,Unfurnished,Bachelors/Family,4,4,Immediately,North,,,
"₹ 32,000","3 BHK House for rent in Moti Nagar, Kirti Nagar 1650 sqft",,,Lower Basement out of 30 Floors,Semi-Furnished,Bachelors/Family,3,3,Immediately,North - East,"Garden/Park, Pool, Main Road","2 Covered, 3 Open",
