price,title,longitude,latitude,floor,furnishing,tenants preferred,bathroom,balcony,availability,facing,overlooking,car parking,owner resides,address,gmaps_info,coord
"₹ 20,000",2 BHK Apartment for rent in Rohini Sector 18,28.74116325378418,77.13461303710938,Ground out of 4 Floors,Semi-Furnished,Bachelors/Family,2,2,Immediately,North - East,"Garden/Park, Pool, Main Road",,," Rohini Sector, New Delhi","[{'address_components': [{'long_name': 'Halar Road', 'short_name': 'Halar Rd', 'types': ['route']}, {'long_name': 'Rohini', 'short_name': 'Rohini', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Delhi', 'short_name': 'Delhi', 'types': ['locality', 'political']}, {'long_name': 'North West Delhi', 'short_name': 'North West Delhi', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Delhi', 'short_name': 'DL', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'India', 'short_name': 'IN', 'types': ['country', 'political']}, {'long_name': '110085', 'short_name': '110085', 'types': ['postal_code']}], 'formatted_address': 'Halar Rd, Rohini, Delhi, 110085, India', 'geometry': {'bounds': {'northeast': {'lat': 28.7037129, 'lng': 77.1247863}, 'southwest': {'lat': 28.700085, 'lng': 77.1201117}}, 'location': {'lat': 28.7018804, 'lng': 77.1227164}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 28.7037129, 'lng': 77.1247863}, 'southwest': {'lat': 28.700085, 'lng': 77.1201117}}}, 'place_id': 'ChIJ0yHXGuEDDTkRwBpruEgjnMQ', 'types': ['route']}]","(28.7018804, 77.1227164)"
"₹ 29,000","3 BHK Apartment for rent in Gandhi Ashram Apartment, Dwarka Sector 10 1800 sqft",28.58710449,77.0633074,,,,,,,,,,," Gandhi Ashram Apartment, Dwarka Sector, New Delhi","[{'address_components': [{'long_name': 'Plot 9', 'short_name': 'Plot 9', 'types': ['premise']}, {'long_name': 'Sector 6', 'short_name': 'Sector 6', 'types': ['neighborhood', 'political']}, {'long_name': 'Sector 10 Dwarka', 'short_name': 'Sector 10 Dwarka', 'types': ['political', 'sublocality', 'sublocality_level_2']}, {'long_name': 'Dwarka', 'short_name': 'Dwarka', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Delhi', 'short_name': 'Delhi', 'types': ['locality', 'political']}, {'long_name': 'South West Delhi', 'short_name': 'South West Delhi', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Delhi', 'short_name': 'DL', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'India', 'short_name': 'IN', 'types': ['country', 'political']}, {'long_name': '110075', 'short_name': '110075', 'types': ['postal_code']}], 'formatted_address': 'Plot 9, Sector 6, Sector 10 Dwarka, Dwarka, Delhi, 110075, India', 'geometry': {'location': {'lat': 28.5872205, 'lng': 77.0636644}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 28.5885694802915, 'lng': 77.0650133802915}, 'southwest': {'lat': 28.5858715197085, 'lng': 77.06231541970848}}}, 'place_id': 'ChIJdbrFaiIbDTkRhV6h0DQEZ4A', 'plus_code': {'compound_code': 'H3P7+VF Delhi, India', 'global_code': '7JWVH3P7+VF'}, 'types': ['establishment', 'finance', 'point_of_interest']}]","(28.5872205, 77.0636644)"
"₹ 80,000","4 BHK Apartment for rent in DDA Flats Vasant Kunj, Vasant Kunj Sector C 2200 sqft",28.53838483,77.09200984,,,,,,,,,,," DDA Flats Vasant Kunj, Vasant Kunj Sector C, New Delhi","[{'address_components': [{'long_name': 'Vasant Kunj Marg', 'short_name': 'Vasant Kunj Marg', 'types': ['route']}, {'long_name': 'Rangpuri Pahari', 'short_name': 'Rangpuri Pahari', 'types': ['political', 'sublocality', 'sublocality_level_2']}, {'long_name': 'Mahipalpur', 'short_name': 'Mahipalpur', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'New Delhi', 'short_name': 'New Delhi', 'types': ['locality', 'political']}, {'long_name': 'New Delhi', 'short_name': 'New Delhi', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Delhi', 'short_name': 'DL', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'India', 'short_name': 'IN', 'types': ['country', 'political']}, {'long_name': '110076', 'short_name': '110076', 'types': ['postal_code']}], 'formatted_address': 'Vasant Kunj Marg, Rangpuri Pahari, Mahipalpur, New Delhi, Delhi 110076, India', 'geometry': {'location': {'lat': 28.5376652, 'lng': 77.1335282}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 28.5390141802915, 'lng': 77.13487718029151}, 'southwest': {'lat': 28.5363162197085, 'lng': 77.13217921970849}}}, 'place_id': 'ChIJB94vRdcdDTkRe8Ro4d90stc', 'plus_code': {'compound_code': 'G4QM+3C Delhi, India', 'global_code': '7JWVG4QM+3C'}, 'types': ['establishment', 'lodging', 'point_of_interest']}, {'address_components': [{'long_name': 'Vasant Kunj', 'short_name': 'Vasant Kunj', 'types': ['route']}, {'long_name': 'Pocket 8', 'short_name': 'Pocket 8', 'types': ['political', 'sublocality', 'sublocality_level_3']}, {'long_name': 'Sector C', 'short_name': 'Sector C', 'types': ['political', 'sublocality', 'sublocality_level_2']}, {'long_name': 'Vasant Kunj', 'short_name': 'Vasant Kunj', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'New Delhi', 'short_name': 'New Delhi', 'types': ['locality', 'political']}, {'long_name': 'New Delhi', 'short_name': 'New Delhi', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Delhi', 'short_name': 'DL', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'India', 'short_name': 'IN', 'types': ['country', 'political']}, {'long_name': '110070', 'short_name': '110070', 'types': ['postal_code']}], 'formatted_address': '8170, Vasant Kunj, Pocket 8, Sector C, Vasant Kunj, New Delhi, Delhi 110070, India', 'geometry': {'location': {'lat': 28.536298, 'lng': 77.14092099999999}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 28.5376469802915, 'lng': 77.14226998029149}, 'southwest': {'lat': 28.5349490197085, 'lng': 77.13957201970848}}}, 'place_id': 'ChIJ2f932zEcDTkR6r6IaQOGCHM', 'plus_code': {'compound_code': 'G4PR+G9 Delhi, India', 'global_code': '7JWVG4PR+G9'}, 'types': ['establishment', 'point_of_interest']}]","(28.536298, 77.14092099999999)"
"₹ 30,400",3 BHK Apartment for rent in Kirti Nagar 1359 sqft,28.645421981811523,77.14124298095703,1 out of 2 Floors,Unfurnished,Bachelors,2,2,Immediately,North - East,"Garden/Park, Main Road",,," Kirti Nagar, New Delhi","[{'address_components': [{'long_name': 'Kirti Nagar', 'short_name': 'Kirti Nagar', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'New Delhi', 'short_name': 'New Delhi', 'types': ['locality', 'political']}, {'long_name': 'West Delhi', 'short_name': 'West Delhi', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Delhi', 'short_name': 'DL', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'India', 'short_name': 'IN', 'types': ['country', 'political']}], 'formatted_address': 'Kirti Nagar, New Delhi, Delhi, India', 'geometry': {'bounds': {'northeast': {'lat': 28.659345, 'lng': 77.152455}, 'southwest': {'lat': 28.6314981, 'lng': 77.130031}}, 'location': {'lat': 28.6493776, 'lng': 77.1436998}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 28.659345, 'lng': 77.152455}, 'southwest': {'lat': 28.6314981, 'lng': 77.130031}}}, 'place_id': 'ChIJfbZPkwQDDTkRv7E3SOQ0JSM', 'types': ['political', 'sublocality', 'sublocality_level_1']}]","(28.6493776, 77.1436998)"
"₹ 27,000",1 BHK Builder Floor for rent in Greater Kailash 1,28.54698181152344,77.23764038085938,2 out of 3 Floors,Furnished,Bachelors/Family,2,2,Immediately,North - East,Garden/Park,1 Open,Same Premise," Greater Kailash 1, New Delhi","[{'address_components': [{'long_name': 'Greater Kailash-1', 'short_name': 'Greater Kailash-1', 'types': ['neighborhood', 'political']}, {'long_name': 'Block E', 'short_name': 'Block E', 'types': ['political', 'sublocality', 'sublocality_level_3']}, {'long_name': 'Greater Kailash I', 'short_name': 'G K 1', 'types': ['political', 'sublocality', 'sublocality_level_2']}, {'long_name': 'Greater Kailash', 'short_name': 'Greater Kailash', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'New Delhi', 'short_name': 'New Delhi', 'types': ['locality', 'political']}, {'long_name': 'South East Delhi', 'short_name': 'South East Delhi', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Delhi', 'short_name': 'DL', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'India', 'short_name': 'IN', 'types': ['country', 'political']}, {'long_name': '110048', 'short_name': '110048', 'types': ['postal_code']}], 'formatted_address': 'Greater Kailash-1, Block E, Greater Kailash I, Greater Kailash, New Delhi, Delhi 110048, India', 'geometry': {'bounds': {'northeast': {'lat': 28.5532316, 'lng': 77.247613}, 'southwest': {'lat': 28.5440462, 'lng': 77.23046699999999}}, 'location': {'lat': 28.5502164, 'lng': 77.2397968}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 28.5532316, 'lng': 77.247613}, 'southwest': {'lat': 28.5440462, 'lng': 77.23046699999999}}}, 'place_id': 'ChIJG5UEtszjDDkRZ8wqZe_XCBQ', 'types': ['neighborhood', 'political']}]","(28.5502164, 77.2397968)"
"₹ 18,000",2 BHK Builder Floor for rent in Janakpuri 680 sqft,77.08783849999999,28.621899,2 out of 3 Floors,Unfurnished,Bachelors,1,1,Immediately,North,,,," Janakpuri, New Delhi","[{'address_components': [{'long_name': 'Janakpuri', 'short_name': 'Janakpuri', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'New Delhi', 'short_name': 'New Delhi', 'types': ['locality', 'political']}, {'long_name': 'West Delhi', 'short_name': 'West Delhi', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Delhi', 'short_name': 'DL', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'India', 'short_name': 'IN', 'types': ['country', 'political']}], 'formatted_address': 'Janakpuri, New Delhi, Delhi, India', 'geometry': {'bounds': {'northeast': {'lat': 28.636713, 'lng': 77.11400390000001}, 'southwest': {'lat': 28.605395, 'lng': 77.0670549}}, 'location': {'lat': 28.621899, 'lng': 77.08783849999999}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 28.636713, 'lng': 77.11400390000001}, 'southwest': {'lat': 28.605395, 'lng': 77.0670549}}}, 'place_id': 'ChIJD00Ga7oEDTkRPmD-EvfNCfY', 'types': ['political', 'sublocality', 'sublocality_level_1']}]","(28.621899, 77.08783849999999)"
"₹ 60,000","3 BHK Apartment for rent in Munirka Enclave, Munirka 1900 sqft",28.55680084228516,77.16876983642578,2 out of 4 Floors,Unfurnished,Bachelors,4,2,Immediately,East,Garden/Park,,," Munirka Enclave, Munirka, New Delhi","[{'address_components': [{'long_name': 'Munirka Enclave', 'short_name': 'Munirka Enclave', 'types': ['political', 'sublocality', 'sublocality_level_2']}, {'long_name': 'Munirka', 'short_name': 'Munirka', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'New Delhi', 'short_name': 'New Delhi', 'types': ['locality', 'political']}, {'long_name': 'South West Delhi', 'short_name': 'South West Delhi', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Delhi', 'short_name': 'DL', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'India', 'short_name': 'IN', 'types': ['country', 'political']}], 'formatted_address': 'Munirka Enclave, Munirka, New Delhi, Delhi, India', 'geometry': {'bounds': {'northeast': {'lat': 28.5582429, 'lng': 77.1701574}, 'southwest': {'lat': 28.5553593, 'lng': 77.16737870000001}}, 'location': {'lat': 28.5567326, 'lng': 77.1690067}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 28.5582429, 'lng': 77.1701574}, 'southwest': {'lat': 28.5553593, 'lng': 77.16737870000001}}}, 'place_id': 'ChIJA7_6yr0dDTkRjZZrPXh0-xk', 'types': ['political', 'sublocality', 'sublocality_level_2']}]","(28.5567326, 77.1690067)"
"₹ 18,000","2 BHK Apartment for rent in DDA Pocket 1, Mayur Vihar 1 900 sqft",28.611504999999998,77.297085,,,,,,,,,,," DDA Pocket 1, Mayur Vihar 1, New Delhi","[{'address_components': [{'long_name': 'Pocket 1', 'short_name': 'Pocket 1', 'types': ['political', 'sublocality', 'sublocality_level_2']}, {'long_name': 'Mayur Vihar', 'short_name': 'Mayur Vihar', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'New Delhi', 'short_name': 'New Delhi', 'types': ['locality', 'political']}, {'long_name': 'New Delhi', 'short_name': 'New Delhi', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Delhi', 'short_name': 'DL', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'India', 'short_name': 'IN', 'types': ['country', 'political']}, {'long_name': '110091', 'short_name': '110091', 'types': ['postal_code']}], 'formatted_address': 'Pocket 1, Mayur Vihar, New Delhi, Delhi 110091, India', 'geometry': {'location': {'lat': 28.6094739, 'lng': 77.29842699999999}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 28.6108228802915, 'lng': 77.2997759802915}, 'southwest': {'lat': 28.60812491970849, 'lng': 77.29707801970848}}}, 'place_id': 'ChIJOd2JpJfkDDkRC9GCY1G8SHg', 'plus_code': {'compound_code': 'J75X+Q9 Delhi, India', 'global_code': '7JWVJ75X+Q9'}, 'types': ['establishment', 'point_of_interest', 'shopping_mall']}]","(28.6094739, 77.29842699999999)"
"₹ 11,000",2 BHK Apartment for rent in Dwarka Sector 8 500 sqft,77.070837,28.5720379,1 out of 2 Floors,Unfurnished,Bachelors/Family,1,,Immediately,,,,," Dwarka Sector 8, New Delhi","[{'address_components': [{'long_name': 'Sector 8 Dwarka', 'short_name': 'Sector 8 Dwarka', 'types': ['political', 'sublocality', 'sublocality_level_2']}, {'long_name': 'Dwarka', 'short_name': 'Dwarka', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'New Delhi', 'short_name': 'New Delhi', 'types': ['locality', 'political']}, {'long_name': 'South West Delhi', 'short_name': 'South West Delhi', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Delhi', 'short_name': 'DL', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'India', 'short_name': 'IN', 'types': ['country', 'political']}, {'long_name': '110077', 'short_name': '110077', 'types': ['postal_code']}], 'formatted_address': 'Sector 8 Dwarka, Dwarka, New Delhi, Delhi 110077, India', 'geometry': {'bounds': {'northeast': {'lat': 28.580228, 'lng': 77.080395}, 'southwest': {'lat': 28.5623199, 'lng': 77.065885}}, 'location': {'lat': 28.5720379, 'lng': 77.070837}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 28.580228, 'lng': 77.080395}, 'southwest': {'lat': 28.5623199, 'lng': 77.065885}}}, 'place_id': 'ChIJT4_cBA4bDTkRTAIjTnRXqY0', 'types': ['political', 'sublocality', 'sublocality_level_2']}]","(28.5720379, 77.070837)"
"₹ 18,000",1 BHK Builder Floor for rent in Malviya Nagar,28.53231811523437,77.2085189819336,,Semi-Furnished,Bachelors,1,1,Immediately,North - West,Main Road,,," Malviya Nagar, New Delhi","[{'address_components': [{'long_name': 'Malviya Nagar', 'short_name': 'Malviya Nagar', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'New Delhi', 'short_name': 'New Delhi', 'types': ['locality', 'political']}, {'long_name': 'South Delhi', 'short_name': 'South Delhi', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Delhi', 'short_name': 'DL', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'India', 'short_name': 'IN', 'types': ['country', 'political']}, {'long_name': '110017', 'short_name': '110017', 'types': ['postal_code']}], 'formatted_address': 'Malviya Nagar, New Delhi, Delhi 110017, India', 'geometry': {'bounds': {'northeast': {'lat': 28.5418811, 'lng': 77.22456009999999}, 'southwest': {'lat': 28.5277799, 'lng': 77.1949881}}, 'location': {'lat': 28.5342332, 'lng': 77.2094473}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 28.5418811, 'lng': 77.22456009999999}, 'southwest': {'lat': 28.5277799, 'lng': 77.1949881}}}, 'place_id': 'ChIJA20wfR7iDDkRSHY9MsuMSwk', 'types': ['political', 'sublocality', 'sublocality_level_1']}]","(28.5342332, 77.2094473)"
"₹ 8,500","1 BHK Builder Floor for rent in Golf Link Residency, Dwarka Sector 23",28.583774419141697,77.03549100000001,,,,,,,,,,," Golf Link Residency, Dwarka Sector, New Delhi","[{'address_components': [{'long_name': 'Sector 18B Road', 'short_name': 'Sector 18B Rd', 'types': ['route']}, {'long_name': 'Sector 18', 'short_name': 'Sector 18', 'types': ['political', 'sublocality', 'sublocality_level_3']}, {'long_name': 'Sector 18A Dwarka', 'short_name': 'Sector 18A Dwarka', 'types': ['political', 'sublocality', 'sublocality_level_2']}, {'long_name': 'Dwarka', 'short_name': 'Dwarka', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'New Delhi', 'short_name': 'New Delhi', 'types': ['locality', 'political']}, {'long_name': 'South West Delhi', 'short_name': 'South West Delhi', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Delhi', 'short_name': 'DL', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'India', 'short_name': 'IN', 'types': ['country', 'political']}, {'long_name': '110078', 'short_name': '110078', 'types': ['postal_code']}], 'formatted_address': 'Sector 18B Rd, Sector 18, Sector 18A Dwarka, Dwarka, New Delhi, Delhi 110078, India', 'geometry': {'location': {'lat': 28.5838508, 'lng': 77.03561979999999}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 28.5851997802915, 'lng': 77.0369687802915}, 'southwest': {'lat': 28.5825018197085, 'lng': 77.03427081970848}}}, 'place_id': 'ChIJnyjN_v4bDTkR7l9_NX3SF0s', 'plus_code': {'compound_code': 'H2MP+G6 Delhi, India', 'global_code': '7JWVH2MP+G6'}, 'types': ['establishment', 'point_of_interest']}]","(28.5838508, 77.03561979999999)"
₹ 3 Lac,5 BHK Villa for rent in Sultanpur 2000 sqyrd,77.1633995,28.4967184,,Semi-Furnished,Bachelors/Family,6,5,Immediately,East,"Pool, Main Road, Garden/Park",,," Sultanpur, New Delhi","[{'address_components': [{'long_name': 'Sultanpur', 'short_name': 'Sultanpur', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'New Delhi', 'short_name': 'New Delhi', 'types': ['locality', 'political']}, {'long_name': 'South Delhi', 'short_name': 'South Delhi', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Delhi', 'short_name': 'DL', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'India', 'short_name': 'IN', 'types': ['country', 'political']}, {'long_name': '110030', 'short_name': '110030', 'types': ['postal_code']}], 'formatted_address': 'Sultanpur, New Delhi, Delhi 110030, India', 'geometry': {'bounds': {'northeast': {'lat': 28.5041772, 'lng': 77.17271649999999}, 'southwest': {'lat': 28.4880817, 'lng': 77.1518696}}, 'location': {'lat': 28.4967184, 'lng': 77.1633995}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 28.5041772, 'lng': 77.17271649999999}, 'southwest': {'lat': 28.4880817, 'lng': 77.1518696}}}, 'place_id': 'ChIJedvSG0UeDTkRZuFvIwkyqJ0', 'types': ['political', 'sublocality', 'sublocality_level_1']}]","(28.4967184, 77.1633995)"
