price,title,latitude,longitude,floor,furnishing,tenants preferred,bathroom,balcony,availability,facing,overlooking,car parking,owner resides,curr_mark,hasLac,inr_pmo,usd_pmo
"₹ 30,000","1 BHK Builder Floor for rent in RWA Flats, Saket",28.523357,77.215735,,,,,,,,,,,₹,False,30000.0,420.66
"₹ 95,000",3 BHK Builder Floor for rent in Safdarjung Enclave 1900 sqft,28.559051513671875,77.1951904296875,Ground out of 3 Floors,Unfurnished,Bachelors/Family,3,3,Immediately,East,Main Road,"1 Covered, 1 Open",,₹,False,95000.0,1332.09
"₹ 80,000",3 BHK Apartment for rent in Green Park Extension 2100 sqft,28.557674407958984,77.20387268066406,1 out of 4 Floors,Semi-Furnished,Bachelors,3,3,Immediately,East,"Garden/Park, Main Road, Pool",,,₹,False,80000.0,1121.76
"₹ 55,000",2 BHK Builder Floor for rent in Greater Kailash 2 1800 sqft,28.534725189208984,77.24182891845703,1 out of 3 Floors,Furnished,Bachelors/Family,2,1,Immediately,North,,,,₹,False,55000.0,771.21
"₹ 85,000",4 BHK Apartment for rent in Kalkaji 2250 sqft,28.543664932250977,77.25489807128906,2 out of 3 Floors,Furnished,Bachelors,4,2,Immediately,North,Garden/Park,,,₹,False,85000.0,1191.87
"₹ 90,000","3 BHK Builder Floor for rent in Nizamuddin East, Nizamuddin 1600 sqft",,,1 out of 4 Floors,Furnished,Bachelors/Family,3,2,Immediately,North - East,Main Road,2 Open,,₹,False,90000.0,1261.98
"₹ 18,000","3 BHK Builder Floor for rent in Laxmi Nagar District Centre, Laxmi Nagar 1100 sqft",28.62888145446777,77.27719116210938,2 out of 4 Floors,Unfurnished,Bachelors/Family,2,1,Immediately,North,Main Road,,,₹,False,18000.0,252.4
"₹ 30,000","3 BHK Builder Floor for rent in Paryavaran Complex, Sainik Farm 1350 sqft",28.51620483398437,77.2029037475586,1 out of 4 Floors,Unfurnished,Bachelors/Family,2,1,Immediately,East,"Garden/Park, Main Road",,,₹,False,30000.0,420.66
"₹ 53,000",3 BHK Builder Floor for rent in Chittaranjan Park 1440 sqft,28.537872314453125,77.24923706054688,2 out of 4 Floors,Semi-Furnished,Bachelors,3,2,Immediately,North,Garden/Park,,,₹,False,53000.0,743.17
"₹ 60,000",3 BHK Builder Floor for rent in Safdarjung Enclave 1400 sqft,28.5656419,77.1934382,2 out of 3 Floors,Semi-Furnished,Bachelors/Family,3,2,Immediately,North,Garden/Park,1 Open,,₹,False,60000.0,841.32
"₹ 27,500","3 BHK Builder Floor for rent in Akshardham Apartments, Dwarka Sector 19 1500 sqft",28.584202898792896,77.044187,,,,,,,,,,,₹,False,27500.0,385.61
"₹ 42,000","4 BHK Builder Floor for rent in Pushpanjali, Anand Vihar 2700 sqft",28.654300689697266,77.30757904052734,2 out of 4 Floors,Semi-Furnished,Bachelors,4,2,Immediately,East,Main Road,,,₹,False,42000.0,588.92
"₹ 32,500","2 BHK Apartment for rent in DDA Flats Sector D Pocket 6, Vasant Kunj Sector D 1200 sqft",28.5265735632272,77.1494911318021,,,,,,,,,,,₹,False,32500.0,455.71
"₹ 7,000",1 BHK Builder Floor for rent in Janakpuri,28.6219272,77.0874757,2 out of 4 Floors,Unfurnished,Bachelors/Family,1,,Immediately,,,,,₹,False,7000.0,98.15
"₹ 47,000",2 BHK Builder Floor for rent in Greater Kailash 1 1500 sqft,28.55557632446289,77.23369598388672,1 out of 3 Floors,Unfurnished,Bachelors/Family,2,1,Immediately,North,Garden/Park,,,₹,False,47000.0,659.03
"₹ 55,000",3 BHK Apartment for rent in Greater Kailash 1 1800 sqft,28.55557632446289,77.23369598388672,1 out of 2 Floors,Semi-Furnished,Bachelors/Family,2,3,Immediately,North,,,,₹,False,55000.0,771.21
"₹ 16,500","1 BHK Apartment for rent in DDA LIG Apartment, Pitampura",28.699057500000002,77.1461083,,,,,,,,,,,₹,False,16500.0,231.36
"₹ 47,000","4 BHK Apartment for rent in Beverly Park Apartments, Dwarka Sector 22 2500 sqft",28.556647256944498,77.0609272772191,,,,,,,,,,,₹,False,47000.0,659.03
"₹ 35,000","3 BHK Builder Floor for rent in Defence Enclave, Swasthya Vihar 2700 sqft",28.64129066467285,77.29206848144531,2 out of 3 Floors,Semi-Furnished,Bachelors,3,2,Immediately,East,Garden/Park,,,₹,False,35000.0,490.77
"₹ 26,000","3 BHK Builder Floor for rent in Hargobind Enclave, Anand Vihar 1800 sqft",28.64692306518555,77.29950714111328,1 out of 3 Floors,Semi-Furnished,Bachelors,3,2,Immediately,East,Garden/Park,,,₹,False,26000.0,364.57
"₹ 33,000",3 BHK Apartment for rent in Dwarka Sector 22 2100 sqft,28.55947303771973,77.05810546875,7 out of 10 Floors,Unfurnished,Bachelors,2,4,Immediately,North - East,Garden/Park,"1 Covered, 1 Open",,₹,False,33000.0,462.73
"₹ 7,000","Studio Apartment for rent in South Extension 2, South Ex 2",28.5687149,77.2168955,3 out of 4 Floors,Furnished,Bachelors/Family,,,Immediately,,,,,₹,False,7000.0,98.15
"₹ 11,000",2 BHK Builder Floor for rent in Dwarka Sector 23 650 sqft,28.602684,77.0432335,2 out of 4 Floors,Unfurnished,Bachelors/Family,1,,Immediately,North,,"1 Covered, 1 Open",,₹,False,11000.0,154.24
₹ 1 Lac,3 BHK Builder Floor for rent in Saket 2700 sqft,28.523548126220703,77.20889282226562,Ground out of 3 Floors,Furnished,Bachelors/Family,3,3,Immediately,North,Garden/Park,,,₹,True,,
₹ 1.4 Lac,4 BHK Builder Floor for rent in Panchsheel Park 7200 sqft,28.54358673095703,77.21442413330078,2 out of 4 Floors,Semi-Furnished,Bachelors,4,2,Immediately,South - East,Garden/Park,"2 Covered, 1 Open",Same Premise,₹,True,1.4,1963.08
"₹ 18,000",2 BHK Builder Floor for rent in Vikaspuri 900 sqft,28.638419050000003,77.07083614685489,3 out of 3 Floors,Semi-Furnished,Bachelors/Family,2,,Immediately,,,,,₹,False,18000.0,252.4
"₹ 50,000",3 BHK Builder Floor for rent in Lajpat Nagar 3 1600 sqft,28.5706151,77.2361692,1 out of 4 Floors,Unfurnished,Bachelors/Family,3,2,Immediately,South,Main Road,1 Open,,₹,False,50000.0,701.1
"₹ 6,500","1 BHK Builder Floor for rent in Devli, Sangam Vihar",28.50323867797852,77.23503112792969,,Semi-Furnished,Bachelors/Family,1,1,Immediately,,Main Road,1 Covered,,₹,False,6500.0,91.14
"₹ 12,000",2 BHK House for rent in Govindpuri Main 630 sqft,26.4536771,80.312879,1 out of 5 Floors,Unfurnished,Bachelors/Family,2,1,Immediately,East,Main Road,,,₹,False,12000.0,168.26
"₹ 7,000",1 BHK Builder Floor for rent in Rajouri Garden,28.6421518,77.11606037769263,4 out of 4 Floors,Semi-Furnished,Bachelors/Family,1,,Immediately,,,,,₹,False,7000.0,98.15
"₹ 12,000",2 BHK Builder Floor for rent in Saket 900 sqft,28.5244107,77.2137253,2 out of 4 Floors,Semi-Furnished,Bachelors/Family,2,1,Immediately,East,Main Road,1 Covered,,₹,False,12000.0,168.26
"₹ 10,000",1 BHK House for rent in Laxmi Nagar,28.63369288829309,77.28107204109186,4 out of 4 Floors,Semi-Furnished,Family,1,,Immediately,North - East,Main Road,1 Open,Same Premise,₹,False,10000.0,140.22
"₹ 40,000","3 BHK Builder Floor for rent in Patel Nagar East, Patel Nagar 1800 sqft",28.64838409423828,77.17593383789062,2 out of 4 Floors,Semi-Furnished,Bachelors/Family,2,2,Immediately,,,,,₹,False,40000.0,560.88
"₹ 27,000","2 BHK Builder Floor for rent in Patel Nagar East, Patel Nagar 900 sqft",28.64443588256836,77.17350006103516,2 out of 4 Floors,Semi-Furnished,Bachelors/Family,2,1,Immediately,East,"Garden/Park, Main Road",,,₹,False,27000.0,378.59
"₹ 34,000","4 BHK Apartment for rent in Lords Apartments, Dwarka Sector 19 2200 sqft",28.5746760142065,77.0413788589635,,,,,,,,,,,₹,False,34000.0,476.75
₹ 1.6 Lac,4 BHK Builder Floor for rent in Greater Kailash 1 325 sqyrd,28.55557632446289,77.23369598388672,1 out of 4 Floors,Semi-Furnished,Bachelors/Family,4,4,Immediately,South - East,Garden/Park,,,₹,True,1.6,2243.52
₹ 1.8 Lac,4 BHK Builder Floor for rent in New Friends Colony 500 sqyrd,28.56841278076172,77.27112579345703,Ground out of 4 Floors,Unfurnished,Bachelors/Family,4,4,Immediately,North,,,,₹,True,1.8,2523.96
"₹ 32,000","3 BHK House for rent in Moti Nagar, Kirti Nagar 1650 sqft",,,Lower Basement out of 30 Floors,Semi-Furnished,Bachelors/Family,3,3,Immediately,North - East,"Garden/Park, Pool, Main Road","2 Covered, 3 Open",,₹,False,32000.0,448.7
"₹ 24,000",2 BHK Builder Floor for rent in Patel Nagar West,28.65242958068848,77.16432189941406,1 out of 4 Floors,Semi-Furnished,Bachelors,2,1,Immediately,North,"Garden/Park, Main Road",,,₹,False,24000.0,336.53
"₹ 55,000","3 BHK House for rent in Uday Park, South Extension 1200 sqft",,,Ground out of 3 Floors,Unfurnished,Bachelors/Family,2,1,Immediately,South,Garden/Park,1 Open,Same Premise,₹,False,55000.0,771.21
"₹ 14,000",2 BHK Builder Floor for rent in Mayur Vihar 1 700 sqft,28.61357498168945,77.29065704345703,2 out of 4 Floors,Unfurnished,Bachelors,2,1,Immediately,East,"Garden/Park, Main Road",1 Open,,₹,False,14000.0,196.31
"₹ 12,000",2 BHK Builder Floor for rent in Laxmi Nagar 700 sqft,28.6305526,77.277575,2 out of 3 Floors,Unfurnished,Bachelors/Family,2,,Immediately,,,,,₹,False,12000.0,168.26
"₹ 28,000","4 BHK Builder Floor for rent in Dayanand Vihar, Anand Vihar 2700 sqft",28.644325256347656,77.30345153808594,1 out of 3 Floors,Semi-Furnished,Bachelors,3,2,Immediately,East,Main Road,,,₹,False,28000.0,392.62
"₹ 30,000",3 BHK Builder Floor for rent in Anand Vihar 1800 sqft,28.652740478515625,77.30654907226562,4 out of 4 Floors,Semi-Furnished,Bachelors,3,2,Immediately,North,Garden/Park,,,₹,False,30000.0,420.66
"₹ 30,000",3 BHK Builder Floor for rent in Vivek Vihar 1800 sqft,28.66965675354004,77.31678771972656,2 out of 4 Floors,Semi-Furnished,Bachelors/Family,3,2,Immediately,East,Main Road,,,₹,False,30000.0,420.66
"₹ 22,000","2 BHK Builder Floor for rent in Jagriti Enclave, Anand Vihar 1800 sqft",28.649553298950195,77.3132553100586,2 out of 3 Floors,Semi-Furnished,Bachelors/Family,2,1,Immediately,East,Garden/Park,,,₹,False,22000.0,308.48
"₹ 20,000","2 BHK Builder Floor for rent in Vigyan Vihar, Surajmal Vihar 1800 sqft",28.66115379333496,77.31230926513672,2 out of 4 Floors,Semi-Furnished,Bachelors/Family,2,2,Immediately,East,Garden/Park,,,₹,False,20000.0,280.44
"₹ 8,000",1 BHK Builder Floor for rent in Govindpuri Main,28.537752151489254,77.26180267333984,1 out of 5 Floors,Unfurnished,Bachelors,1,1,Immediately,North - East,"Garden/Park, Main Road",,,₹,False,8000.0,112.18
"₹ 14,000",2 BHK House for rent in Rohini 50 sqyrd,26.8744705,83.3217049,,Furnished,Bachelors/Family,1,1,Immediately,,,,,₹,False,14000.0,196.31
"₹ 75,000",3 BHK Builder Floor for rent in Greater Kailash 3 1700 sqft,31.8164399,75.2218363,1 out of 3 Floors,Semi-Furnished,Bachelors/Family,3,2,Immediately,North - West,"Garden/Park, Main Road","1 Covered, 1 Open",,₹,False,75000.0,1051.65
"₹ 90,000",3 BHK Builder Floor for rent in Greater Kailash 2 1800 sqft,28.534725189208984,77.24182891845703,2 out of 4 Floors,Semi-Furnished,Bachelors,3,2,Immediately,North - East,Garden/Park,,,₹,False,90000.0,1261.98
"₹ 9,000",2 BHK Apartment for rent in Chhattarpur 79 sqyrd,28.5070073,77.1754171,3 out of 4 Floors,Semi-Furnished,Bachelors/Family,2,,Immediately,,,,,₹,False,9000.0,126.2
"₹ 14,000",2 BHK Apartment for rent in Mayur Vihar 3 750 sqft,28.61469078063965,77.3330307006836,3 out of 4 Floors,Semi-Furnished,Bachelors/Family,2,2,Immediately,North,Garden/Park,,,₹,False,14000.0,196.31
"₹ 62,000",3 BHK Builder Floor for rent in Greater Kailash 1 2100 sqft,31.8164399,75.2218363,2 out of 3 Floors,Semi-Furnished,Bachelors/Family,3,2,Immediately,South,"Garden/Park, Main Road","1 Covered, 1 Open",,₹,False,62000.0,869.36
"₹ 26,000",3 BHK Builder Floor for rent in Vikaspuri Block F 125 sqyrd,28.638419050000003,77.07083614685489,1 out of 4 Floors,Semi-Furnished,Bachelors/Family,3,1,Immediately,North - East,"Garden/Park, Main Road",2 Covered,,₹,False,26000.0,364.57
"₹ 55,000",2 BHK Builder Floor for rent in Greater Kailash 2 1350 sqft,28.534725189208984,77.24182891845703,Ground out of 3 Floors,Furnished,Bachelors/Family,2,1,Immediately,East,Main Road,,,₹,False,55000.0,771.21
"₹ 45,000",3 BHK House for rent in Saket 1800 sqft,28.523548126220703,77.20889282226562,1 out of 3 Floors,Semi-Furnished,Bachelors,3,3,Immediately,North - East,"Main Road, Garden/Park",,,₹,False,45000.0,630.99
₹ 1.1 Lac,3 BHK Builder Floor for rent in Greater Kailash Enclave 1 1500 sqft,28.54452615,77.24271225505706,1 out of 4 Floors,Semi-Furnished,Bachelors/Family,3,3,Immediately,North - East,,"2 Covered, 2 Open",,₹,True,1.1,1542.42
"₹ 75,000",3 BHK Builder Floor for rent in Chittaranjan Park 2000 sqft,28.537872314453125,77.24923706054688,3 out of 4 Floors,Unfurnished,Bachelors,3,3,Immediately,North - East,Garden/Park,,,₹,False,75000.0,1051.65
"₹ 18,500",3 BHK Apartment for rent in Hari Nagar 900 sqft,28.6296489,77.1119344,3 out of 4 Floors,Unfurnished,Bachelors/Family,3,,Immediately,,,,,₹,False,18500.0,259.41
"₹ 48,000",3 BHK Builder Floor for rent in Greater Kailash 2 1400 sqft,28.534725189208984,77.24182891845703,1 out of 3 Floors,Furnished,Bachelors/Family,3,2,Immediately,North - West,Garden/Park,,,₹,False,48000.0,673.06
"₹ 70,000",3 BHK Builder Floor for rent in Gulmohar Park 1800 sqft,28.5571011,77.2130055,1 out of 4 Floors,Unfurnished,Bachelors/Family,3,2,Immediately,North - East,"Garden/Park, Main Road","1 Covered, 1 Open",,₹,False,70000.0,981.54
₹ 2 Lac,6 BHK Villa for rent in Panchsheel Park 350 sqyrd,28.54358673095703,77.21442413330078,,Unfurnished,Bachelors/Family,7,3,Immediately,North,Main Road,,,₹,True,,
"₹ 26,000","2 BHK Builder Floor for rent in Arjun Nagar, Safdarjung Enclave 900 sqft",28.560495376586914,77.1986312866211,2 out of 4 Floors,Unfurnished,Bachelors,2,1,Immediately,North - East,"Garden/Park, Main Road",,,₹,False,26000.0,364.57
"₹ 20,000","3 BHK Builder Floor for rent in DLF Chattarpur Farms, Chhattarpur",28.487326,77.155952,,,,,,,,,,,₹,False,20000.0,280.44
₹ 1.2 Lac,4 BHK Builder Floor for rent in Safdarjung Enclave 2100 sqft,28.5656419,77.1934382,Ground out of 4 Floors,Semi-Furnished,Bachelors/Family,4,3,Immediately,North - East,,2 Covered,,₹,True,1.2,1682.64
"₹ 82,000",3 BHK Builder Floor for rent in Greater Kailash 1 1500 sqft,31.8164399,75.2218363,Ground out of 4 Floors,Semi-Furnished,Bachelors/Family,4,3,Immediately,North - East,,2 Covered,,₹,False,82000.0,1149.8
"₹ 85,000",3 BHK Builder Floor for rent in Greater Kailash 2 1750 sqft,31.8164399,75.2218363,3 out of 4 Floors,Semi-Furnished,Bachelors/Family,3,3,Immediately,North - East,,2 Covered,,₹,False,85000.0,1191.87
"₹ 37,000","2 BHK Builder Floor for rent in Patel Nagar East, Patel Nagar",28.64567756652832,77.17430114746094,3 out of 4 Floors,Furnished,Bachelors,2,1,Immediately,North,Main Road,,,₹,False,37000.0,518.81
"₹ 20,000","2 BHK Builder Floor for rent in Jagriti Enclave, Anand Vihar 1000 sqft",,,1 out of 4 Floors,Semi-Furnished,Family,2,2,Immediately,North - East,"Garden/Park, Main Road","1 Covered, 1 Open",,₹,False,20000.0,280.44
₹ 1.5 Lac,4 BHK Builder Floor for rent in Greater Kailash 2 2410 sqft,31.8164399,75.2218363,3 out of 4 Floors,Furnished,Bachelors/Family,3,2,Immediately,North - East,Garden/Park,2 Covered,,₹,True,1.5,2103.3
"₹ 55,000",2 BHK Builder Floor for rent in Sarvapriya Vihar 1500 sqft,28.5422362,77.2073492,1 out of 4 Floors,Unfurnished,Bachelors/Family,2,1,Immediately,North,Garden/Park,1 Covered,Same Premise,₹,False,55000.0,771.21
"₹ 65,000",3 BHK Builder Floor for rent in Saket 2250 sqft,28.5244107,77.2137253,1 out of 4 Floors,Unfurnished,Bachelors/Family,3,1,Immediately,East,"Garden/Park, Main Road","2 Covered, 1 Open",,₹,False,65000.0,911.43
"₹ 60,000","3 BHK Builder Floor for rent in South Extension 2, South Ex 2 1400 sqft",28.56388854980469,77.22004699707031,2 out of 4 Floors,Semi-Furnished,Bachelors/Family,3,3,Immediately,East,"Main Road, Garden/Park",,,₹,False,60000.0,841.32
"₹ 20,000",2 BHK Apartment for rent in Vasundhara Enclave 850 sqft,28.60172565,77.3211224956397,2 out of 3 Floors,Furnished,Bachelors/Family,2,1,Immediately,,,"1 Covered, 1 Open",,₹,False,20000.0,280.44
"₹ 45,000",2 BHK Builder Floor for rent in Greater Kailash 1 2000 sqft,28.546226501464844,77.23592376708984,2 out of 4 Floors,Semi-Furnished,Bachelors/Family,2,1,Immediately,North,Main Road,1 Open,,₹,False,45000.0,630.99
"₹ 50,000",3 BHK Apartment for rent in Vasant Kunj 1550 sqft,28.5267276763916,77.15332794189453,Ground out of 3 Floors,Semi-Furnished,Bachelors/Family,2,1,Immediately,North - East,Garden/Park,2 Open,,₹,False,50000.0,701.1
"₹ 23,500",3 BHK Builder Floor for rent in Pitampura 100 sqyrd,28.6995123,77.1301047,2 out of 4 Floors,Semi-Furnished,Bachelors/Family,3,1,Immediately,North - East,Main Road,"1 Covered, 1 Open",Same Premise,₹,False,23500.0,329.52
₹ 1.2 Lac,3 BHK Builder Floor for rent in Defence Colony 217 sqyrd,13.0220072,80.1995027,2 out of 3 Floors,Furnished,Bachelors/Family,3,3,Immediately,West,Garden/Park,2 Open,Same Premise,₹,True,1.2,1682.64
"₹ 11,000",1 BHK Apartment for rent in Pitampura,28.698162078857425,77.14628601074219,4 out of 4 Floors,Semi-Furnished,Bachelors/Family,1,1,Immediately,North,"Garden/Park, Main Road",1 Open,,₹,False,11000.0,154.24
"₹ 18,000",1 BHK Builder Floor for rent in Vikaspuri,28.63776588439941,77.07596588134766,1 out of 3 Floors,Furnished,Bachelors/Family,1,1,Immediately,North,Garden/Park,1 Open,,₹,False,18000.0,252.4
"₹ 60,000",4 BHK Builder Floor for rent in Janakpuri Block C2A 325 sqyrd,28.6219272,77.0874757,1 out of 4 Floors,Semi-Furnished,Bachelors/Family,4,2,Immediately,North - East,"Garden/Park, Main Road",2 Covered,,₹,False,60000.0,841.32
"₹ 34,000",2 BHK Apartment for rent in Vasant Kunj 1100 sqft,28.52656364440918,77.14410400390625,,Semi-Furnished,Bachelors,2,,Immediately,North - East,"Garden/Park, Main Road",,,₹,False,34000.0,476.75
"₹ 22,500","1 BHK Apartment for rent in DDA Flats Vasant Kunj, Vasant Kunj",28.53838483,77.09200984,,,,,,,,,,,₹,False,22500.0,315.5
"₹ 55,000","3 BHK Apartment for rent in DDA Flats Vasant Kunj, Vasant Kunj 1700 sqft",28.53838483,77.09200984,,,,,,,,,,,₹,False,55000.0,771.21
"₹ 35,000",3 BHK Builder Floor for rent in Surajmal Vihar 180 sqyrd,28.66323089599609,77.30929565429688,2 out of 4 Floors,Semi-Furnished,Bachelors/Family,3,2,Immediately,,,,,₹,False,35000.0,490.77
"₹ 55,000",4 BHK Builder Floor for rent in Anand Vihar 360 sqyrd,28.652740478515625,77.30654907226562,2 out of 4 Floors,Semi-Furnished,Bachelors,4,2,Immediately,East,,,,₹,False,55000.0,771.21
"₹ 35,000",3 BHK Builder Floor for rent in Surajmal Vihar 1620 sqft,28.66080705,77.3075440443935,2 out of 4 Floors,Semi-Furnished,Family,3,2,Immediately,North,"Garden/Park, Main Road","1 Covered, 1 Open",,₹,False,35000.0,490.77
"₹ 29,000","3 BHK Apartment for rent in Park View Apartments, Dwarka Sector 12 1650 sqft",28.596015779337602,77.04493425666179,,,,,,,,,,,₹,False,29000.0,406.64
"₹ 21,000",1 BHK Builder Floor for rent in Green Park,28.557674407958984,77.20368957519531,2 out of 3 Floors,Furnished,Bachelors,1,1,Immediately,North - East,"Garden/Park, Main Road",,,₹,False,21000.0,294.46
"₹ 14,000",1 BHK House for rent in Model Town Phase 2,28.7057914733887,77.190299987793,2 out of 3 Floors,Semi-Furnished,Bachelors/Family,1,1,Immediately,,,1 Open,,₹,False,14000.0,196.31
"₹ 55,000","3 BHK Builder Floor for rent in Shivalik, Malviya Nagar 1480 sqft",,,Ground out of 3 Floors,Semi-Furnished,Bachelors/Family,3,1,Immediately,North,Garden/Park,1 Covered,,₹,False,55000.0,771.21
"₹ 55,000","3 BHK Builder Floor for rent in Shivalik, Malviya Nagar 1490 sqft",,,Ground out of 4 Floors,Furnished,Bachelors/Family,3,2,Immediately,North,Garden/Park,1 Covered,Same Premise,₹,False,55000.0,771.21
"₹ 25,500","3 BHK Apartment for rent in Rashi Apartments, Dwarka Sector 7 1750 sqft",28.593890999999996,77.07220544255709,,,,,,,,,,,₹,False,25500.0,357.56
"₹ 16,000","2 BHK Apartment for rent in Krishna Park Extension, Tilak Nagar",28.63856506347656,77.08274841308594,2 out of 3 Floors,Furnished,Bachelors,1,1,Immediately,,,,,₹,False,16000.0,224.35
"₹ 70,000",4 BHK Apartment for rent in Chittaranjan Park 300 sqyrd,77.24923706054688,28.537872314453125,2 out of 4 Floors,Semi-Furnished,Bachelors/Family,4,2,Immediately,,Garden/Park,,,₹,False,70000.0,981.54
"₹ 6,500",1 BHK House for rent in Nangli Sakrawati,28.61961575,77.00170016381912,1 out of 3 Floors,Unfurnished,Bachelors/Family,1,,Immediately,,,,,₹,False,6500.0,91.14
"₹ 90,000",3 BHK Builder Floor for rent in Panchsheel Enclave 1900 sqft,28.6385903,77.04068836247909,2 out of 3 Floors,Unfurnished,Bachelors/Family,3,3,Immediately,North - East,Garden/Park,2 Covered,,₹,False,90000.0,1261.98
"₹ 19,000",3 BHK Builder Floor for rent in Mayur Vihar 1 1100 sqft,28.606142044067386,77.29425811767578,2 out of 4 Floors,Semi-Furnished,Bachelors,2,1,Immediately,East,"Garden/Park, Main Road",1 Open,,₹,False,19000.0,266.42
"₹ 75,000",3 BHK Builder Floor for rent in Greater Kailash 2 1870 sqft,31.8164399,75.2218363,1 out of 4 Floors,Semi-Furnished,Bachelors/Family,3,2,Immediately,East,Garden/Park,2 Covered,Same Premise,₹,False,75000.0,1051.65
"₹ 85,000","3 BHK Builder Floor for rent in RWA Flats, Saket 1740 sqft",28.523357,77.215735,,,,,,,,,,,₹,False,85000.0,1191.87
"₹ 20,000",1 BHK Apartment for rent in Mayur Vihar 2,23.263183400000003,77.42759565096256,3 out of 4 Floors,Semi-Furnished,Bachelors/Family,2,1,Immediately,North - East,"Garden/Park, Main Road",2 Open,,₹,False,20000.0,280.44
"₹ 12,000",1 BHK Builder Floor for rent in Laxmi Nagar,28.633563995361328,77.28553009033203,Ground out of 4 Floors,Semi-Furnished,Bachelors,1,,Immediately,North - East,"Garden/Park, Main Road",,,₹,False,12000.0,168.26
₹ 1.6 Lac,3 BHK Builder Floor for rent in Gulmohar Park 3490 sqft,28.55706024169922,77.21258544921875,3 out of 4 Floors,Semi-Furnished,Bachelors/Family,3,3,Immediately,East,Main Road,2 Covered,Same Premise,₹,True,1.6,2243.52
₹ 1.3 Lac,4 BHK Builder Floor for rent in Gulmohar Park 2190 sqft,28.5571011,77.2130055,3 out of 4 Floors,Semi-Furnished,Bachelors/Family,3,2,Immediately,North,Garden/Park,2 Covered,Same Premise,₹,True,1.3,1822.86
"₹ 17,000","2 BHK Builder Floor for rent in Govindpuri Extension, Kalkaji 70 sqyrd",28.46895408630371,77.30192565917969,5 out of 5 Floors,Furnished,Bachelors/Family,1,,Immediately,North - West,"Garden/Park, Main Road",,,₹,False,17000.0,238.37
"₹ 7,500",2 BHK Apartment for rent in Dwarka Sector 8 530 sqft,28.602684,77.0432335,4 out of 4 Floors,Semi-Furnished,Bachelors/Family,1,1,Immediately,South,"Garden/Park, Main Road",,,₹,False,7500.0,105.16
"₹ 14,000",3 BHK Builder Floor for rent in Mahavir Enclave Part 1 1100 sqft,,,1 out of 5 Floors,Semi-Furnished,Bachelors/Family,2,,Immediately,East,Main Road,1 Covered,,₹,False,14000.0,196.31
"₹ 90,000","4 BHK Builder Floor for rent in RWA Flats, Saket 2350 sqft",28.523357,77.215735,,,,,,,,,,,₹,False,90000.0,1261.98
"₹ 52,000","1 BHK Builder Floor for rent in RWA Flats, Saket",28.523357,77.215735,,,,,,,,,,,₹,False,52000.0,729.14
"₹ 4,000",1 BHK Builder Floor for rent in Main Ghitorni,28.49812126159668,77.14320373535156,1 out of 1 Floor,Semi-Furnished,Bachelors,1,1,Immediately,East,"Main Road, Garden/Park, Pool",,,₹,False,4000.0,56.09
"₹ 9,500",2 BHK Builder Floor for rent in Laxmi Nagar 60 sqyrd,28.6305526,77.277575,3 out of 4 Floors,Semi-Furnished,Bachelors/Family,1,,Immediately,,,,,₹,False,9500.0,133.21
"₹ 7,000",2 BHK Builder Floor for rent in Mundka 1000 sqft,28.6824341,77.0305741,2 out of 3 Floors,Semi-Furnished,Bachelors/Family,2,,Immediately,,,,,₹,False,7000.0,98.15
"₹ 4,000",Studio Apartment for rent in Rohini Sector 4,28.7162092,77.1170743,1 out of 4 Floors,Unfurnished,Bachelors/Family,1,,Immediately,,,,,₹,False,4000.0,56.09
"₹ 22,000",3 BHK Apartment for rent in Mayur Vihar 1 1300 sqft,28.608570098876953,77.30181884765625,1 out of 3 Floors,Semi-Furnished,Bachelors,2,1,Immediately,East,"Garden/Park, Main Road",1 Open,,₹,False,22000.0,308.48
₹ 1 Lac,3 BHK Builder Floor for rent in Safdarjung Enclave 2000 sqft,28.564027786254886,77.1951904296875,1 out of 4 Floors,Furnished,Bachelors/Family,3,2,Immediately,,Main Road,,,₹,True,,
"₹ 31,000","3 BHK Apartment for rent in Sahara Apartments, Dwarka Sector 6 1900 sqft",28.5961528,77.06577340000001,,,,,,,,,,,₹,False,31000.0,434.68
"₹ 58,000","4 BHK Apartment for rent in DDA Flats Vasant Kunj, Vasant Kunj 1900 sqft",28.53838483,77.09200984,,,,,,,,,,,₹,False,58000.0,813.28
"₹ 60,000","3 BHK Apartment for rent in DDA Flats Vasant Kunj, Vasant Kunj 1700 sqft",28.53838483,77.09200984,,,,,,,,,,,₹,False,60000.0,841.32
"₹ 37,000",3 BHK House for rent in Preet Vihar 200 sqyrd,28.6414409,77.2952594,3 out of 4 Floors,Unfurnished,Bachelors,3,2,Immediately,North - East,Garden/Park,,,₹,False,37000.0,518.81
"₹ 21,000","1 BHK Apartment for rent in DDA Flats Sector D Pocket 6, Vasant Kunj Sector D",28.5265735632272,77.1494911318021,,,,,,,,,,,₹,False,21000.0,294.46
"₹ 20,500",1 BHK Apartment for rent in Vasant Kunj Sector D,28.526573181152344,77.14949035644531,3 out of 4 Floors,Unfurnished,Bachelors/Family,2,1,Immediately,North - East,Main Road,,,₹,False,20500.0,287.45
"₹ 12,000",1 BHK Builder Floor for rent in Dwarka Mor,28.61931610107422,77.03326416015625,1 out of 2 Floors,Furnished,Bachelors/Family,1,1,Immediately,South - East,Main Road,,,₹,False,12000.0,168.26
