price,title,furnishing,tenants preferred,bathroom,availability,longitude,latitude,balcony,floor,facing,overlooking,car parking,owner resides
"₹ 9,000","2 BHK House for rent in Uppal, NH 2 2 140 sqyrd",Semi-Furnished,Family,2,From Mar '20,,,3,Ground out of 2 Floors,West,Garden/Park,1 Covered,
"₹ 16,850","2 BHK House for rent in Ramachandrapuram-Bhel Township, NH 9 1500 sqft",Furnished,Bachelors/Family,2,Immediately,,,,Upper Basement out of 5 Floors,,,,
"₹ 15,750","2 BHK House for rent in Ramachandrapuram-Bhel Township, NH 9 1500 sqft",Furnished,Bachelors/Family,2,Immediately,,,,Upper Basement out of 5 Floors,,,,
"₹ 17,000","3 BHK Apartment for rent in Miyapur, NH 9 1262 sqft",Unfurnished,Bachelors,3,Immediately,,,1,1 out of 5 Floors,East,,,
"₹ 19,100","3 BHK House for rent in Ramachandrapuram-Bhel Township, NH 9 1500 sqft",Furnished,Bachelors/Family,2,Immediately,,,,Upper Basement out of 5 Floors,,,,
"₹ 52,000","4 BHK Apartment for rent in Lanco Hills, Manikonda, Outer Ring Road 3200 sqft",,,,,17.40896,78.37323,,,,,,
"₹ 40,000","3 BHK Apartment for rent in Green Grace, Gachibowli, Outer Ring Road 2405 sqft",,,,,17.4204199,78.361186,,,,,,
"₹ 22,000",2 BHK House for rent in Mehdipatnam 1550 sqft,Semi-Furnished,Family,2,Immediately,17.38644736947006,78.43846651740074,3,1 out of 2 Floors,East,,,
"₹ 40,000",3 BHK Builder Floor for rent in Road no 3 Journalist Colony 2200 sqft,Furnished,Bachelors/Family,3,Immediately,,,1,2 out of 3 Floors,,,,
"₹ 7,500",2 BHK House for rent in Dammaiguda 1350 sqft,Unfurnished,Bachelors/Family,2,Immediately,,,1,Ground out of 1 Floor,,,,
"₹ 55,000","3 BHK House for rent in Sun City, Bandlaguda, Chevella Road 2700 sqft",Semi-Furnished,Bachelors/Family,4,Immediately,,,,,,,,
"₹ 19,000","3 BHK Apartment for rent in Madinaguda, Hafeezpet, NH 9 1700 sqft",Semi-Furnished,Bachelors/Family,2,Immediately,,,,3 out of 5 Floors,,,,
"₹ 12,000","1 BHK Builder Floor for rent in Bikshapathi Nagar, Hafeezpet",Unfurnished,Bachelors/Family,1,Immediately,17.476627349853516,78.37042236328125,1,4 out of 4 Floors,North,,,
"₹ 17,000",3 BHK Villa for rent in Dr A.S. Rao Nagar 2200 sqft,Semi-Furnished,Bachelors/Family,3,Immediately,17.393457412719727,78.60173797607422,1,,East,,"1 Covered, 1 Open",
"₹ 7,500",2 BHK House for rent in Gayathri Nagar 1450 sqft,Semi-Furnished,Bachelors/Family,2,Immediately,,,,,,,,
"₹ 20,000","2 BHK House for rent in Gachibowli, Outer Ring Road 1400 sqft",Unfurnished,Bachelors/Family,2,Immediately,,,,Ground out of 1 Floor,,,,
"₹ 18,000",1 BHK House for rent in Vasantha Nagar,Furnished,Bachelors/Family,1,Immediately,17.49407034003378,78.38188036239625,,Ground out of 1 Floor,East,Garden/Park,"3 Covered, 1 Open",Same Premise
"₹ 28,000","3 BHK Apartment for rent in Manikonda, Outer Ring Road 2050 sqft",Furnished,Bachelors,3,Immediately,,,1,6 out of 7 Floors,West,Garden/Park,,
"₹ 16,000",2 BHK House for rent in Humayun Nagar 1400 sqft,Unfurnished,Bachelors/Family,2,Immediately,17.393415451049805,78.60173034667969,1,4 out of 5 Floors,North - East,,"1 Covered, 1 Open",
"₹ 40,000","3 BHK Villa for rent in Saraswathi Nagar, Sayeedabad 3500 sqft",Furnished,Bachelors/Family,3,Immediately,17.49509930571155,78.51698971694945,2,,East,Main Road,,
"₹ 40,000","3 BHK Apartment for rent in Kokapet, Outer Ring Road 2300 sqft",Semi-Furnished,Bachelors,3,Immediately,17.4583740234375,78.45375061035156,2,2 out of 7 Floors,East,"Garden/Park, Pool, Main Road",,
"₹ 25,000","2 BHK Penthouse for rent in Basheer Bagh, NH 7 1200 sqft",Furnished,Bachelors/Family,2,Immediately,,,,5 out of 5 Floors,,,1 Covered,
"₹ 35,000",3 BHK Apartment for rent in Masab Tank 1500 sqft,Furnished,Bachelors/Family,2,Immediately,,,1,1 out of 5 Floors,,,,
"₹ 18,000","2 BHK Apartment for rent in Kukatpally, NH 9 1250 sqft",Unfurnished,Bachelors/Family,2,Immediately,,,2,2 out of 5 Floors,North,Main Road,1 Covered,
"₹ 8,000","2 BHK Apartment for rent in Quthbullapur, NH 7 750 sqft",Semi-Furnished,Bachelors/Family,2,Immediately,,,,1 out of 5 Floors,,,1 Covered,
"₹ 8,500",2 BHK Apartment for rent in Saroor nagar 870 sqft,Unfurnished,Bachelors/Family,2,Immediately,,,,3 out of 3 Floors,,,,
"₹ 15,000","3 BHK Apartment for rent in Modi Splendour, Gajularamaram 1933 sqft",,,,,17.5296744,78.4289468,,,,,,
"₹ 41,000","3 BHK Apartment for rent in Aparna Serene Park, Kondapur 1710 sqft",,,,,17.4640338,78.337495,,,,,,
"₹ 8,000","2 BHK House for rent in Venkateshwara Nagar, Malkajgiri 700 sqft",Unfurnished,Bachelors,1,Immediately,,,,1 out of 1 Floor,North - East,,,Same Premise
"₹ 17,000","2 BHK House for rent in Gagan Mahal, Himayath Nagar, NH 7 800 sqft",Semi-Furnished,Bachelors/Family,2,Immediately,,,,1 out of 3 Floors,,,,
"₹ 36,000",3 BHK Apartment for rent in Begumpet 2500 sqft,Semi-Furnished,Bachelors/Family,3,Immediately,17.4443416595459,78.4677734375,2,1 out of 2 Floors,West,Main Road,1 Covered,
"₹ 22,000","3 BHK House for rent in Hasthinapuram, Nagarjuna Sagar Road 1800 sqft",Unfurnished,Bachelors,3,Immediately,17.3707332611084,78.58212280273438,2,1 out of 1 Floor,North,,,
"₹ 18,000","2 BHK House for rent in Kukatpally Housing Board Colony, NH 9 650 sqft",Semi-Furnished,Bachelors/Family,2,Immediately,,,,2 out of 4 Floors,,,,
"₹ 14,500",2 BHK Apartment for rent in Mehdipatnam 1100 sqft,Semi-Furnished,Bachelors,2,Immediately,17.394479751586914,78.43319702148438,,Ground out of 1 Floor,North - West,,,
"₹ 22,000","3 BHK Apartment for rent in Landmark Residency, Madinaguda, Hafeezpet, NH 9",,,,,17.4910736,78.3383664,,,,,,
"₹ 6,000",1 BHK House for rent in Ram nagar,Unfurnished,Bachelors,1,Immediately,17.409883499145508,78.5076675415039,,Ground out of 1 Floor,North - East,Main Road,,
"₹ 55,000","3 BHK Apartment for rent in Estella, Hitech City 2525 sqft",,,,,17.4551183,78.3693554,,,,,,
"₹ 15,000","2 BHK Apartment for rent in Vidyanagar, Adikmet 1200 sqft",Semi-Furnished,Bachelors/Family,2,Immediately,17.405561447143555,78.51238250732422,2,2 out of 5 Floors,East,"Main Road, Garden/Park",1 Covered,
"₹ 13,000","2 BHK Apartment for rent in Hafeezpet, NH 9 1000 sqft",Unfurnished,Family,2,Immediately,,,,1 out of 3 Floors,West,Main Road,,
"₹ 22,000",3 BHK Builder Floor for rent in Yapral 2500 sqft,Semi-Furnished,Bachelors/Family,3,Immediately,17.513944625854492,78.54345703125,4,2 out of 4 Floors,North - East,"Garden/Park, Main Road",,
"₹ 12,000",2 BHK Apartment for rent in P & T Colony-Trimulgherry 1200 sqft,Unfurnished,Bachelors,2,Immediately,17.46834373474121,78.50827026367188,2,1 out of 3 Floors,North,,,
"₹ 18,000","1 BHK House for rent in Gachibowli, Outer Ring Road",Unfurnished,Bachelors,2,Immediately,17.440364837646484,78.357666015625,2,Ground out of 2 Floors,South,,,
"₹ 18,000",3 BHK Apartment for rent in Haripuri colony 1400 sqft,Furnished,Bachelors/Family,3,Immediately,,,1,2 out of 4 Floors,East,,8 Covered,
"₹ 9,800",2 BHK House for rent in Gajularamaram 925 sqft,Unfurnished,Family,2,From Feb '20,17.42987060546875,78.42776489257812,1,4 out of 4 Floors,East,Main Road,,
"₹ 26,000","3 BHK House for rent in Sanjeeva Reddy Nagar, NH 9 2000 sqft",Semi-Furnished,Bachelors/Family,3,Immediately,,,,Ground out of 2 Floors,,,,
"₹ 15,000",2 BHK House for rent in Medipally 1600 sqft,Semi-Furnished,Bachelors/Family,2,Immediately,,,,1 out of 2 Floors,,,,
"₹ 17,000","3 BHK Apartment for rent in Sri Hanu Teja Residency, Kapra",,,,,17.4869583333333,78.5664516666667,,,,,,
"₹ 14,000","2 BHK Apartment for rent in Malakpet, NH 9 1100 sqft",Unfurnished,Family,2,Immediately,17.3722667694092,78.4897918701172,1,2 out of 3 Floors,North,,5 Covered,Same Premise
"₹ 10,000","2 BHK House for rent in LB Nagar, NH 9 1025 sqft",Unfurnished,Bachelors/Family,2,Immediately,17.358924865722656,78.5513916015625,,2 out of 3 Floors,,,,
"₹ 25,000","3 BHK Apartment for rent in Janapriya Metropolis, Moti Nagar 1225 sqft",,,,,17.456138,78.42833931,,,,,,
"₹ 20,000","3 BHK Apartment for rent in LB Nagar, NH 9 1500 sqft",Semi-Furnished,Bachelors/Family,3,Immediately,17.358924865722656,78.5513916015625,2,4 out of 5 Floors,East,Main Road,1 Covered,
"₹ 68,000","3 BHK Apartment for rent in Gachibowli, Outer Ring Road 1890 sqft",Furnished,Bachelors/Family,3,Immediately,17.529855728149414,78.9276351928711,1,1 out of 30 Floors,East,Garden/Park,,
"₹ 18,000","2 BHK House for rent in Air Force Colony, Jagadgiri Gutta 1100 sqft",Unfurnished,Bachelors/Family,2,Immediately,,,,1 out of 1 Floor,,,,
"₹ 17,000","3 BHK Apartment for rent in Pragathi Nagar, Kukatpally 1470 sqft",Semi-Furnished,Bachelors/Family,3,Immediately,,,2,2 out of 5 Floors,East,Main Road,,
"₹ 9,500","2 BHK House for rent in Beeramguda, Ramachandra Puram, NH 9 1250 sqft",Unfurnished,Bachelors,2,Immediately,17.45833969116211,78.45372772216797,1,Ground out of 2 Floors,West,,,
"₹ 17,000","3 BHK Apartment for rent in Boduppal, NH 2 2 1600 sqft",Semi-Furnished,Bachelors/Family,3,Immediately,17.39349365234375,78.60176086425781,2,3 out of 5 Floors,South - East,,2 Covered,
"₹ 7,000","1 BHK House for rent in Old Nallakunta, New Nallakunta",Unfurnished,Bachelors,1,Immediately,17.401262283325195,78.5020523071289,1,1 out of 1 Floor,East,"Garden/Park, Main Road",1 Open,
"₹ 38,000","2 BHK Apartment for rent in Aparna Serene Park, Kondapur 1380 sqft",,,,,17.4640338,78.337495,,,,,,
"₹ 12,500","2 BHK House for rent in Vasavi Colony, LB Nagar, NH 9 900 sqft",Unfurnished,Bachelors/Family,2,From Mar '20,17.361982345581055,78.54914093017578,1,2 out of 4 Floors,East,Garden/Park,1 Covered,
"₹ 32,000","3 BHK Apartment for rent in DD Colony, Amberpet 1600 sqft",Semi-Furnished,Bachelors/Family,3,Immediately,17.404525756835938,78.5179672241211,,2 out of 5 Floors,North,"Garden/Park, Main Road",,
"₹ 16,900","3 BHK House for rent in Upparpally, Hyderabad Expressway 1800 sqft",Furnished,Bachelors/Family,2,Immediately,,,,Upper Basement out of 5 Floors,,,,
"₹ 11,200","2 BHK Apartment for rent in Red Hills, Lakdikapul, NH 7 1000 sqft",Unfurnished,Bachelors/Family,2,Immediately,17.397249221801758,78.46661376953125,1,2 out of 5 Floors,,,,
"₹ 12,000","2 BHK House for rent in Mahendra Hills, Secunderabad 800 sqft",Semi-Furnished,Bachelors/Family,2,Immediately,,,,1 out of 1 Floor,East,,,
"₹ 21,500","3 BHK Builder Floor for rent in Mohan Nagar, Kothapet 1850 sqft",Semi-Furnished,Bachelors/Family,4,Immediately,17.374784469604492,78.54894256591797,2,4 out of 4 Floors,West,,1 Covered,
"₹ 56,500","3 BHK Apartment for rent in Aparna WestSide, Manikonda, Outer Ring Road 2405 sqft",,,,,17.415941,78.369176,,,,,,
"₹ 60,000","3 BHK Apartment for rent in Khaja Guda, Outer Ring Road 2825 sqft",Semi-Furnished,Family,3,Immediately,,,2,4 out of 14 Floors,West,,,
"₹ 24,000",2 BHK Apartment for rent in Hitech City 1250 sqft,Semi-Furnished,Family,2,Immediately,78.37617492675781,17.447917938232422,2,3 out of 5 Floors,East,Main Road,1 Covered,
"₹ 8,500","2 BHK House for rent in Beeramguda, Ramachandra Puram, NH 9 900 sqft",Unfurnished,Family,2,Immediately,17.51469238029113,78.29343477293742,,2 out of 3 Floors,North - East,,,Same Premise
"₹ 8,000",2 BHK House for rent in Badangpet 100 sqyrd,Unfurnished,Bachelors,2,Immediately,17.2994709014893,78.529167175293,,,West,Main Road,,
"₹ 8,000",1 BHK Villa for rent in BHEL,Semi-Furnished,Bachelors/Family,1,Immediately,,,,,,,,
"₹ 32,000",4 BHK Apartment for rent in Emami swanlake apartment 2000 sqft,Unfurnished,Bachelors,3,Immediately,,,1,2 out of 16 Floors,West,Garden/Park,,
"₹ 95,000","4 BHK Apartment for rent in DSR Fortune Prime, Madhapur 3400 sqft",,,,,17.4396,78.388881,,,,,,
"₹ 15,000","2 BHK House for rent in Malakpet, NH 9 1250 sqft",Semi-Furnished,Bachelors/Family,2,Immediately,17.434255599975586,78.38674926757812,,1 out of 2 Floors,,Main Road,,
"₹ 22,000",3 BHK Apartment for rent in Kondapur 1560 sqft,Unfurnished,Bachelors,3,Immediately,17.462682723999023,78.35317993164062,2,4 out of 4 Floors,East,,,
"₹ 8,500",2 BHK Builder Floor for rent in Medipally 1050 sqft,Unfurnished,Family,2,Immediately,17.41178321838379,78.60076141357422,,1 out of 5 Floors,East,Main Road,,
"₹ 9,500",2 BHK House for rent in Aminpur 900 sqft,Semi-Furnished,Bachelors/Family,2,Immediately,,,,Ground out of 2 Floors,,,,
"₹ 10,000","2 BHK House for rent in Mallampet, Outer Ring Road 1100 sqft",Furnished,Bachelors/Family,2,Immediately,17.54938316345215,78.33509826660156,,Ground out of 2 Floors,,,,
"₹ 28,000","3 BHK Villa for rent in Peerzadiguda, NH 2 2 166 sqft",Furnished,Bachelors/Family,3,Immediately,,,2,,East,Garden/Park,,
"₹ 8,000","1 BHK Apartment for rent in Yousufguda, NH 9",Semi-Furnished,Bachelors/Family,1,Immediately,,,,3 out of 3 Floors,,,,
₹ 1.1 Lac,4 BHK Apartment for rent in Whitefields 4320 sqft,Semi-Furnished,Bachelors/Family,5,Immediately,,,2,3 out of 15 Floors,East,,2 Covered,
"₹ 35,000","3 BHK House for rent in Habsiguda, NH 2 2 1800 sqft",Semi-Furnished,Bachelors/Family,2,Immediately,17.4072208404541,78.54273986816406,2,2 out of 3 Floors,North - East,Main Road,1 Covered,
"₹ 11,000","2 BHK House for rent in Beeramguda, Ramachandra Puram, NH 9 150 sqyrd",Unfurnished,Bachelors,2,Immediately,17.520044326782227,78.29974365234375,,Ground out of 1 Floor,West,Garden/Park,,
"₹ 10,000",2 BHK House for rent in Gajularamaram 1000 sqft,Unfurnished,Family,2,Immediately,,,2,3 out of 3 Floors,North - East,Main Road,,Same Premise
"₹ 10,500","2 BHK House for rent in Kukatpally, NH 9 1100 sqft",Unfurnished,Bachelors/Family,2,Immediately,,,,1 out of 2 Floors,,,,
"₹ 85,000","5 BHK Apartment for rent in Quiescent Heights, Hitech City 4375 sqft",,,,,17.4422114,78.3825746,,,,,,
"₹ 38,900","3 BHK House for rent in Gopalnagar Society, Hafeezpet 1690 sqft",Furnished,Bachelors/Family,3,Immediately,,,,5 out of 11 Floors,,,,
₹ 1.2 Lac,"3 BHK House for rent in MLA Colony, Banjara Hills 3100 sqft",Semi-Furnished,Bachelors/Family,4,Immediately,,,1,Ground out of 1 Floor,East,Garden/Park,"1 Covered, 1 Open",
"₹ 50,000","3 BHK Apartment for rent in Aparna Aura, Jubilee Hills 2210 sqft",,,,,17.414598,78.404154,,,,,,
"₹ 10,000","2 BHK Builder Floor for rent in Shastripuram, Nawab Saheb Kunta, NH 7 120 sqyrd",Unfurnished,Bachelors/Family,2,Immediately,17.329059600830078,78.44623565673828,,1 out of 3 Floors,,,,
"₹ 20,000",2 BHK Apartment for rent in Kondapur 1350 sqft,Semi-Furnished,Bachelors,2,Immediately,17.462682723999023,78.35317993164062,2,3 out of 4 Floors,West,"Main Road, Garden/Park",,
"₹ 35,000","3 BHK Apartment for rent in Somajiguda, NH 9 1850 sqft",Semi-Furnished,Bachelors/Family,3,Immediately,,,,6 out of 8 Floors,,,,
"₹ 9,000",2 BHK House for rent in Nagarjuna Sagar Road 1100 sqft,Semi-Furnished,Family,2,Immediately,17.32314109802246,78.55963134765625,2,1 out of 2 Floors,,,1 Covered,Same Premise
"₹ 14,000","2 BHK Builder Floor for rent in Upparpally, Hyderabad Expressway 1000 sqft",Semi-Furnished,Bachelors/Family,2,From Mar '20,,,,3 out of 5 Floors,East,,,
"₹ 7,000","1 BHK House for rent in Beeramguda, Ramachandra Puram, NH 9",Semi-Furnished,Bachelors/Family,1,Immediately,,,,2 out of 2 Floors,,,,
"₹ 6,500",1 BHK House for rent in Toli Chowki,Semi-Furnished,Bachelors/Family,1,Immediately,,,,Ground out of 2 Floors,,,,
"₹ 5,500",1 BHK House for rent in Karmanghat,Semi-Furnished,Bachelors/Family,1,Immediately,,,,2 out of 3 Floors,,,,
"₹ 14,000","2 BHK Apartment for rent in K P H B Phase 5, Kukatpally 1250 sqft",Unfurnished,Bachelors/Family,2,Immediately,17.478853225708008,78.3919448852539,2,4 out of 5 Floors,,,,
"₹ 14,000","1 BHK House for rent in Mallampet, Outer Ring Road",,Bachelors,3,Immediately,17.55777885527467,78.36149163106039,1,Ground out of 1 Floor,East,Main Road,1 Covered,
"₹ 12,500","2 BHK House for rent in Pasha Colony, Ibrahim Bagh 1350 sqft",Semi-Furnished,Family,2,Immediately,,,2,3 out of 4 Floors,,,1 Covered,
"₹ 30,000",2 BHK House for rent in Vijaynagar Colony 1800 sqft,Unfurnished,Bachelors/Family,2,Immediately,,,,1 out of 3 Floors,,,,
"₹ 12,000",2 BHK House for rent in Attapur 1500 sqft,Semi-Furnished,Bachelors/Family,2,Immediately,,,,,East,,,
"₹ 7,000","1 BHK House for rent in Hydershakote, Bandlaguda, Chevella Road",Semi-Furnished,Bachelors/Family,1,Immediately,,,1,,,,,
"₹ 9,500",2 BHK House for rent in Gajularamaram 1350 sqft,Unfurnished,Bachelors/Family,2,Immediately,,,,1 out of 1 Floor,,,,
"₹ 16,000","3 BHK Apartment for rent in Sri Mahalakshmi Residency, Attapur 1800 sqft",,,,,17.3541456,78.4087385,,,,,,
"₹ 14,000","2 BHK Apartment for rent in Madinaguda, Hafeezpet, NH 9 1150 sqft",Semi-Furnished,Bachelors/Family,2,From Mar '20,,,,3 out of 5 Floors,South,,1 Covered,
"₹ 5,000",2 BHK Apartment for rent in sai vinayaka residency 800 sqft,Unfurnished,Bachelors,3,Immediately,,,1,1 out of 5 Floors,East,,,
"₹ 12,500",1 BHK Builder Floor for rent in Hitech City,Unfurnished,Bachelors/Family,1,Immediately,,,,2 out of 4 Floors,,,,
"₹ 10,000",2 BHK House for rent in Saibaba Nagar-Kismatpur 1000 sqft,Semi-Furnished,Bachelors/Family,2,Immediately,,,2,1 out of 2 Floors,East,Main Road,,
"₹ 20,000","4 BHK Villa for rent in SRR Pride, Bachupally, Outer Ring Road 2400 sqft",,,,,17.543962,78.3505943,,,,,,
"₹ 15,500","2 BHK Apartment for rent in Sai Vardhini Residency, Nizampet 1145 sqft",,,,,17.5145,78.390942,,,,,,
"₹ 6,500",2 BHK House for rent in Nagaram 1500 sqft,Unfurnished,Bachelors/Family,2,Immediately,,,2,1 out of 4 Floors,,,,
"₹ 35,000",3 BHK Apartment for rent in Nanakram Guda 1805 sqft,Semi-Furnished,Bachelors/Family,3,Immediately,,,,4 out of 8 Floors,,,,
"₹ 75,000","4 BHK Villa for rent in Prestige Royal Woods, Kismatpur, Outer Ring Road 4000 sqft",,,,,17.3432219176323,78.3750564116008,,,,,,
"₹ 50,000","3 BHK Apartment for rent in Estella, Hitech City 2520 sqft",,,,,17.4551183,78.3693554,,,,,,
"₹ 75,000","5 BHK Apartment for rent in Quiescent Heights, Hitech City 4375 sqft",,,,,17.4422114,78.3825746,,,,,,
"₹ 12,000","2 BHK House for rent in Bhudevi Nagar, Secunderabad, Siddipet Road 1100 sqft",Unfurnished,Family,1,Immediately,,,,Ground out of 1 Floor,East,Main Road,1 Open,
"₹ 20,000","4 BHK Villa for rent in Bachupally, Outer Ring Road 2400 sqft",Furnished,Bachelors/Family,3,Immediately,17.551816940307617,78.38607025146484,,,,,,
"₹ 5,500","1 BHK House for rent in Ramanthapur, NH 2 2",Semi-Furnished,Bachelors/Family,1,Immediately,,,1,Ground out of 3 Floors,North - East,Main Road,,
"₹ 40,000","4 BHK House for rent in Somajiguda, NH 9 2000 sqft",,Bachelors/Family,,Immediately,,,,,,,,
"₹ 28,000","3 BHK House for rent in Narsingi, Outer Ring Road 1915 sqft",Semi-Furnished,Family,3,Immediately,17.39329138779801,78.36370605285713,2,4 out of 5 Floors,East,Main Road,1 Covered,
"₹ 21,000",3 BHK Apartment for rent in Moti Nagar 1250 sqft,Semi-Furnished,Bachelors/Family,2,Immediately,,,,3 out of 5 Floors,,,,
"₹ 6,500","1 BHK House for rent in Jaya Puri Colony, Nagole",Unfurnished,Bachelors/Family,1,Immediately,17.378982543945312,78.58555603027344,1,Ground out of 3 Floors,North,,,
"₹ 30,000",3 BHK Builder Floor for rent in Kondapur 1600 sqft,Semi-Furnished,Bachelors/Family,3,Immediately,17.462682723999023,78.35317993164062,2,4 out of 5 Floors,East,,,
"₹ 13,000",2 BHK House for rent in Aminpur 1400 sqft,Semi-Furnished,Bachelors/Family,2,Immediately,17.49774169921875,78.3200912475586,,Ground out of 1 Floor,East,,,
"₹ 23,000",2 BHK House for rent in Balkampet 1600 sqft,Furnished,Bachelors/Family,2,Immediately,17.445369720458984,78.45032501220703,2,Ground out of 1 Floor,,,"1 Covered, 1 Open",
₹ 7.5 Lac,"3 BHK Builder Floor for rent in Banjara Hills, NH 9 3000 sqft",Furnished,Bachelors/Family,3,Immediately,17.428239822387695,78.43399047851562,,,East,,,
"₹ 50,000","2 BHK Apartment for rent in Golf Edge, Gachibowli, Outer Ring Road 1035 sqft",,,,,17.425396,78.347743,,,,,,
"₹ 7,000","1 BHK House for rent in Moosarambagh, NH 9",Unfurnished,Bachelors/Family,1,Immediately,,,1,1 out of 2 Floors,East,,,
"₹ 12,000","2 BHK Apartment for rent in Kakateeya Nagar, Secunderabad 1450 sqft",Unfurnished,Bachelors/Family,2,Immediately,17.419645309448242,78.54962921142578,,2 out of 5 Floors,East,Main Road,1 Covered,
"₹ 30,000",3 BHK Apartment for rent in Attapur 1700 sqft,Furnished,Bachelors/Family,2,From Feb '20,,,,3 out of 5 Floors,,,,
"₹ 10,000",2 BHK House for rent in Osman Nagar 1086 sqft,Unfurnished,Family,2,Immediately,17.44957733154297,78.28820037841797,,1 out of 1 Floor,West,,1 Covered,
"₹ 14,000","3 BHK Villa for rent in Beeramguda, Ramachandra Puram, NH 9 1500 sqft",Unfurnished,Bachelors/Family,2,Immediately,,,,,North - West,,,
"₹ 16,000",3 BHK Apartment for rent in Current location 1456 sqft,Unfurnished,Bachelors,2,Immediately,17.365093231201172,78.55345916748047,2,2 out of 4 Floors,North,,,
"₹ 8,000","1 BHK House for rent in Surya Nagar, Toli Chowki",Unfurnished,Bachelors,1,Immediately,,,1,2 out of 2 Floors,East,,,Same Premise
"₹ 11,000",2 BHK House for rent in Adarsh Nagar Colony-Bandlaguda Jagir 120 sqyrd,Semi-Furnished,Bachelors/Family,2,Immediately,,,,Ground out of 3 Floors,,,,
"₹ 25,000","3 BHK Apartment for rent in Chitrapuri Colony, Manikonda, Outer Ring Road 1640 sqft",,,,,17.41673666666667,78.37749166666667,,,,,,
"₹ 45,000","3 BHK Apartment for rent in Lanco Hills, Manikonda, Outer Ring Road 2500 sqft",,,,,17.40896,78.37323,,,,,,
"₹ 5,000",1 BHK House for rent in Current location,Unfurnished,Bachelors/Family,1,Immediately,17.551435470581055,78.43899536132812,1,2 out of 4 Floors,East,,,
"₹ 30,000","2 BHK Apartment for rent in Lodha Meridian, Kukatpally Housing Board Colony, NH 9 1350 sqft",,,,,17.475719,78.3919494427829,,,,,,
"₹ 8,000","2 BHK House for rent in Uppal, NH 2 2 160 sqyrd",Furnished,Bachelors/Family,2,Immediately,17.403547286987305,78.5636215209961,,Ground out of 1 Floor,,,,
"₹ 15,000",2 BHK Apartment for rent in KOUSALYACOLONY BACHUPALLY ROAD 1200 sqft,Unfurnished,Family,2,Immediately,,,2,2 out of 5 Floors,West,,2 Open,
"₹ 6,600",3 BHK House for rent in Srinivasapuram 200 sqyrd,Semi-Furnished,Bachelors/Family,2,Immediately,,,,Ground out of 1 Floor,South,,,
"₹ 12,000",2 BHK House for rent in Osman Nagar 1430 sqft,Semi-Furnished,Bachelors/Family,2,Immediately,,,4,Ground out of 1 Floor,West,Main Road,"1 Covered, 1 Open",
"₹ 14,000",2 BHK Apartment for rent in Alakapur,Unfurnished,Bachelors/Family,2,Immediately,17.393661499023438,78.36815643310547,2,1 out of 5 Floors,West,,,
"₹ 14,000","1 BHK Apartment for rent in Kondapur, Kondapur",,,,,17.469431,78.355377,,,,,,
"₹ 18,000","2 BHK Apartment for rent in Kukatpally, NH 9 1170 sqft",Furnished,Bachelors,2,From Mar '20,17.49273681640625,78.40123748779297,1,5 out of 5 Floors,North,Garden/Park,,
"₹ 15,000","3 BHK Apartment for rent in Miyapur, NH 9 1550 sqft",Unfurnished,Bachelors/Family,2,Immediately,,,,2 out of 3 Floors,,,,
"₹ 16,000",2 BHK Apartment for rent in Asif Nagar 1100 sqft,Unfurnished,Bachelors/Family,2,Immediately,,,,4 out of 5 Floors,,,,
"₹ 10,000","2 BHK House for rent in Yella Reddy Guda, NH 9 450 sqft",Semi-Furnished,Bachelors/Family,1,Immediately,,,1,3 out of 3 Floors,,,,
"₹ 25,000",2 BHK Apartment for rent in Kondapur 1300 sqft,Semi-Furnished,Bachelors/Family,2,Immediately,17.462682723999023,78.35317993164062,1,2 out of 5 Floors,North,Garden/Park,,
"₹ 45,000","3 BHK Apartment for rent in Lodha Meridian, Kukatpally Housing Board Colony, NH 9 2259 sqft",,,,,17.475719,78.3919494427829,,,,,,
"₹ 26,500","3 BHK House for rent in Gopalnagar Society, Hafeezpet 1300 sqft",Furnished,Bachelors/Family,3,Immediately,,,,1 out of 7 Floors,,,,
"₹ 16,000","2 BHK Apartment for rent in Sri Mahalakshmi Residency, Attapur 1395 sqft",,,,,17.3541456,78.4087385,,,,,,
"₹ 22,000",3 BHK House for rent in Suchitra Circle 1350 sqft,Furnished,Bachelors/Family,3,Immediately,,,,Upper Basement out of 5 Floors,,,,
"₹ 23,200",3 BHK House for rent in Hasmathpet 1400 sqft,Furnished,Bachelors/Family,3,Immediately,,,,Upper Basement out of 5 Floors,,,,
"₹ 12,000",2 BHK House for rent in Bandam Kommu 1350 sqft,Unfurnished,Bachelors,2,Immediately,17.429485321044922,78.42740631103516,2,Ground out of 2 Floors,East,Main Road,"1 Covered, 1 Open",
"₹ 38,000",3 BHK Apartment for rent in Nanakram Guda 1520 sqft,Semi-Furnished,Bachelors/Family,3,Immediately,,,1,22 out of 30 Floors,East,"Garden/Park, Pool, Main Road","2 Covered, 2 Open",
"₹ 35,000","3 BHK Apartment for rent in Muppas Alankrita, Narsingi, Outer Ring Road 1870 sqft",,,,,17.39412,78.356196,,,,,,
"₹ 45,000","3 BHK Apartment for rent in MTI The Fountain Head, Khaja Guda, Outer Ring Road 2580 sqft",,,,,17.4180822,78.3659729,,,,,,
"₹ 17,000","3 BHK Apartment for rent in Keerthi Prime, Chandanagar, NH 9 1400 sqft",,,,,17.499153,78.323202,,,,,,
