price,title,furnishing,tenants preferred,bathroom,availability,longitude,latitude,balcony,floor,facing,overlooking,car parking,owner resides
"₹ 7,000","3 BHK Apartment for rent in Vidyanagar, Adikmet 850 sqft",Unfurnished,Bachelors/Family,3,Immediately,17.4055614471436,78.5123825073242,,3 out of 3 Floors,East,Main Road,1 Covered,
"₹ 30,000",3 BHK House for rent in Nizampet 2800 sqft,Semi-Furnished,Bachelors/Family,3,Immediately,,,1,,,,1 Covered,
"₹ 12,000","1 BHK Apartment for rent in Yousufguda, NH 9",Unfurnished,Bachelors/Family,1,Immediately,,,,1 out of 8 Floors,,,,
"₹ 25,000",3 BHK Apartment for rent in Masab Tank 1672 sqft,Semi-Furnished,Bachelors/Family,2,Immediately,,,,3 out of 4 Floors,,,,
"₹ 23,000",3 BHK Apartment for rent in Moneykonda 1760 sqft,Semi-Furnished,Bachelors/Family,3,Immediately,,,,4 out of 6 Floors,,,,
"₹ 12,000",1 BHK Apartment for rent in Hitech City,Unfurnished,Bachelors,1,Immediately,17.447917938232422,78.37617492675781,1,1 out of 3 Floors,South - East,"Main Road, Garden/Park, Pool",,
"₹ 5,500","2 BHK House for rent in Boduppal, NH 2 2 1150 sqft",Semi-Furnished,Bachelors,2,Immediately,,,1,Ground out of 2 Floors,North,,,
"₹ 33,000",2 BHK House for rent in Madhapur 1000 sqft,Furnished,Bachelors/Family,2,Immediately,,,1,2 out of 6 Floors,,,1 Covered,
"₹ 7,000","1 BHK House for rent in Rasoolpura, Mahatma Gandhi Road",Unfurnished,Bachelors/Family,1,Immediately,17.447988510131836,78.47765350341797,,Ground out of 1 Floor,East,,,
"₹ 12,000",3 BHK Apartment for rent in Nagaram,Semi-Furnished,Bachelors/Family,2,Immediately,17.483064651489258,78.6123275756836,2,6 out of 8 Floors,,,,
"₹ 10,000","2 BHK House for rent in Raghavendra Nagar Colony,, LB Nagar 1800 sqft",Unfurnished,Bachelors,2,Immediately,17.343236923217773,78.55465698242188,,Ground out of 2 Floors,East,Main Road,,
"₹ 20,000","2 BHK House for rent in Abids, NH 7 1500 sqft",Unfurnished,Bachelors/Family,2,Immediately,17.397203933231953,78.47272183795926,,1 out of 2 Floors,West,Main Road,2 Open,
"₹ 30,000","2 BHK Apartment for rent in My Home Vihanga, Gachibowli, Outer Ring Road 1275 sqft",,,,,17.435046,78.3314338843939,,,,,,
"₹ 25,000",2 BHK Apartment for rent in Avanti Nagar 950 sqft,Unfurnished,Bachelors/Family,2,Immediately,,,2,Ground out of 4 Floors,South -West,Main Road,,
"₹ 13,000","2 BHK Apartment for rent in Vista Homes, Kushaiguda 950 sqft",,,,,17.4859809,78.5813358,,,,,,
"₹ 14,000","2 BHK House for rent in Gulmohar Park Colony, Serilingampally 1200 sqft",Unfurnished,Bachelors/Family,2,Immediately,,,,1 out of 2 Floors,,,,
"₹ 25,000","2 BHK Apartment for rent in Poe Tree, Narsingi, Outer Ring Road 1280 sqft",,,,,17.3835622,78.365588,,,,,,
"₹ 11,000",2 BHK House for rent in Langar Houz 1100 sqft,Semi-Furnished,Bachelors/Family,2,Immediately,17.333715,78.4031504,,Ground out of 2 Floors,East,Main Road,"1 Covered, 1 Open",
"₹ 14,000",2 BHK House for rent in New Nallakunta 1200 sqft,Semi-Furnished,Bachelors/Family,2,Immediately,,,,,West,,,
"₹ 35,000",3 BHK Apartment for rent in Hitech City 1855 sqft,Unfurnished,Bachelors/Family,3,From Mar '20,,,1,2 out of 8 Floors,North,,,
"₹ 15,000","2 BHK House for rent in Sun City, Bandlaguda, Chevella Road 1350 sqft",Unfurnished,Family,2,Immediately,17.3651103973389,78.4005279541016,1,1 out of 1 Floor,South,,,
"₹ 12,000",2 BHK Builder Floor for rent in Toli Chowki 1450 sqft,Unfurnished,Bachelors/Family,2,Immediately,,,,2 out of 2 Floors,,,,
"₹ 7,500","2 BHK Builder Floor for rent in Kukatpally, NH 9 1000 sqft",Semi-Furnished,Bachelors/Family,2,Immediately,17.4927368164062,78.401237487793,1,2 out of 3 Floors,,,,
"₹ 9,000",2 BHK Apartment for rent in Neredmet 915 sqft,Semi-Furnished,Bachelors/Family,2,Immediately,,,1,1 out of 5 Floors,West,Main Road,,
"₹ 8,000",1 BHK House for rent in Sri Nagar Colony,Unfurnished,Bachelors/Family,1,Immediately,17.427061080932617,78.43523406982422,1,,East,,,
"₹ 12,000",2 BHK House for rent in Raghavendra Colony Malkajgiri 1800 sqft,Furnished,Family,3,Immediately,,,1,Ground out of 1 Floor,East,,2 Covered,
"₹ 27,000","3 BHK Villa for rent in Star Homes, Balanagar 2550 sqft",,,,,17.49329,78.445709,,,,,,
"₹ 10,000",2 BHK Apartment for rent in CHILKALGUDA 1000 sqft,Furnished,Bachelors/Family,2,Immediately,,,1,3 out of 3 Floors,East,,1 Covered,Same Premise
"₹ 13,300","1 BHK House for rent in Krishna Nagar, Yousufguda",Furnished,Bachelors/Family,1,Immediately,,,,Upper Basement out of 5 Floors,,,,
"₹ 16,000",3 BHK Apartment for rent in Attapur 1560 sqft,Semi-Furnished,Bachelors/Family,3,Immediately,17.368194580078125,78.43169403076172,2,5 out of 5 Floors,,,1 Covered,
"₹ 15,000",3 BHK House for rent in Toli Chowki 1000 sqft,Unfurnished,Bachelors/Family,1,Immediately,,,1,3 out of 4 Floors,North,,,
"₹ 15,000",2 BHK Apartment for rent in Hyderabad 1115 sqft,Semi-Furnished,Family,2,Immediately,,,,5 out of 8 Floors,,Main Road,1 Covered,Same Premise
"₹ 8,500","2 BHK House for rent in Chandanagar, NH 9 700 sqft",Unfurnished,Bachelors/Family,2,Immediately,,,,Ground out of 2 Floors,,,,
"₹ 15,000","3 BHK House for rent in Modi Emerald Park Phase 1, Pocharam, NH 2 2 1360 sqft",,,,,17.4244934325838,78.6659460240711,,,,,,
"₹ 25,000","1 BHK Apartment for rent in Banjara Hills Project, Banjara Hills, NH 9",,,,,17.419560355219886,78.43901844287491,,,,,,
"₹ 8,000","2 BHK House for rent in Prajay Water Front, Shameerpet 880 sqft",,,,,17.656989,78.601118,,,,,,
"₹ 10,000","2 BHK House for rent in Old Alwal, Secunderabad, Siddipet Road 1400 sqft",Unfurnished,Bachelors,2,Immediately,,,1,Ground out of 1 Floor,West,Main Road,,
"₹ 26,000","3 BHK Apartment for rent in Kukatpally, NH 9 1575 sqft",Semi-Furnished,Bachelors/Family,2,Immediately,,,,8 out of 14 Floors,,,,
"₹ 15,000",2 BHK Builder Floor for rent in Nizampet 150 sqft,Semi-Furnished,Bachelors,2,Immediately,17.523500442504883,78.37519836425781,3,1 out of 3 Floors,West,,,
"₹ 15,000","3 BHK House for rent in Surya Nagar, Toli Chowki 1100 sqft",Unfurnished,Bachelors/Family,2,Immediately,,,1,1 out of 1 Floor,,"Garden/Park, Main Road",1 Covered,
"₹ 45,000","3 BHK Apartment for rent in Shanthinikethan, Whitefields 2005 sqft",,,,,17.4553184032732,78.3691561624801,,,,,,
"₹ 30,000","3 BHK Apartment for rent in Banjara Hills, NH 9 1900 sqft",Unfurnished,Bachelors/Family,3,Immediately,17.415895462036133,78.43576049804688,3,3 out of 6 Floors,East,Main Road,,
"₹ 60,000","5 BHK Builder Floor for rent in Kakatiya Hills, Nizampet 2670 sqft",Semi-Furnished,Bachelors/Family,4,Immediately,17.53253936767578,78.39266967773438,2,2 out of 5 Floors,,,,
₹ 1.2 Lac,"3 BHK Villa for rent in Gachibowli, Outer Ring Road 2500 sqft",Semi-Furnished,Bachelors/Family,3,Immediately,,,1,,,,2 Covered,
"₹ 13,300","1 BHK House for rent in Krishna Nagar, Yousufguda",Furnished,Bachelors/Family,1,Immediately,,,,Ground out of 6 Floors,,,,
"₹ 15,000","2 BHK Apartment for rent in Moula Ali, Moula Ali Road 870 sqft",Furnished,Bachelors/Family,1,Immediately,,,3,2 out of 3 Floors,,,1 Covered,
"₹ 25,000",3 BHK Apartment for rent in Toli Chowki 100 sqyrd,Furnished,Bachelors/Family,3,Immediately,,,,2 out of 5 Floors,,,,
"₹ 6,000",1 BHK House for rent in Teachers Colony-Trimulgherry,Unfurnished,Family,1,Immediately,17.39342498779297,78.60173797607422,1,1 out of 3 Floors,East,,,
"₹ 18,000","1 BHK Builder Floor for rent in Banjara Hills, NH 9",Unfurnished,Bachelors/Family,1,Immediately,17.415895462036133,78.43576049804688,2,2 out of 3 Floors,North - East,"Garden/Park, Main Road",1 Covered,
"₹ 22,000","3 BHK Apartment for rent in Ameerpet, NH 9 1690 sqft",Unfurnished,Bachelors/Family,3,Immediately,17.43480110168457,78.44801330566406,1,2 out of 5 Floors,North,,,
"₹ 15,000",2 BHK House for rent in Current location 1280 sqft,Unfurnished,Bachelors,2,Immediately,17.447980880737305,78.45992279052734,,Ground out of 3 Floors,East,,,
"₹ 18,000","3 BHK Apartment for rent in Saidabad Colony, Sayeedabad",Furnished,Bachelors,3,Immediately,17.36030387878418,78.51038360595703,3,1 out of 4 Floors,East,Main Road,,
"₹ 15,016","1 BHK Builder Floor for rent in Gachibowli, Outer Ring Road",Semi-Furnished,Bachelors/Family,1,Immediately,,,,1 out of 5 Floors,North,Main Road,,
"₹ 12,500",2 BHK Apartment for rent in Current location 1105 sqft,Furnished,Bachelors,2,Immediately,17.533594131469727,78.35958862304688,2,1 out of 5 Floors,West,Garden/Park,,
"₹ 38,000","3 BHK Apartment for rent in Banjara Hills, NH 9 1850 sqft",Unfurnished,Bachelors/Family,3,Immediately,17.415895462036133,78.43576049804688,4,1 out of 7 Floors,East,Main Road,,
"₹ 9,500","2 BHK House for rent in BHEL Employees Co-operative Housing Society, Jeedimetla, NH 7 1150 sqft",Semi-Furnished,Bachelors/Family,2,Immediately,,,,Ground out of 1 Floor,West,Garden/Park,1 Covered,Same Premise
"₹ 9,000",1 BHK House for rent in Ameenapur,Semi-Furnished,Bachelors/Family,1,Immediately,,,,1 out of 3 Floors,,,,
"₹ 30,000","2 BHK Apartment for rent in Somajiguda, NH 9 1600 sqft",Semi-Furnished,Bachelors/Family,2,Immediately,17.42171287536621,78.45764923095703,3,3 out of 6 Floors,East,"Main Road, Garden/Park, Pool",1 Covered,
"₹ 60,000","4 BHK House for rent in CMC Enclave, Kondapur 2000 sqft",Furnished,Bachelors/Family,3,Immediately,,,,1 out of 7 Floors,,,,
"₹ 30,000","2 BHK Apartment for rent in Bhavyas Tulasi Vanam, Kukatpally, NH 9 1135 sqft",,,,,17.5010497870696,78.408486795609,,,,,,
"₹ 15,000","2 BHK House for rent in Nagarjuna Nagar, Secunderabad 1000 sqft",Semi-Furnished,Family,2,From Mar '20,,,1,1 out of 1 Floor,East,,1 Covered,
"₹ 45,000","3 BHK Apartment for rent in Kokapet, Outer Ring Road 2700 sqft",Semi-Furnished,Family,4,Immediately,,,3,4 out of 20 Floors,West,,2 Covered,
"₹ 7,500",2 BHK Apartment for rent in Dabeerpura 650 sqft,Unfurnished,Bachelors/Family,1,Immediately,,,,2 out of 5 Floors,,,,
"₹ 10,000","1 BHK House for rent in Moosapet, NH 9",Unfurnished,Bachelors/Family,1,Immediately,,,,3 out of 3 Floors,,,,
"₹ 12,000",1 BHK Builder Floor for rent in Shaikpet,Semi-Furnished,Family,2,Immediately,17.406675338745117,78.39454650878906,,4 out of 4 Floors,East,Main Road,1 Open,Same Premise
"₹ 7,000","1 BHK Builder Floor for rent in Punjagutta, NH 9",Semi-Furnished,Bachelors/Family,1,Immediately,,,,3 out of 3 Floors,,,,
"₹ 15,000","3 BHK House for rent in Sunshine Park, Ghatkesar, NH 2 2 2100 sqft",,,,,17.4583999021231,78.6906403554018,,,,,,
"₹ 22,000","2 BHK Apartment for rent in Vivekananda Nagar, Kukatpally, NH 9 1200 sqft",Furnished,Family,2,Immediately,,,,5 out of 5 Floors,East,,1 Covered,
"₹ 25,500","2 BHK Builder Floor for rent in Banjara Hills, NH 9 1300 sqft",Semi-Furnished,Bachelors,2,Immediately,17.415895462036133,78.43576049804688,3,1 out of 2 Floors,North - East,Garden/Park,,
"₹ 45,000","3 BHK Apartment for rent in Kokapet, Outer Ring Road 2700 sqft",Semi-Furnished,Family,4,Immediately,,,,4 out of 21 Floors,West,,2 Covered,
"₹ 11,500","2 BHK House for rent in Gandhamguda, Bairagiguda 900 sqft",Unfurnished,Bachelors/Family,2,Immediately,17.364944458007812,78.3805923461914,1,1 out of 2 Floors,East,,,
"₹ 13,000","3 BHK Apartment for rent in Janapriya Lakefront, Sainikpuri 1100 sqft",,,,,17.4936411,78.5573991,,,,,,
"₹ 14,000","2 BHK Builder Floor for rent in Chandanagar, NH 9 500 sqft",Unfurnished,Bachelors/Family,2,Immediately,,,,1 out of 3 Floors,,,,
"₹ 7,000","Studio Apartment for rent in Gachibowli Phase 3, Outer Ring Road",Furnished,Bachelors/Family,1,Immediately,,,,2 out of 5 Floors,,,,
"₹ 18,000",3 BHK Apartment for rent in Nizampet 1650 sqft,Semi-Furnished,Bachelors/Family,3,Immediately,,,,1 out of 3 Floors,,,,
"₹ 70,000","4 BHK Apartment for rent in Casa Rouge, Kondapur 3883 sqft",,,,,17.4628132,78.372652,,,,,,
"₹ 17,000","3 BHK Apartment for rent in Shanta Sriram Sonata, New Nallakunta 1225 sqft",,,,,,,,,,,,
"₹ 9,000",2 BHK House for rent in Patelguda 1200 sqft,Semi-Furnished,Bachelors,2,Immediately,78.2869644165039,17.54598617553711,1,Lower Basement out of 1 Floor,,,,
"₹ 18,000",2 BHK House for rent in Puppalaguda 1000 sqft,Furnished,Bachelors/Family,2,Immediately,,,,Upper Basement out of 5 Floors,,,,
"₹ 25,000",3 BHK House for rent in Mehdipatnam 1250 sqft,Semi-Furnished,Bachelors/Family,3,Immediately,,,,2 out of 5 Floors,,,,
"₹ 16,000","3 BHK Service Apartment for rent in Chandanagar, NH 9 1600 sqft",Unfurnished,Bachelors/Family,3,Immediately,,,2,Ground out of 4 Floors,West,Garden/Park,1 Covered,
"₹ 10,936","2 BHK House for rent in Beeramguda, Ramachandra Puram, NH 9 1300 sqft",Unfurnished,Bachelors/Family,2,Immediately,,,,1 out of 1 Floor,,,,
"₹ 6,200",1 BHK House for rent in Kanchan Bagh,Unfurnished,Bachelors/Family,1,Immediately,,,,2 out of 2 Floors,East,Main Road,,
"₹ 10,000","2 BHK Builder Floor for rent in Peerzadiguda, NH 2 2 1000 sqft",Semi-Furnished,Bachelors/Family,2,Immediately,,,,2 out of 3 Floors,,,,
"₹ 13,000",2 BHK House for rent in Ramakrishna Nagar 1200 sqft,Semi-Furnished,Bachelors/Family,2,Immediately,,,,,,,,
"₹ 35,000","3 BHK House for rent in Sabza Colony, Toli Chowki 1800 sqft",Furnished,Bachelors/Family,3,Immediately,,,,Upper Basement out of 5 Floors,,,,
"₹ 30,000",2 BHK Apartment for rent in Hakimpet-Hyderabad 850 sqft,Furnished,Bachelors/Family,2,Immediately,,,1,1 out of 5 Floors,North,Main Road,1 Covered,
"₹ 13,500",2 BHK House for rent in Toli Chowki 1750 sqft,Unfurnished,Bachelors/Family,2,Immediately,,,,Ground out of 2 Floors,East,,,
"₹ 34,000",2 BHK Apartment for rent in Nanakram Guda 1314 sqft,Furnished,Bachelors/Family,2,Immediately,17.41388702392578,78.34127044677734,1,21 out of 30 Floors,West,Garden/Park,,
"₹ 8,000",2 BHK Apartment for rent in Patelguda 900 sqft,Unfurnished,Bachelors,2,Immediately,17.540477752685547,78.28739166259766,,Ground out of 2 Floors,North - East,,,
"₹ 30,000","2 BHK Apartment for rent in Narsingi, Outer Ring Road 1312 sqft",Furnished,Bachelors/Family,2,Immediately,,,,,,,,
"₹ 60,000","3 BHK Apartment for rent in Prestige Ivy League, Hitech City 2050 sqft",,,,,17.458604,78.368989,,,,,,
"₹ 16,000","2 BHK Apartment for rent in Hafeezpet, NH 9 1125 sqft",Semi-Furnished,Bachelors/Family,2,Immediately,,,,3 out of 5 Floors,,,,
"₹ 17,000","2 BHK Apartment for rent in Silpa Valley, Kondapur 1100 sqft",,,,,17.4784065,78.344944,,,,,,
₹ 1.5 Lac,"4 BHK Apartment for rent in Lodha Bellezza, Hitech City 4761 sqft",,,,,17.474914,78.393383,,,,,,
"₹ 55,000","3 BHK Apartment for rent in Lanco Hills, Khaja Guda, Outer Ring Road 2765 sqft",,,,,17.40896,78.37323,,,,,,
"₹ 10,500","1 BHK House for rent in Hyder Nagar, NH 9",Unfurnished,Bachelors/Family,2,Immediately,,,,Ground out of 1 Floor,,,,
"₹ 55,000",5 BHK Villa for rent in Nizampet 3500 sqft,Furnished,Bachelors/Family,4,Immediately,,,3,,North,"Pool, Main Road",1 Covered,
"₹ 10,500",1 BHK Apartment for rent in Masab Tank,Semi-Furnished,Bachelors/Family,1,Immediately,,,,Ground out of 4 Floors,,,,
"₹ 10,000","2 BHK House for rent in Vanasthalipuram, NH 9 15,000 sqft",Semi-Furnished,Bachelors/Family,2,Immediately,17.32392692565918,78.57559967041016,2,1 out of 2 Floors,North,,,
"₹ 12,500","2 BHK House for rent in Hyder Nagar, NH 9 1000 sqft",Unfurnished,Bachelors/Family,2,Immediately,17.502300262451172,78.38279724121094,,Ground out of 2 Floors,,,,
"₹ 60,000",5 BHK Villa for rent in Maheshwaram 6500 sqft,Semi-Furnished,Bachelors/Family,8,Immediately,,,,,,,,
"₹ 37,500","3 BHK Apartment for rent in Gachibowli, Outer Ring Road 1685 sqft",Semi-Furnished,Bachelors/Family,3,Immediately,17.44356346130371,78.33977508544922,1,5 out of 14 Floors,,,,
"₹ 25,000","3 BHK House for rent in Mallikarjuna Nagar, Secunderabad 1500 sqft",Semi-Furnished,Bachelors/Family,3,Immediately,,,,1 out of 3 Floors,,,,
"₹ 13,000","2 BHK Apartment for rent in Secunderabad, Rashtrapati ROAd 1145 sqft",Semi-Furnished,Bachelors/Family,2,Immediately,,,,3 out of 5 Floors,,,,
"₹ 15,000","2 BHK House for rent in Ghatkesar, NH 2 2 100 sqyrd",Semi-Furnished,Bachelors/Family,2,Immediately,,,,Ground out of 1 Floor,North,,1 Open,
"₹ 15,000",3 BHK Apartment for rent in Attapur 1395 sqft,Semi-Furnished,Bachelors/Family,3,Immediately,,,,4 out of 4 Floors,,,,
"₹ 15,500","2 BHK House for rent in Sripuram Colony, Old Malakpet 1350 sqft",Furnished,Bachelors/Family,3,Immediately,17.3767032623291,78.51260375976562,2,Ground out of 1 Floor,,,,
"₹ 40,000","3 BHK Builder Floor for rent in Banjara Hills, NH 9 1800 sqft",Semi-Furnished,Bachelors/Family,3,Immediately,,,,3 out of 4 Floors,,,,
"₹ 40,000","3 BHK Apartment for rent in Gachibowli, Outer Ring Road 1685 sqft",Semi-Furnished,Bachelors/Family,3,Immediately,,,,,,,,
"₹ 16,000","2 BHK House for rent in Dilsukh Nagar, NH 9 1200 sqft",Unfurnished,Bachelors/Family,2,Immediately,17.37470054626465,78.5238037109375,1,Ground out of 3 Floors,North,Main Road,,
"₹ 32,000","3 BHK Apartment for rent in One Kosmos, Nallagandla, Serilingampally 1590 sqft",,,,,17.461879,78.30443,,,,,,
"₹ 6,500","1 BHK House for rent in Mallampet, Outer Ring Road",Unfurnished,Family,1,Immediately,,,,Ground out of 1 Floor,North - East,,1 Covered,Same Premise
"₹ 8,500","2 BHK House for rent in Saidabad Colony, Sayeedabad 110 sqyrd",Unfurnished,Bachelors/Family,2,Immediately,,,,Ground out of 1 Floor,North - West,Garden/Park,,
"₹ 8,000","2 BHK House for rent in Surya Balram Enclave, Alwal",,,,,17.5071066,78.5040733,,,,,,
"₹ 38,400","3 BHK Apartment for rent in Vajras Jasmine County, Gachibowli, Outer Ring Road 1860 sqft",,,,,17.41471,78.34461,,,,,,
"₹ 12,000",2 BHK House for rent in Chengincherla 1400 sqft,Semi-Furnished,Bachelors/Family,3,Immediately,17.42306900024414,78.59938049316406,1,,East,"Garden/Park, Main Road",,
"₹ 18,000",1 BHK Apartment for rent in Gopanapalli,Furnished,Bachelors/Family,2,Immediately,17.456287384033203,78.30904388427734,,5 out of 9 Floors,,,,
"₹ 8,000",2 BHK House for rent in Nagaram 1500 sqft,Unfurnished,Bachelors/Family,3,Immediately,16.004962921142578,80.72549438476562,2,Ground out of 1 Floor,East,,,
"₹ 14,000",2 BHK Builder Floor for rent in Attapur 1200 sqft,Semi-Furnished,Bachelors/Family,2,Immediately,17.368194580078125,78.43169403076172,2,2 out of 4 Floors,,,,
"₹ 50,000","3 BHK Apartment for rent in P Janardhan Reddy Nagar, Gachibowli, Outer Ring Road 2894 sqft",Furnished,Bachelors/Family,3,Immediately,,,,7 out of 7 Floors,,,,
"₹ 8,500",2 BHK Builder Floor for rent in Gajularamaram 800 sqft,Unfurnished,Bachelors/Family,2,Immediately,17.53253746032715,78.42430877685547,,1 out of 1 Floor,,,,
"₹ 24,000","3 BHK Apartment for rent in INCOR Bonsai Homes, Tellapur, Outer Ring Road 1432 sqft",,,,,17.4749277,78.299175,,,,,,
"₹ 8,700",1 BHK Apartment for rent in Santosh Nagar,Unfurnished,Bachelors/Family,1,Immediately,,,1,2 out of 3 Floors,,,1 Open,
"₹ 80,000","10 BHK House for rent in Gandi Maisamma, Outer Ring Road 300 sqyrd",Unfurnished,Bachelors/Family,7,Immediately,,,5,2 out of 2 Floors,,,2 Covered,
"₹ 22,000",2 BHK Apartment for rent in Q city 1750 sqft,Semi-Furnished,Bachelors/Family,2,Immediately,,,4,3 out of 4 Floors,North - East,Main Road,1 Covered,
"₹ 30,000","2 BHK Apartment for rent in Mythri Nagar, Hafeezpet, NH 9 900 sqft",Furnished,Bachelors/Family,2,Immediately,,,2,2 out of 4 Floors,South,,1 Covered,
"₹ 10,000",2 BHK Apartment for rent in Hasmathpet,Unfurnished,Bachelors,2,Immediately,17.474363327026367,78.49024200439453,1,3 out of 3 Floors,North - East,Main Road,,
₹ 1.2 Lac,"3 BHK Apartment for rent in Shreemukh Rock Levelz, Banjara Hills, NH 9 4500 sqft",,,,,17.4126327796263,78.4361764651478,,,,,,
"₹ 18,000","3 BHK Apartment for rent in Chandanagar, NH 9 1526 sqft",Semi-Furnished,Bachelors/Family,3,Immediately,,,3,2 out of 5 Floors,,,,
"₹ 12,000","2 BHK Apartment for rent in Gudi Malkapur, Mehdipatnam 1450 sqft",Semi-Furnished,Family,2,From Apr '20,17.386611938476562,78.43527221679688,2,2 out of 2 Floors,West,Main Road,1 Covered,Same Premise
"₹ 15,000",2 BHK Apartment for rent in Singapore City,Unfurnished,Bachelors,2,Immediately,17.433860778808594,78.65557098388672,2,3 out of 4 Floors,North,Garden/Park,,
"₹ 15,000",3 BHK House for rent in yapral anitha enclave 1600 sqft,Furnished,Bachelors,3,Immediately,,,2,1 out of 1 Floor,,,,Same Premise
"₹ 18,000","1 BHK Apartment for rent in Nanakramguda, Nanakram Guda",,,,,17.412543,78.337875,,,,,,
"₹ 13,300","1 BHK House for rent in Krishna Nagar, Yousufguda",Furnished,Bachelors/Family,1,Immediately,,,,6 out of 12 Floors,,,,
"₹ 70,000",4 BHK House for rent in Madhapur 4200 sqft,Semi-Furnished,Bachelors/Family,5,Immediately,,,,,,,,
"₹ 14,740","2 BHK House for rent in Madinaguda, Hafeezpet, NH 9 1200 sqft",Furnished,Bachelors/Family,2,Immediately,,,,Upper Basement out of 5 Floors,,,,
"₹ 30,000","4 BHK Apartment for rent in Miyapur, NH 9 2000 sqft",Unfurnished,Bachelors/Family,3,Immediately,17.49766731262207,78.32011413574219,,4 out of 5 Floors,,,,
"₹ 15,000","2 BHK Apartment for rent in Kutbi Guda, Kachiguda, NH 2 2 1000 sqft",Unfurnished,Bachelors,2,Immediately,17.387264251708984,78.49049377441406,3,8 out of 8 Floors,West,,,
"₹ 15,000","2 BHK Apartment for rent in Gulshan Colony, Qutub Shahi Tombs 1350 sqft",Unfurnished,Bachelors/Family,2,Immediately,,,1,1 out of 3 Floors,East,,1 Covered,
"₹ 12,000","2 BHK Service Apartment for rent in Pragathi Nagar, Kukatpally 1100 sqft",Unfurnished,Bachelors/Family,2,Immediately,,,2,1 out of 4 Floors,,,,
"₹ 7,500","1 BHK House for rent in Somajiguda, NH 9",Unfurnished,Bachelors/Family,1,Immediately,17.42171287536621,78.45764923095703,,Ground out of 3 Floors,,,,
"₹ 25,000",2 BHK Apartment for rent in Kundanbagh-Begumpet 950 sqft,Semi-Furnished,Family,2,Immediately,,,,2 out of 6 Floors,East,Main Road,1 Covered,
₹ 1 Lac,"3 BHK Villa for rent in Rolling Hills, Gachibowli, Outer Ring Road 2650 sqft",,,,,17.448114,78.366685,,,,,,
"₹ 12,000",1 BHK Apartment for rent in Kondapur,Unfurnished,Bachelors/Family,1,Immediately,17.462682723999023,78.35317993164062,,2 out of 5 Floors,East,Main Road,,
"₹ 26,000","3 BHK Villa for rent in Pocharam, NH 2 2 2200 sqft",Furnished,Bachelors/Family,3,Immediately,,,,,,,,
"₹ 7,500","1 BHK Builder Floor for rent in Bharat Nagar, Moosapet",Unfurnished,Bachelors,1,Immediately,17.465572357177734,78.42784118652344,1,Ground out of 2 Floors,East,"Garden/Park, Main Road",,
"₹ 90,000","4 BHK Villa for rent in Legend Chimes, Kokapet, Outer Ring Road 3500 sqft",,,,,17.390492,78.332398,,,,,,
"₹ 18,500","3 BHK Apartment for rent in Tellapur, Outer Ring Road 1760 sqft",Unfurnished,Bachelors,3,Immediately,17.46061897277832,78.27516174316406,3,1 out of 5 Floors,West,Main Road,,
"₹ 8,000","2 BHK House for rent in Vanasthalipuram, NH 9 150 sqyrd",Unfurnished,Bachelors/Family,2,Immediately,17.327789306640625,78.58589935302734,1,1 out of 1 Floor,West,Main Road,,
"₹ 10,000",1 BHK Builder Floor for rent in Kompally,Unfurnished,Bachelors/Family,1,Immediately,17.54230499267578,78.4764404296875,,1 out of 3 Floors,North - East,Main Road,,
"₹ 25,000","2 BHK Apartment for rent in Mantri Celestia, Gachibowli, Outer Ring Road 970 sqft",,,,,17.4241958069213,78.34106,,,,,,
"₹ 12,000",1 BHK Builder Floor for rent in Kondapur,Unfurnished,Bachelors,1,Immediately,17.462682723999023,78.35317993164062,1,1 out of 2 Floors,East,,,
"₹ 35,000","4 BHK Apartment for rent in Narsingi, Outer Ring Road 3600 sqft",Semi-Furnished,Bachelors/Family,5,Immediately,17.390554428100586,78.3572006225586,5,5 out of 20 Floors,,,,
"₹ 9,000","1 BHK Apartment for rent in Miyapur, NH 9",Unfurnished,Bachelors/Family,1,Immediately,17.521093368530273,78.34429931640625,1,2 out of 5 Floors,East,Main Road,,
"₹ 5,000",2 BHK House for rent in Dammaiguda 1300 sqft,Semi-Furnished,Bachelors/Family,2,Immediately,17.50124740600586,78.59972381591797,1,Ground out of 2 Floors,,,,
"₹ 12,500","Studio Apartment for rent in Banjara Hills, NH 9",Furnished,Bachelors/Family,1,Immediately,17.415895462036133,78.43576049804688,1,3 out of 5 Floors,,,,
"₹ 15,000","2 BHK Apartment for rent in TNR Shakuntala, LB Nagar, NH 9 1100 sqft",,,,,17.3493121,78.5433257,,,,,,
"₹ 65,000","4 BHK Apartment for rent in Lanco Hills, Manikonda, Outer Ring Road 2500 sqft",,,,,17.40896,78.37323,,,,,,
"₹ 8,500","3 BHK House for rent in Beeramguda, Ramachandra Puram, NH 9 200 sqyrd",Unfurnished,Bachelors/Family,3,Immediately,,,1,1 out of 1 Floor,East,,,
"₹ 8,000",4 BHK House for rent in Nagaram 2300 sqft,Unfurnished,Bachelors/Family,4,Immediately,,,2,,,,,
"₹ 11,000",2 BHK Apartment for rent in Motinagar 1000 sqft,Semi-Furnished,Bachelors/Family,2,Immediately,,,2,4 out of 5 Floors,West,,,
"₹ 8,000",2 BHK House for rent in Nagole 1000 sqft,,Bachelors/Family,2,Immediately,,,1,,,,4 Open,
