price,bathroom,longitude,latitude,coord,bhk,sqft
18000.0,2.0,17.40459273509322,78.3828938519287,"(17.4153172, 78.3556287)",2.0,900.0
12000.0,2.0,17.445480346679688,78.44397735595703,"(17.4416433, 78.4418183)",2.0,1000.0
42000.0,,17.464033800000006,78.33749499999998,"(17.4640287, 78.33747629999999)",3.0,1880.0
7500.0,1.0,78.42705339999998,17.4305565,"(17.4305565, 78.42705339999999)",1.0,
22000.0,3.0,17.43900489807129,78.45391082763672,"(17.4416433, 78.4418183)",3.0,1800.0
60000.0,5.0,78.4810648,17.4685901,"(17.4685901, 78.4810648)",5.0,5500.0
11000.0,2.0,78.51276039999998,17.491939399999996,"(17.4919394, 78.51276039999999)",2.0,1300.0
18000.0,3.0,78.3556287,17.4153172,"(17.4153172, 78.3556287)",3.0,1400.0
,10.0,78.3588692,17.428599399999996,"(17.4285994, 78.3588692)",10.0,6000.0
22000.0,2.0,78.3982972,17.3662087,"(17.3662087, 78.3982972)",3.0,1235.0
8000.0,2.0,17.304296493530273,78.44496154785156,"(17.3070604, 78.43398289999999)",3.0,266.0
12500.0,,78.372462,17.518165300000003,"(17.5181653, 78.372462)",2.0,1200.0
26000.0,2.0,78.4553206,17.4218667,"(17.4218667, 78.4553206)",2.0,1800.0
17000.0,2.0,17.519025802612305,78.39411163330078,"(17.497722, 78.3944485)",2.0,1300.0
12000.0,2.0,17.362762451171875,78.38982391357422,"(17.3643408, 78.3952183)",2.0,1190.0
23000.0,2.0,78.35782459999999,17.4698577,"(17.4698577, 78.3578246)",2.0,1200.0
9000.0,,17.4933615405279,78.356628,"(17.4933894, 78.3566665)",2.0,700.0
8000.0,1.0,78.41834779999998,17.449277300000002,"(17.4492773, 78.41834779999999)",1.0,
11000.0,1.0,78.4535709,17.4244895,"(17.4244895, 78.4535709)",1.0,
6500.0,2.0,78.64186959999998,17.4671913,"(17.4671913, 78.64186959999999)",2.0,1200.0
9000.0,2.0,78.4890625,17.5340663,"(17.5340663, 78.4890625)",2.0,1040.0
8000.0,2.0,78.53155459999999,17.341318899999997,"(17.3413189, 78.5315546)",2.0,1150.0
35000.0,3.0,78.4239329,17.3962806,"(17.3962806, 78.4239329)",3.0,1591.0
9500.0,2.0,78.5455073,17.337449300000003,"(17.3374493, 78.5455073)",2.0,1125.0
7000.0,2.0,78.58572099999998,17.2552444,"(17.2552444, 78.58572099999999)",2.0,1200.0
30000.0,4.0,78.39080349999998,17.448583499999998,"(17.4485835, 78.39080349999999)",4.0,3500.0
15000.0,2.0,78.5156614,17.3697974,"(17.3697974, 78.5156614)",2.0,1150.0
17000.0,2.0,78.5118499,17.3712445,"(17.3712445, 78.5118499)",1.0,
9000.0,2.0,78.326808,17.559188600000002,"(17.5591886, 78.326808)",2.0,1250.0
12500.0,2.0,17.445480346679688,78.44397735595703,"(17.4416433, 78.4418183)",2.0,1130.0
15000.0,2.0,17.330989837646484,78.57025909423828,"(17.336379, 78.5759787)",2.0,1250.0
11000.0,2.0,78.3952183,17.3643408,"(17.3643408, 78.3952183)",2.0,1350.0
9000.0,1.0,17.41224479675293,78.50216674804688,"(17.4125847, 78.5053248)",2.0,300.0
14000.0,2.0,17.368194580078125,78.43169403076172,"(17.3698887, 78.4304712)",2.0,1450.0
14000.0,2.0,17.400739669799805,78.40858459472656,"(17.4153172, 78.3556287)",2.0,1000.0
11000.0,2.0,17.445369720458984,78.45032501220703,"(17.4419687, 78.451038)",2.0,
